Name,Email,Phone,Address,City,Country,is_subsidiary,parent_company
BRETT PHARMACY CASH,,,,,KE,,
BUKURA PHARMACY,,,,,KE,,
BUNGOMA CHEMIST LIMITED,,,,,KE,,
BURHANI PHARMACY - MOMBASA,,,,,KE,,
BURHANI PHARMACY,,,,,KE,,
BUSIA VISION PHARMACY-CASH*,,,,,KE,,
CANAAN PHARMACEUITICAL LTD,,,,,KE,,
CARE CHEMIST LTD,,,,,KE,,
CARE HOSPITAL LIMITED,,,,,KE,,
CAREPLUS CHEMIST LIMITED,,,,,KE,,
CAROCEL PHARMACY CASH,,,,,KE,,
Cash Sale Customer - Eldoret - STRICTLY CASH ONLY,,,,,KE,,
CASH SALE CUSTOMER - KISUMU,,,,,KE,,
CASH SALE CUSTOMER - MOMBASA,,,,,KE,,
CASH SALES CUSTOMER - NAIROBI,,,,,KE,,
CASH SALE,,,,,KE,,
CATEPHARM PHARMACY,,,,,KE,,
CATEPHARM PHARMACY-CASH,,,,,KE,,
CEDAR CLINICAL ASSOCIATES,,,,,KE,,
CENTER LINE DRUG HOUSE-CASH,,,,,KE,,
CENTRAL BANK OF KENYA,,,,,KE,,
CENTRE FOR HEART AND DISEASE & DIABETES - CASH,,,,,KE,,
CENTURION PHARMACY LTD,,,,,KE,,
CHAMBAI CHEMIS LTD,,,,,KE,,
CHAMIANESS PAHRMA LTD         ,,,,,KE,,
CHARZEL HEALTH CHEMIST CASH,,,,,KE,,
Chemrange-Cash,,,,,KE,,
CHEMWORLD PHARMACY,,,,,KE,,
CHEPKUBE DOVAS,,,,,KE,,
Chepsoo Enterprises Ltd,,,,,KE,,
CHERANGANI NURSING,,,,,KE,,
CHERANGANY NURSING HOME LTD,,,,,KE,,
Cherathimo Chemist Ltd -  Cash,,,,,KE,,
CHERATHIMO CHEMIST,,,,,KE,,
CHOICE PHARMACEUTICALS,,,,,KE,,
CHUKA AFYA CHEMISTS LTD,,,,,KE,,
CISTEIN PHARMACY,,,,,KE,,
CITY GATE PHARMACY LTD,,,,,KE,,
CITY LINK PHARMA LTD,,,,,KE,,
CITYLIFE PHARMACY,,,,,KE,,
CITYLIFE PHARMACY-CASH,,,,,KE,,
Citymed Pharmacy,,,,,KE,,
CITYVIEW CASH,,,,,KE,,
CITYVIEW-CASH,,,,,KE,,
CLEAVERS PHARMACY,,,,,KE,,
CLICKS PHARMACY-CASH,,,,,KE,,
COAST PROVINCIAL HOSP.,,,,,KE,,
COLUMBIA AFRICA HEALTHCARE LTD,,,,,KE,,
COPTIC HOSPITAL,,,,,KE,,
CRANE PHARMACY,,,,,KE,,
Curescene Intercose Pharmacy-Cash,,,,,KE,,
DAJIM PHARMACY,,,,,KE,,
DAJIM PHARMACY-CASH,,,,,KE,,
DAKAR MEDICAL SERVICES,,,,,KE,,
DALLAS CHEMIST,,,,,KE,,
DALLAVIEW PHARMACY,,,,,KE,,
DAMIST CHEMIST,,,,,KE,,
Damist Chemist-Cash,,,,,KE,,
DAN PHARMACIE LTD - KANGEMI,,,,,KE,,
Danil  Chemist,,,,,KE,,
DANIL CHEMIST,,,,,KE,,
Danmed Pharmacy-Cash,,,,,KE,,
DANNES PHARMACY,,,,,KE,,
DATA RUSH SERVICES LTD,,,,,KE,,
DAWACHEM CHEMISTS LTD-OYUGIS,,,,,KE,,
DAWAPLUS PHARMACEUTICALS,,,,,KE,,
Dawaplus Pharmaceuticals-Cash,,,,,KE,,
DAWAPOINT CHEMIST,,,,,KE,,
DAYAH PHARMACY,,,,,KE,,
DAYAH PHARMACY-CASH,,,,,KE,,
DELL-LIGHT PHARMACEUTICALS.,,,,,KE,,
DELTO PHARMACY-CASH,,,,,KE,,
DENSAN PHARMACY-CASH,,,,,KE,,
DEZER PHARMACY ,,,,,KE,,
DIAMOND ARCADE PHARMACY,,,,,KE,,
DIANI BEACH HOSPITAL - MOMBASA,,,,,KE,,
DISCHEM PHARMACIE,,,,,KE,,
DISHCHEM CHEMISTS,,,,,KE,,
Dm Polin-Cash,,,,,KE,,
Doc Care Ville Pharmacy Ltd,,,,,KE,,
DOCLINE PHARMACY-CASH,,,,,KE,,
DOCPHARMA LTD,,,,,KE,,
DOLAC CHEMIST-CASH,,,,,KE,,
DOMACHEM-CASH,,,,,KE,,
Domakis Pharmaceuticals Cash,,,,,KE,,
DORAN CHEMIST ,,,,,KE,,
DOSICHEM-CASH,,,,,KE,,
DOVEY PHARMACEUTICALS LIMITED,,,,,KE,,
DR ANISA,,,,,KE,,
DR BHAVIN PATEL C/O CHRYSLER HOLDINGS LTD,,,,,KE,,
DR.G.M.KAMAU C/O MAINLAND HOSPITAL-MOMBASA,,,,,KE,,
DR IRUNGU,,,,,KE,,
DR JOHN KISIANGANI,,,,,KE,,
DR MANSUKH,,,,,KE,,
DR NAFULA W ESTHER,,,,,KE,,
DR P S NJUGUNA,,,,,KE,,
DR PATRICK,,,,,KE,,
DR R,,,,,KE,,
DR. S.K. BHASIN,,,,,KE,,
Dr Shaileen Shah,,,,,KE,,
DR. WACHIRA HEALTH SERVICES LTD,,,,,KE,,
DR WACHIRA,,,,,KE,,
Dr. R. A. Devani - Msa,,,,,KE,,
DR.ANISA C/O MALINDI CARE SERVICES LTD-,,,,,KE,,
Dr.H. S. Keer,,,,,KE,,
Dr.Latifah Shaikh-Cash,,,,,KE,,
DR.MANSUKH SHAH-CASH,,,,,KE,,
DR.PATRICK NDIRANGU,,,,,KE,,
DRUG MART LIMITED,,,,,KE,,
EAGLEPHARM CHEMIST LTD,,,,,KE,,
EASTLEIGH PHARMACEUTICALS LTD,,,,,KE,,
EASTON PHARMACEUTICALS LTD TWN,,,,,KE,,
ECODRUGS PHARMACY LTD,,,,,KE,,
EDMERC PHARMACY,,,,,KE,,
ELA VETERINARY SERVICES LTD,,,,,KE,,
Eland Pharmaceuticals Ltd - Nyeri - CASH,,,,,KE,,
ELDOBASE CHEMIST,,,,,KE,,
ELDOCHEM PHARMACY LTD,,,,,KE,,
Eldogate Chemist Limited - Kapsabet,,,,,KE,,
ELDOHOSP PHARMACEUTICALS LTD,,,,,KE,,
ELDORET PRIME CHEMIST-CASH,,,,,KE,,
ELEMENTAITA PHARMACEUTICALS,,,,,KE,,
ELGEYO PHARMACY LTD,,,,,KE,,
ELIAN CHEMIST,,,,,KE,,
ELIANA PHARMACY,,,,,KE,,
Eliana Pharmacy-Cash (Moshel),,,,,KE,,
ELIPHARMA CHEMIST-CASH,,,,,KE,,
ELMART PHARMA LTD,,,,,KE,,
EMBU CHILDREN HOSPITAL,,,,,KE,,
EMIR PHARMACY,,,,,KE,,
EMIR PHARMACY-CASH,,,,,KE,,
EPHESIANS CHEMIST,,,,,KE,,
Ephesians Chemist-Cash,,,,,KE,,
EQUITY AFIA LIMITED,,,,,KE,,
Esbo Pharmacy-Cash,,,,,KE,,
ESMAC CHEMIST,,,,,KE,,
ESTATE CHEMIST-CASH,,,,,KE,,
ETHANIM CHEMIST-CASH,,,,,KE,,
EUROPEAN UNION TRAININ MISSION (EUTM) SOMALIA MHQ,,,,,KE,,
EVANS SUNRISE MEDICAL CENTRE,,,,,KE,,
Evans Sunrise Medical Centre - cheque on delivery,,,,,KE,,
EVELDO CHEMIST,,,,,KE,,
Eveldo Chemist-Cash,,,,,KE,,
EVERCARE CHEM,,,,,KE,,
EVERCARE CHEMIST,,,,,KE,,
EXCELSIOR PHARMACEUTICAL,,,,,KE,,
EYAT PHARMACY-CASH,,,,,KE,,
FAIZ PHARMACY - MOMBASA -,,,,,KE,,
FAMILY ACCESS MEDICAL CENTRE,,,,,KE,,
FAMILY HEALTH OPTION KENYA,,,,,KE,,
FAMILY MEDICAL SUPPLIES LTD,,,,,KE,,
Family Medicare [Cash],,,,,KE,,
FIRST CARE PHARMACY-CASH,,,,,KE,,
FAMILYCARE PHARMACY,,,,,KE,,
FANSHO PHARMACY,,,,,KE,,
FARMA 24 CHEMIST,,,,,KE,,
FARMATICA PHARMACEUTICALS,,,,,KE,,
Fastmed Chemist-Cash,,,,,KE,,
Fewape Chemist Cash,,,,,KE,,
FLAME TREE PHARMACY,,,,,KE,,
FLORIANS CHEMIST,,,,,KE,,
FOCAL POINT HEALTHCARE LTD,,,,,KE,,
FOCUS OUTREACH MISSION HOSPITAL CASH,,,,,KE,,
FORCES MEMORIAL HOSPITAL,,,,,KE,,
FOUNTAIN HEALTHCARE,,,,,KE,,
FRAMU CHEMIST-CASH,,,,,KE,,
FREB PHARMACEUTICALS LTD,,,,,KE,,
FRED PHARMACEUTICALS LIMITED,,,,,KE,,
FREETOWN CHEMIST,,,,,KE,,
FREMA PHARMACY ,,,,,KE,,
FRERE CHEMIST,,,,,KE,,
FRERE CHEMIST-CASH,,,,,KE,,
FRIENDS CHEMISTS LTD,,,,,KE,,
Gacio Chemist-Cash,,,,,KE,,
GALEX PHARMACEUTICALS-CASH,,,,,KE,,
Garden Specialist Hospital,,,,,KE,,
GARISSA NURSING HOME,,,,,KE,,
GATHIMAINI PHARMACY,,,,,KE,,
GELLY PHARMACY CASH,,,,,KE,,
General Industries Ltd,,,,,KE,,
GENERIC AFRICA LTD,,,,,KE,,
GERMAN MEDICAL CENTER,,,,,KE,,
GEROMED PHARMACY-CASH,,,,,KE,,
GERTRUDE'S CHILDREN HOSPITAL,,,,,KE,,
GERYSEN PHARMACY KISUMU AC,,,,,KE,,
GETEMBE PHARMACY KISUMUAC,,,,,KE,,
Giant Chemist-Cash,,,,,KE,,
Gidea Chemist - Cash,,,,,KE,,
GIGGA CHEMIST-CASH,,,,,KE,,
GILO CHEMIST,,,,,KE,,
GITHURAI CHEMIST LTD,,,,,KE,,
GITROSE PHARMACY,,,,,KE,,
GLOBAL-NET MEDICAL LTD,,,,,KE,,
Glory Chemist Cash,,,,,KE,,
GOLDLIFE PHARMACEUTICALS LTD,,,,,KE,,
GOLF PHARMACY CASH,,,,,KE,,
GONDIAN PHARMACY-CASH,,,,,KE,,
GOOD NEIGHBOUR CASH,,,,,KE,,
GOODLIFE PHARMACY LIMITED,,,,,KE,,
Gorofani Medical-Cash,,,,,KE,,
GRACE HOUSE OF MEDICINE-CASH,,,,,KE,,
GRAMS MEDICAL CENTER-CASH,,,,,KE,,
GRAND CHEMIST,,,,,KE,,
GREAT KNEWS PHARMACY CARE - NAKURU,,,,,KE,,
GREEN COUNTY,,,,,KE,,
GREEN COUNTY PHARMACY(CASH A/C),,,,,KE,,
Green Pharmacy-Cash,,,,,KE,,
Greenlife Pharma Ltd,,,,,KE,,
GRIFFINS PHARMACY-CASH,,,,,KE,,
GUARDIAN CHEMIST,,,,,KE,,
Gucci Pharmacy-Cash,,,,,KE,,
GUD PHARMACY-CASH,,,,,KE,,
GURU NANAK RAMGARHIA SIKH HOSPITAL,,,,,KE,,
GURUKRUPA PHARMACY,,,,,KE,,
Gynocare Women&Fistula Hospital-Cash,,,,,KE,,
Hakika Pharmacy,,,,,KE,,
HALLOW CHEMIST-CASH,,,,,KE,,
HALTONS LIMITED,,,,,KE,,
HANNAN CHEMIST-CASH,,,,,KE,,
HARIPHARM PHARMACY,,,,,KE,,
Hartlane Chemist - CASH,,,,,KE,,
HARTLANE PHARMACEUTICALS LTD,,,,,KE,,
HATIMI CHEMIST,,,,,KE,,
HAVEN HEALTHCARE LIMITED,,,,,KE,,
HEALTH AID CHEMIST,,,,,KE,,
HEALTH SOURCE MEDICAL CENTER,,,,,KE,,
HEALTHWAY CHEMIST - TOM MBOYA,,,,,KE,,
HEBWA PHARMACY CASH,,,,,KE,,
HELLO PHARMACY,,,,,KE,,
HEMLOCK PHARMACY LTD,,,,,KE,,
HERLIZ PHARMACY CASH,,,,,KE,,
HESO CHEMIST CASH,,,,,KE,,
Hewan Pharmacy - PH,,,,,KE,,
Highbreez Pharmacy-Cash,,,,,KE,,
HIGHCARE CHEMIST - MALINDI - CASH,,,,,KE,,
HIGHCHEM PHARMA CASH ACCOUNT,,,,,KE,,
HIGHRIDGE PHARMACY LTD,,,,,KE,,
HIGHTONE PHARMACY-CASH,,,,,KE,,
HIJAZ PHARMACEUTICALS LTD     ,,,,,KE,,
Hikmas Pharmacy Ltd,,,,,KE,,
HIRANI PHARMA,,,,,KE,,
HOPE FIRST-CASH,,,,,KE,,
HOPEPHARM PHARMACEUTICALS LTD,,,,,KE,,
HORESHA PHARMACY CASH,,,,,KE,,
HOSSANA CHEMIST,,,,,KE,,
HUDOS PHARMACY,,,,,KE,,
HUDOS PHARMACY-CASH,,,,,KE,,
HURLINGHAM FAMILY HEALTH CARE CLINIC,,,,,KE,,
IBNUSINA PHARMACY - LAMU,,,,,KE,,
Ideal County Chemist MDS-Cash,,,,,KE,,
Ideal Medical Clinic,,,,,KE,,
IKARA PHARMACY ,,,,,KE,,
IMANI CHEMIST CASH,,,,,KE,,
IMARA MEDIPLUS LIMITED,,,,,KE,,
IN HEALTH,,,,,KE,,
INDEPENDENT PHARMACY LIMITED,,,,,KE,,
Independent Pharmacy-Cash,,,,,KE,,
INKAMED PHARMACEUTICALS,,,,,KE,,
INSTANT PHARMACY,,,,,KE,,
Intel Pharmacy Cash,,,,,KE,,
INTERNATIONAL ORGANIZATION FOR MIGRATION,,,,,KE,,
INTO HEALTH PHARMACY,,,,,KE,,
ION KENYA,,,,,KE,,
IPO PHARMACY-CASH,,,,,KE,,
IPOPHARM CASH,,,,,KE,,
ISAJE CHEMIST CASH,,,,,KE,,
ISANDO PHARMACY LTD,,,,,KE,,
ITABUA CHEMIST,,,,,KE,,
JABBRA PHARMACY ,,,,,KE,,
JABEZ PHARMACY,,,,,KE,,
JACARANDA CHEMISTS LTD.,,,,,KE,,
JACARANDA HEALTH,,,,,KE,,
JACARANDA VET CLINIC CASH,,,,,KE,,
JACKS PHARMACY LTD,,,,,KE,,
JACKSPARROW CHEMIST-CASH,,,,,KE,,
Jafreds Pharmacy-MDS-Cash,,,,,KE,,
JALARAM MEDICAL CENTER,,,,,KE,,
JAMBO MEDICAL,,,,,KE,,
JAMBO MEDICAL CLINIC - MOMBASA,,,,,KE,,
JAMII HOSPITAL,,,,,KE,,
JANKIN PHARMACY-CASH,,,,,KE,,
JANPHARM,,,,,KE,,
JASH PHARMACEUTICALS LTD - CASH,,,,,KE,,
JASPER CHEMIST,,,,,KE,,
JASSIN CHEMIST KISUMUAC,,,,,KE,,
JAYLEEN CHEMIST,,,,,KE,,
JERUPHARM CHEMISTS LTD,,,,,KE,,
JEWEL PHARMACEUTICALS - CASH,,,,,KE,,
Jireh Pharmacy Cash,,,,,KE,,
JOCHAM HOSPITAL LTD - MOMBASA,,,,,KE,,
JOKAM PHARMACY,,,,,KE,,
JOMVU PHARMACY - MOMBASA,,,,,KE,,
JONRO CHEMIST,,,,,KE,,
Joschem Pharmacy-Cash,,,,,KE,,
JOSMA HEALTH SERVICES LTD,,,,,KE,,
JOY PEACE CHEMIST,,,,,KE,,
Joypiece Pharmacy-Cash,,,,,KE,,
JTEE CHEM-CASH,,,,,KE,,
JUCLED PHARMACY-CASH,,,,,KE,,
Jukomed Pharmacy Cash,,,,,KE,,
JULIMER INTERNATIONAL,,,,,KE,,
JULIMER INTERNATIONAL LTD (JABELINE KENYA LTD),,,,,KE,,
JUMUIA HOSPITAL KAKAMEGA CLINIC,,,,,KE,,
KABATI PHARMACY-CASH,,,,,KE,,
Kadungunyi Pharmacy - Mombasa,,,,,KE,,
KAM PHARMACY LTD,,,,,KE,,
KAMONJI CHEMIST-CASH,,,,,KE,,
KAPKOLEI CHEMISTS - CASH,,,,,KE,,
KAPSASUR CHEMIST-CASH,,,,,KE,,
KAREN CHEMIST,,,,,KE,,
KARURA CHEMIST-CASH,,,,,KE,,
KARURI STORES PHARMACEUTICALS,,,,,KE,,
KASRUT PHARMACEUTICALS-CASH,,,,,KE,,
Kasue Chemist Cash,,,,,KE,,
KATITO LOGOS CHEM-CASH,,,,,KE,,
KAVAKAVA PHARMACY LTD,,,,,KE,,
KAVIRONDO CHEMIST LIMITED,,,,,KE,,
KAVIRONDO CHEMIST,,,,,KE,,
KELCHEM PHARMACY-CASH,,,,,KE,,
KENGELENI PHARMACY,,,,,KE,,
Kenol Hospital Ltd,,,,,KE,,
KENTONS LIMITED KISUMU AC,,,,,KE,,
KENYA AIR FORCE,,,,,KE,,
KENYA AIRWAYS LIMITED,,,,,KE,,
KENYA ARMY HEADQUARTERS,,,,,KE,,
KENYA MEDICAL,,,,,KE,,
KENYA NAVY BASE,,,,,KE,,
KENYA PIPELINE COMPANY LTD,,,,,KE,,
KENYA UTALII COLLEGE,,,,,KE,,
KENYATTA NATIONAL HOSPITAL,,,,,KE,,
KENYATTA UNIVERSITY,,,,,KE,,
KERICHO COUNTY REFERRAL HOSPITAL,,,,,KE,,
Keroka Meds Chemist-Cash,,,,,KE,,
KERU HEALTHCARE LTD,,,,,KE,,
KERUGOYA PRIME,,,,,KE,,
KIAMBU PHARMACY,,,,,KE,,
KIAMICHIRI CHEMIST,,,,,KE,,
Kianyi Chemist Cash,,,,,KE,,
KIENI HEALTHCARE CHEMIST,,,,,KE,,
KIMATHI STREET MEDICAL CENTRE,,,,,KE,,
KIMSON DAWA CHEMIST,,,,,KE,,
KIMTON PHARMACY LTD,,,,,KE,,
Kinorani Pharmacy-Cash,,,,,KE,,
KIREC PHARMACEUTICALS LTD,,,,,KE,,
KISAO CHEMIST,,,,,KE,,
KISIMA HEALTH FACILITY,,,,,KE,,
KITELINK,,,,,KE,,
KITPHARM CHEMISTS - KITALE,,,,,KE,,
KLINCARE PHARMACY,,,,,KE,,
KRISHNA CHEMIST LTD,,,,,KE,,
K-South -Cash,,,,,KE,,
Kulal International Limited,,,,,KE,,
KUMI PHARMACEUTICALS LTD,,,,,KE,,
Ladnan Hospital Limited,,,,,KE,,
LAIKIPIA PHARMACY,,,,,KE,,
Lakehill-Cash,,,,,KE,,
LAKEPHARM LIMITED KISUMU AC,,,,,KE,,
Lane Chemist,,,,,KE,,
LANGONI NURSING HOME,,,,,KE,,
LAXMIBEN,,,,,KE,,
LEBILLE PHARMACEUTICALS,,,,,KE,,
LELESHWA PHARMACY,,,,,KE,,
LEMAYA CHEMIST,,,,,KE,,
LENANA PHARMACEUTICAL LTD,,,,,KE,,
LENCHEM-CASH,,,,,KE,,
LEO CHEMIST KISUMU AC,,,,,KE,,
Leopalm Pharmaceuticals Ltd,,,,,KE,,
LIFECARE HOSPITALS BUNGOMA LTD,,,,,KE,,
LIFECARE PHARMACEUTICALS - ELDORET,,,,,KE,,
LIFESTYLE CHEMISTS &MEDICAL CENTER-CASH,,,,,KE,,
LIKONI CHEMIST,,,,,KE,,
LIKONI CHEMIST LIMITED,,,,,KE,,
LILAC CHEMIST-CASH,,,,,KE,,
LIMASOL DAWA-CASH,,,,,KE,,
LIMELIGHT CHEMIST,,,,,KE,,
Limuru Xray&Medical Center-Cash,,,,,KE,,
Linawi Pharmaceuticals Cash,,,,,KE,,
LINDAH PHARMACY,,,,,KE,,
LIONS SIGHTFIRST EYE HOSPITAL,,,,,KE,,
Lipter Chemist,,,,,KE,,
LITTLE KING CHEMIST-CASH,,,,,KE,,
Lola Pharmacy-Cash,,,,,KE,,
LOLWE PHARMACY,,,,,KE,,
Lolwe Pharmacy-Cash,,,,,KE,,
LOSAMBO CHEMIST-CASH,,,,,KE,,
LUC PHARMACY,,,,,KE,,
Lufex Pharmacy MDS-Cash,,,,,KE,,
LUGOSH PHARMACY CASH,,,,,KE,,
LUTHULI PHARMACY,,,,,KE,,
LYNOPHARM CASH,,,,,KE,,
LYNOPHARM-CASH,,,,,KE,,
M.E.W.A MEDICAL CENTRE,,,,,KE,,
M.P SHAH HOSPITAL,,,,,KE,,
MACHIPHARM PHARMACEUTICALS LTD,,,,,KE,,
MACO CHEMIST.,,,,,KE,,
MACWIN CHEMIST CASH,,,,,KE,,
Madila Pharmacy-Cash,,,,,KE,,
Mae Chemicals-Cash,,,,,KE,,
MAGNOLIA CHEMIST-CASH,,,,,KE,,
MAHEE FLOWERS LIMITED,,,,,KE,,
MAHIR CHEMIST,,,,,KE,,
MAHIR CHEMIST-CASH,,,,,KE,,
MAIRUNE CHEMIST LTD- MDS - PH,,,,,KE,,
MAISHA MEMA-CASH,,,,,KE,,
MAKADARA CHEMISTS LTD. - MOMBASA,,,,,KE,,
MAKKAAH PHARMACEUTICALS,,,,,KE,,
MAKUHA CHEMISTS,,,,,KE,,
MAKUPA CHEMISTS LIMITED - MOMBASA,,,,,KE,,
MALC DISPENSING-CASH,,,,,KE,,
MALFA CHEMIST,,,,,KE,,
MALIBA PHARMACY ELDORET ACC,,,,,KE,,
MALINDI CARE SERVICES,,,,,KE,,
MALINDI CHEMISTS LTD,,,,,KE,,
MALINDI FIRST PHARMACY,,,,,KE,,
MAMO PHARMACY RONGO CASH,,,,,KE,,
MANASCO PHARMACY - CASH ONLY,,,,,KE,,
MANDERA DRUG MART,,,,,KE,,
MANGA PHARMACEUTICALS - KISII,,,,,KE,,
Mantisa Healthcare Services - COLLECT CHEQUE ON DELIVERY,,,,,KE,,
MARA CHEMIST,,,,,KE,,
MARIA DRUG HOUSE,,,,,KE,,
MARIAN PHARMACY,,,,,KE,,
MARIE STOPES KENYA,,,,,KE,,
MARINE PHARMACY-CASH,,,,,KE,,
Marlin Chemists Ltd,,,,,KE,,
MARY HELP OF THE SICK,,,,,KE,,
MASAKU CHEMISTS,,,,,KE,,
MASOKANI PHARMACEUTICALS,,,,,KE,,
MASONI CHEMIST CASH,,,,,KE,,
MASTEN PHARMACEUTICALS,,,,,KE,,
