Name,Email,Phone,Address,City,Country,is_subsidiary,parent_company
SATYA PHARMACY LIMITED,,,,,KE,No,
SALAMA PHARMACEUTICALS,,,,,KE,No,
EASTLEIGH PHARMACEUTICALS LTD,,,,,KE,No,
DR. IGNATIUS MUTURI,,,,,KE,No,
JALARAM MEDICAL CENTER,,,,,KE,No,
UNIVERSITY OF NAIROBI - CLINIC,,,,,KE,No,
NORTHERN PHARMACY,,,,,KE,No,
VETERAN PHARMACEUTICALS LTD,,,,,KE,No,
ELDOHOSP PHARMACEUTICALS LTD,,,,,KE,No,
PHILMED LIMITED,,,,,KE,No,
COMPREHENSIVE DIABETES CENTRE,,,,,KE,No,
A G PHARMACEUTICAL,,,,,KE,No,
NEEM PHARMACY,,,,,KE,No,
METROPOLITAN HOSPITAL LTD,,,,,KE,No,
DISCHEM PHARMACIE,,,,,KE,No,
GATHIMAINI PHARMACY,,,,,KE,No,
TEMPLE STORES PHARMACEUTICALS,,,,,KE,No,
COPTIC HOSPITAL,,,,,KE,No,
ELMART PHARMA LTD             ,,,,,KE,No,
Citymed Pharmacy,,,,,KE,No,
NAIROBI SOUTH HOSPITAL,,,,,KE,No,
FORCES MEMORIAL HOSPITAL,,,,,KE,No,
NEW LEMUMA PHARMACY CO LTD,,,,,KE,No,
BEL-EA PHARMACY LTD,,,,,KE,No,
KAM PHARMACY LTD,,,,,KE,No,
KIREC PHARMACEUTICALS LTD,,,,,KE,No,
DOVEY PHARMACEUTICALS LIMITED,,,,,KE,No,
CENTRAL BANK OF KENYA,,,,,KE,No,
EMBU CHILDREN HOSPITAL,,,,,KE,No,
FREB PHARMACEUTICALS LTD,,,,,KE,No,
MEDIMART HEALTHCARE LTD - THIKA ROAD,,,,,KE,No,
DR. GAMAN MOHAMED,,,,,KE,No,
ELMART PHARMA LTD,,,,,KE,No,
GERTRUDE'S CHILDREN HOSPITAL,,,,,KE,No,
PHARMART CHEMIST LIMITED.,,,,,KE,No,
THWAKE PHARMACY,,,,,KE,No,
BELMONT PHARMACEUTICALS LTD,,,,,KE,No,
SURGIK PHARMACEUTICALS LTD,,,,,KE,No,
RAM PHARMACEUTICALS LIMITED,,,,,KE,No,
KARURI STORES PHARMACEUTICALS,,,,,KE,No,
OAKLEY PHARMACY LTD,,,,,KE,No,
K.I.R.E.C LTD,,,,,KE,No,
SONACHEM PHARMACEUTICALS,,,,,KE,No,
UNIVERSITY OF NAIROBI STAFF   ,,,,,KE,No,
ZEN PHARMACEUTICALS,,,,,KE,No,
KENYA AIR FORCE,,,,,KE,No,
MBETI PHARMACY,,,,,KE,No,
CARE CHEMIST LTD,,,,,KE,No,
SUPREME PHARMACY LTD,,,,,KE,No,
EASTON PHARMACEUTICALS LTD TWN,,,,,KE,No,
GURU NANAK RAMGARHIA SIKH HOSPITAL,,,,,KE,No,
LIMELIGHT CHEMIST,,,,,KE,No,
OTHAYA CHEMISTS,,,,,KE,No,
MEGALIFE LTD,,,,,KE,No,
Greenlife Pharma Ltd,,,,,KE,No,
LEBILLE PHARMACEUTICALS,,,,,KE,No,
AVENUE HEALTHCARE - NAIROBI BRANCH,,,,,KE,No,
HARTLANE PHARMACEUTICALS LTD,,,,,KE,No,
MEDS PHARMACEUTICALS LTD,,,,,KE,No,
KULAL INTERNATIONAL LTD,,,,,KE,No,
RELIANT PHARMACEUTICAL LTD,,,,,KE,No,
NILSON PHARMACEUTICALS LTD,,,,,KE,No,
CANAAN PHARMACEUITICAL LTD,,,,,KE,No,
AVENUE HEALTHCARE GARDEN CITY,,,,,KE,No,
KAVAKAVA PHARMACY LTD,,,,,KE,No,
OPERA PHARMA (K) LTD,,,,,KE,No,
ACHIRAL PHARMACEUTICALS,,,,,KE,No,
DELL-LIGHT PHARMACEUTICALS.,,,,,KE,No,
CARE HOSPITAL LIMITED,,,,,KE,No,
PHARMA & ALLIED LOGISTICS LTD,,,,,KE,No,
MUIGANANIA PHARMACY,,,,,KE,No,
KAREN CHEMIST,,,,,KE,No,
ELIM CENTRAL PHARMACY,,,,,KE,No,
AL-HIDDAYA PHARMACEUTICALS LTD.,,,,,KE,No,
STRATHMORE MEDICAL CENTRE,,,,,KE,No,
ARACHIS PHARMACEUTICALS LTD,,,,,KE,No,
MX RX ONE STOP PHARMACY LTD,,,,,KE,No,
MUTINDWA CHEMISTS LTD,,,,,KE,No,
IVORY HEALTH SOLUTIONS,,,,,KE,No,
RUP PHARM LTD,,,,,KE,No,
KERUGOYA PRIME,,,,,KE,No,
P.C.E.A. KIKUYU HOSPITAL,,,,,KE,No,
INKAMED PHARMACEUTICALS,,,,,KE,No,
UPPER HILL MEDICAL CENTRE LTD,,,,,KE,No,
ESSENTIAL CARDIO SERVICES,,,,,KE,No,
BILOVA CHEMISTS LTD,,,,,KE,No,
KENYATTA UNIVERSITY           ,,,,,KE,No,
WESTMALL CHEMIST LTD,,,,,KE,No,
MPESA CASH ACCOUNT NAKURU,,,,,KE,No,
LENANA PHARMACEUTICAL LTD,,,,,KE,No,
AVA PHARMACY LTD,,,,,KE,No,
AVENUE HEALTHCARE - EMBAKASI,,,,,KE,No,
AVENUE HEALTHCARE - NGONG ROAD,,,,,KE,No,
GLOBAL-NET MEDICAL LTD,,,,,KE,No,
NEEMA PHARMACY LTD,,,,,KE,No,
BARAKAAT CHEMIST LIMITED,,,,,KE,No,
ST. MATIA MULUMBA HOSPITAL,,,,,KE,No,
WAMBUGU PHARM CHEMIST,,,,,KE,No,
ION KENYA,,,,,KE,No,
METROPOLITAN CHEMISTS LTD,,,,,KE,No,
HARIPHARM PHARMACEUTICALS LTD ,,,,,KE,No,
TRANSMED-CASH,,,,,KE,No,
DIAMOND ARCADE PHARMACY,,,,,KE,No,
DR. RADIA,,,,,KE,No,
MPESA CASH ACCOUNT KOINANGE,,,,,KE,No,
PORTAL PHARMACY,,,,,KE,No,
SIPICHEM PHARMACEUTICALS - PH,,,,,KE,No,
YAYA CHEMISTS,,,,,KE,No,
MALIBU PHARMACY,,,,,KE,No,
WELLMED PHARMACEUTICALS LTD,,,,,KE,No,
ITABUA CHEMIST,,,,,KE,No,
DR WAGANA'S CLINIC,,,,,KE,No,
PHARMA & ALLIED LOGISTICS LTD ,,,,,KE,No,
TRANSMEGA KENYA LTD,,,,,KE,No,
KENYATTA COLLEGE AGRITECH,,,,,KE,No,
KERU HEALTHCARE,,,,,KE,No,
BELLADONNA PHARMACY,,,,,KE,No,
GREENMONT MEDICAL CENTER,,,,,KE,No,
MERU ANNEX CHEMIST,,,,,KE,No,
NANYUKI COTTAGE HOSPITAL,,,,,KE,No,
NICHE PHARM PHARMACY,,,,,KE,No,
PHARMACEUTICA (1985) LTD,,,,,KE,No,
EAST END CHEMISTS LTD,,,,,KE,No,
U.S.I.U MEDICAL CENTRE,,,,,KE,No,
NATIONAL SECURITY INTEL. SERV.,,,,,KE,No,
NAKURU AFYA CHEMIST,,,,,KE,No,
PHARMORE PHARMACY LIMITED,,,,,KE,No,
EAST AFRRICAN PORTLAND CEMENT,,,,,KE,No,
FOCUS PHARMACEUTICALS LTD,,,,,KE,No,
AGMART PHARMACEUTICALS,,,,,KE,No,
LIFEMED PHARMACY LTD,,,,,KE,No,
FAMILY MEDICAL SUPPLIES LTD,,,,,KE,No,
SINAI HOSP PHARMACEUTICALS,,,,,KE,No,
MERIDIAN EQUATOR HOSPITAL - 1,,,,,KE,No,
NAS AIRPORT SERVICES LTD,,,,,KE,No,
SHIELD PHARMACEUTICALS LIMITED,,,,,KE,No,
HIJAZ PHARMACEUTICALS LTD     ,,,,,KE,No,
MID-RIFT PHARMACY LTD,,,,,KE,No,
DAMCO PHARMA LTD,,,,,KE,No,
WESTLANDS MEDICAL CENTRE,,,,,KE,No,
ECODRUGS PHARMACY LTD,,,,,KE,No,
WOODS PHARMACEUTICALS LTD,,,,,KE,No,
HALTONS LIMITED,,,,,KE,No,
HEALTH AID CHEMIST,,,,,KE,No,
INKAMED PHARMACEUTICALS - TWN,,,,,KE,No,
KERU HEALTHCARE LTD,,,,,KE,No,
APEC PHARMACY LTD,,,,,KE,No,
SEGUTON CENTRAL PHARMACY,,,,,KE,No,
NAIROBI EAST HOSPITAL LTD,,,,,KE,No,
EASTON PHARMACEUTICALS LTD    ,,,,,KE,No,
JANPHARM,,,,,KE,No,
KENYATTA UNIVERSITY,,,,,KE,No,
TRAFALGER PHARMACY LTD,,,,,KE,No,
MEDIPOINT PHARMACEUTICALS LTD,,,,,KE,No,
KAREN CHEMISTS LTD            ,,,,,KE,No,
TOUCHSTONE PHARMACEUTICALS LTD,,,,,KE,No,
BATIAN PEAK PHARMACEUTICALS LTD,,,,,KE,No,
JABEZ PHARMACY,,,,,KE,No,
DR NELSON MURAYA WACHIRA,,,,,KE,No,
DAN PHARMACIE LTD - KANGEMI,,,,,KE,No,
UPESI PHARMACY,,,,,KE,No,
MODANA PHARMACEUTICAL,,,,,KE,No,
SERENE PHARMACY,,,,,KE,No,
AFRICAN PHARMACEUTICALS LTD,,,,,KE,No,
HOPEPHARM PHARMACEUTICALS LTD,,,,,KE,No,
RAJ PHARMACY,,,,,KE,No,
AVENUE HEALTHCARE - NAKURU,,,,,KE,No,
SAGITARIX LTD,,,,,KE,No,
DR S.N WARUI,,,,,KE,No,
HARIPHARM PHARMACY LTD,,,,,KE,No,
MXRX ONE STOP PHARMACY LTD,,,,,KE,No,
PENTAPHARM,,,,,KE,No,
AVENUE HEALTHCARE - RONGAI,,,,,KE,No,
BENUNA CHEMISTS,,,,,KE,No,
QUEENS VILLE PHARMACY LTD,,,,,KE,No,
CHAMBAI CHEMIS LTD,,,,,KE,No,
GUARDIAN CHEMIST,,,,,KE,No,
VIRDI PHARMACY LTD,,,,,KE,No,
IMARA MEDICAL CENTRE,,,,,KE,No,
JASLIM PHARMACY LTD,,,,,KE,No,
AWALE PHARMACEUTICALS,,,,,KE,No,
AVENUE HEALTHCARE LTD THIKA BR,,,,,KE,No,
AVENUE HEALTHCARE-GREENSPAN MALL,,,,,KE,No,
BIBO PHARMACEUTICALS LTD,,,,,KE,No,
PRIORITY CHEMIST,,,,,KE,No,
JERUPHARM CHEMISTS LTD,,,,,KE,No,
KIMATHI STREET MEDICAL CENTRE,,,,,KE,No,
MAUA CENTRAL PHARMACY,,,,,KE,No,
SHIKAMED PHARMACY LIMITED,,,,,KE,No,
BRABEN CHEMIST,,,,,KE,No,
KISAO CHEMIST,,,,,KE,No,
GALAXY MEDICARE CONSULTANTS,,,,,KE,No,
ADVENT MED & DENT CARE CENTER ,,,,,KE,No,
DANNES PHARMACY,,,,,KE,No,
ALLIANCE MEDICAL CENTER,,,,,KE,No,
ALLMED HEALTHCARE,,,,,KE,No,
ANSELL PHARMACEUTICALS LTD,,,,,KE,No,
AVENUE HEALTHCARE-BURUBURU,,,,,KE,No,
AVENUE HEALTHCARE-SOUTH C,,,,,KE,No,
BETA CARE HOSPITAL LTD,,,,,KE,No,
CALWIN PHARMA LIMITED,,,,,KE,No,
CITY HEALTH LIMITED,,,,,KE,No,
RAJ PHARMACY LIMITED,,,,,KE,No,
ATHICHEM CHEMIST              ,,,,,KE,No,
MEDSOURCE GROUP LTD,,,,,KE,No,
KENYA UTALII COLLEGE,,,,,KE,No,
MATHIOYA DISPENSING CHEMISTS,,,,,KE,No,
MAUA HILLTOP PHARMACY,,,,,KE,No,
OPERA PHARMA,,,,,KE,No,
AVENUE HEALTHCARE-LANGATA,,,,,KE,No,
EVANS SUNRISE MEDICAL CENTRE,,,,,KE,No,
FURAHA (K) LTD,,,,,KE,No,
BECAMOL CHEMIST,,,,,KE,No,
CEDAR PHARMACARE LTD,,,,,KE,No,
EXECUTIVE CARE PHARMACEUTICAL,,,,,KE,No,
MODESTY PHARMACEUTICALS LTD,,,,,KE,No,
MAX PHAMACEUTICLES LTD        ,,,,,KE,No,
CITY GATE PHARMACY LTD,,,,,KE,No,
CENTURION PHARMACY LTD,,,,,KE,No,
FLORIAN CHEMIST               ,,,,,KE,No,
JACARANDA CHEMISTS LTD.,,,,,KE,No,
QUINTONS PHARMACY LIMITED,,,,,KE,No,
CHUKA AFYA CHEMISTS LTD,,,,,KE,No,
NUNGUNI CHEMIST - MWINGI,,,,,KE,No,
RIDGE PHARMACEUTICALS,,,,,KE,No,
MERCURY PHARMACEUTICALS,,,,,KE,No,
DALLAS CHEMIST,,,,,KE,No,
JERUPHARM CHEMIST LTD         ,,,,,KE,No,
SHELL PHARMACEUTICALS LIMITED,,,,,KE,No,
ZEN PHARMACEUTICALS           ,,,,,KE,No,
MELCHIZEDEK HOSPITAL,,,,,KE,No,
THELUJI PHARMACY LIMITED,,,,,KE,No,
RUAI FAMILY HOSPITAL LTD,,,,,KE,No,
SEVENTH DAY ADVENTISTS HEALTH ,,,,,KE,No,
DR. R.C. PATEL,,,,,KE,No,
WOODLEY PHARMACEUTICALS,,,,,KE,No,
SWITZER CHEMIST,,,,,KE,No,
MEDICART LIMITED,,,,,KE,No,
SYMBIO HEALTHCARE LIMITED,,,,,KE,No,
Agmart-Cash,,,,,KE,No,
AL-MANAAR PHARMACEUTICALS LTD,,,,,KE,No,
FARMATICA PHARMACEUTICALS,,,,,KE,No,
FLAME TREE PHARMACY,,,,,KE,No,
HELLO PHARMACY,,,,,KE,No,
KATEVINE PHARMACY             ,,,,,KE,No,
LADNAN HOSPITAL,,,,,KE,No,
LEMARK PHARMACEUTICALS LTD,,,,,KE,No,
NAIROBI ENTERPRISES LIMITED,,,,,KE,No,
NEON PHARMACETICALS,,,,,KE,No,
NJOMBU PHARMACY,,,,,KE,No,
SAFEDOSE PHARMACY & DIAGNOSTICS LTD(CASH A/C),,,,,KE,No,
TRANSLAB PHARMACEUTICALS LTD,,,,,KE,No,
TWO FAMILIES LIMITED - PHARMACY,,,,,KE,No,
TWO FAMILIES LTD - KAREN,,,,,KE,No,
AFRICARE DISTRIBUTORS LTD.,,,,,KE,No,
DALLAVIEW PHARMACY,,,,,KE,No,
CATHOLIC UNIV. OF EASTERN AFR,,,,,KE,No,
EDMERC PHARMACY,,,,,KE,No,
GUARDIAN PHARMACEUTICALS,,,,,KE,No,
Hikmas Pharmacy Ltd,,,,,KE,No,
MENELIK MEDICAL CENTRE,,,,,KE,No,
CENTER LINE DRUG HOUSE-CASH,,,,,KE,No,
HIKMAS PHARMA LTD,,,,,KE,No,
LIMELIGHT CHEMISTS,,,,,KE,No,
SIBUMBA PHARMACY-CASH,,,,,KE,No,
SIYARA PHARMACY LTD,,,,,KE,No,
CHIROMO LANE MEDICAL CENTRE,,,,,KE,No,
HAVEN HEALTHCARE LIMITED,,,,,KE,No,
KIAMBU SPECIALISTS DOCTORS PLAZA,,,,,KE,No,
SAKO PHARMACEUTICALS,,,,,KE,No,
WELLCARE PHARMACY-CASH,,,,,KE,No,
IMARA MEDIPLUS LIMITED,,,,,KE,No,
JERUSALEM DISPENSING CHEMISTS,,,,,KE,No,
LUC PHARMACY,,,,,KE,No,
PHARMROB CHEMIST,,,,,KE,No,
BILOVA CHEMIST,,,,,KE,No,
AVENUE HEALTHCARE - ENTERPRISE,,,,,KE,No,
EQUITY AFIA LIMITED,,,,,KE,No,
LINDAH PHARMACY,,,,,KE,No,
AL-MANAAR PHARMACEUTICAL LTD,,,,,KE,No,
BERYL PHARMACY,,,,,KE,No,
FLORIANS CHEMIST,,,,,KE,No,
KITENGELA WEST HOSPITAL       ,,,,,KE,No,
MAXIMA PHARMACEUTICALS,,,,,KE,No,
NYAGANO PHARMACY LTD,,,,,KE,No,
RANCHMART CHEMIST-CASH,,,,,KE,No,
SELFLESS PHARMACY,,,,,KE,No,
MAX PHARMACEUTICALS LTD,,,,,KE,No,
MUKURWE-INI PHARMACEUTICALS,,,,,KE,No,
BREEZEPHARM CHEMIST,,,,,KE,No,
Doc Care Ville Pharmacy Ltd,,,,,KE,No,
DR. WACHIRA HEALTH SERVICES LTD,,,,,KE,No,
GERMAN MEDICAL CENTER,,,,,KE,No,
HOSSANA CHEMIST,,,,,KE,No,
Lane Chemist,,,,,KE,No,
SCANLAB KITENGELA LIMITED,,,,,KE,No,
TRINITY CHEMIST,,,,,KE,No,
YAYA CHEMIST                  ,,,,,KE,No,
ALPHAPHARM,,,,,KE,No,
ALPHAPHARM-CASH,,,,,KE,No,
BESTO PHARMACY - CASH,,,,,KE,No,
EAGLEPHARM CHEMIST LTD,,,,,KE,No,
GILO CHEMIST,,,,,KE,No,
OMNICAREE PHARMACEUTICALS,,,,,KE,No,
DRUG MART LIMITED,,,,,KE,No,
USHIRIKA MARTIAN LTD,,,,,KE,No,
WEST END CORNER PHARMACY - MERU,,,,,KE,No,
ACCRA PHARMACY LTD,,,,,KE,No,
APPLEGENE PHARMACY LTD,,,,,KE,No,
DANIL CHEMIST,,,,,KE,No,
HOST PHARMACY,,,,,KE,No,
LELESHWA PHARMACY,,,,,KE,No,
RAFIKI CHEMISTS,,,,,KE,No,
RWAN PHARMACY LTD,,,,,KE,No,
SAINARD PHARMACEUTICALS LTD   ,,,,,KE,No,
Hewan Pharmacy - PH,,,,,KE,No,
LANGATA HOSPITAL LTD,,,,,KE,No,
A TO Z PHARMACY LTD,,,,,KE,No,
AAR HEALTHCARE (KENYA) LIMITED - MSA,,,,,KE,No,
AGA KHAN HOSPITAL KISUMU,,,,,KE,No,
AGA KHAN HOSPITAL MOMBASA,,,,,KE,No,
AHLAM CHEMIST,,,,,KE,No,
ATOM PHARMACEUTICAL LTD,,,,,KE,No,
AVENUE HEALTHCARE - KISUMU,,,,,KE,No,
AVENUE HEALTHCARE LTD MOMBASA,,,,,KE,No,
BADAR PHARMACY LTD.,,,,,KE,No,
BLISSPHARM CHEMIST,,,,,KE,No,
BLUE OAK PHARMACY-CASH,,,,,KE,No,
BOMENI CHEMIST LTD,,,,,KE,No,
BONDENI CHEMIST - MOMBASA,,,,,KE,No,
BUNGOMA CHEMIST LIMITED,,,,,KE,No,
BURHANI PHARMACY - MOMBASA,,,,,KE,No,
CASH ACCOUNT MOMBASA,,,,,KE,No,
CASH SALE CUSTOMER - KISUMU,,,,,KE,No,
CASH SALE CUSTOMER - MOMBASA,,,,,KE,No,
CEDAR CLINICAL ASSOCIATES,,,,,KE,No,
CROSSAL CHEMICAL SERVICES,,,,,KE,No,
DIANI BEACH HOSPITAL - MOMBASA,,,,,KE,No,
DR. V. S. SUR,,,,,KE,No,
ELDOBASE CHEMIST,,,,,KE,No,
ELDOCHEM PHARMACY LTD,,,,,KE,No,
ELDOHOSP PHARMACEUTICALS LTD - Eldoret,,,,,KE,No,
ETHOPIAN AIRLINES ENTERPRISE,,,,,KE,No,
FAIZ PHARMACY - MOMBASA -,,,,,KE,No,
FRIENDS CHEMISTS LTD,,,,,KE,No,
GETEMBE PHARMACY KISUMUAC,,,,,KE,No,
HERIC PHARM LTD,,,,,KE,No,
HIGHCARE CHEMIST - MALINDI - CASH,,,,,KE,No,
HILLSIDE PHARMACY,,,,,KE,No,
INDEPENDENT PHARMACY LIMITED,,,,,KE,No,
JACKS PHARMACY LTD,,,,,KE,No,
JOCHAM HOSPITAL LTD - MOMBASA,,,,,KE,No,
JORDAN HOSPITAL LTD,,,,,KE,No,
KAPEPHARMA PHARMACY,,,,,KE,No,
KAVIRONDO CHEMIST,,,,,KE,No,
KAVIRONDO CHEMIST LIMITED,,,,,KE,No,
KENYA NAVY BASE,,,,,KE,No,
KISIMA HEALTH FACILITY,,,,,KE,No,
KLINCARE PHARMACY,,,,,KE,No,
LAKEPHARM LIMITED KISUMU AC,,,,,KE,No,
LEO CHEMIST KISUMU AC,,,,,KE,No,
LIFECARE HOSPITALS BUNGOMA LTD,,,,,KE,No,
LIFECARE PHARMACEUTICALS - ELDORET,,,,,KE,No,
MAKADARA CHEMISTS LTD. - MOMBASA,,,,,KE,No,
MAKUPA CHEMISTS LIMITED - MOMBASA,,,,,KE,No,
MALIBA PHARMACY ELDORET ACC,,,,,KE,No,
MALINDI CHEMISTS LTD,,,,,KE,No,
MASENO UNIVERSITY COLLEGE,,,,,KE,No,
MEDICHEM PHARMACY,,,,,KE,No,
MOI TEACHING & REFERRAL HOSP (M.T.R.H),,,,,KE,No,
MOMBASA HOSPITAL,,,,,KE,No,
MOTHERS PHARMACY - ELD ACC,,,,,KE,No,
MWEA COUNTY PHARMACY-CASH,,,,,KE,No,
Nairobi Pharmaceuticals (K) Ltd.,,,,,KE,No,
NORTHCOAST PHARMACY,,,,,KE,No,
NYAKOE CHEMIST KISUMU AC,,,,,KE,No,
OCTAVEN PHARMACY-CASH,,,,,KE,No,
PANDYA MEMORIAL HOSPITAL - MOMBASA,,,,,KE,No,
PATSONS CHEMIST KISUMU AC,,,,,KE,No,
PHARMAVITS MEDICAL SERVICES LTD,,,,,KE,No,
PREMIER HOSPITAL LIMITED,,,,,KE,No,
QUINSCHEM PHARMACY LTD,,,,,KE,No,
RAMOGI CHEMIST LTD,,,,,KE,No,
REALE MEDICAL CENTRE LTD.,,,,,KE,No,
RIVERS CHEMIST-CASH,,,,,KE,No,
SABOTI CHEMIST KISUMU AC,,,,,KE,No,
SAMABALAT CHEMIST             ,,,,,KE,No,
SAMBALAT CHEMIST - CASH,,,,,KE,No,
SAYYIDA FATIMAH HOSPITAL - MOMBASA,,,,,KE,No,
SHIFA CHEM LTD. - MOMBASA,,,,,KE,No,
SHORELINE PHARMACY,,,,,KE,No,
ST LUKES ORTHOPAEDICS & TRAUMA HOSPITAL,,,,,KE,No,
TEALANDS CHEMISTS LIMITED,,,,,KE,No,
UMMAH PHARMACY,,,,,KE,No,
VICTORIA HEALTHCARE LTD,,,,,KE,No,
WARWICK MEDICAL CENTER,,,,,KE,No,
WILCO PHARMACEUTICALS-CASH,,,,,KE,No,
YUCARE PHARMACY LTD,,,,,KE,No,
NAIROBI RADIOTHERAPY & CANCEL CENTRE,,,,,KE,No,
MEDITEST DIAGNOSTIC SERVICES LTD,,,,,KE,No,
MPESA CASH ACCOUNT KISUMU,,,,,KE,No,
SHAMCHEM PHARMACY,,,,,KE,No,
DELIVERY NOTE,,,,,KE,No,
NIGHTINGALE MEDICAL CENTRE LTD,,,,,KE,No,
JOHN FESTUS,,,,,KE,No,
GRACEPARK MEDICAL CENTRE,,,,,KE,No,
A.I.C. KIJABE HOSPITAL,,,,,KE,No,
ADORA CHILDREN CLINIC,,,,,KE,No,
AFRILIFE CHEMIST,,,,,KE,No,
AL MANAAR PHARMACY-CASH,,,,,KE,No,
AMBER MEDICAL CLINIC,,,,,KE,No,
BELLEVIEW SOUTH HOSPITAL       ,,,,,KE,No,
BEVEL CHEMIST,,,,,KE,No,
BIGSTAR PHARMACY,,,,,KE,No,
BRAMALL PHARMACY,,,,,KE,No,
C.H.M.P,,,,,KE,No,
CASH SALE (C.O.D)- HALISI FAMILY HOSPITAL,,,,,KE,No,
CENTURY PHARMACY,,,,,KE,No,
CERIUM PHARMACEUTICALS,,,,,KE,No,
CHMP NAIROBI                  ,,,,,KE,No,
CHOICE PHARMACEUTICALS,,,,,KE,No,
COLUMBIA AFRICA HEALTHCARE LTD,,,,,KE,No,
DALAL PARKROAD PHARMACY,,,,,KE,No,
DISHCHEM CHEMISTS,,,,,KE,No,
DR KENNEDY O. GOGO,,,,,KE,No,
DR. WACHIRA,,,,,KE,No,
EXCELSIOR PHARMACEUTICAL,,,,,KE,No,
FAMILY HEALTH OPTION KENYA,,,,,KE,No,
FAMILY HEALTH OPTIONS KENYA,,,,,KE,No,
FAMILYCARE PHARMACY,,,,,KE,No,
FANSHO PHARMACY,,,,,KE,No,
FOOTPRINTS PAEDIATRICS,,,,,KE,No,
Garden Specialist Hospital,,,,,KE,No,
GARLANDS MEDICAL CENTRE LTD,,,,,KE,No,
GATEHOUSE MEDICAL CENTRE,,,,,KE,No,
GERTRUDES G. CHILDREN RUAKA,,,,,KE,No,
GERTRUDES G.CHILDREN BURUBURU,,,,,KE,No,
GERTRUDES G.CHILDREN DONHOLM,,,,,KE,No,
GERTRUDES G.CHILDREN EMBAKASI,,,,,KE,No,
GERTRUDES G.CHILDREN JUNCTION,,,,,KE,No,
GERTRUDES G.CHILDREN KOMAROCK,,,,,KE,No,
GERTRUDES G.CHILDREN LAVINGTON,,,,,KE,No,
GERTRUDES G.CHILDREN MUTHAIGA,,,,,KE,No,
GERTRUDES G.CHILDREN PANGANI,,,,,KE,No,
GERTRUDES G.CHILDREN RONGAI,,,,,KE,No,
GERTRUDES G.CHILDREN TRM,,,,,KE,No,
GERTRUDES G.CHILDREN WEST,,,,,KE,No,
GOLDLIFE PHARMACEUTICALS LTD,,,,,KE,No,
GRAND CHEMIST,,,,,KE,No,
HARIPHARM PHARMACY,,,,,KE,No,
HEMLOCK PHARMACY LTD,,,,,KE,No,
HEWAN PHARMACY,,,,,KE,No,
HIGHTONE PHARMACY-CASH,,,,,KE,No,
HOUGHTON MEDICAL CENTER LTD,,,,,KE,No,
HURLINGHAM FAMILY HEALTH CARE CLINIC,,,,,KE,No,
JAYLEEN CHEMIST,,,,,KE,No,
JOKAM PHARMACY,,,,,KE,No,
JOSMA HEALTH SERVICES LTD,,,,,KE,No,
JOYKIM NURSING HOME,,,,,KE,No,
KABARAK UNIVERSITY,,,,,KE,No,
KABATI PHARMACY-CASH,,,,,KE,No,
KANGEMA MEDICAL SERVICES,,,,,KE,No,
KENGEN                        ,,,,,KE,No,
Kenol Hospital Ltd,,,,,KE,No,
KENYA AIRWAYS LIMITED,,,,,KE,No,
KIAMBU PHARMACY,,,,,KE,No,
KILIMANI CHILDREN'S CLINIC LTD,,,,,KE,No,
KIMTON PHARMACY LTD,,,,,KE,No,
KING DAVIDS HOSPITAL,,,,,KE,No,
LAIKIPIA PHARMACY,,,,,KE,No,
LAVIDA PHARMACEUTICAL /20298705,,,,,KE,No,
