country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
KE,"HIGHCHEM MARKETING LTD",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
KE,Laborex,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
KE,"LABOREX KENYA LTD",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
KE,"LABOREX KENYA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
KE,Surgipharm,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,COFARMA,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,"C O F A R M A",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,DROGEMAD,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,INTERPHARMA,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,"INTERPHARMA SARL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,"MADAPHAR UBIPHARM",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,"UBIPHARM MADAGASCAR SA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,MADAPHAR,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,MADIPHAR,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,OPHAM,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,SOMAPHAR,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,SOPHARMAD,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MG,"S O P H A R M A D  S.A",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,AFRICA,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"AFRICA LAB",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,CAMED,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,COPHAR,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,COPHARMA-UBIPHARM,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,Laborex,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"LABOREX MALI SA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,CAMEC,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"C A M E C",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,CHIGHUETTY,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,CHIVA,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"CHIVA - MEDICA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"EL EMEL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"EL EMEL PHARMA SA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,Laborex,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"LABOREX MAURITANIE S.A.",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"LABOREX MAURITANIE",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,MAURIPHARM,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"ORIGINE PH",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"ORIGINE PHARMA  S.A.R.L.",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"ORIGINE PHARMA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,SOMAPHAR,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MU,ANICHEM,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MU,"Anichem ",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MU,"ANICHEM PHARMACY",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MU,MSJ,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MU,"MSJ LTD - UNICORN TRADING",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MU,"UNICORN (MSJ LTD)",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
MU,PNL,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,Laborex,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"LABOREX NIGER",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,SAPHAR,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,UBI,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,BALMTCHAD,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"SOCIETE BALM - TCHAD S.A/AG",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,Laborex,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"LABOREX TCHAD",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,MED-PHARMT,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"MED PHARMAT",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"TCH PHARM",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,GTPHARM,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,OCDI,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,SOCOPH.,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,SOTOMED,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,UNIPHART,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
TZ,Bahari,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
TZ,"BAHARI PHARMACY LIMITED",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
TZ,JD,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
TZ,"J.D. PHARMACY LTD",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
TZ,Laborex,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
UG,Eris,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
UG,"ERIS  LTD",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
UG,Laborex,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
UG,LifePharma,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
UG,Surgipharm,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,UBIPHARM,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"TEDIS  BURKINA        CL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,CHIMIO,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"CHIMIO S.A.",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"ALCHEM INDUSTRIES",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"IBIS PHARMA / BURUNDI         CL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"MULTIPHAR (PHARMACIE DE GROS)",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,GAPOB,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"U.B. PHAR S.A.",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"PROMO PHARMA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"PROMO-PHARMA SA",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"PHARMACIE DE LA NOBLESSE",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"AUXI-EXPORT / RDC        CL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"DEPOT PHARMACEUTIQUE EXTRA PLUS",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"CONCORD CONGO",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"CONCORD CONGO S.P.R.L.",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"COGEZAF / RDC        CL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"COGEZAF S.A.",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"IBIS PHARMA / RDC           CL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,"DEPOT PHARMACEUTIQUE SAINT SAUVEUR",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
,SODIPHARM,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
