country,distributor_id,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
BF,666,DPBF,,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",663981
BF,666,DPBF,,"DOLIPRANE 2.16G/90ML SYR BT1 X EX",663988
BF,666,DPBF,,"DOLIPRANE 200MG POWD SC12 NDSI XD",627314
BF,666,DPBF,,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",627327
BF,666,DPBF,,"DOLIPRANE 300MG POWD SC12 NDSI XD",626997
BF,666,DPBF,,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",627326
BF,666,DPBF,,"DOLIPRANETABS 500MG TAB BL2X8 X EX",663983
BF,666,DPBF,,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",624479
BF,666,DPBF,,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",627330
BF,666,DPBF,,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",626630
BF,666,DPBF,,"DOLIPREX 500MG+ POWD SC8 EX",324267
BF,666,DPBF,,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",627160
BF,666,DPBF,,"DULCOLAX 5MG TABSC BL3X10 M36 XD",693896
BF,666,DPBF,,"DYMOL 50-500MG TABEC BL10 M36 MG",476664
BF,666,DPBF,,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",370351
BF,666,DPBF,,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",528888
BF,666,DPBF,,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",502299
BF,666,DPBF,,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",641849
BF,666,DPBF,,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",643215
BF,666,DPBF,,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",643216
BF,666,DPBF,,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",642931
BF,666,DPBF,,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",592593
BF,666,DPBF,,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",671538
BF,666,DPBF,,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",224938
BF,666,DPBF,,"EXACYL 500MG TAB BL20 S3 XE",541078
BF,666,DPBF,,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",664051
BF,666,DPBF,,"FLAGENTYL 500MG TABCO BL4 XE",664047
BF,666,DPBF,,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",645815
BF,666,DPBF,,"FLAGYL 500MG/+ LIQ BT1 ZA",67294
BF,666,DPBF,,"FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD",354890
BF,666,DPBF,,"FLAGYL 250MG TAB BL2X10 X EX",663984
BF,666,DPBF,,"FLAGYL 400MG TAB BT100 M24 ZA",645817
BF,666,DPBF,,"FLAGYL 500MG TAB BL14 X EX",663985
BF,666,DPBF,,"FLAGYL 500MG PESSA BL2X5 S3 M36 XD",342280
BF,666,DPBF,,"FLEMING 1G-200MG INJPO VL5 M24 EX",476963
BF,666,DPBF,,"FLEMING 875-125MG TABCO BL2X7 M24 EX",476043
BF,666,DPBF,,"FLEMING 500-100MG INJPO VL10 M24 NG",476006
BF,666,DPBF,,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",476956
BF,666,DPBF,,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",476009
BF,666,DPBF,,"FLEMING 3G/+ POWD BT1 M24 EX",476955
BF,666,DPBF,,"FLEMING 457MG/5ML SUSP BT1 M24 KE",477034
BF,666,DPBF,,"FLEMING 500-125MG TABCO BL2X7 M24 EX",477015
BF,666,DPBF,,"FLEMING 6G/+ POWD BT1 M24 EX",476954
BF,666,DPBF,,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",476957
BF,666,DPBF,,"GARDENAL 100MG TAB BL2X10 X EX",663986
BF,666,DPBF,,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",665371
BF,666,DPBF,,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",297260
BF,666,DPBF,,"GARDENAL 50MG TAB BL3X10 X EX",663987
BF,666,DPBF,,"LACTACYD 120ML LIQSO BT1 XD",390465
BF,666,DPBF,,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",285368
BF,666,DPBF,,"HEPT-A-MYL 187.8MG TAB BL2X10 S3 M60 XE",638521
BF,666,DPBF,,"LACTACYD 200ML LIQSO BT1 XD",390470
BF,666,DPBF,,"LANTUS 300IU/3ML INJ SOLO5 M24 ZA",264456
BF,666,DPBF,,"IBEX 200MG+ CAPEM BL2X12 M36 EX",476933
BF,666,DPBF,,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",298685
BF,666,DPBF,,"LASIX 20MG/2ML INJ AM5 S3 M60 XE",296593
BF,666,DPBF,,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",405018
BF,666,DPBF,,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",405039
BF,666,DPBF,,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",415360
BF,666,DPBF,,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",405069
BF,666,DPBF,,"LASIX 40MG TAB BL2X10 SWI M60 XE",305478
BF,666,DPBF,,"LOTIN 10MG TABCO BL10X10 M36 KE",481580
BF,666,DPBF,,"LACTACYD 200ML LIQSO BT1 XD",671568
BF,666,DPBF,,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",615926
BF,666,DPBF,,"LANTUS 300IU/3ML INJ CRT5 S3 M36 XE",241634
BF,666,DPBF,,"LANTUS 300IU/3ML INJ SOLO5 PED M36 XN",380554
BF,666,DPBF,,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",615902
BF,666,DPBF,,"LANTUS 300IU/3ML INJ SOLO5 S3RM M36 XD",381782
BF,666,DPBF,,"LARGACTIL 100MG TABCO BL3X10 M36 XD",625681
BF,666,DPBF,,"LASILIX 40MG TAB BL3X10 SWI M36 XE",311168
BF,666,DPBF,,"LASILIX 20MG/2ML INJ AM1 S3 M60 XE",277954
BF,666,DPBF,,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",311166
BF,666,DPBF,,"LASILIX RETARD 60MG CAP TB30 M24 XE",293665
BF,666,DPBF,,"LASIX 20MG/2ML INJ AM5 XE",518946
BF,666,DPBF,,"LASIX 40MG TAB BL2X10 M36 XE",505579
BF,666,DPBF,,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",667138
BF,666,DPBF,,"MAALOX 36G/+ SUSP BT1 XE",506704
BF,666,DPBF,,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",306216
BF,666,DPBF,,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",306217
BF,666,DPBF,,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",306218
BF,666,DPBF,,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",306219
BF,666,DPBF,,"MAALOX 84G/+ SUSP BT1 XE",506739
BF,666,DPBF,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BF,666,DPBF,,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",292174
BF,666,DPBF,,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",436433
BF,666,DPBF,,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",250800
BF,666,DPBF,,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",436418
BF,666,DPBF,,"MAALOX PLUS 84G/+ SUSP BT1 XE",507364
BF,666,DPBF,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
BF,666,DPBF,,"MAALOX PLUS 200MG+ TAB BL10 ZA",338199
BF,666,DPBF,,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",239907
BF,666,DPBF,,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",214082
BF,666,DPBF,,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",346666
BF,666,DPBF,,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",245296
BF,666,DPBF,,"MEDVITE GOLD VITA TABCO BL3X10 M36 EX",476941
BF,666,DPBF,,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",592685
BF,666,DPBF,,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",592684
BF,666,DPBF,,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",213714
BF,666,DPBF,,"MONO-TILDIEM 300MG CAP BL2X14 S3 M36 XE",213711
BF,666,DPBF,,"NO-SPA 40MG/2ML INJ AM25 XD",289137
BF,666,DPBF,,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",651777
BF,666,DPBF,,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",287550
BF,666,DPBF,,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",287552
BF,666,DPBF,,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",287553
BF,666,DPBF,,"NO-SPA 40MG/2ML INJ AM5 XD",289138
BF,666,DPBF,,"NORZOL 400-600MG TABCO BL10 M36 EX",476712
BF,666,DPBF,,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",592705
BF,666,DPBF,,"NOVALGIN 500MG TABCO BL2X10 M36 XD",609071
BF,666,DPBF,,"NOVALGIN 50MG/100ML SYR BT1 EX",671597
BF,666,DPBF,,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",264980
BF,666,DPBF,,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",311122
BF,666,DPBF,,"OFLOCET 200MG TABCO BL10 SWI M60 XE",305928
BF,666,DPBF,,"OFLOCET 200MG/40ML INFLS BT1 M36 H XE",296505
BF,666,DPBF,,"OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD",662889
BF,666,DPBF,,"OMIZEC 20MG CAPEM BL4X7 M36 EX",476518
BF,666,DPBF,,"OMIZEC 40MG INJPO VL10 M36 MG",476630
BF,666,DPBF,,"ORELOX 100MG TABCO BL10 SWI M36 XD",298689
BF,666,DPBF,,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",298691
BF,666,DPBF,,"ORELOX 200MG TABCO BL2X5 M36 XD",374872
BF,666,DPBF,,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",298693
BF,666,DPBF,,"OROKEN 100MG/5ML POWD BT1 S3 M25 XD",252039
BF,666,DPBF,,"OROKEN 200MG TABCO BL8 S3 M25 XD",252040
BF,666,DPBF,,"OROKEN 40MG/5ML POWD BT1 S3 M25 XD",252041
BF,666,DPBF,,"ZEBEN 400MG/20ML SUSP BT1 M36 EX",476960
BF,666,DPBF,,"PARAFLAM 400-325MG TABCO BL10 M36 EX",476714
BF,666,DPBF,,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",653312
BF,666,DPBF,,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",696079
BF,666,DPBF,,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",696080
BF,666,DPBF,,"PLAVIX 75MG TABCO BL2X14 M36 XE",222428
BF,666,DPBF,,"PROXACIN 500MG TABCO BL10 M36 EX",476716
BF,666,DPBF,,"PROFEMIGR 150MG TAB BL10 M60 FR",371014
BF,666,DPBF,,"PROFENID 1.5G/60G GEL TB1 M36 XE",263269
BF,666,DPBF,,"PROFENID 100MG TABCO BL2X15 S3 M61 XE",249438
BF,666,DPBF,,"PROFENID 100MG/2ML INJ AM2 S3 M36 XE",368552
BF,666,DPBF,,"PROFENID 100MG INJPO VL50 H FR",172136
BF,666,DPBF,,"PROFENID 100MG SUP BL2X6 S3 XE",354950
BF,666,DPBF,,"PROFENID 150MG/+ SYR BT1 X EX",663992
BF,666,DPBF,,"PROFENID 50MG CAP BL2X12 S4 M36 XD",639608
BF,666,DPBF,,"PROFENID SR 200MG TABEC BL14 S3 M37 XE",249439
BF,666,DPBF,,"PROMOX 500MG CAPEM BL50X10 M36 EX",476715
BF,666,DPBF,,"REICHLOX 250MG/5ML SUSP BT1 M36 KE",476997
BF,666,DPBF,,"REICHLOX 250-250MG CAPEM 50BL10 M36 KE",476996
BF,666,DPBF,,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",258746
BF,666,DPBF,,"RHINATHIOL 10G/200ML SOL BT1 M36 XM",323469
BF,666,DPBF,,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M61 XM",323468
BF,666,DPBF,,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",571696
BF,666,DPBF,,"QUINIMAX 125MG TABCO BT18 M36 XE",187750
BF,666,DPBF,,"QUINIMAX 250MG/2ML INJ AM25 X EX",663995
BF,666,DPBF,,"QUINIMAX 500MG TABCO BT9 M36 XE",187747
BF,666,DPBF,,"QUINIMAX 500MG/4ML INJ AM25 X EX",663996
BF,666,DPBF,,"QUINIMAX 500MG/4ML INJ AM3 X EX",663998
BF,666,DPBF,,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",323473
BF,666,DPBF,,"RHINACARE EAU PHYSIO 100ML NASSP BT1 XD",441208
BF,666,DPBF,,"RHINACARE EAU PHYSIO 5ML LIQ UNIX20 XD",443299
BF,666,DPBF,,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",479387
BF,666,DPBF,,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",477825
BF,666,DPBF,,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",479530
BF,666,DPBF,,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",323470
BF,666,DPBF,,"RIFAFOUR E-275 150MG+ TAB BL6X14 ZA",275807
BF,666,DPBF,,"RIFINAH 300-150MG TABSC BL2X20 XD",99114
BF,666,DPBF,,"STILNOX 10MG TABCO BL14 S3 M48 XD",213847
BF,666,DPBF,,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",312451
BF,666,DPBF,,"RILUTEK 50MG TABCO BL4X14 SWI M36 XE",269210
BF,666,DPBF,,"RISORDAN 20MG TABCO BL3X20 M36 FR",355560
BF,666,DPBF,,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",408003
BF,666,DPBF,,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",624774
BF,666,DPBF,,"TAVANIC 500MG TAB BL5X2 M24 ZA",283389
BF,666,DPBF,,"RULID 150MG TABCO BL10 SWI M36 XD",298698
BF,666,DPBF,,"MAALOX PLUS 12G/+ SUSP BT1 ZA",357266
BF,666,DPBF,,"SECTRAL 200MG TABCO BL3X10 S3 XE",361913
BF,666,DPBF,,"SECTRAL 400MG TABCO BL3X10 EX",223595
BF,666,DPBF,,"FLEMING 375MG TABCO BL2X10 M24 EX",475271
BF,666,DPBF,,"AMARYL 3MG TAB BL2X15 S3 M36 XE",261608
BF,666,DPBF,,"SOLUPRED 20MG TAB BT20 SWI M36 XD",298706
BF,666,DPBF,,"SOLUPRED 5MG TAB BT30 SWI M60 XD",298707
BF,666,DPBF,,"STILNOX 10MG TABCO BL20 S3 M48 XE",213848
BF,666,DPBF,,"STILNOX 10MG TABCO BL14 S4 M48 XD",636825
BF,666,DPBF,,"SURGAM 100MG TAB BL2X15 SWI M24 XE",298709
BF,666,DPBF,,"SURGAM 200MG TAB BL2X10 SWI M36 XE",298711
BF,666,DPBF,,"SURMONTIL 25MG TAB BL5X10 M36 XD",592231
BF,666,DPBF,,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",263980
BF,666,DPBF,,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",306632
BF,666,DPBF,,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",39171
BF,666,DPBF,,"TAVANIC 500MG TABCO BL5 SWI M60 XE",310637
BF,666,DPBF,,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",694156
BF,666,DPBF,,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",414074
BF,666,DPBF,,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",413689
BF,666,DPBF,,"TELFAST 120MG TABCO BL10 ZA",340973
BF,666,DPBF,,"TELFAST 180MG TABCO BL15 S4 M36 XE",655846
BF,666,DPBF,,"THIOBACTIN 3G/60ML SUSP BT1 EX",671637
BF,666,DPBF,,"THIOBACTIN 500MG TAB BL24 EX",671639
BF,666,DPBF,,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",242086
BF,666,DPBF,,"TRIMOPRIM 800-160MG TAB BT1000 M36 UG",481300
BF,666,DPBF,,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",269069
BF,666,DPBF,,"TRITACE 10MG CAP BL3X10 ZA",90099
BF,666,DPBF,,"TRANXENE 10MG CAP BL3X10 M36 XE",489540
BF,666,DPBF,,"TRITACE 2.5MG CAP BL3X10 ZA",54430
BF,666,DPBF,,"TRANXENE 5MG CAP BL3X10 M36 XE",489541
BF,666,DPBF,,"TRIATEC 1.25MG TAB BL3X10 FR",516143
BF,666,DPBF,,"TRIATEC 10MG TAB BL2X15 FR",592979
BF,666,DPBF,,"TRIATEC 2.5MG TAB BL2X15 FR",592980
BF,666,DPBF,,"TRIATEC 5MG TAB BL2X15 FR",592989
BF,666,DPBF,,"TRITACE 5MG TAB BL3X10 ZA",54431
BF,666,DPBF,,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",627595
BF,666,DPBF,,"TRITACE 5MG TAB BL2X14 S4 M36 XE",627597
BF,666,DPBF,,"TRITAZIDE 10-12.5MG TAB BL2X14 S3 M36 XD",282345
BF,666,DPBF,,"TRITAZIDE 10-25MG TAB BL2X14 S3 M36 XD",282319
BF,666,DPBF,,"TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD",282348
BF,666,DPBF,,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",627062
BF,666,DPBF,,"TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE",209742
BF,666,DPBF,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
BF,666,DPBF,,"XATRAL 10MG TABCR BL30 M36 XD",545747
BF,666,DPBF,,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",612011
BF,666,DPBF,,"XATRAL 5MG TABCR BL4X14 S3 M36 XD",223652
BF,666,DPBF,,"ZEBEN 400MG TAB BL1 M48 EX",476947
BF,666,DPBF,,"ZEBEN 200MG TAB BL2 M60 KE",477012
BF,666,DPBF,,"ZOXON 1G INJPO VL1+AM1 M36 KE",477044
BF,666,DPBF,,"DOLIPRANE 1G SUP BL2X4 FR",62375
BF,666,DPBF,,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",224948
BF,666,DPBF,,"ZOXON 1G INJPO VL100 M36 MG",476624
BF,666,DPBF,,"BUSCOPAN 10MG TABSC BL5X10 M48 EX",652485
BF,666,DPBF,,"DULCOLAX 5MG TABSC BL3X10 M36 XD",655329
BF,666,DPBF,,"MUCOSOLVAN 600MG/+ SYR BT1 CHILD M36 EX",651766
BF,666,DPBF,,"RISORDAN 10MG/10ML INJ AM50 H FR",68141
BF,666,DPBF,,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",355496
BF,666,DPBF,,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",477787
BF,666,DPBF,,"FLAGYL 500MG/+ INJ BG25 H FR",67933
BF,666,DPBF,,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",306225
BF,666,DPBF,,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",251781
BF,666,DPBF,,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",306222
BF,666,DPBF,,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",247832
BF,666,DPBF,,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",247831
BF,666,DPBF,,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",306226
BF,666,DPBF,,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",306220
BF,666,DPBF,,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",250798
BF,666,DPBF,,"TRITACE 2.5MG TAB BL2X14 S3 M60 XE",263707
BF,666,DPBF,,"TRITACE 5MG TAB BL2X14 S3 M60 XE",263703
BF,666,DPBF,,"APROVEL 150MG TAB BL28 M36 PT",191391
BF,666,DPBF,,"APIDRA 1KIU/10ML INJ VL1 PT",158893
BF,666,DPBF,,"APIDRA 300IU/3ML INJ CRT5 PT",159086
BF,666,DPBF,,"APIDRA 300IU/3ML INJ SOLO5 PT",293791
BF,666,DPBF,,"APROVEL 300MG TAB BL2X14 M36 PT",191379
BF,666,DPBF,,"ASPEGIC 100MG POWD SC20 M24 PT",190104
