product_description,quantity,country,distributor
DAONIL 5.0mg TABS 100'S,10,KE,Highchem
DULCOLAX 5MG TABS BL3X10,516,KE,Highchem
ENTEROGERMINA 5.0ml 10'S,1826,KE,Highchem
EPILIM 200mg TABS EC 100'S,86,KE,Highchem
EPILIM 300ml SYRUP,193,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S,126,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S,281,KE,Highchem
ERCEFURYL 200mg CAPS 28'S,190,KE,Highchem
ERCEFURYL 4% 90ML SUSPENSION,107,KE,Highchem
FLAGENTYL 500mg TABS,984,KE,Highchem
FLAGYL 100ml SUSPENSION,1290,KE,Highchem
FLAGYL 400mg TABS 100'S,149,KE,Highchem
FLEMING 228.5mg/5ml 70ml SUSPE..,240,KE,Highchem
FLEMING 500mg+125mg TABS 14'S,208,KE,Highchem
FLEMING 875mg+125mg TABS 14'S,40,KE,Highchem
LANTUS 10ml VIAL,16,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S,114,KE,Highchem
LASIX 20mg AMPS 5'S,102,KE,Highchem
LASIX 40mg TABS 20'S,2176,KE,Highchem
MAALOX 460mg SATCHETS LEMON,202,KE,Highchem
MAALOX PLUS 200MG TABS BL4X10,20,KE,Highchem
MUCOSOLVAN 1.5G/100ML SYR BT1,2180,KE,Highchem
NO SPA 40mg TABS 100'S,24,KE,Highchem
NO SPA 40mg TABS 20'S,37,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S,80,KE,Highchem
ORELOX 100mg TABS 10'S,167,KE,Highchem
ORELOX 100ml SUSPENSION,482,KE,Highchem
ORELOX 200mg TABS 10'S,366,KE,Highchem
ORELOX 50ml SUSPENSION,118,KE,Highchem
PLAVIX 75mg TABS 28'S,134,KE,Highchem
RESONIUM 454g ADULT POWDER,37,KE,Highchem
RHINATHIOL AD 125ml SP,120,KE,Highchem
RHINATHIOL ENFT 125ml SP,154,KE,Highchem
RHINATHIOL PROM 125ml SP,1019,KE,Highchem
STILNOX 10mg TABS 14'S,686,KE,Highchem
TAVANIC 500mg TABS 5'S,135,KE,Highchem
TAVANIC INJECTION 500mg,10,KE,Highchem
TRITACE 2.5 MG TABS 28s,100,KE,Highchem
XATRAL LP 10mg TABS 30'S,211,KE,Highchem
XATRAL LP TABLETS 5MG*56s,24,KE,Highchem
AMARYL M 2MG CP B/30          ,115,KE,Laborex
AMARYL M SR 2MG CP B/30       ,10,KE,Laborex
AMARYL TABS 1MG 30'S          ,57,KE,Laborex
AMARYL TABS 2MG 30'S          ,199,KE,Laborex
AMARYL TABS 4MG 30'S          ,331,KE,Laborex
APROVASC 150-5MG CP B/28      ,5,KE,Laborex
APROVASC 300-10MG CP B/28     ,75,KE,Laborex
APROVASC 300-5MG CP B/28      ,8,KE,Laborex
APROVEL 150MG RM CP B/28      ,36,KE,Laborex
APROVEL 300MG RM CP B/28      ,46,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,202,KE,Laborex
CLEXANE 40MG INJ 2'S          ,2244,KE,Laborex
CLEXANE INJ  20MG 2'S         ,379,KE,Laborex
CLEXANE INJ  60MG 2'S         ,2754,KE,Laborex
CLEXANE INJ 80MG 2'S          ,490,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",56,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",176,KE,Laborex
CORDARONE 200MG CP B/30       ,130,KE,Laborex
DAONIL TABS 5MG 100'S         ,65,KE,Laborex
DULCOLAX TABS 5MG 30'S       .,234,KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,87,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,166,KE,Laborex
EPILIM IV 400MG PER VIAL      ,28,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,343,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,204,KE,Laborex
FLAGENTYL 500MG CP B/4        ,6,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,354,KE,Laborex
FLAGYL TABS 400MG 100'S       ,426,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,12,KE,Laborex
LANTUS 300IU/3ML CART/5       ,40,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,263,KE,Laborex
LASIX TABS 40MG 20'S          ,3367,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",385,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,89,KE,Laborex
MAALOX SUSP 350ML             ,645,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,47,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",1621,KE,Laborex
NO SPA 40MG CP B/100          ,42,KE,Laborex
NO SPA 40MG CP B/20           ,13,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,3,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,59,KE,Laborex
NO SPA 80MG CP B/20           ,1,KE,Laborex
ORELOX 100MG CP B/10          ,253,KE,Laborex
ORELOX 200MG CP B/10          ,891,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,1639,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,477,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,57,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,809,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",734,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,1714,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,70,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,645,KE,Laborex
TAVANIC 500MG CP B/5          ,301,KE,Laborex
TAVANIC 500MG/+INFLS VLS3M36XE,47,KE,Laborex
TRITACE 5MG TABS 28'S         ,201,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,5,KE,Laborex
"XATRAL 2,5MG CP B/30          ",5,KE,Laborex
XATRAL LP 10MG COMP B/30      ,93,KE,Laborex
XATRAL LP 5MG CP B/56         ,11,KE,Laborex
ALLSTAR PEN,80,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,68,KE,Surgipharm
AMARYL M TABS 2mg * 30's,541,KE,Surgipharm
AMARYL TABS 1mg * 30's,209,KE,Surgipharm
AMARYL TABS 2mg * 30's,496,KE,Surgipharm
AMARYL TABS 4mg * 30's,369,KE,Surgipharm
APROVASC TAB 150-5MG *28,240,KE,Surgipharm
APROVASC TAB 300-10MG *28,95,KE,Surgipharm
APROVASC TAB 300-5MG *28,121,KE,Surgipharm
APROVEL TABS 150mg * 28's,115,KE,Surgipharm
APROVEL TABS 300mg * 28's,116,KE,Surgipharm
AXACEF TABLETS 250MG * 10,141,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,81,KE,Surgipharm
BIOFERON CAPS *30,307,KE,Surgipharm
BIOFERON SUSP 200ML,39,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,1599,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,692,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,526,KE,Surgipharm
CLEXANE INJ. 20mg * 2,643,KE,Surgipharm
CLEXANE INJ. 40mg * 2,5654,KE,Surgipharm
CLEXANE INJ. 60mg * 2,1129,KE,Surgipharm
CLEXANE INJ. 80mg * 2,2954,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,125,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,291,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,169,KE,Surgipharm
DAONIL TABS 5mg * 100's,321,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,2234,KE,Surgipharm
ELOXATIN INJ 100mg * 1,10,KE,Surgipharm
ELOXATIN INJ 50mg * 1,10,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,10384,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,275,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,1529,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,2280,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),594,KE,Surgipharm
EPILIM SYRUP 300ml,828,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,205,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,4,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,5475,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,2651,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1829,KE,Surgipharm
FLAGYL TABS 400mg * 100's,475,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,464,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,2099,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,2298,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,2619,KE,Surgipharm
FLEMING TABS 625MG * 14'S,1994,KE,Surgipharm
IBEX CAPSULES 2*12,574,KE,Surgipharm
LANTUS 10ml VIAL,94,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,102,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,961,KE,Surgipharm
LASIX AMPS 2ml * 5,919,KE,Surgipharm
LASIX TABS 40mg * 20,5463,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,298,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,76,KE,Surgipharm
MAALOX SUSPENSION 350ml,550,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,109,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,5422,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,30,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,56,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,169,KE,Surgipharm
NO SPA TABLETS 40mg * 20,124,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,3192,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,1076,KE,Surgipharm
ORELOX TABS 100MG *10'S,1234,KE,Surgipharm
ORELOX TABS 200MG *10'S,1302,KE,Surgipharm
PLAVIX TABS 75mg * 28's,208,KE,Surgipharm
RESONIUM ADULT POWDER 454G,63,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),111,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,529,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,765,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,3078,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,765,KE,Surgipharm
STILNOX TABS 10MG * 14,2039,KE,Surgipharm
TARGOCID INJ 400mg * 1s,44,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,330,KE,Surgipharm
TAVANIC TABS 500mg * 5,369,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,32,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,244,KE,Surgipharm
TRITACE TABS 5mg * 28's,317,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,31,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,17,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,144,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,396,KE,Surgipharm
ZOXON 1GM INJ 1*1 WITH WATER,3103,KE,Surgipharm
