product_description,quantity,country,distributor
TELFAST 120mg TABS 10'S ,5,KE,Highchem
TRITACE 10.0mg TABS 30'S ,13,KE,Highchem
XATRAL LP 10mg TABS 30'S ,82,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,9,KE,Highchem
AMARYL M 2MG CP B/30          ,442,KE,Laborex
AMARYL M SR 2MG CP B/30       ,13,KE,Laborex
AMARYL TABS 1MG 30'S          ,804,KE,Laborex
AMARYL TABS 2MG 30'S          ,1638,KE,Laborex
AMARYL TABS 4MG 30'S          ,8,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,2,KE,Laborex
APROVASC 150-5MG CP B/28      ,78,KE,Laborex
APROVASC 300-5MG CP B/28      ,48,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,65,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,17,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,932,KE,Laborex
CLEXANE 40MG INJ 2'S          ,2774,KE,Laborex
CLEXANE INJ  60MG 2'S         ,2257,KE,Laborex
CLEXANE INJ 80MG 2'S          ,898,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",166,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",176,KE,Laborex
CORDARONE 200MG CP B/30       ,10,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,4957,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,206,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,137,KE,Laborex
EPILIM IV 400MG PER VIAL      ,280,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,631,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,114,KE,Laborex
FLAGENTYL 500MG CP B/4        ,936,KE,Laborex
FLAGENTYL 500MG CP B/4            ,5,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,4748,KE,Laborex
FLAGYL TABS 400MG 100'S       ,5,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,60,KE,Laborex
LANTUS 300IU/3ML CART/5       ,11,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,172,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,7,KE,Laborex
LASIX TABS 40MG 20'S          ,1588,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",326,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,264,KE,Laborex
MAALOX PLUS SUSP 150ML        ,0,KE,Laborex
MAALOX SUSP 350ML             ,343,KE,Laborex
MAALOX SUSPENSION 150ML       ,32,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,14,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",1356,KE,Laborex
NO SPA 40MG CP B/100          ,68,KE,Laborex
NO SPA 40MG CP B/20           ,56,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,21,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,21,KE,Laborex
NO SPA 80MG CP B/20           ,16,KE,Laborex
ORELOX 100MG CP B/10          ,231,KE,Laborex
ORELOX 200MG CP B/10          ,521,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,1102,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,849,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,24,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,3168,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,10816,KE,Laborex
RIFAFOUR TABLETS 84'S         ,10,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,270,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,62,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,1314,KE,Laborex
TAVANIC 500MG CP B/5          ,239,KE,Laborex
TELFAST 120MG TABS 10'S       ,5,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",332,KE,Laborex
TRITACE TABS 5MG 30'S         ,627,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,17,KE,Laborex
"XATRAL 2,5MG CP B/30          ",11,KE,Laborex
XATRAL LP 10MG COMP B/30      ,248,KE,Laborex
XATRAL LP 5MG CP B/56         ,58,KE,Laborex
AMARYL M TABS 2mg * 30's,404,KE,Surgipharm
AMARYL TABS 1mg * 30's,15,KE,Surgipharm
AMARYL TABS 2mg * 30's,24,KE,Surgipharm
AMARYL TABS 4mg * 30's,58,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,8,KE,Surgipharm
APROVASC TAB 150-5MG *28,46,KE,Surgipharm
APROVASC TAB 300-10MG *28,10,KE,Surgipharm
APROVASC TAB 300-5MG *28,2,KE,Surgipharm
APROVEL TABS 150mg * 28's,50,KE,Surgipharm
APROVEL TABS 300mg * 28's,63,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,10,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),34,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),620,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,571,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,3416,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,799,KE,Surgipharm
CLEXANE INJ. 20mg * 2,67,KE,Surgipharm
CLEXANE INJ. 40mg * 2,1040,KE,Surgipharm
CLEXANE INJ. 60mg * 2,557,KE,Surgipharm
CLEXANE INJ. 80mg * 2,165,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,68,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,132,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,164,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,30,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,1261,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,30,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,228,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,167,KE,Surgipharm
EPILIM INJECTION 400MG * 1,5,KE,Surgipharm
EPILIM SYRUP 300ml,5,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,52,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,759,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,1563,KE,Surgipharm
FLAGYL SUSPENSION 100ml,584,KE,Surgipharm
FLAGYL TABS 400mg * 100's,12,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,364,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),91,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,4,KE,Surgipharm
IBEX CAPSULES 2*12,457,KE,Surgipharm
LANTUS 10ml VIAL,15,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,340,KE,Surgipharm
LASIX AMPS 2ml * 5,351,KE,Surgipharm
LASIX TABS 40mg * 20,351,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,124,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,284,KE,Surgipharm
MAALOX SUSPENSION 150ml,235,KE,Surgipharm
MAALOX SUSPENSION 350ml,258,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,15,KE,Surgipharm
MUCOSOLVAN TABLETS 30mg * 20's,3,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,24,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,17,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,46,KE,Surgipharm
NO SPA TABLETS 40mg * 20,40,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,657,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,201,KE,Surgipharm
ORELOX TABS 100MG *10'S,681,KE,Surgipharm
ORELOX TABS 200MG *10'S,120,KE,Surgipharm
PHARMATON KIDDI SYRUP 100ML,49,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,25,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,3,KE,Surgipharm
PLAVIX TABS 75mg * 28's,48,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),-19,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,681,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,925,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,4182,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,439,KE,Surgipharm
STILNOX TABS 10MG * 14,383,KE,Surgipharm
TARGOCID INJ 400mg * 1s,4,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,45,KE,Surgipharm
TAVANIC TABS 500mg * 5,173,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,20,KE,Surgipharm
TRITACE TABS 5mg * 30's,61,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,80,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,2,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,34,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,70,KE,Surgipharm
APROVASC TAB 150-5MG *28,1,KE,Surgipharm
EPILIM SYRUP 300ml,1,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,2,KE,Surgipharm
MAALOX PLUS SUSPENSION 350ml,5,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,3,KE,Surgipharm
AMARYL M TABS 2mg * 30's,26,KE,Surgipharm
AMARYL TABS 1mg * 30's,28,KE,Surgipharm
AMARYL TABS 2mg * 30's,26,KE,Surgipharm
AMARYL TABS 4mg * 30's,12,KE,Surgipharm
APROVASC TAB 150-5MG *28,5,KE,Surgipharm
APROVEL TABS 150mg * 28's,10,KE,Surgipharm
APROVEL TABS 300mg * 28's,9,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,10,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),1,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,2,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,251,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,216,KE,Surgipharm
CLEXANE INJ. 20mg * 2,5,KE,Surgipharm
CLEXANE INJ. 40mg * 2,45,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,8,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,4,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,33,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,6,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,17,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,4,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,2,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,9,KE,Surgipharm
EPILIM SYRUP 300ml,14,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,1,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,3,KE,Surgipharm
FLAGYL SUSPENSION 100ml,23,KE,Surgipharm
FLAGYL TABS 400mg * 100's,20,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,40,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,13,KE,Surgipharm
LANTUS 10ml VIAL,12,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,17,KE,Surgipharm
LASIX TABS 40mg * 20,24,KE,Surgipharm
MAALOX PLUS SUSPENSION 350ml,12,KE,Surgipharm
MONO-TILDIEM S.R CAPS 300mg * 28's,1,KE,Surgipharm
MUCOSOLVAN TABLETS 30mg * 20's,1,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,2,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,1,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,8,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,3,KE,Surgipharm
ORELOX TABS 100MG *10'S,200,KE,Surgipharm
ORELOX TABS 200MG *10'S,4,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,4,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,1,KE,Surgipharm
PLAVIX TABS 75mg * 28's,1,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,9,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,221,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,80,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,126,KE,Surgipharm
STILNOX TABS 10MG * 14,5,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,19,KE,Surgipharm
TAVANIC TABS 500mg * 5,3,KE,Surgipharm
TRITACE TABS 5mg * 30's,29,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,2,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,4,KE,Surgipharm
