product_description,quantity,country,distributor
LANTUS 1000UI VIAL 1'S        ,32,KE,Laborex
LANTUS 300IU/3ML CART/5       ,22,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,141,KE,Laborex
LASIX TABS 40MG 20'S          ,1960,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",76,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,110,KE,Laborex
MAALOX SUSP 350ML             ,16,KE,Laborex
MAALOX SUSPENSION 150ML       ,2,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,52,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",516,KE,Laborex
NO SPA 40MG CP B/100          ,48,KE,Laborex
NO SPA 40MG CP B/20           ,35,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,8,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,41,KE,Laborex
NO SPA 80MG CP B/20           ,1,KE,Laborex
ORELOX 100MG CP B/10          ,78,KE,Laborex
ORELOX 200MG CP B/10          ,512,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,424,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,482,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,43,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,404,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",0,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,1055,KE,Laborex
RIFAFOUR TABLETS 84'S         ,0,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,0,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,103,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,567,KE,Laborex
TAVANIC 500MG CP B/5          ,113,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",22,KE,Laborex
TRITACE TABS 5MG 30'S         ,74,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,16,KE,Laborex
"XATRAL 2,5MG CP B/30          ",14,KE,Laborex
XATRAL LP 10MG COMP B/30      ,71,KE,Laborex
XATRAL LP 5MG CP B/56         ,32,KE,Laborex
