Month,Country,distributor,GMID,Product,Qty,Source
1,KE,Laborex,645818,AMARYL TABS 2MG 30'S,1820,EPDIS
1,KE,Laborex,645819,AMARYL TABS 4MG 30'S,4080,EPDIS
1,KE,Laborex,645820,AMARYL TABS 1MG 30'S,720,EPDIS
2,KE,Laborex,287550,NO - SPA 40MG TAB BL2x10,160,EPDIS
2,KE,Laborex,287553,NO - SPA FORTE 80MG TAB BL2x10,320,EPDIS
2,KE,Laborex,323473,RHINATHIOL PROMETH 125ML 1SYR,12000,EPDIS
2,KE,Laborex,352016,BRONCHICUM  ELIXIR S 100ML,3000,EPDIS
2,KE,Laborex,436418,MAALOX PLUS 200MG TAB BL4x10,432,EPDIS
2,KE,Laborex,479387,RHINATHIOL 2.5G/125ML  1SYR,15000,EPDIS
2,KE,Laborex,479530,RHINATHIOL 6.25G/125ML  1SYR,6000,EPDIS
2,KE,Laborex,592593,ERCEFURYL 200MG CAP BL2x14,504,EPDIS
2,KE,Laborex,258746,RESONIUM A 454G PDE,636,EPDIS
2,KE,Laborex,298689,ORELOX 100MG TAB10,2160,EPDIS
2,KE,Laborex,298691,ORELOX 40MG/5ML GRAN 100ML BT1,2628,EPDIS
2,KE,Laborex,298693,ORELOX 40MG/5ML GRAN. SUSP50ML,448,EPDIS
2,KE,Laborex,307013,AMARYL M 2MG/500 MG TAB 30,400,EPDIS
2,KE,Laborex,310637,TAVANIC 500MG TAB5,1760,EPDIS
2,KE,Laborex,374872,ORELOX 200MG FILM COATED TAB10,2610,EPDIS
2,KE,Laborex,475987,AXACEF 250MG TAB BL10,400,EPDIS
2,KE,Laborex,475988,AXACEF 500MG TAB10,600,EPDIS
2,KE,Laborex,476009,FLEMING 228.5MG/5ML  SUSP70ML,576,EPDIS
2,KE,Laborex,476043,FLEMING 1000MG TAB BL2X7,440,EPDIS
2,KE,Laborex,476963,FLEMING 1200MG INJ VL/5,168,EPDIS
2,KE,Laborex,477015,FLEMING 500-125MG TAB BL2X7,660,EPDIS
2,KE,Laborex,505579,LASIX 40MG TAB20,4320,EPDIS
2,KE,Laborex,518946,LASIX 20MG INJ 5AMP 2ML,2600,EPDIS
2,KE,Laborex,554510,CORDARONE 200MG TAB30,432,EPDIS
2,KE,Laborex,612011,XATRAL LP 5MG TAB56,120,EPDIS
2,KE,Laborex,627595,TRITACE 2.5MG TAB BL2x14,120,EPDIS
2,KE,Laborex,627597,TRITACE 5MG TAB BL2x14,272,EPDIS
2,KE,Laborex,641849,EPILIM 200MG/5ML SYR300ML,7080,EPDIS
2,KE,Laborex,643215,EPILIM CHRONO 300 TAB10x10,2000,EPDIS
2,KE,Laborex,643216,EPILIM CHRONO 500 TAB 10X10,1152,EPDIS
2,KE,Laborex,645815,FLAGYL 200MG/5ML SUSP 100ML,4020,EPDIS
2,KE,Laborex,645817,FLAGYL TABS 400MG 100'S,6821,EPDIS
2,KE,Laborex,645818,AMARYL TABS 2MG 30'S,1200,EPDIS
2,KE,Laborex,645819,AMARYL TABS 4MG 30'S,1200,EPDIS
2,KE,Laborex,664051,FLAGENTYL 500MG TAB4,3000,EPDIS
3,KE,Laborex,287550,NO - SPA 40MG BL2x10CP,160,EPDIS
3,KE,Laborex,287552,NO - SPA 40MG TAB BL10x10,192,EPDIS
3,KE,Laborex,352016,BRONCHICUM  ELIXIR S 100ML,2838,EPDIS
3,KE,Laborex,436418,MAALOX PLUS 200MG CP 40 CITRON,504,EPDIS
3,KE,Laborex,436418,MAALOX PLUS 200MG TAB BL4x10,1000,EPDIS
3,KE,Laborex,477825,RHINATHIOL 10G/200ML SOL BT1,1200,EPDIS
3,KE,Laborex,506739,MAALOX SUSP 350ML,6400,EPDIS
3,KE,Laborex,592593,ERCEFURYL 200MG GEL BL2x14,100,EPDIS
3,KE,Laborex,652574,BUSCOPAN  20MG 1ML AMP B5,600,EPDIS
3,KE,Laborex,67294,FLAGYL 0.5% 100ML VIAFLEX,19000,EPDIS
3,KE,Laborex,222428,PLAVIX 75MG TAB28,192,EPDIS
3,KE,Laborex,258746,RESONIUM A 454G PDE,48,EPDIS
3,KE,Laborex,307013,AMARYL M 2MG/500 MG TAB 30,800,EPDIS
3,KE,Laborex,310637,TAVANIC 500MG TAB5,1898,EPDIS
3,KE,Laborex,321233,AMARYL M SR 2MG/500 TAB BL3x10,200,EPDIS
3,KE,Laborex,414074,TAXOTERE 80MG/4ML IV  INJ FL1,240,EPDIS
3,KE,Laborex,475987,AXACEF 250MG TAB BL10,1440,EPDIS
3,KE,Laborex,476009,FLEMING 228.5MG/5ML  SUSP70ML,1800,EPDIS
3,KE,Laborex,476043,FLEMING 1000MG TAB BL2X7,900,EPDIS
3,KE,Laborex,476963,FLEMING 1200MG INJ VL/5,2004,EPDIS
3,KE,Laborex,477015,FLEMING 500-125MG TAB BL2X7,5000,EPDIS
3,KE,Laborex,477034,FLEMING 457MG/5ML SUSP F70ML,3180,EPDIS
3,KE,Laborex,505579,LASIX 40MG CP20,4080,EPDIS
3,KE,Laborex,505579,LASIX 40MG TAB20,1200,EPDIS
3,KE,Laborex,518946,LASIX 20MG INJ 5AMP 2ML,1200,EPDIS
3,KE,Laborex,539181,APROVASC 300-10MG TAB BL4X7,234,EPDIS
3,KE,Laborex,539182,APROVASC 300-5MG BL4X7CP,100,EPDIS
3,KE,Laborex,539183,APROVASC 150-5MG BL4X7CP,216,EPDIS
3,KE,Laborex,612011,XATRAL LP 5MG CP56,200,EPDIS
3,KE,Laborex,612011,XATRAL LP 5MG TAB56,120,EPDIS
3,KE,Laborex,627595,TRITACE 2.5MG CP BL2x14,240,EPDIS
3,KE,Laborex,627597,TRITACE 5MG TAB BL2x14,568,EPDIS
3,KE,Laborex,636825,STILNOX 10MG TAB14,6000,EPDIS
3,KE,Laborex,639628,"XATRAL 2,5MG CP30",50,EPDIS
3,KE,Laborex,642931,EPILIM 400MG/4ML INJ 1VIAL,440,EPDIS
3,KE,Laborex,645815,FLAGYL 200MG/5ML SUSP 100ML,8490,EPDIS
3,KE,Laborex,645817,FLAGYL TABS 400MG 100'S,5670,EPDIS
3,KE,Laborex,645818,AMARYL TABS 2MG 30'S,9553,EPDIS
3,KE,Laborex,645819,AMARYL TABS 4MG 30'S,800,EPDIS
3,KE,Laborex,645820,AMARYL TABS 1MG 30'S,480,EPDIS
