country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
UG,Laborex,XATRAL LP 10MG COMP B/30      ,XATRAL 10MG TABCR BL3X10 S3 M36 XD,633072
UG,Surgipharm,Amaryl M Tab 2mg 30's,AMARYL M 2MG 30CP XE,307013
UG,Surgipharm,Amaryl Tabs 1mg x 30 (Glimepiride),AMARYL 1MG 30 TABS,645820
UG,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),AMARYL 2MG 30 TABS,645818
UG,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),AMARYL 4MG 30 TABS,645819
UG,Surgipharm,Amedin Tabs 5mg x 28 (Amlodipine),AMEDIN 5MG TAB BL2X14 M36 UG,475862
UG,Surgipharm,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),BIOFERON 305MG+ CAPEM BL3X10 M30 EX,475991
UG,Surgipharm,Rhinathiol Infant 2% x 125ml (Carbocisteine),RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
UG,Surgipharm,Bioferon Syr x 200ml (Ferric Ammonium Citrate/VitB12/Folic Acid),BIOFERON 8G/200ML+ SYR BTX1 M30 EX,475994
UG,Surgipharm,Clexane Inj 20mg x 2 (Enoxaparin),CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE,655022
UG,Surgipharm,Clexane Inj 40mg x 2 (Enoxaparin),CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,655023
UG,Surgipharm,Clexane Inj 60mg x 2 (Enoxaparin),CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
UG,Surgipharm,Clexane Inj 80mg x 2 (Enoxaparin),CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,655025
UG,Surgipharm,Cordarone X Tabs 200mg x 30 (Amiodarone),CORDARONE 200MG TAB BL3X10 S3 M36 XD,554523
UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216
UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),EPILIM 12G/300ML SYR BTX1 S2 M36 XE,641849
UG,Surgipharm,Epilim Tabs 200mg x 100 (Sodium Valproate),EPILIM 200MG TABEC BL10X10 S2 M36 XE,502299
UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),FLAGENTYL 500MG TABCO BL1X4 S3 XE,664051
UG,Surgipharm,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),FLEMING 875-125MG TABCO BL2X7 M24 GH,476043
UG,Surgipharm,Fleming 457mg/5ml Susp.X70ml,FLEMING 5.6G/70ML PO BTX1 M24 GH,477034
UG,Surgipharm,Fleming Inj 1.2g x 5 (Co-Amoxiclav),FLEMING 1G-200MG INJPO VL5 M24 EX,476963
UG,Surgipharm,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),FLEMING 2.8G/70ML+ INJPO BTX1 M24 EX,476009
UG,Surgipharm,Fleming Tabs 625mg x 14 (Co-Amoxiclav),FLEMING 500-125MG TABCO BL2X7 M24 EX,477015
UG,Surgipharm,Lantus Solostar 100IU 10 ml x 1s (Human Insulin),LANTUS VIAL 10MG 1,223381
UG,Surgipharm,Lantus Solostar 100IU 3ml x 5s (Human Insulin),LANTUS SOLOSTAR 100IU/ML 3ML 5,615902
UG,Surgipharm,Maalox Plus Susp x 150ml (Magnesium OH/Aluminium OH/Simeticone),MAALOX PLUS SUSPENSION 150ML (EXPORT),506742
UG,Surgipharm,Maalox Plus Susp x 350ml (Magnesium OH/Aluminium OH/Simeticone),MAALOX PLUS SUSPENSION 350ML (EXPORT),507364
UG,Surgipharm,Maalox Tabs x 10 (Magnesium OH/Aluminium OH),MAALOX PLUS TABS EXPORT 10,436418
TZ,JD,SANOFI MAALOX PLUS 200MG CHEWABLE TABS 40S,MAALOX PLUS TABS EXPORT 10,436418
UG,Surgipharm,Maalox Plus Tab 200mg BL 4X10's,MAALOX PLUS TABS EXPORT 10,436418
UG,Surgipharm,Maalox Susp x 150ml (Magnesium OH/Aluminium OH),MAALOX SUSPENSION 150ML (EXPORT),506704
UG,Surgipharm,Maalox Susp x 350ml (Magnesium OH/Aluminium OH),MAALOX SUSPENSION 350ML (EXPORT),506739
UG,Surgipharm,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),NOSPA 80MG TAB BL2X10 XE,287553
UG,Surgipharm,No Spa Inj 40mg/2ml x 25 (Drotaverine HCl),NOSPA 40MG/2ML INJ AM25 XD,289137
UG,Surgipharm,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),NOSPA 40MG/2ML INJ AM5 XD,289138
UG,Surgipharm,No Spa Tabs 40mg x 100 (Drotaverine HCl),NOSPA 40MG TAB BL10X10 XE,287552
UG,Surgipharm,No Spa Tabs 40mg x 20 (Drotaverine HCl),NOSPA 40MG TAB BL2X10 XE,287550
UG,Surgipharm,Orelox Susp 40mg/5ml x 100ml (Cefpodoxime),ORELOX 800MG/+ GRAN BTX1 SWI M24 XE,298691
UG,Surgipharm,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,298693
UG,Surgipharm,Orelox Tabs 100mg x 10 (Cefpodoxime),ORELOX 100MG B/10 COMPRIMES (MVI),298689
UG,Surgipharm,Orelox Tabs 200mg x 10 (Cefpodoxime),Orelox 200mg  ,374872
UG,Surgipharm,Paraflam Tabs 400mg/325mg x 10 (Ibuprofen/Paracetamol),PARAFLAM 400-325MG TABCO BL1X10 M36 EX,476714
UG,Surgipharm,Rhinathiol Adult 5% x 125ml (Carbocisteine),RHINATHIOL 6.25G/+ SYR BTX1 S3 XM,660727
UG,Surgipharm,Rhinathiol Dry Cough Infant 0.06% x 125ml (Pholcodine),RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
UG,Surgipharm,Rhinathiol Sugar Free Adult 5% x 200ml (Carbocisteine),RHINATHIOL 10G/200ML SOL BTX1 XM,477825
UG,Surgipharm,Xatral LP Tabs 10mg x 30 (Alfuzosin),XATRAL 10MG TABCR BL3X10 S3 M36 XD,633072
UG,Surgipharm,Zeben Tabs 400mg x 1 (Albendazole),ZEBEN 400MG TAB BL1X1 M48 EX,476947
UG,LifePharma,Fleming Tabs 1g 2x7,FLEMING 875-125MG TABCO BL2X7 M24 GH,476043
UG,LifePharma,SNF-Amaryl 3Mg Tab 2x15 S3 XE,AMARYL 3MG TAB BL2X15 S3 XE,261608
UG,LifePharma,SNF Clexane 4000 IU Inj 2's,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,655023
UG,LifePharma,SNF Clexane 6000 IU Inj 2's,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
UG,LifePharma,SNF Clexane 8000 IU Inj 2's,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,655025
UG,LifePharma,SNF Epilim 300ml,EPILIM 12G/300ML SYR BTX1 S2 M36 XE,641849
UG,LifePharma,Snf-Epilim Chorno 500mg 100XE S3,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216
UG,LifePharma,SNF Epilim Ec 200mg 10x10's,EPILIM 200MG TABEC BL10X10 S2 M36 XE,502299
UG,LifePharma,SNF Fleming 625 mg tabs 2x7,FLEMING 500-125MG TABCO BL2X7 M24 EX,477015
UG,LifePharma,SNF Fleming 375mg tabs 2x7,FLEMING 250-125MG TABCO BL2X10 M24 NG,475271
UG,LifePharma,SNF Fleming 228mg 70ml Syrup,FLEMING 2.8G/70ML+ INJPO BTX1 M24 EX,476009
UG,LifePharma,Snf-Maalox Plus 350ml,MAALOX PLUS SUSPENSION 350ML (EXPORT),507364
UG,LifePharma,Snf-Maalox Plus 150ml,MAALOX PLUS SUSPENSION 150ML (EXPORT),506742
UG,LifePharma,Snf-Maalox 350ml,MAALOX SUSPENSION 350ML (EXPORT),506739
UG,LifePharma,Snf-Maalox 150ml,MAALOX SUSPENSION 150ML (EXPORT),506704
UG,LifePharma,Snf No Spa 40 Mg 10x10,NOSPA 40MG TAB BL10X10 XE,287552
UG,LifePharma,SNF No - Spa 40mg Inj 1x25's,NOSPA 40MG/2ML INJ AM25 XD,289137
UG,LifePharma,Snf-Orelox 200mg B10,Orelox 200mg  ,374872
UG,LifePharma,SNF Rhinathiol 6.25,RHINATHIOL 6.25G/+ SYR BTX1 S3 XM,660727
UG,LifePharma,SNF Rhinathiol 2.5,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
ET,EBG,DAONIL 5MG OF 10*10,DAONIL 5MG TAB BL10X10 SWI M24 XE,305481
ET,EBG,LASIX 40MG OF 20,LASIX 40MG TAB BL2X10 SWI M60 XE,505579
ET,EBG,EPILIM SRP 300ml 200mg/5ml,EPILIM 12G/300ML SYR BTX1,641849
ET,EBG,Epilim 200 CP EX S2 ,EPILIM 200MG TAB BL10X10,728129
ET,EBG,Epilim* Chrono 500 CP EX S2,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216
ET,EBG,Amaryl SA 1mg 2*15 tabs,AMARYL 1MG TAB BL2X15 S3 M36 XE,261604
ET,EBG,Amaryl SA 2mg 30 tabs,AMARYL 2MG TAB BL2X15 S3 M36 XE,261605
ET,EBG,Amaryl SA 4mg 2*15 tabs,AMARYL 4MG TAB BL2X15 S3 M36 XE,261610
ET,EBG,Rhinathol 2.5 SRP ENF 125 ml EX LUS ,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
ET,EBG,Rhinathol 2% SRP ENF 125 ml EX LUS ,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
ET,EBG,Rhinathiol SRP AD 5% 125ml ,RHINATHIOL 6.25G/+ SYR BT,479530
ET,EBG,NO-SPA Tab 40mg of 100 Total,NOSPA 40MG TAB BL10X10 S3,287552
ET,EBG,ORELOX 100MG OF 10 TAB,ORELOX 100MG TABCO BL1X10 SWI M36 XE,298689
ET,EBG,Clexane 4000IU 21NJD SWI,CLEXANE 4KIU/0.4ML INJ PS2 S3 M24 XE,655023
ET,EBG,Clexane 6000IU 21NJD SWI,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
ET,EBG,Clexane 8000IU 21NJD SWI,CLEXANE 8KIU/0.8ML INJ PS2 S3 M24 XE,655025
ET,EBG,Plavix NF 75mg,PLAVIX 75MG CP PELL B 28,544062
ET,EBG,XATRAL LP 10MG OF 30CP,XATRAL LP 10MG CP B/30,633072
ET,EBG,lASIX 20MG OF 5INJ.,LASIX 20MG/2ML INJ AM5 S3 M60 XE,296593
ET,EBG,Insuman Rapid100IU/ml,INSUMAN RAPID 1000IU 1INJ S3 XE,405069
ET,EBG,Clomid 50mg 10 tab,CLOMID 50MG TAB BL10 NDSI M36 XE,551042
ET,EBG,Aprovel  Rm 150 28cap,APROVEL RM 150 MG 28 COMP (MVI),196680
ET,EBG,Aprovel Rm 300 28cap,APROVEL RM 300 MG 28 COMP (MVI),196681
ET,EBG,Coaprovel 150mg /12.5mg 28 tab tab,"CO-APROVEL RM 150/12,5MG 28 COMP (MVI)",247831
ET,EBG,Coaprovel 300mg/12.5mg 28 tab,"CO-APROVEL RM 300/12,5MG 28 comp (MVI)",247832
ET,EBG,Lantus solostar 300 units of 5,LANTUS 300IU/3ML INJ SOLO5,615902
ET,EBG,Lantus solostar 100 units of 5,LANTUS SOLOSTAR 100IU/ML 3ML 5,615902
ET,Dugda,AMARYL 1mg 2X15 Tab,AMARYL 1MG TAB BL2X15 S3 M36 XE,261604
ET,Dugda,AMARYL 2mg 2x15 Tab,AMARYL 2MG TAB BL2X15 S3 M36 XE,261605
ET,Dugda,AMARYL 4mg 2x15 Tab,AMARYL 4MG TAB BL2X15 S3 M36 XE,261610
ET,Dugda,APROVEL 300 mg 2x14 Tab,APROVEL RM 300 MG 28 COMP (MVI),196681
ET,Dugda,CLEXANE 4000 IU/0.4ml 2 INJ ,CLEXANE 4KIU/0.4ML INJ PS2 S3 M24 XE,655023
ET,Dugda,CLEXANE 6000 IU/0.6ml 2 INJ ,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
ET,Dugda,CLEXANE 8000 IU/0.8ml 2 INJ,CLEXANE 8KIU/0.8ML INJ PS2 S3 M24 XE,655025
ET,Dugda,CLOMID 50 mg OF 10 Tab,CLOMID 50MG TAB BL10 NDSI M36 XE,551042
ET,Dugda,CO-Aprovel 150/12.5 mg of 28Tab,"CO-APROVEL RM 150/12,5MG 28 COMP (MVI)",247831
ET,Dugda,CO-Aprovel 300/12.5 mg of 28Tab,"CO-APROVEL RM 300/12,5MG 28 comp (MVI)",247832
ET,Dugda,DAONIL 5 mg OF 100 Tab,DAONIL 5MG TAB BL10X10 SWI M24 XE,305481
ET,Dugda,EPILIM 200 mg 10X10 Tab,EPILIM 200MG TAB BL10X10,728129
ET,Dugda,EPILIM CHRONO 500 mg 10X10 Tab,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216
ET,Dugda,LASIX 40mg 2x10 Tab,LASIX 40MG TAB BL2X10 SWI M60 XE,505579
ET,Dugda,LASIX 20mg/2ml ,LASIX 20MG/2ML INJ AM5 S3 M60 XE,296593
ET,Dugda,NO-SPA 40 mg 10X10 Tab,NOSPA 40MG TAB BL10X10 S3,287552
ET,Dugda,ORELOX 100 mg OF 10 Tab,ORELOX 100MG TABCO BL1X10 SWI M36 XE,298689
ET,Dugda,PLAVIX 75mg OF 28 Tab,PLAVIX 75MG CP PELL B 28,544062
ET,Dugda,XATRAL 10mg OF 30 Tab,XATRAL LP 10MG CP B/30,633072
ET,Dejen,AMARYL 1mg 2X15 Tab,AMARYL 1MG TAB BL2X15 S3 M36 XE,261604
ET,Dejen,AMARYL 2mg 2x15 Tab,AMARYL 2MG TAB BL2X15 S3 M36 XE,261605
ET,Dejen,AMARYL 4mg 2x15 Tab,AMARYL 4MG TAB BL2X15 S3 M36 XE,261610
ET,Dejen,APROVEL 300 mg 2x14 Tab,APROVEL RM 300 MG 28 COMP (MVI),196681
ET,Dejen,CLEXANE 4000 IU/0.4ml 2 INJ ,CLEXANE 4KIU/0.4ML INJ PS2 S3 M24 XE,655023
ET,Dejen,CLEXANE 6000 IU/0.6ml 2 INJ ,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
ET,Dejen,CLEXANE 8000 IU/0.8ml 2 INJ,CLEXANE 8KIU/0.8ML INJ PS2 S3 M24 XE,655025
ET,Dejen,CLOMID 50 mg OF 10 Tab,CLOMID 50MG TAB BL10 NDSI M36 XE,551042
ET,Dejen,CO-Aprovel 150/12.5 mg of 28Tab,"CO-APROVEL RM 150/12,5MG 28 COMP (MVI)",247831
ET,Dejen,CO-Aprovel 300/12.5 mg of 28Tab,"CO-APROVEL RM 300/12,5MG 28 comp (MVI)",247832
ET,Dejen,DAONIL 5 mg OF 100 Tab,DAONIL 5MG TAB BL10X10 SWI M24 XE,305481
ET,Dejen,AMARYL 2MG Tab. BL2*15,AMARYL 2MG TAB BL2X15 S3 M36 XE,261605
ET,Dejen,AMARYL 4MG Tab. BL2*15,AMARYL 4MG TAB BL2X15 S3 M36 XE,261610
ET,Dejen,CLEXANE 6000IU/0.6ML Inj 2,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
ET,Dejen,CLEXANE 8000IU/0.8ML Inj. 2,CLEXANE 8KIU/0.8ML INJ PS2 S3 M24 XE,655025
ET,Dejen,DAONIL 5MG Tab. 100,DAONIL 5MG TAB BL10X10 SWI M24 XE,305481
ET,Dejen,LASIX 40MG TAB. 20,LASIX 40MG TAB BL2X10 SWI M60 XE,505579
ET,Dejen,NO-SPA 40MG TAB. BL10*10,NOSPA 40MG TAB BL10X10 S3,287552
ET,Dejen,ORELOX 100MG TAB10,ORELOX 100MG TABCO BL1X10 SWI M36 XE,298689
ET,Dejen,Rhinathiol 2.5G/125ML,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
ET,Dejen,Rhinathiol 6.25G/125ML,RHINATHIOL 6.25G/+ SYR BT,479530
ET,Dejen,Xatral LP 10mg TAB 30,XATRAL LP 10MG CP B/30,633072
ET,Dejen,EPILIM 200 mg 10X10 Tab,EPILIM 200MG TAB BL10X10,728129
ET,Dejen,EPILIM CHRONO 500 mg 10X10 Tab,EPILIM CHRONO 333-145MG TABCR BL10X10 XE,643216
ET,Dejen,LASIX 40mg 2x10 Tab,LASIX 40MG TAB BL2X10 SWI M60 XE,505579
ET,Dejen,LASIX 20mg/2ml ,LASIX 20MG/2ML INJ AM5 S3 M60 XE,296593
ET,Dejen,NO-SPA 40 mg 10X10 Tab,NOSPA 40MG TAB BL10X10 S3,287552
