product_description,quantity,country,distributor
LASIX INJ 20MG/2ML AMP 5'S    ,1038,KE,Laborex
LASIX TABS 40MG 20'S          ,1459,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",284,KE,Laborex
MAALOX SUSP 350ML             ,5,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,11,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",1468,KE,Laborex
NO SPA 40MG CP B/100          ,48,KE,Laborex
NO SPA 40MG CP B/20           ,4,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,13,KE,Laborex
NO SPA 80MG CP B/20           ,37,KE,Laborex
ORELOX 100MG CP B/10          ,440,KE,Laborex
ORELOX 200MG CP B/10          ,632,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,1193,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,519,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,74,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,280,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",303,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,1098,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,195,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,936,KE,Laborex
TAVANIC 500MG CP B/5          ,96,KE,Laborex
TELFAST 120MG TABS 10'S       ,11,KE,Laborex
TRITACE 5MG TABS 28'S         ,124,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,10,KE,Laborex
"XATRAL 2,5MG CP B/30          ",10,KE,Laborex
XATRAL LP 10MG COMP B/30      ,77,KE,Laborex
XATRAL LP 5MG CP B/56         ,13,KE,Laborex
ALLSTAR PEN,430,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,29,KE,Surgipharm
AMARYL M TABS 2mg * 30's,273,KE,Surgipharm
AMARYL TABS 1mg * 30's,193,KE,Surgipharm
AMARYL TABS 2mg * 30's,1328,KE,Surgipharm
AMARYL TABS 4mg * 30's,486,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,19,KE,Surgipharm
APROVASC TAB 150-5MG *28,124,KE,Surgipharm
APROVASC TAB 300-10MG *28,51,KE,Surgipharm
APROVASC TAB 300-5MG *28,91,KE,Surgipharm
APROVEL TABS 150mg * 28's,54,KE,Surgipharm
APROVEL TABS 300mg * 28's,63,KE,Surgipharm
AXACEF TABLETS 250MG * 10,177,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,332,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),113,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,1172,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,395,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,1037,KE,Surgipharm
CLEXANE INJ. 20mg * 2,454,KE,Surgipharm
CLEXANE INJ. 40mg * 2,18134,KE,Surgipharm
CLEXANE INJ. 80mg * 2,32,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,105,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,327,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,111,KE,Surgipharm
DAONIL TABS 5mg * 100's,302,KE,Surgipharm
ELOXATIN INJ 100mg * 1,2,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,2282,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,220,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,336,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,1462,KE,Surgipharm
EPILIM INJECTION 400MG * 1,79,KE,Surgipharm
EPILIM SYRUP 300ml,1178,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,177,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,0,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,2377,KE,Surgipharm
FLAGYL SUSPENSION 100ml,3203,KE,Surgipharm
FLAGYL TABS 400mg * 100's,945,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,360,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,804,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,517,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,175,KE,Surgipharm
FLEMING TABS 625MG * 14'S,1092,KE,Surgipharm
IBEX CAPSULES 2*12,812,KE,Surgipharm
LANTUS 10ml VIAL,181,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,68,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,385,KE,Surgipharm
LASIX AMPS 2ml * 5,397,KE,Surgipharm
LASIX TABS 40mg * 20,2400,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,-433,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,-478,KE,Surgipharm
MAALOX SUSPENSION 150ml,27,KE,Surgipharm
MAALOX SUSPENSION 350ml,831,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,53,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,1285,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,32,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,72,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,251,KE,Surgipharm
NO SPA TABLETS 40mg * 20,116,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,1888,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,478,KE,Surgipharm
ORELOX TABS 100MG *10'S,407,KE,Surgipharm
ORELOX TABS 200MG *10'S,1334,KE,Surgipharm
PLAVIX TABS 75mg * 28's,98,KE,Surgipharm
RESONIUM ADULT POWDER 454G,10,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,-385,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,235,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,2682,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,497,KE,Surgipharm
STILNOX TABS 10MG * 14,1298,KE,Surgipharm
TARGOCID INJ 400mg * 1s,35,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,334,KE,Surgipharm
TAVANIC TABS 500mg * 5,165,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,2,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,213,KE,Surgipharm
TRITACE TABS 5mg * 28's,336,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,25,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,21,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,69,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,398,KE,Surgipharm
