product_description,quantity,country,distributor
FLAGENTYL 500mg TABS,20,KE,Highchem
FLAGYL 100ml SUSPENSION,30,KE,Highchem
FLEMING 1000mg+200mg 5's INJ,22,KE,Highchem
FLEMING 228.5mg/5ml 70ml SUSPE..,260,KE,Highchem
FLEMING 500mg+125mg TABS 14'S,63,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S,194,KE,Highchem
LASIX 20mg AMPS 5'S,107,KE,Highchem
LASIX 40mg TABS 20'S,100,KE,Highchem
MAALOX 150ml SUSPENSION,-63,KE,Highchem
MAALOX PLUS 200MG TABS BL4X10,47,KE,Highchem
NO SPA 40mg TABS 100'S,48,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S,18,KE,Highchem
ORELOX 100mg TABS 10'S,2,KE,Highchem
ORELOX 100ml SUSPENSION,12,KE,Highchem
ORELOX 200mg TABS 10'S,159,KE,Highchem
ORELOX 50ml SUSPENSION,75,KE,Highchem
PLAVIX 75mg TABS 28'S,74,KE,Highchem
RESONIUM 454g ADULT POWDER,17,KE,Highchem
RHINATHIOL AD 125ml SP,735,KE,Highchem
RHINATHIOL ENFT 125ml SP,451,KE,Highchem
RHINATHIOL PROM 125ml SP,525,KE,Highchem
STILNOX 10mg TABS 14'S,2099,KE,Highchem
TAVANIC 500mg TABS 5'S,96,KE,Highchem
TAVANIC INJECTION 500mg,10,KE,Highchem
TRITACE 2.5 MG TABS 28s,41,KE,Highchem
TRITACE 5.0mg TABS 30'S,33,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S,2,KE,Highchem
ZOXON 1000mg,950,KE,Highchem
ALLSTAR PEN,83,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,67,KE,Surgipharm
AMARYL M TABS 2mg * 30's,349,KE,Surgipharm
AMARYL TABS 1mg * 30's,310,KE,Surgipharm
AMARYL TABS 2mg * 30's,499,KE,Surgipharm
AMARYL TABS 4mg * 30's,310,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,6,KE,Surgipharm
APROVASC TAB 150-5MG *28,212,KE,Surgipharm
APROVASC TAB 300-10MG *28,133,KE,Surgipharm
APROVASC TAB 300-5MG *28,145,KE,Surgipharm
APROVEL TABS 150mg * 28's,111,KE,Surgipharm
APROVEL TABS 300mg * 28's,72,KE,Surgipharm
AXACEF TABLETS 250MG * 10,84,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,130,KE,Surgipharm
BIOFERON CAPS *30,441,KE,Surgipharm
BIOFERON SUSP 200ML,523,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,1907,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,745,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,425,KE,Surgipharm
CLEXANE INJ. 20mg * 2,573,KE,Surgipharm
CLEXANE INJ. 40mg * 2,6773,KE,Surgipharm
CLEXANE INJ. 60mg * 2,1522,KE,Surgipharm
CLEXANE INJ. 80mg * 2,1164,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,293,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,468,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,141,KE,Surgipharm
DAONIL TABS 5mg * 100's,172,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,7708,KE,Surgipharm
ELOXATIN INJ 100mg * 1,0,KE,Surgipharm
ELOXATIN INJ 50mg * 1,1,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,4372,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,56,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,718,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,5977,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),130,KE,Surgipharm
EPILIM SYRUP 300ml,1338,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,378,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,14,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,1082,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,1169,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1081,KE,Surgipharm
FLAGYL TABS 400mg * 100's,698,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,811,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,278,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,753,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,597,KE,Surgipharm
FLEMING TABS 625MG * 14'S,2179,KE,Surgipharm
IBEX CAPSULES 2*12,696,KE,Surgipharm
LANTUS 10ml VIAL,60,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,52,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,623,KE,Surgipharm
LASIX AMPS 2ml * 5,638,KE,Surgipharm
LASIX TABS 40mg * 20,1825,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,438,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,84,KE,Surgipharm
MAALOX SUSPENSION 350ml,369,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,55,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,2110,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,34,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,39,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,154,KE,Surgipharm
NO SPA TABLETS 40mg * 20,74,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,1781,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,201,KE,Surgipharm
ORELOX TABS 100MG *10'S,1131,KE,Surgipharm
ORELOX TABS 200MG *10'S,1654,KE,Surgipharm
PLAVIX TABS 75mg * 28's,215,KE,Surgipharm
RESONIUM ADULT POWDER 454G,7,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),63,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,700,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,2666,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,1236,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,1074,KE,Surgipharm
STILNOX TABS 10MG * 14,928,KE,Surgipharm
TARGOCID INJ 400mg * 1s,101,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,467,KE,Surgipharm
TAVANIC TABS 500mg * 5,522,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,24,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,205,KE,Surgipharm
TRITACE TABS 5mg * 28's,335,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,15,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,13,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,51,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,404,KE,Surgipharm
AMARYL M 2MG CP B/30          ,261,KE,Laborex
AMARYL M SR 2MG CP B/30       ,0,KE,Laborex
AMARYL TABS 1MG 30'S          ,52,KE,Laborex
AMARYL TABS 2MG 30'S          ,394,KE,Laborex
AMARYL TABS 4MG 30'S          ,223,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,6,KE,Laborex
APROVASC 150-5MG CP B/28      ,51,KE,Laborex
APROVASC 300-5MG CP B/28      ,43,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,2606,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,72,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,2684,KE,Laborex
CLEXANE 40MG INJ 2'S          ,1781,KE,Laborex
CLEXANE INJ  20MG 2'S         ,155,KE,Laborex
CLEXANE INJ  60MG 2'S         ,1957,KE,Laborex
CLEXANE INJ 80MG 2'S          ,444,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",110,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",126,KE,Laborex
CORDARONE 200MG CP B/30       ,106,KE,Laborex
DAONIL TABS 5MG 100'S         ,57,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,7625,KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,573,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,130,KE,Laborex
EPILIM IV 400MG PER VIAL      ,10,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,644,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,2,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,4,KE,Laborex
FLAGENTYL 500MG CP B/4        ,883,KE,Laborex
FLAGYL INFUSION 100ML         ,40,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,706,KE,Laborex
FLAGYL TABS 400MG 100'S       ,232,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,38,KE,Laborex
LANTUS 300IU/3ML CART/5       ,34,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,181,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,164,KE,Laborex
LASIX TABS 40MG 20'S          ,1390,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",800,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,181,KE,Laborex
MAALOX SUSP 350ML             ,871,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,3,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",707,KE,Laborex
NO SPA 40MG CP B/100          ,52,KE,Laborex
NO SPA 40MG CP B/20           ,82,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,18,KE,Laborex
NO SPA 80MG CP B/20           ,31,KE,Laborex
ORELOX 100MG CP B/10          ,234,KE,Laborex
ORELOX 200MG CP B/10          ,643,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,266,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,146,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,54,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,332,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",540,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,1816,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,54,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,1034,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,24,KE,Laborex
TARGOCID 400MG INJ 1'S        ,30,KE,Laborex
TAVANIC 500MG CP B/5          ,46,KE,Laborex
TELFAST 120MG TABS 10'S       ,11,KE,Laborex
"TRITACE 2,5MG TABS 28'S       ",78,KE,Laborex
TRITACE 5MG TABS 28'S         ,181,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,2,KE,Laborex
"XATRAL 2,5MG CP B/30          ",10,KE,Laborex
XATRAL LP 10MG COMP B/30      ,186,KE,Laborex
XATRAL LP 5MG CP B/56         ,64,KE,Laborex
