country,distributor,distributor_customer_name,sanofi_customer_name
KE,Laborex,NEW VIPINGO PHARMACY          ,NEW VIPINGO PHARMACY
KE,Laborex,NGARA MEDICAL COMPLEX         ,NGARA MEDICAL COMPLEX
KE,Laborex,NILA PHARMACY                 ,NILA PHARMACEUTICALS
KE,Laborex,NILSON PHARMACEUTICALS LTD    ,NILSON PHARMACEUTICALS LTD
KE,Laborex,NJIMIA PHARMACEUTICALS LTD    ,NJIMIA PHARMACEUTICALS LTD
KE,Laborex,NJOMBU PHARMACY               ,NJOMBU PHARMACY
KE,Laborex,NORTHCOAST PHARMACY           ,NORTHCOAST PHARMACY
KE,Laborex,NORTHERN PHARMACY LIMITED     ,NORTHERN PHARMACY
KE,Laborex,NYAKHOE PHARMACY              ,NYAKOE CHEMIST KISUMU AC
KE,Laborex,NYALI CHEMIST MOMBASA         ,NYALI CHEMIST MOMBASA
KE,Laborex,OMAERA PHARMACY LTD           ,OMAERA PHARMACEUTICALS LTD.
KE,Laborex,ORLEV PHARMACEUTICALS LTD     ,ORLEV PHARMACEUTICALS LTD
KE,Laborex,ORYNX PHARMA LIMITED          ,ORYNX PHARMA LIMITED          
KE,Laborex,OUTSPAN HOSPITAL-EMBU         ,NYERI MED SERV LTD/OUTSPAN HSP
KE,Laborex,OUTSPANS  HOSPITAL            ,NYERI MED SERV LTD/OUTSPAN HSP
KE,Laborex,PANDYA MEMORIAL HOSPITAL      ,PANDYA MEMORIAL HOSPITAL - MOMBASA
KE,Laborex,PATSONS CHEMIST LTD           ,PATSONS CHEMIST KISUMU AC
KE,Laborex,PCEA KIKUYU ORTHOPEDIC REHAB  ,P.C.E.A. KIKUYU HOSPITAL
KE,Laborex,PHARMA & ALLIED LOGISTICS LTD ,PHARMA & ALLIED LOGISTICS LTD 
KE,Laborex,PHARMACEUTICA 1985 LTD        ,PHARMACEUTICA (1985) LTD
KE,Laborex,PHARMACHOICE PHARMACEUITCALS  ,PHARMACHOICE PHARMACEUTICALS LTD
KE,Laborex,PHARMACY LINKS                ,PHARMACY LINKS C/O MURAVEJ HOLDINGS
KE,Laborex,PHARMAPLUS PHARMACEUTICALS LTD,PHARMAPLUS PHARMACEUTICALS LTD
KE,Laborex,PHARMART GALLERIA CHEMIST LTD ,PHARMART CHEMIST LIMITED.
KE,Laborex,PHARMORE PHARMACY             ,PHARMORE PHARMACY LIMITED
KE,Laborex,PHILMED LIMITED               ,PHILMED LIMITED
KE,Laborex,PILOT PHARMACEUTICALS         ,PILOT PHARMACEUTICAL LIMITED
KE,Laborex,PIOCHEM LTD                   ,PIOCHEM LTD KISUMU AC
KE,Laborex,PORTAL PHARMACY               ,PORTAL PHARMACY
KE,Laborex,PRIMEPHARM PHARMACY KARATINA  ,PRIMEPHARM PHARMACY KARATINA  
KE,Laborex,PRIRAPHARM THE CHEMIST        ,PRIRAPHARM CHEMIST
KE,Laborex,PRIX PHARMA CHEMIST           ,PRIX PHARMACEUTICALS-CASH
KE,Laborex,QUEENSVILLE PHARMACY LTD      ,QUEENS VILLE PHARMACY LTD
KE,Laborex,QUINTONS PHARMACY LIMITED     ,QUINTONS PHARMACY LIMITED
KE,Laborex,RAM PHARMACEUTICALS LIMITED   ,RAM PHARMACEUTICALS LIMITED
KE,Laborex,RAPHA MEDICAL CENTER          ,RAPHA HOSPITAL
KE,Laborex,RELIANCE HOSPITAL LIMITED     ,RELIANCE HOSPITAL LIMITED     
KE,Laborex,RELIANT PHARMACEUTICAL LTD    ,RELIANT PHARMACEUTICAL LTD
KE,Laborex,RIDDHI PHARMACEUTICALS        ,RIDDHI PHARMACEUTICALS
KE,Laborex,RUP PHARM LTD                 ,RUP PHARM LTD
KE,Laborex,RWAN PHARMACY LTD             ,RWAN PHARMACY LTD
KE,Laborex,SAINARD PHARMACEUTICALS LTD   ,SAINARD PHARMACEUTICALS LTD   
KE,Laborex,SALAMA PHARMACEUTICALS        ,SALAMA PHARMACEUTICALS
KE,Laborex,SALES: KISUMU 60              ,CASH SALE CUSTOMER - KISUMU
KE,Laborex,SALES: MOMBASA 68             ,CASH SALE CUSTOMER - MOMBASA
KE,Laborex,SALES: MOMBASA 69             ,CASH SALE CUSTOMER - MOMBASA
KE,Laborex,SALES: NAIROBI 63             ,CASH SALES CUSTOMER - NAIROBI
KE,Laborex,SALES: NAIROBI 64             ,CASH SALES CUSTOMER - NAIROBI
KE,Laborex,SALES: NAIROBI 72             ,CASH SALES CUSTOMER - NAIROBI
KE,Laborex,SALES: NAKURU 67              ,CASH SALES CUSTOMER - NAKURU
KE,Laborex,SAMBALAT CHEMIST              ,SAMBALAT CHEMIST - CASH
KE,Laborex,SAOLA PHARMACEUTICALS LIMITED ,SAOLA PHARMACEUTICALS LIMITED
KE,Laborex,SEGUTON CENTRAL PHARMACY      ,SEGUTON CENTRAL PHARMACY
KE,Laborex,SERENE PHARMACY               ,SERENE PHARMACY
KE,Laborex,SHIFA CHEMIST                 ,SHIFA CHEM LTD. - MOMBASA
KE,Laborex,SHIKAMED PHARMACY LIMITED     ,SHIKAMED PHARMACY LIMITED
KE,Laborex,SHORELINE PHARMACY            ,SHORELINE PHARMACY
KE,Laborex,SILOAM HOSPITAL               ,SILOAM HOSPITAL
KE,Laborex,SOCIAL SERV LMP SHAH HOSPITAL ,M.P SHAH HOSPITAL
KE,Laborex,SONACHEM                      ,SONACHEM PHARMACEUTICALS
KE,Laborex,SOUTH STREET PHARMACY         ,SOUTH STREET PHARMACY         
KE,Laborex,ST.LUKES ORTHO & TRAUMA HOSP  ,ST LUKES ORTHOPAEDICS & TRAUMA HOSPITAL
KE,Laborex,STAFF: NELLY KAMAU          NB,CASH SALES STAFF
KE,Laborex,STRATHMORE UNIVERSITY         ,STRATHMORE MEDICAL CENTRE
KE,Laborex,SUBUKIA PHARMACY LIMITED      ,SUBUKIA PHARMACY LIMITED
KE,Laborex,SUPREME PHARMACY              ,SUPREME PHARMACY LTD
KE,Laborex,SURGIK PHARMACEUTICALS LTD    ,SURGIK PHARMACEUTICALS LTD
KE,Laborex,SWITZER CHEMIST               ,SWITZER CHEMIST
KE,Laborex,SYMBIO HEALTHCARE LIMITED     ,SYMBIO HEALTHCARE LIMITED
KE,Laborex,TEMPLE STORES PHARMACEUTICALS ,TEMPLE STORES PHARMACEUTICALS
KE,Laborex,THE KENYA ARMY                ,KENYA ARMY HEADQUARTERS
KE,Laborex,THWAKE PHARMACY               ,THWAKE PHARMACY
KE,Laborex,TOUCHSTONE PHARMACEUTICALS LTD,TOUCHSTONE PHARMACEUTICALS LTD
KE,Laborex,TRANSCHEM PHARMACEUTICALS     ,TRANSCHEM PHARMACEUTICALS
KE,Laborex,TRANSMEGA KENYA LTD           ,TRANSMEGA KENYA LTD
KE,Laborex,TRANSWIDE PHARMACEUTICALS     ,TRANSWIDE PHARMACEUTICALS LTD
KE,Laborex,TRIDEV PHARMACEUTICALS LTD    ,TRIDEV PHARMACEUTICAL LTD
KE,Laborex,UNIVERSITY OF NAIROBI STAFF   ,UNIVERSITY OF NAIROBI STAFF   
KE,Laborex,UPPERHILL MEDICAL CENTER PHRCY,UPPER HILL MEDICAL CENTRE LTD
KE,Laborex,UTAMADUNI PHARMACEUTICALS     ,UTAMADUNI PHARMACEUTICALS LTD
KE,Laborex,VETERAN PHARMACEUTICAL LTD    ,VETERAN PHARMACEUTICALS LTD
KE,Laborex,VICTORIA HEALTHCARE LTD       ,VICTORIA HEALTHCARE LTD
KE,Laborex,WAMBUGU PHARM CHEMIST         ,WAMBUGU PHARM CHEMIST
KE,Laborex,ZYDUS LIMITED                 ,ZYDUS LIMITED
KE,Surgipharm,AAR HEALTHCARE (KENYA) LIMITED - NBI,AAR HEALTHCARE KENYA LTD
KE,Surgipharm,ACHIRAL PHARMACEUTICALS,ACHIRAL PHARMACEUTICALS
KE,Surgipharm,ADAKIM CHEMIST(2010) LTD.,ADAKIM CHEMIST
KE,Surgipharm,AFRICA GREATNESS PHARMACEUTICALS CONSULTANTS,A G PHARMACEUTICAL
KE,Surgipharm,AFRICAN PHARMACEUTICALS LTD,AFRICAN PHARMACEUTICALS LTD
KE,Surgipharm,AFRICARE DISTRIBUTORS LTD.,AFRICARE DISTRIBUTORS LTD.
KE,Surgipharm,AGA KHAN HEALTH SERVICES(KSM),AGA KHAN HOSPITAL KISUMU
KE,Surgipharm,AGA KHAN HOSPITAL (MSA),AGA KHAN HOSPITAL MOMBASA
KE,Surgipharm,AGA KHAN HOSPITAL (NRB),AGA KHAN HOSPITAL NAIROBI
KE,Surgipharm,AGMART PHARMACEUTICALS,AGMART PHARMACEUTICALS
KE,Surgipharm,AHLAM CHEMISTS,AHLAM CHEMIST
KE,Surgipharm,AL-HIDDAYA PHARMACEUTICALS LTD.,AL-HIDDAYA PHARMACEUTICALS LTD.
KE,Surgipharm,AL-MANAAR PHARMACEUTICALS LTD,AL-MANAAR PHARMACEUTICALS LTD
KE,Surgipharm,AL-SHIFA PHARMACY,AL-SHIFA PHARMACY LTD - MOMBASA
KE,Surgipharm,APOLO HEALTHCARE - NAIROBI,APOLO HEALTHCARE - NAIROBI
KE,Surgipharm,ARACHIS PHARMACEUTICALS LTD,ARACHIS PHARMACEUTICALS LTD
KE,Surgipharm,ARMY DRUG STORE (SUSP A/C),KENYA ARMY HEADQUARTERS
KE,Surgipharm,ATOM PHARMACEUTICALS LTD,ATOM PHARMACEUTICAL LTD
KE,Surgipharm,AVA PHARMACY LTD,AVA PHARMACY LTD
