product_description,quantity,country,distributor
Ibex Capsule 2 x 12's,1201,KE,Harleys
Lantus 300iu /3ml inj  CRT5 5'S - COLD CHAIN,12,KE,Harleys
Lantus Solostar 100u/3ml 5's - COLD CHAIN,19,KE,Harleys
Lantus vial 10ml - COLD CHAIN,1,KE,Harleys
Lasix 40mg Tablets 20's,739,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,750,KE,Harleys
Maalox  Plus Suspension 150ml,191,KE,Harleys
Maalox plus 200mg (4x10),320,KE,Harleys
Maalox Stick Satchets 20's,404,KE,Harleys
Maalox Suspension 150ml,72,KE,Harleys
Monotildiem SR 200mg Capsules 28's,30,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,3361,KE,Harleys
No-Spa 40mg Tablets 100's,32,KE,Harleys
No-Spa 40mg/2ml Injection 25's,35,KE,Harleys
No-Spa Forte 80mg Tablets 20's,42,KE,Harleys
NO-SPA Tablets 40mg 100's,14,KE,Harleys
No-Spa Tablets 40mg 20's,3,KE,Harleys
Orelox 100mg tablets 10's,138,KE,Harleys
Orelox 200mg Tablets 10's,437,KE,Harleys
Orelox 40mg/5ml suspension 100ml,2102,KE,Harleys
Orelox 40mg/5ml suspension 50ml,983,KE,Harleys
Paraflam Tablets 10's,22,KE,Harleys
Plavix 75mg Tablets 28's,47,KE,Harleys
Resonium Adult Powder 454gms,72,KE,Harleys
Rhinathiol Expectorant/Adult Syrup 125ml,1777,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,15738,KE,Harleys
Targocid 200mg/vial inj,24,KE,Harleys
Targocid 400mg/3ml inj I.M/I.V amp,40,KE,Harleys
Tavanic Tablets 500mg 5's,352,KE,Harleys
Tritace 2.5mg tabs 28's,90,KE,Harleys
Tritazide 5mg/12.5mg Tablets 28's,4,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,10,KE,Harleys
Xatral 5mg Tablets 56's,22,KE,Harleys
Xatral LP Tablets 10mg 30's,182,KE,Harleys
Zoxon 1gm Injection 1's,5,KE,Harleys
AMARYL M 2mg/500mg 30'S ,294,KE,Highchem
AMARYL TABS 4.0mg 30'S ,282,KE,Highchem
APROVASC 150/5mg TABS 28'S ,21,KE,Highchem
APROVASC 150-10 MG 28'S ,12,KE,Highchem
APROVASC 300-10 MG 28'S ,18,KE,Highchem
APROVASC 300-5MG TABS ,10,KE,Highchem
APROVEL 150mg TABS 28'S ,50,KE,Highchem
APROVEL 300mg TABS 28'S ,52,KE,Highchem
AXACEF 250mg TABS 10'S ,12,KE,Highchem
AXACEF 500mg TABS 10'S ,15,KE,Highchem
BRONCHICUM ELIXIR 100ml ,2272,KE,Highchem
CLEXANE 20mg 2'S ,178,KE,Highchem
CLEXANE 40mg 2'S ,1706,KE,Highchem
CLEXANE 60mg 2'S ,178,KE,Highchem
CLEXANE 80mg 2'S ,5,KE,Highchem
DULCOLAX 5MG TABS BL3X10 ,998,KE,Highchem
ENTEROGERMINA 5.0ml 10'S ,599,KE,Highchem
EPILIM 200mg TABS EC 100'S ,123,KE,Highchem
EPILIM 300ml SYRUP ,280,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S ,175,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S ,380,KE,Highchem
EPILIM IV 1'S ,80,KE,Highchem
ERCEFURYL 200mg CAPS 28'S ,155,KE,Highchem
ERCEFURYL 4% 90ML SUSPENSION ,5,KE,Highchem
FLAGENTYL 500mg TABS ,515,KE,Highchem
FLEMING 1000mg+200mg 5's INJ ,84,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S ,37,KE,Highchem
LASIX 20mg AMPS 5'S ,300,KE,Highchem
LASIX 40mg TABS 20'S ,635,KE,Highchem
MAALOX 150ml SUSPENSION ,114,KE,Highchem
MAALOX 350ml SUSPENSION ,243,KE,Highchem
MAALOX 460mg SATCHETS LEMON ,156,KE,Highchem
MAALOX PLUS 150ml SUSPENSION ,60,KE,Highchem
MAALOX PLUS 350ml SUSPENSION ,-45,KE,Highchem
MUCOSOLVAN 1.5G/100ML SYR BT1 ,1182,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S ,15,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,35,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,0,KE,Highchem
OMIZEC 20mg CAPS 28'S ,6,KE,Highchem
ORELOX 100mg TABS 10'S ,411,KE,Highchem
ORELOX 200mg TABS 10'S ,47,KE,Highchem
ORELOX 50ml SUSPENSION ,20,KE,Highchem
RESONIUM 454g ADULT POWDER ,144,KE,Highchem
RHINATHIOL ENFT 125ml SP ,1838,KE,Highchem
RHINATHIOL PROM 125ml SP ,1500,KE,Highchem
STILNOX 10mg TABS 14'S ,755,KE,Highchem
TAVANIC 500mg TABS 5'S ,37,KE,Highchem
TAVANIC INJECTION 500mg ,125,KE,Highchem
TELFAST 120mg TABS 10'S ,-20,KE,Highchem
TRANXENE CAPSULES 5MG*30s ,0,KE,Highchem
TRITACE 10.0mg TABS 30'S ,27,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S ,5,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S ,12,KE,Highchem
XATRAL LP 10mg TABS 30'S ,146,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,58,KE,Highchem
ZOXON 1000mg ,2200,KE,Highchem
AMARYL M 2MG CP B/30          ,232,KE,Laborex
AMARYL M SR 2MG CP B/30       ,53,KE,Laborex
AMARYL TABS 1MG 30'S          ,12,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,6,KE,Laborex
APROVASC 150-5MG CP B/28      ,63,KE,Laborex
APROVASC 300-5MG CP B/28      ,34,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,2379,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,1581,KE,Laborex
CLEXANE 40MG INJ 2'S          ,6864,KE,Laborex
CLEXANE INJ  20MG 2'S         ,397,KE,Laborex
CLEXANE INJ  60MG 2'S         ,335,KE,Laborex
CLEXANE INJ 80MG 2'S          ,885,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",67,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",111,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,1600,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,513,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,98,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,726,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,79,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,10,KE,Laborex
FLAGENTYL 500MG CP B/4        ,902,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,1458,KE,Laborex
FLAGYL TABS 400MG 100'S       ,28,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,15,KE,Laborex
LANTUS 300IU/3ML CART/5       ,20,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,142,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,2735,KE,Laborex
LASIX TABS 40MG 20'S          ,1419,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",107,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,123,KE,Laborex
MAALOX PLUS SUSP 150ML        ,1679,KE,Laborex
MAALOX SUSP 350ML             ,181,KE,Laborex
MAALOX SUSPENSION 150ML       ,177,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,19,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",508,KE,Laborex
NO SPA 40MG CP B/100          ,135,KE,Laborex
NO SPA 40MG CP B/20           ,93,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,22,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,20,KE,Laborex
NO SPA 80MG CP B/20           ,33,KE,Laborex
ORELOX 100MG CP B/10          ,914,KE,Laborex
ORELOX 200MG CP B/10          ,994,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,1685,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,148,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,44,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,2112,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",2,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,9024,KE,Laborex
RIFAFOUR TABLETS 84'S         ,369,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,90,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,439,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,1035,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,102,KE,Laborex
TAVANIC 500MG CP B/5          ,83,KE,Laborex
TELFAST 120MG TABS 10'S       ,6,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",83,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,9,KE,Laborex
"XATRAL 2,5MG CP B/30          ",15,KE,Laborex
XATRAL LP 10MG COMP B/30      ,156,KE,Laborex
XATRAL LP 5MG CP B/56         ,24,KE,Laborex
ALLSTAR PEN,20,KE,Surgipharm
AMARYL M SR TABS 2-500mg * 30's,150,KE,Surgipharm
AMARYL M TABS 2mg * 30's,598,KE,Surgipharm
AMARYL TABS 2mg * 30's,735,KE,Surgipharm
AMARYL TABS 4mg * 30's,278,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,7,KE,Surgipharm
APROVASC TAB 150-5MG *28,112,KE,Surgipharm
APROVASC TAB 300-10MG *28,55,KE,Surgipharm
APROVASC TAB 300-5MG *28,67,KE,Surgipharm
APROVEL TABS 150mg * 28's,114,KE,Surgipharm
APROVEL TABS 300mg * 28's,141,KE,Surgipharm
AXACEF TABLETS 250MG * 10,111,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,50,KE,Surgipharm
CLEXANE INJ. 20mg * 2,289,KE,Surgipharm
CLEXANE INJ. 40mg * 2,5114,KE,Surgipharm
CLEXANE INJ. 60mg * 2,516,KE,Surgipharm
CLEXANE INJ. 80mg * 2,457,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,135,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,585,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,4,KE,Surgipharm
DAONIL TABS 5mg * 100's,412,KE,Surgipharm
ELOXATIN INJ 100mg * 1,2,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,8,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,389,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,331,KE,Surgipharm
EPILIM INJECTION 400MG * 1,55,KE,Surgipharm
EPILIM SYRUP 300ml,1394,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,1386,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,7399,KE,Surgipharm
FLAGYL SUSPENSION 100ml,22,KE,Surgipharm
FLAGYL TABS 400mg * 100's,335,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),205,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,242,KE,Surgipharm
HISTACET 10MG TABS 2 * 10'S(SANOFI),2,KE,Surgipharm
LANTUS 10ml VIAL,128,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,19,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,969,KE,Surgipharm
LASIX AMPS 2ml * 5,794,KE,Surgipharm
LASIX TABS 40mg * 20,2010,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,53,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,1378,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,670,KE,Surgipharm
ORELOX TABS 100MG *10'S,1387,KE,Surgipharm
ORELOX TABS 200MG *10'S,764,KE,Surgipharm
PLAVIX TABS 75mg * 28's,318,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,1060,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,100,KE,Surgipharm
STILNOX TABS 10MG * 14,2969,KE,Surgipharm
TARGOCID INJ 400mg * 1s,105,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,118,KE,Surgipharm
TAVANIC TABS 500mg * 5,376,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,30,KE,Surgipharm
TRITACE TABS 2.5mg * 30's,160,KE,Surgipharm
TRITACE TABS 5mg * 30's,301,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,7,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,39,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,110,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,186,KE,Surgipharm
ZOXON 1GM INJ 1*1 WITH WATER,3,KE,Surgipharm
