country,distributor_id,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
ZW,888,NEW AVAKASH International (Pvt) ltd,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
DJ,889,PHARMACIE PK 12,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
GA,890,TEDIS/ GABON       CL,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
RW,891,SOPHAR S.A.,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
SN,892,P.N.A,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
DJ,893,PHARMACIE DE LA REPUBLIQUE,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
RW,894,PAX PHARMA LTD.,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
RW,895,IBIS PHARMA / RWANDA       CL,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
DJ,896,CAISSE NATIONALE DE LA SECURITE SOCIALE,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
GQ,897,GEFARMA,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
KM,898,PHARMACIE YASSINE,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
RW,899,SOPHAR LTD,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
ZW,900,SKY PHARMACEUTICALS LTD,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,901,LABOREX CAMEROUN,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,902,LABOREX CAMEROUN,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,903,LABOREX CAMEROUN,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,904,UBIPHARM CAMEROUN,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,905,UBIPHARM CAMEROUN,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,906,UBIPHARM CAMEROUN,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,907,PHARMACAM S.A,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
CM,908,PHARMACAM S.A,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
SN,909,,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
,910,EPDIS,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
,911,EPDIS,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
FR,912,MARCAFA,TTT,DOLIPRANE 500MG TAB BL2X8 M36 XD,650737
