product_description,quantity,country,distributor
AMARYL TABS 4mg * 30's,362,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,20,KE,Surgipharm
APROVASC TAB 150-5MG *28,216,KE,Surgipharm
APROVASC TAB 300-10MG *28,66,KE,Surgipharm
APROVASC TAB 300-5MG *28,126,KE,Surgipharm
APROVEL TABS 150mg * 28's,117,KE,Surgipharm
APROVEL TABS 300mg * 28's,37,KE,Surgipharm
AXACEF TABLETS 250MG * 10,142,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,160,KE,Surgipharm
BIOFERON CAPS *30,18,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,335,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,-141,KE,Surgipharm
CLEXANE INJ. 20mg * 2,357,KE,Surgipharm
CLEXANE INJ. 40mg * 2,5437,KE,Surgipharm
CLEXANE INJ. 60mg * 2,886,KE,Surgipharm
CLEXANE INJ. 80mg * 2,365,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,96,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,428,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,264,KE,Surgipharm
DAONIL TABS 5mg * 100's,178,KE,Surgipharm
ELOXATIN INJ 100mg * 1,3,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,3481,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,444,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,351,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,5042,KE,Surgipharm
EPILIM INJECTION 400MG * 1,137,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),,KE,Surgipharm
EPILIM SYRUP 300ml,764,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,290,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,18,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,2746,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1253,KE,Surgipharm
FLAGYL TABS 400mg * 100's,904,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,12,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,287,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML(SANOFI),,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,367,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,654,KE,Surgipharm
FLEMING TABS 625MG * 14'S,1390,KE,Surgipharm
FLEMING TABS 625MG * 14'S(SANOFI),,KE,Surgipharm
IBEX CAPSULES 2*12,1435,KE,Surgipharm
LANTUS 10ml VIAL,87,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,53,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE,,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,572,KE,Surgipharm
LASIX AMPS 2ml * 5,572,KE,Surgipharm
LASIX TABS 40mg * 20,1817,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,210,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,-4,KE,Surgipharm
MAALOX SUSPENSION 350ml,266,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,70,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,4075,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,32,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,90,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,121,KE,Surgipharm
NO SPA TABLETS 40mg * 20,108,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,2094,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,483,KE,Surgipharm
ORELOX TABS 100MG *10'S,740,KE,Surgipharm
ORELOX TABS 200MG *10'S,1583,KE,Surgipharm
PLAVIX TABS 75mg * 28's,218,KE,Surgipharm
RESONIUM ADULT POWDER 454G,29,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,233,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,899,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,8535,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,536,KE,Surgipharm
SODIUM VALPROATE TABLETS 200MG * 1'S (LOOSE),,KE,Surgipharm
STILNOX TABS 10MG * 14,1377,KE,Surgipharm
TARGOCID INJ 400mg * 1s,126,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,253,KE,Surgipharm
TAVANIC TABS 500mg * 5,167,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,60,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,158,KE,Surgipharm
TRITACE TABS 5mg * 28's,285,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,35,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,4,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,105,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,494,KE,Surgipharm
AMARYL M 2mg/500mg 30'S,397,KE,Highchem
AMARYL TABS 1.0mg 30'S,169,KE,Highchem
AMARYL TABS 2.0mg 30'S,93,KE,Highchem
AMARYL TABS 4.0mg 30'S,294,KE,Highchem
APROVASC 150/5mg TABS 28'S,16,KE,Highchem
APROVASC 300-5MG TABS,-1,KE,Highchem
APROVEL 150mg TABS 28'S,93,KE,Highchem
APROVEL 300mg TABS 28'S,-1,KE,Highchem
BIOFERON CAPS 30'S,68,KE,Highchem
BRONCHICUM ELIXIR 100ml,1470,KE,Highchem
CLEXANE 20mg 2'S,136,KE,Highchem
CLEXANE 40mg 2'S,437,KE,Highchem
CO-APROVEL TABS 150/12.5mg 28'S,40,KE,Highchem
CORDARONE TAB 200mg 30'S,26,KE,Highchem
DAONIL 5.0mg TABS 100'S,97,KE,Highchem
ENTEROGERMINA 5.0ml 10'S,952,KE,Highchem
EPILIM 200mg TABS EC 100'S,109,KE,Highchem
EPILIM 300ml SYRUP,796,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S,80,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S,216,KE,Highchem
ERCEFURYL 200mg CAPS 28'S,21,KE,Highchem
FLAGENTYL 500mg TABS,850,KE,Highchem
FLAGYL 100ml SUSPENSION,60,KE,Highchem
FLEMING 228.5mg/5ml 70ml SUSPE..,245,KE,Highchem
FLEMING 500mg+125mg TABS 14'S,148,KE,Highchem
FLEMING 875mg+125mg TABS 14'S,13,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S,56,KE,Highchem
LASIX 20mg AMPS 5'S,5,KE,Highchem
LASIX 40mg TABS 20'S,930,KE,Highchem
MAALOX 150ml SUSPENSION,-16,KE,Highchem
MAALOX PLUS 200MG TABS BL4X10,259,KE,Highchem
NO SPA 40mg TABS 100'S,147,KE,Highchem
NO SPA 40mg TABS 20'S,2,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S,5,KE,Highchem
ORELOX 100mg TABS 10'S,75,KE,Highchem
ORELOX 100ml SUSPENSION,380,KE,Highchem
ORELOX 200mg TABS 10'S,297,KE,Highchem
ORELOX 50ml SUSPENSION,296,KE,Highchem
PLAVIX 75mg TABS 28'S,36,KE,Highchem
RESONIUM 454g ADULT POWDER,84,KE,Highchem
RHINATHIOL AD 125ml SP,413,KE,Highchem
RHINATHIOL ENFT 125ml SP,322,KE,Highchem
RHINATHIOL PROM 125ml SP,2455,KE,Highchem
STILNOX 10mg TABS 14'S,390,KE,Highchem
TAVANIC 500mg TABS 5'S,91,KE,Highchem
TAVANIC INJECTION 500mg,8,KE,Highchem
TRITACE 2.5 MG TABS 28s,32,KE,Highchem
TRITACE 5.0mg TABS 30'S,64,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S,-3,KE,Highchem
XATRAL LP 10mg TABS 30'S,54,KE,Highchem
ZOXON 1000mg,10,KE,Highchem
