MONTH,COUNTRY,DISTRIBUTOR,Distributor NAMING,QUANTITY_UNITS
1,UG,Eris,"Fleming 625mg Tabs, 14's",216
1,UG,Eris,"Lantus Solostar 100IU, 3ml 5PN",34
1,UG,Eris,"Maalox Plus 200mg Tabs, 4x10",86
1,UG,Eris,"No Spa 40mg Tabs, 100's",442
1,UG,Eris,"No Spa 40mg/2ml Inj, 5's",2
1,UG,Eris,"Rhinathiol Chesty Cough Adult, 125ml",245
1,UG,Eris,"Xatral 10mg Tabs, 30's",23
1,UG,Laborex,AMARYL TABS 1MG 30'S          ,126
1,UG,Laborex,AMARYL TABS 2MG 30'S          ,140
1,UG,Laborex,AMARYL TABS 4MG 30'S          ,180
1,UG,Laborex,CLEXANE 40MG INJ 2'S          ,847
1,UG,Laborex,CLEXANE INJ  60MG 2'S         ,528
1,UG,Laborex,CLEXANE INJ 80MG 2'S          ,862
1,UG,Laborex,CORDARONE 200MG CP B/30       ,415
1,UG,Laborex,EPILIM CHRONO TABS 500MG 100S ,640
1,UG,Laborex,EPILIM EC TABS 200MG 100'S    ,768
1,UG,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,1227
1,UG,Laborex,FLAGENTYL 500MG CP B/4        ,679
1,UG,Laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,272
1,UG,Laborex,NO SPA 40MG CP B/100          ,5647
1,UG,Laborex,NO SPA 40MG INJ 2ML B/25      ,54
1,UG,Laborex,NO SPA 40MG INJ 2ML B/5       ,334
1,UG,Laborex,ORELOX ENF 40MG/5ML SUS/100ML ,385
1,UG,Laborex,ORELOX ENF 40MG/5ML SUSP/50ML ,1841
1,UG,Laborex,RHINATHIOL AD 5% SP F/125ML   ,2084
1,UG,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",1490
1,UG,Laborex,XATRAL LP 10MG COMP B/30      ,171
1,UG,lifepharma,SNF Clexane 4000 IU Inj 2's,160
1,UG,lifepharma,SNF Clexane 6000 IU Inj 2's,160
1,UG,lifepharma,SNF Clexane 8000 IU Inj 2's,190
1,UG,lifepharma,SNF Epilim 300ml,150
1,UG,lifepharma,SNF Epilim Ec 200mg 10x10's,139
1,UG,lifepharma,SNF Fleming 625 mg tabs 2x7,620
1,UG,lifepharma,SNF No - Spa 40mg Inj 1x25's,570
1,UG,lifepharma,Snf No Spa 40 Mg 10x10,1001
1,UG,lifepharma,SNF Rhinathiol 2.5,1100
1,UG,lifepharma,SNF Rhinathiol 6.25,1100
1,UG,Surgipharm,Amaryl M Tab 2mg 30's,316
1,UG,Surgipharm,Amaryl Tabs 1mg x 30 (Glimepiride),344
1,UG,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),372
1,UG,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),197
1,UG,Surgipharm,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),1277
1,UG,Surgipharm,Clexane Inj 20mg x 2 (Enoxaparin),371
1,UG,Surgipharm,Clexane Inj 40mg x 2 (Enoxaparin),1401
1,UG,Surgipharm,Clexane Inj 60mg x 2 (Enoxaparin),1680
1,UG,Surgipharm,Clexane Inj 80mg x 2 (Enoxaparin),893
1,UG,Surgipharm,Cordarone X Tabs 200mg x 30 (Amiodarone),41
1,UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),741
1,UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),273
1,UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),1761
1,UG,Surgipharm,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),97
1,UG,Surgipharm,Fleming 457mg/5ml Susp.X70ml,425
1,UG,Surgipharm,Fleming Inj 1.2g x 5 (Co-Amoxiclav),192
1,UG,Surgipharm,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),3583
1,UG,Surgipharm,Fleming Tabs 625mg x 14 (Co-Amoxiclav),752
1,UG,Surgipharm,Lantus Solostar 100IU 3ml x 5s (Human Insulin),103
1,UG,Surgipharm,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),604
1,UG,Surgipharm,No Spa Inj 40mg/2ml x 25 (Drotaverine HCl),9
1,UG,Surgipharm,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),368
1,UG,Surgipharm,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),352
1,UG,Surgipharm,Orelox Tabs 100mg x 10 (Cefpodoxime),44
1,UG,Surgipharm,Orelox Tabs 200mg x 10 (Cefpodoxime),722
1,UG,Surgipharm,Rhinathiol Adult 5% x 125ml (Carbocisteine),704
1,UG,Surgipharm,Xatral LP Tabs 10mg x 30 (Alfuzosin),327
2,ET,Beker,Amaryl SA 2mg 30 tabs,4
2,ET,Beker,Amaryl SA 4mg 2*15 tabs,5
2,ET,Beker,Clexane 4000IU 21NJD SWI,306
2,ET,Beker,Clexane 6000IU 21NJD SWI,901
2,ET,Beker,Clexane 8000IU 21NJD SWI,23
2,ET,Beker,Clomid 50mg 10 tab,3
2,ET,Beker,NO-SPA Tab 40mg of 100 Total,18
2,ET,Dejen,AMARYL 2mg 2x15 Tab,2027
2,ET,Dejen,AMARYL 4mg 2x15 Tab,1005
2,ET,Dejen,CLEXANE 4000 IU/0.4ml 2 INJ ,3843
2,ET,Dejen,CLEXANE 6000 IU/0.6ml 2 INJ ,2852
2,ET,Dejen,CLEXANE 8000 IU/0.8ml 2 INJ,1595
2,ET,Dejen,DAONIL 5 mg OF 100 Tab,30809
2,ET,Dejen,NO-SPA 40 mg 10X10 Tab,1297
2,ET,Dejen,ORELOX 100 mg OF 10 Tab,2711
2,ET,Dejen,Rhinathiol 2.5g/125ml syr,10225
2,ET,Dejen,Rhinathiol 6.25g/125ml syr,18841
2,ET,Dejen,XATRAL 10mg OF 30 Tab,505
2,ET,Dugda,AMARYL 4mg 2x15 Tab,54
2,ET,Dugda,CLEXANE 4000 IU/0.4ml 2 INJ ,644
2,ET,Dugda,CLEXANE 8000 IU/0.8ml 2 INJ,334
2,ET,Dugda,CO-Aprovel 150/12.5 mg of 28Tab,488
2,ET,Dugda,CO-Aprovel 300/12.5 mg of 28Tab,631
2,ET,Dugda,DAONIL 5 mg OF 100 Tab,6257
2,ET,Dugda,NO-SPA 40 mg 10X10 Tab,3205
2,ET,Dugda,ORELOX 100 mg OF 10 Tab,3436
2,ET,EBG,Amaryl SA 1mg 2*15 tabs,143
2,ET,EBG,Amaryl SA 2mg 30 tabs,1648
2,ET,EBG,Amaryl SA 4mg 2*15 tabs,827
2,ET,EBG,Aprovel  Rm 150 28cap,146
2,ET,EBG,Clexane 4000IU 21NJD SWI,1848
2,ET,EBG,Clexane 6000IU 21NJD SWI,1829
2,ET,EBG,Clexane 8000IU 21NJD SWI,375
2,ET,EBG,Coaprovel 150mg /12.5mg 28 tab tab,63
2,ET,EBG,Coaprovel 300mg/12.5mg 28 tab,33
2,ET,EBG,DAONIL 5MG OF 10*10,1628
2,ET,EBG,Epilim* Chrono 500 CP EX S2,253
2,ET,EBG,Lantus solostar 300 units of 5,198
2,ET,EBG,LASIX 40MG OF 20,775
2,ET,EBG,NO-SPA Tab 40mg of 100 Total,2285
2,ET,Zemera,Clexane 6000IU/0.6ml of 2,870
2,ET,Zemera,Clexane 8000IU/0.8ml of 2 ,140
2,TZ,JD,FLEMING 228MG SYRUP 70ML (AUGMENTIN),70
2,TZ,JD,SANOFI AMARYL M 2MG TABS 30S,1102
2,TZ,JD,SANOFI AMARYL TABS 1MG 30S,142
2,TZ,JD,SANOFI AMARYL TABS 2MG 30S,183
2,TZ,JD,SANOFI AMARYL TABS 4MG 30S UK,131
2,TZ,JD,SANOFI EPILIM 200MG/5ML SYRUP * 300ML 1 U.K,290
2,TZ,JD,SANOFI EPILIM CHRONO 500MG TAB 100S,102
2,TZ,JD,SANOFI FLEMING 625MG TABS 14S,331
2,TZ,JD,SANOFI NO-SPA 40MG TABS 100S,482
2,TZ,JD,SANOFI NO-SPA 40MG TABS 20S,278
2,TZ,JD,SANOFI ORELOX TABS 200MG 10S,3
2,TZ,JD,SANOFI RHINATHIOL SYRUP 2% CHILD 125MLS 1 U.K,6152
2,TZ,JD,SANOFI RHINATHIOL SYRUP 5% ADULT 125MLS 1 U.K,375
2,TZ,Laborex,AMARYL TABS 1MG 30'S          ,366
2,TZ,Laborex,AMARYL TABS 2MG 30'S          ,398
2,TZ,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",676
2,UG,Eris,"Bioferon 305mg Caps, 30's",436
2,UG,Eris,Cordarone 200mg Tabs 30's,8
2,UG,Eris,"Epilim 200mg Tabs, 100's",61
2,UG,Eris,"Epilim Chrono 500mg Tabs, 100's",19
2,UG,Eris,"Epilim Syrup 200mg/5ml, 300ml",209
2,UG,Eris,"Flagentyl 500mg Tabs, 4's",100
2,UG,Eris,"Fleming 228mg/5ml, 70ml",1624
2,UG,Eris,"Fleming 625mg Tabs, 14's",163
2,UG,Eris,"Lantus Solostar 100IU, 3ml 5PN",27
2,UG,Eris,"Maalox Plus 200mg Tabs, 4x10",84
2,UG,Eris,"No Spa 40mg Tabs, 100's",398
2,UG,Eris,"Rhinathiol Chesty Cough Adult, 125ml",211
2,UG,Eris,"Xatral 10mg Tabs, 30's",23
2,UG,Laborex,AMARYL TABS 1MG 30'S          ,106
2,UG,Laborex,AMARYL TABS 2MG 30'S          ,137
2,UG,Laborex,AMARYL TABS 4MG 30'S          ,160
2,UG,Laborex,CLEXANE 40MG INJ 2'S          ,742
2,UG,Laborex,CLEXANE INJ  60MG 2'S         ,518
2,UG,Laborex,CLEXANE INJ 80MG 2'S          ,812
2,UG,Laborex,CORDARONE 200MG CP B/30       ,415
2,UG,Laborex,EPILIM CHRONO TABS 500MG 100S ,581
2,UG,Laborex,EPILIM EC TABS 200MG 100'S    ,352
2,UG,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,1175
2,UG,Laborex,FLAGENTYL 500MG CP B/4        ,608
2,UG,Laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,236
2,UG,Laborex,NO SPA 40MG CP B/100          ,5213
2,UG,Laborex,NO SPA 40MG INJ 2ML B/25      ,45
2,UG,Laborex,NO SPA 40MG INJ 2ML B/5       ,334
2,UG,Laborex,RHINATHIOL AD 5% SP F/125ML   ,1770
2,UG,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",1157
2,UG,Laborex,XATRAL LP 10MG COMP B/30      ,171
2,UG,lifepharma,SNF Fleming 625 mg tabs 2x7,400
2,UG,lifepharma,SNF No - Spa 40mg Inj 1x25's,170
2,UG,lifepharma,Snf No Spa 40 Mg 10x10,201
2,UG,lifepharma,SNF Rhinathiol 2.5,500
2,UG,lifepharma,SNF Rhinathiol 6.25,500
2,UG,Surgipharm,Amaryl M Tab 2mg 30's,302
2,UG,Surgipharm,Amaryl Tabs 1mg x 30 (Glimepiride),313
2,UG,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),349
2,UG,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),182
2,UG,Surgipharm,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),1267
2,UG,Surgipharm,Clexane Inj 20mg x 2 (Enoxaparin),371
2,UG,Surgipharm,Clexane Inj 40mg x 2 (Enoxaparin),971
2,UG,Surgipharm,Clexane Inj 60mg x 2 (Enoxaparin),1487
2,UG,Surgipharm,Clexane Inj 80mg x 2 (Enoxaparin),532
2,UG,Surgipharm,Cordarone X Tabs 200mg x 30 (Amiodarone),41
2,UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),686
2,UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),220
2,UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),1544
2,UG,Surgipharm,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),47
2,UG,Surgipharm,Fleming 457mg/5ml Susp.X70ml,332
2,UG,Surgipharm,Fleming Inj 1.2g x 5 (Co-Amoxiclav),191
2,UG,Surgipharm,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),3414
2,UG,Surgipharm,Fleming Tabs 625mg x 14 (Co-Amoxiclav),703
2,UG,Surgipharm,Lantus Solostar 100IU 3ml x 5s (Human Insulin),58
2,UG,Surgipharm,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),604
2,UG,Surgipharm,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),361
2,UG,Surgipharm,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),352
2,UG,Surgipharm,Orelox Tabs 100mg x 10 (Cefpodoxime),44
2,UG,Surgipharm,Orelox Tabs 200mg x 10 (Cefpodoxime),722
2,UG,Surgipharm,Rhinathiol Adult 5% x 125ml (Carbocisteine),357
2,UG,Surgipharm,Xatral LP Tabs 10mg x 30 (Alfuzosin),327
3,ET,Beker,Amaryl SA 2mg 30 tabs,4
3,ET,Beker,Amaryl SA 4mg 2*15 tabs,5
3,ET,Beker,Clexane 4000IU 21NJD SWI,256
3,ET,Beker,Clexane 6000IU 21NJD SWI,896
3,ET,Beker,Clexane 8000IU 21NJD SWI,18
3,ET,Beker,Clomid 50mg 10 tab,3
3,ET,Beker,NO-SPA Tab 40mg of 100 Total,18
3,ET,Dejen,AMARYL 2mg 2x15 Tab,460
3,ET,Dejen,CLEXANE 4000 IU/0.4ml 2 INJ ,3535
3,ET,Dejen,CLEXANE 6000 IU/0.6ml 2 INJ ,2682
3,ET,Dejen,CLEXANE 8000 IU/0.8ml 2 INJ,1435
3,ET,Dejen,DAONIL 5 mg OF 100 Tab,30121
3,ET,Dejen,NO-SPA 40 mg 10X10 Tab,1177
3,ET,Dejen,ORELOX 100 mg OF 10 Tab,1841
3,ET,Dejen,Rhinathiol 2.5g/125ml syr,8339
3,ET,Dejen,Rhinathiol 6.25g/125ml syr,16251
3,ET,Dugda,CLEXANE 8000 IU/0.8ml 2 INJ,289
3,ET,Dugda,CO-Aprovel 300/12.5 mg of 28Tab,366
3,ET,Dugda,DAONIL 5 mg OF 100 Tab,4527
3,ET,Dugda,NO-SPA 40 mg 10X10 Tab,3132
3,ET,Dugda,ORELOX 100 mg OF 10 Tab,3186
3,ET,EBG,Amaryl SA 2mg 30 tabs,592
3,ET,EBG,Amaryl SA 4mg 2*15 tabs,40
3,ET,EBG,Aprovel  Rm 150 28cap,26
3,ET,EBG,Clexane 4000IU 21NJD SWI,1412
3,ET,EBG,Clexane 6000IU 21NJD SWI,1624
3,ET,EBG,Clexane 8000IU 21NJD SWI,232
3,ET,EBG,DAONIL 5MG OF 10*10,955
3,ET,EBG,Epilim* Chrono 500 CP EX S2,38
3,ET,EBG,LASIX 40MG OF 20,25
3,ET,EBG,NO-SPA Tab 40mg of 100 Total,1584
3,ET,Zemera,Clexane 6000IU/0.6ml of 2,858
3,ET,Zemera,Clexane 8000IU/0.8ml of 2 ,138
3,TZ,Bahari,Epilim Tabs 200mg ,129
3,TZ,Bahari,Flagently Tabs 500mg-4,189
3,TZ,Bahari,FLEMING SYRUP 228,294
3,TZ,Bahari,FLEMING TABLET 625,527
3,TZ,Bahari,No-Spa Tabs 40mg 100'S,1
3,TZ,Bahari,Orelox 200mg Tabs,430
3,TZ,Bahari,Rhinathiol Adults Sugarfree,3
3,TZ,Bahari,Rhinothiol 6.25mg Adults ,2561
3,TZ,JD,FLEMING 228MG SYRUP 70ML (AUGMENTIN),68
3,TZ,JD,SANOFI AMARYL M 2MG TABS 30S,1100
3,TZ,JD,SANOFI AMARYL TABS 1MG 30S,122
3,TZ,JD,SANOFI AMARYL TABS 2MG 30S,8
3,TZ,JD,SANOFI AMARYL TABS 4MG 30S UK,118
3,TZ,JD,SANOFI CLEXANE INJ 40MG 2S (4000 ANTI-XA IU/0.4 ML),970
3,TZ,JD,SANOFI EPILIM 200MG TAB 100S U.K,231
3,TZ,JD,SANOFI EPILIM 200MG/5ML SYRUP * 300ML 1 U.K,103
3,TZ,JD,SANOFI EPILIM CHRONO 500MG TAB 100S,237
3,TZ,JD,SANOFI FLEMING 625MG TABS 14S,318
3,TZ,JD,SANOFI LANTUS (GLARGINE) SOLOSTAR 3ML 5S,7
3,TZ,JD,SANOFI NO-SPA 40MG TABS 100S,379
3,TZ,JD,SANOFI NO-SPA 40MG TABS 20S,276
3,TZ,JD,SANOFI ORELOX TABS 100MG 10Sx1,55
3,TZ,JD,SANOFI ORELOX TABS 200MG 10S,204
3,TZ,JD,SANOFI RHINATHIOL PROMETHAZINE SYRUP 125MLS,64
3,TZ,JD,SANOFI RHINATHIOL SYRUP 2% CHILD 125MLS 1 U.K,5257
3,TZ,JD,SANOFI RHINATHIOL SYRUP 5% ADULT 125MLS 1 U.K,333
3,TZ,Laborex,AMARYL TABS 1MG 30'S          ,345
3,TZ,Laborex,AMARYL TABS 2MG 30'S          ,359
3,TZ,Laborex,RHINATHIOL AD 5% S/S 10G200ML ,408
3,TZ,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",1934
3,UG,Eris,"Amaryl 4mg Tabs, 30's",60
3,UG,Eris,"Clexane 40mg Inj, 2's",180
3,UG,Eris,Cordarone 200mg Tabs 30's,8
3,UG,Eris,"Epilim 200mg Tabs, 100's",49
3,UG,Eris,"Epilim Chrono 500mg Tabs, 100's",133
3,UG,Eris,"Epilim Syrup 200mg/5ml, 300ml",294
3,UG,Eris,"Flagentyl 500mg Tabs, 4's",162
3,UG,Eris,"Lantus Solostar 100IU, 3ml 5PN",98
3,UG,Eris,"Maalox Plus 200mg Tabs, 4x10",53
3,UG,Eris,"No Spa 40mg Tabs, 100's",352
3,UG,Eris,"Rhinathiol Chesty Cough Adult, 125ml",122
3,UG,Eris,"Xatral 10mg Tabs, 30's",22
3,UG,Laborex,AMARYL TABS 1MG 30'S          ,1
3,UG,Laborex,AMARYL TABS 2MG 30'S          ,115
3,UG,Laborex,AMARYL TABS 4MG 30'S          ,155
3,UG,Laborex,CLEXANE 40MG INJ 2'S          ,153
3,UG,Laborex,CLEXANE INJ  60MG 2'S         ,478
3,UG,Laborex,CLEXANE INJ 80MG 2'S          ,760
3,UG,Laborex,CORDARONE 200MG CP B/30       ,384
3,UG,Laborex,EPILIM CHRONO TABS 500MG 100S ,482
3,UG,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,1006
3,UG,Laborex,FLAGENTYL 500MG CP B/4        ,480
3,UG,Laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,138
3,UG,Laborex,NO SPA 40MG CP B/100          ,4979
3,UG,Laborex,NO SPA 40MG INJ 2ML B/25      ,14
3,UG,Laborex,NO SPA 40MG INJ 2ML B/5       ,298
3,UG,Laborex,RHINATHIOL AD 5% SP F/125ML   ,1207
3,UG,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",737
3,UG,Laborex,XATRAL LP 10MG COMP B/30      ,55
3,UG,lifepharma,SNF Fleming 625 mg tabs 2x7,200
3,UG,Surgipharm,Amaryl M Tab 2mg 30's,272
3,UG,Surgipharm,Amaryl Tabs 1mg x 30 (Glimepiride),201
3,UG,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),339
3,UG,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),382
3,UG,Surgipharm,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),1247
3,UG,Surgipharm,Clexane Inj 20mg x 2 (Enoxaparin),348
3,UG,Surgipharm,Clexane Inj 40mg x 2 (Enoxaparin),2049
3,UG,Surgipharm,Clexane Inj 60mg x 2 (Enoxaparin),2019
3,UG,Surgipharm,Clexane Inj 80mg x 2 (Enoxaparin),1562
3,UG,Surgipharm,Cordarone X Tabs 200mg x 30 (Amiodarone),41
3,UG,Surgipharm,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),525
3,UG,Surgipharm,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),706
3,UG,Surgipharm,Epilim Tabs 200mg x 100 (Sodium Valproate),133
3,UG,Surgipharm,Flagentyl Tabs 500mg x 4 (Secnidazole),1414
3,UG,Surgipharm,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),35
3,UG,Surgipharm,Fleming 457mg/5ml Susp.X70ml,719
3,UG,Surgipharm,Fleming Inj 1.2g x 5 (Co-Amoxiclav),191
3,UG,Surgipharm,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),3033
3,UG,Surgipharm,Fleming Tabs 625mg x 14 (Co-Amoxiclav),1079
3,UG,Surgipharm,Lantus Solostar 100IU 3ml x 5s (Human Insulin),240
3,UG,Surgipharm,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),603
3,UG,Surgipharm,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),131
3,UG,Surgipharm,No Spa Tabs 40mg x 100 (Drotaverine HCl),847
3,UG,Surgipharm,No Spa Tabs 40mg x 20 (Drotaverine HCl),150
3,UG,Surgipharm,Orelox Susp 40mg/5ml x 100ml (Cefpodoxime),92
3,UG,Surgipharm,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),170
3,UG,Surgipharm,Orelox Tabs 100mg x 10 (Cefpodoxime),24
3,UG,Surgipharm,Orelox Tabs 200mg x 10 (Cefpodoxime),722
3,UG,Surgipharm,Rhinathiol Adult 5% x 125ml (Carbocisteine),948
3,UG,Surgipharm,Rhinathiol Infant 2% x 125ml (Carbocisteine),1178
3,UG,Surgipharm,Xatral LP Tabs 10mg x 30 (Alfuzosin),324
4,ET,Beker,Amaryl SA 2mg 30 tabs,4
4,ET,Beker,Amaryl SA 4mg 2*15 tabs,5
4,ET,Beker,Clexane 4000IU 21NJD SWI,226
4,ET,Beker,Clexane 6000IU 21NJD SWI,896
4,ET,Beker,Clexane 8000IU 21NJD SWI,18
4,ET,Beker,Clomid 50mg 10 tab,3
4,ET,Beker,NO-SPA Tab 40mg of 100 Total,18
4,ET,Dejen,CLEXANE 4000 IU/0.4ml 2 INJ ,3233
4,ET,Dejen,CLEXANE 6000 IU/0.6ml 2 INJ ,2677
4,ET,Dejen,CLEXANE 8000 IU/0.8ml 2 INJ,1435
4,ET,Dejen,DAONIL 5 mg OF 100 Tab,28582
4,ET,Dejen,NO-SPA 40 mg 10X10 Tab,1042
4,ET,Dejen,ORELOX 100 mg OF 10 Tab,1726
4,ET,Dejen,Rhinathiol 2.5g/125ml syr,7544
4,ET,Dejen,Rhinathiol 6.25g/125ml syr,14511
4,ET,Dugda,AMARYL 4mg 2x15 Tab,54
4,ET,Dugda,CLEXANE 8000 IU/0.8ml 2 INJ,289
4,ET,Dugda,CO-Aprovel 300/12.5 mg of 28Tab,20
4,ET,Dugda,DAONIL 5 mg OF 100 Tab,2719
4,ET,Dugda,NO-SPA 40 mg 10X10 Tab,3132
