country,distributor_id,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
ET,677,Dejen,AMARYL 4mg 2x15 Tab,AMARYL 4MG TAB BL2X15 S3 XE,261610
KE,692,Laborex,AMARYL 4MG TABS 10'S          ,Amaryl Tab 4mg 10' Exp Ghana,261605
KE,692,Laborex,AMARYL M 2/500MG TABS 20'S    ,Amaryl M 2/500 20`Exp Ghana,475649
KE,692,Laborex,AMARYL M 2MG CP B/30          ,AMARYL M 2MG 30CP  XE,307013
KE,691,Highchem,AMARYL M 2mg/500mg 30'S,AMARYL M 2MG 30CP  XE,307013
KE,691,Highchem,AMARYL M 2mg/500mg 30'S ,AMARYL M 2MG 30CP  XE,307013
BF,667,LABOREX,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
BF,669,UBIPHARM,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
BF,666,DPBF,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
BF,668,TEDIS,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
CG,670,LABOREX BRZ,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
CG,671,LABOREX PNR,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
CG,672,SEP BRZ,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
CG,673,SEP PNR,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
CG,674,UBI BRZ,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
CG,675,UBI PNR,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
GN,687,LABOREX,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
GN,688,SGIP,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
GN,689,SODIPH,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
UG,733,Eris,Amaryl M 2mg/500mg Tabs, 30's,AMARYL M 2MG 30CP  XE,307013
KE,690,Harleys,Amaryl M 2mg/500mgtablets 30's,AMARYL M 2MG 30CP  XE,307013
KE,692,Laborex,AMARYL M SR 2MG CP B/30       ,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
BF,667,LABOREX,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
BF,669,UBIPHARM,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
BF,666,DPBF,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
BF,668,TEDIS,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
CG,670,LABOREX BRZ,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
CG,671,LABOREX PNR,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
CG,672,SEP BRZ,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
CG,673,SEP PNR,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
CG,674,UBI BRZ,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
CG,675,UBI PNR,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
GN,687,LABOREX,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
GN,688,SGIP,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
GN,689,SODIPH,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
KE,691,Highchem,AMARYL M SR 2mg/500mg 30'S,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
KE,690,Harleys,Amaryl M SR 2mg/500mg tablets 30's,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
KE,693,Surgipharm,AMARYL M SR TABS 2MG-500mg * 30's,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233
UG,736,Surgipharm,Amaryl M Tab 2mg 30's,AMARYL M 2MG 30CP  XE,307013
KE,693,Surgipharm,AMARYL M TABS 2MG * 20,Amaryl M 2/500 20`Exp Ghana,475649
KE,693,Surgipharm,AMARYL M TABS 2mg * 30's,AMARYL M 2MG 30CP  XE,307013
ET,679,EBG,Amaryl SA 1mg 2*15 tabs,AMARYL 1MG TAB BL2X15 S3 XE,261604
ET,679,EBG,Amaryl SA 2mg 30 tabs,AMARYL 2MG TAB BL2X15 S3 XE,261605
ET,676,Beker,Amaryl SA 2mg 30 tabs,AMARYL 2MG TAB BL2X15 S3 XE,261605
ET,679,EBG,Amaryl SA 4mg 2*15 tabs,AMARYL 4MG TAB BL2X15 S3 XE,261610
ET,676,Beker,Amaryl SA 4mg 2*15 tabs,AMARYL 4MG TAB BL2X15 S3 XE,261610
KE,690,Harleys,Amaryl Tablets 1mg  30's,AMARYL 1MG TAB BL3X10 M36 ZA,645820
KE,690,Harleys,Amaryl Tablets 2mg  30's,AMARYL 2MG TAB BL3X10 M36 ZA,645818
KE,690,Harleys,Amaryl Tablets 4mg  30's,AMARYL 4MG TAB BL3X10 M36 ZA,645819
KE,691,Highchem,AMARYL TABS 1.0MG 30'S,AMARYL 1MG TAB BL3X10 M36 ZA,645820
KE,693,Surgipharm,AMARYL TABS 1mg * 10's,Amaryl 1mg 10' Exp Ghana,494156
KE,693,Surgipharm,AMARYL TABS 1mg * 30's,AMARYL 1MG TAB BL3X10 M36 ZA,645820
KE,692,Laborex,AMARYL TABS 1MG 30'S          ,AMARYL 1MG TAB BL3X10 M36 ZA,645820
TZ,732,Laborex,AMARYL TABS 1MG 30'S          ,AMARYL 1MG TAB BL3X10 M36 ZA,645820
UG,736,Surgipharm,Amaryl Tabs 1mg x 30 (Glimepiride),AMARYL 1MG TAB BL3X10 M36 ZA,645820
KE,691,Highchem,AMARYL TABS 2.0MG 30'S,AMARYL 2MG TAB BL3X10 M36 ZA,645818
KE,693,Surgipharm,AMARYL TABS 2mg * 10's,Amaryl Tab 2mg 10' Exp Ghana,261605
KE,693,Surgipharm,AMARYL TABS 2mg * 30's,AMARYL 2MG TAB BL3X10 M36 ZA,645818
KE,692,Laborex,AMARYL TABS 2MG 30'S          ,AMARYL 2MG TAB BL3X10 M36 ZA,645818
TZ,732,Laborex,AMARYL TABS 2MG 30'S          ,AMARYL 2MG TAB BL3X10 M36 ZA,645818
UG,736,Surgipharm,Amaryl Tabs 2mg x 30 (Glimepiride),AMARYL 2MG TAB BL3X10 M36 ZA,645818
KE,691,Highchem,AMARYL TABS 3.0MG 30'S,AMARYL 3MG TAB BL2X15 S3 XE,632896
KE,692,Laborex,AMARYL TABS 3MG 30'S          ,AMARYL 3MG TAB BL2X15 S3 XE,632896
KE,691,Highchem,AMARYL TABS 4.0mg 30'S,AMARYL 4MG TAB BL3X10 M36 ZA,645819
KE,693,Surgipharm,AMARYL TABS 4mg * 10's,Amaryl Tab 4mg 10' Exp Ghana,261605
KE,693,Surgipharm,AMARYL TABS 4mg * 30's,AMARYL 4MG TAB BL3X10 M36 ZA,645819
KE,692,Laborex,AMARYL TABS 4MG 30'S          ,AMARYL 4MG TAB BL3X10 M36 ZA,645819
TZ,732,Laborex,AMARYL TABS 4MG 30'S          ,AMARYL 4MG TAB BL3X10 M36 ZA,645819
UG,736,Surgipharm,Amaryl Tabs 4mg x 30 (Glimepiride),AMARYL 4MG TAB BL3X10 M36 ZA,645819
CG,670,LABOREX BRZ,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
CG,671,LABOREX PNR,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
CG,672,SEP BRZ,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
CG,673,SEP PNR,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
CG,674,UBI BRZ,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
CG,675,UBI PNR,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
GN,687,LABOREX,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
GN,688,SGIP,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
GN,689,SODIPH,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652
KE,691,Highchem,AMEDIN 5.0mg TABS 28'S,AMEDIN 5MG TABS 2X14,475862
KE,693,Surgipharm,AMEDIN TABS 10MG * 28,AMEDIN 10MG TAB BL2X14 M36 MG,475652
KE,693,Surgipharm,AMEDIN TABS 5MG * 28,AMEDIN 5MG TABS 2X14,475862
UG,736,Surgipharm,Amedin Tabs 5mg x 28 (Amlodipine),AMEDIN 5MG TAB BL2X14 M36 UG,475862
BF,667,LABOREX,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
BF,669,UBIPHARM,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
BF,666,DPBF,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
BF,668,TEDIS,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
CG,670,LABOREX BRZ,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
CG,671,LABOREX PNR,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
CG,672,SEP BRZ,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
CG,673,SEP PNR,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
CG,674,UBI BRZ,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
CG,675,UBI PNR,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
GN,687,LABOREX,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
GN,688,SGIP,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
GN,689,SODIPH,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982
BF,667,LABOREX,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
BF,669,UBIPHARM,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
BF,666,DPBF,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
BF,668,TEDIS,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
CG,670,LABOREX BRZ,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
CG,671,LABOREX PNR,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
CG,672,SEP BRZ,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
CG,673,SEP PNR,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
CG,674,UBI BRZ,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
CG,675,UBI PNR,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
GN,687,LABOREX,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
GN,688,SGIP,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
GN,689,SODIPH,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871
BF,667,LABOREX,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
BF,669,UBIPHARM,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
BF,666,DPBF,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
BF,668,TEDIS,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
CG,670,LABOREX BRZ,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
CG,671,LABOREX PNR,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
CG,672,SEP BRZ,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
CG,673,SEP PNR,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
CG,674,UBI BRZ,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
CG,675,UBI PNR,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
GN,687,LABOREX,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
GN,688,SGIP,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
GN,689,SODIPH,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875
KE,692,Laborex,APIDRA SOLOSTAR 100IU/ML 3ML/5,APIDRA SOLOSTAR 300IU 5INJ XE,380567
KE,690,Harleys,Apidra Solostar 300IU pens 5s - COLD CHAIN,APIDRA SOLOSTAR 300IU 5INJ XE,380567
CG,670,LABOREX BRZ,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
CG,671,LABOREX PNR,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
CG,672,SEP BRZ,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
CG,673,SEP PNR,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
CG,674,UBI BRZ,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
CG,675,UBI PNR,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
GN,687,LABOREX,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
GN,688,SGIP,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
GN,689,SODIPH,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820
KE,693,Surgipharm,APIDRA SOLOSTAR 3ML DISP PENS * 5s,APIDRA SOLOSTAR 300IU 5INJ XE,380567
KE,692,Laborex,APROVASC 150/10MG TABS 28'S   ,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
KE,691,Highchem,APROVASC 150/5mg TABS 28'S,APROVASC 150-5MG TAB BL4X7 M36 XE,539183
KE,691,Highchem,APROVASC 150-10 MG 28'S,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
BF,667,LABOREX,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
BF,669,UBIPHARM,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
BF,666,DPBF,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
BF,668,TEDIS,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
CG,670,LABOREX BRZ,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
CG,671,LABOREX PNR,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
CG,672,SEP BRZ,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
CG,673,SEP PNR,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
CG,674,UBI BRZ,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
CG,675,UBI PNR,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
GN,687,LABOREX,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
GN,688,SGIP,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
GN,689,SODIPH,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
BF,667,LABOREX,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
BF,669,UBIPHARM,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
BF,666,DPBF,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
BF,668,TEDIS,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
CG,670,LABOREX BRZ,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
CG,671,LABOREX PNR,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
CG,672,SEP BRZ,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
CG,673,SEP PNR,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
CG,674,UBI BRZ,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
CG,675,UBI PNR,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
GN,687,LABOREX,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
GN,688,SGIP,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
GN,689,SODIPH,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183
KE,692,Laborex,APROVASC 150-5MG CP B/28      ,APROVASC 150-5MG TAB BL4X7 M36 XE,539183
KE,690,Harleys,Aprovasc 150mg/10mg tablets 28's,APROVASC 150-10MG TAB BL4X7 M36 XD,539185
KE,690,Harleys,Aprovasc 150mg/5mg tablets 28's,APROVASC 150-5MG TAB BL4X7 M36 XE,539183
KE,692,Laborex,APROVASC 300/10MG TABS 28'S ,APROVASC 300-10MG TAB BL4X7 M36 XE,539181
