product_description,quantity,country,distributor
AMARYL TABS 2mg * 30's,522,KE,Surgipharm
AMARYL TABS 4mg * 30's,41,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,36,KE,Surgipharm
APROVASC TAB 150-5MG *28,136,KE,Surgipharm
APROVASC TAB 300-10MG *28,67,KE,Surgipharm
APROVASC TAB 300-5MG *28,7,KE,Surgipharm
APROVEL TABS 150mg * 28's,67,KE,Surgipharm
APROVEL TABS 300mg * 28's,59,KE,Surgipharm
AXACEF TABLETS 250MG * 10,423,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,2,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),28,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,1,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,343,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,4013,KE,Surgipharm
CLEXANE INJ. 40mg * 2,13398,KE,Surgipharm
CLEXANE INJ. 60mg * 2,814,KE,Surgipharm
CLEXANE INJ. 80mg * 2,480,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,99,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,90,KE,Surgipharm
DAONIL TABS 5mg * 100's,20,KE,Surgipharm
ELOXATIN INJ 100mg * 1,1,KE,Surgipharm
ELOXATIN INJ 50mg * 1,8,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,2947,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,172,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,273,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,318,KE,Surgipharm
EPILIM SYRUP 300ml,481,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,103,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,10,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,949,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,40,KE,Surgipharm
FLAGYL SUSPENSION 100ml,885,KE,Surgipharm
FLAGYL TABS 400mg * 100's,837,KE,Surgipharm
GUAMET TABS 500MG 28's,3,KE,Surgipharm
IBEX CAPSULES 2*12,399,KE,Surgipharm
LANTUS 10ml VIAL,17,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,473,KE,Surgipharm
LASIX AMPS 2ml * 5,482,KE,Surgipharm
LASIX TABS 40mg * 20,764,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,224,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,126,KE,Surgipharm
MAALOX PLUS SUSPENSION 350ml,0,KE,Surgipharm
MAALOX SUSPENSION 150ml,243,KE,Surgipharm
MAALOX SUSPENSION 350ml,5,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,2,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,2199,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,50,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,16,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,97,KE,Surgipharm
NO SPA TABLETS 40mg * 20,107,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,2593,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,358,KE,Surgipharm
ORELOX TABS 100MG *10'S,1683,KE,Surgipharm
ORELOX TABS 200MG *10'S,947,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,13,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,15,KE,Surgipharm
PLAVIX TABS 75mg * 28's,125,KE,Surgipharm
RESONIUM ADULT POWDER 454G,2,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),195,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,13127,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,703,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,30,KE,Surgipharm
STILNOX TABS 10MG * 14,1223,KE,Surgipharm
TARGOCID INJ 400mg * 1s,84,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,409,KE,Surgipharm
TAVANIC TABS 500mg * 5,557,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,39,KE,Surgipharm
TRITACE TABS 2.5mg * 30's,14,KE,Surgipharm
TRITACE TABS 5mg * 30's,117,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,7,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,7,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,83,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,260,KE,Surgipharm
FLAGYL SUSPENSION 100ml,5,KE,Surgipharm
AMARYL M TABS 2mg * 30's,42,KE,Surgipharm
AMARYL TABS 1mg * 30's,9,KE,Surgipharm
AMARYL TABS 2mg * 30's,90,KE,Surgipharm
AMARYL TABS 4mg * 30's,28,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,2,KE,Surgipharm
APROVASC TAB 150-5MG *28,17,KE,Surgipharm
APROVASC TAB 300-10MG *28,10,KE,Surgipharm
APROVEL TABS 150mg * 28's,10,KE,Surgipharm
APROVEL TABS 300mg * 28's,9,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,50,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,54,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,90,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,481,KE,Surgipharm
CLEXANE INJ. 40mg * 2,150,KE,Surgipharm
CLEXANE INJ. 40mg * 2,219,KE,Surgipharm
CLEXANE INJ. 60mg * 2,60,KE,Surgipharm
CLEXANE INJ. 60mg * 2,62,KE,Surgipharm
CLEXANE INJ. 80mg * 2,45,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,5,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,12,KE,Surgipharm
DAONIL TABS 5mg * 100's,10,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,374,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,1,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,23,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,14,KE,Surgipharm
EPILIM SYRUP 300ml,48,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,4,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,34,KE,Surgipharm
FLAGYL SUSPENSION 100ml,267,KE,Surgipharm
FLAGYL TABS 400mg * 100's,100,KE,Surgipharm
IBEX CAPSULES 2*12,41,KE,Surgipharm
LANTUS 10ml VIAL,13,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,60,KE,Surgipharm
LASIX AMPS 2ml * 5,240,KE,Surgipharm
LASIX TABS 40mg * 20,118,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,18,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,43,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,36,KE,Surgipharm
MAALOX SUSPENSION 150ml,31,KE,Surgipharm
MAALOX SUSPENSION 350ml,2,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,359,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,9,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,2,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,106,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,23,KE,Surgipharm
ORELOX TABS 100MG *10'S,102,KE,Surgipharm
ORELOX TABS 200MG *10'S,71,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,33,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,8,KE,Surgipharm
PLAVIX TABS 75mg * 28's,33,KE,Surgipharm
RESONIUM ADULT POWDER 454G,1,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),12,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,415,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,95,KE,Surgipharm
STILNOX TABS 10MG * 14,184,KE,Surgipharm
TARGOCID INJ 400mg * 1s,32,KE,Surgipharm
TAVANIC TABS 500mg * 5,20,KE,Surgipharm
TRITACE TABS 2.5mg * 30's,3,KE,Surgipharm
TRITACE TABS 5mg * 30's,16,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,3,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,2,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,6,KE,Surgipharm
