product_description,quantity,country,distributor
NO SPA 40mg TABS 20'S ,2,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S ,4,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,10,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,-1,KE,Highchem
ORELOX 100mg TABS 10'S ,180,KE,Highchem
ORELOX 100ml SUSPENSION ,80,KE,Highchem
ORELOX 200mg TABS 10'S ,100,KE,Highchem
ORELOX 50ml SUSPENSION ,10,KE,Highchem
PLAVIX 75mg TABS 28'S ,70,KE,Highchem
RESONIUM 454g ADULT POWDER ,6,KE,Highchem
RHINATHIOL PROM 125ml SP ,220,KE,Highchem
STILNOX 10mg TABS 14'S ,4,KE,Highchem
TELFAST 120mg TABS 10'S ,10,KE,Highchem
TRITACE 10.0mg TABS 30'S ,8,KE,Highchem
TRITACE 2.5 MG TABS 28s ,5,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S ,20,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S ,1,KE,Highchem
XATRAL LP 10mg TABS 30'S ,50,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,14,KE,Highchem
ZOXON 1000mg ,320,KE,Highchem
AMARYL M 2MG CP B/30          ,682,KE,Laborex
AMARYL M SR 2MG CP B/30       ,12,KE,Laborex
AMARYL TABS 1MG 30'S          ,420,KE,Laborex
AMARYL TABS 2MG 30'S          ,1815,KE,Laborex
AMARYL TABS 4MG 30'S          ,1025,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,7,KE,Laborex
APROVASC 150-5MG CP B/28      ,57,KE,Laborex
APROVASC 300-5MG CP B/28      ,27,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,1548,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,2,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,455,KE,Laborex
CLEXANE 40MG INJ 2'S          ,2743,KE,Laborex
CLEXANE INJ  20MG 2'S         ,72,KE,Laborex
CLEXANE INJ  60MG 2'S         ,2061,KE,Laborex
CLEXANE INJ 80MG 2'S          ,1089,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",51,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",212,KE,Laborex
CORDARONE 200MG CP B/30       ,131,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,2736,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,407,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,132,KE,Laborex
EPILIM IV 400MG PER VIAL      ,5,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,498,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,116,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,0,KE,Laborex
FLAGENTYL 500MG CP B/4        ,644,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,1215,KE,Laborex
FLAGYL TABS 400MG 100'S       ,0,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,42,KE,Laborex
LANTUS 300IU/3ML CART/5       ,27,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,152,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,28,KE,Laborex
LASIX TABS 40MG 20'S          ,1557,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",219,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,147,KE,Laborex
MAALOX PLUS SUSP 150ML        ,54,KE,Laborex
MAALOX SUSP 350ML             ,12,KE,Laborex
MAALOX SUSPENSION 150ML       ,50,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,80,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",971,KE,Laborex
NO SPA 40MG CP B/100          ,65,KE,Laborex
NO SPA 40MG CP B/20           ,90,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,5,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,21,KE,Laborex
NO SPA 80MG CP B/20           ,6,KE,Laborex
ORELOX 100MG CP B/10          ,132,KE,Laborex
ORELOX 200MG CP B/10          ,511,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,749,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,364,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,23,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,1922,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,4869,KE,Laborex
RIFAFOUR TABLETS 84'S         ,333,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,909,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,292,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,1366,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,22,KE,Laborex
TAVANIC 500MG CP B/5          ,203,KE,Laborex
TELFAST 120MG TABS 10'S       ,10,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",110,KE,Laborex
TRITACE TABS 5MG 30'S         ,225,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,2,KE,Laborex
"XATRAL 2,5MG CP B/30          ",15,KE,Laborex
XATRAL LP 10MG COMP B/30      ,85,KE,Laborex
XATRAL LP 5MG CP B/56         ,24,KE,Laborex
ALLSTAR PEN,250,KE,Surgipharm
AMARYL M SR TABS 2-500mg * 30's,96,KE,Surgipharm
AMARYL M TABS 2mg * 30's,407,KE,Surgipharm
AMARYL TABS 1mg * 30's,526,KE,Surgipharm
AMARYL TABS 2mg * 30's,557,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,38,KE,Surgipharm
APROVASC TAB 150-5MG *28,118,KE,Surgipharm
APROVASC TAB 300-10MG *28,29,KE,Surgipharm
APROVASC TAB 300-5MG *28,26,KE,Surgipharm
APROVEL TABS 150mg * 28's,65,KE,Surgipharm
APROVEL TABS 300mg * 28's,49,KE,Surgipharm
AXACEF TABLETS 250MG * 10,460,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,216,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),1,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),866,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,227,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,5863,KE,Surgipharm
CLEXANE INJ. 20mg * 2,250,KE,Surgipharm
CLEXANE INJ. 40mg * 2,5369,KE,Surgipharm
CLEXANE INJ. 60mg * 2,600,KE,Surgipharm
CLEXANE INJ. 80mg * 2,375,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,83,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,90,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,439,KE,Surgipharm
DAONIL TABS 5mg * 100's,14,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,3608,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,283,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,488,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,761,KE,Surgipharm
EPILIM INJECTION 400MG * 1,217,KE,Surgipharm
EPILIM SYRUP 300ml,810,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,178,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,98,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,871,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,-50,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1261,KE,Surgipharm
FLAGYL TABS 400mg * 100's,36,KE,Surgipharm
GUAMET TABS 500MG 28's,80,KE,Surgipharm
IBEX CAPSULES 2*12,420,KE,Surgipharm
LANTUS 10ml VIAL,238,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,66,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,407,KE,Surgipharm
LASIX AMPS 2ml * 5,45,KE,Surgipharm
LASIX TABS 40mg * 20,1855,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,678,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,30,KE,Surgipharm
MAALOX SUSPENSION 150ml,120,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,8032,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,12,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,19,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,210,KE,Surgipharm
NO SPA TABLETS 40mg * 20,67,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,740,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,427,KE,Surgipharm
ORELOX TABS 100MG *10'S,483,KE,Surgipharm
ORELOX TABS 200MG *10'S,535,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,7,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,7,KE,Surgipharm
PLAVIX TABS 75mg * 28's,202,KE,Surgipharm
RESONIUM ADULT POWDER 454G,2,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),71,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,1304,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,10743,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,193,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,55,KE,Surgipharm
STILNOX TABS 10MG * 14,1532,KE,Surgipharm
TARGOCID INJ 400mg * 1s,55,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,186,KE,Surgipharm
TAVANIC TABS 500mg * 5,294,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,202,KE,Surgipharm
TRITACE TABS 5mg * 30's,20,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,9,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,10,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,85,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,263,KE,Surgipharm
APROVASC TAB 150-5MG *28,4,KE,Surgipharm
EPILIM SYRUP 300ml,3,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,3,KE,Surgipharm
AMARYL M TABS 2mg * 30's,23,KE,Surgipharm
AMARYL TABS 1mg * 30's,52,KE,Surgipharm
AMARYL TABS 2mg * 30's,96,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,1,KE,Surgipharm
APROVASC TAB 150-5MG *28,8,KE,Surgipharm
APROVASC TAB 300-10MG *28,4,KE,Surgipharm
APROVEL TABS 150mg * 28's,9,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,30,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,90,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,120,KE,Surgipharm
CLEXANE INJ. 20mg * 2,26,KE,Surgipharm
CLEXANE INJ. 40mg * 2,100,KE,Surgipharm
CLEXANE INJ. 40mg * 2,83,KE,Surgipharm
CLEXANE INJ. 60mg * 2,50,KE,Surgipharm
CLEXANE INJ. 60mg * 2,51,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,9,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,12,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,9,KE,Surgipharm
DAONIL TABS 5mg * 100's,8,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,88,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,3,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,6,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,12,KE,Surgipharm
EPILIM SYRUP 300ml,55,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,6,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,3,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,9,KE,Surgipharm
FLAGYL SUSPENSION 100ml,157,KE,Surgipharm
FLAGYL TABS 400mg * 100's,5,KE,Surgipharm
IBEX CAPSULES 2*12,23,KE,Surgipharm
LANTUS 10ml VIAL,6,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,1,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,10,KE,Surgipharm
LASIX TABS 40mg * 20,13,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,24,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,22,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,6,KE,Surgipharm
MAALOX SUSPENSION 150ml,34,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,308,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,4,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,1,KE,Surgipharm
NO SPA TABLETS 40mg * 20,3,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,34,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,10,KE,Surgipharm
ORELOX TABS 200MG *10'S,30,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,33,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,7,KE,Surgipharm
PLAVIX TABS 75mg * 28's,29,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),7,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,80,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,505,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,205,KE,Surgipharm
STILNOX TABS 10MG * 14,181,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,32,KE,Surgipharm
TAVANIC TABS 500mg * 5,5,KE,Surgipharm
TRITACE TABS 5mg * 30's,38,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,2,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,8,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,3,KE,Surgipharm
