Month,Country,distributor,GMID,Product,Qty,Source
1,KE,Laborex,554510,CORDARONE 200MG TAB30,100,EPDIS
1,KE,Laborex,592593,ERCEFURYL 200MG CAP BL2x14,252,EPDIS
1,KE,Laborex,612011,XATRAL LP 5MG TAB56,220,EPDIS
1,KE,Laborex,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,1000,EPDIS
1,KE,Laborex,627597,TRITACE 5MG TAB BL2x14,720,EPDIS
1,KE,Laborex,636825,STILNOX 10MG TAB14,2400,EPDIS
1,KE,Laborex,641849,EPILIM 200MG/5ML SYR300ML,8038,EPDIS
1,KE,Laborex,642931,EPILIM 400MG/4ML INJ 1VIAL,202,EPDIS
1,KE,Laborex,643215,EPILIM CHRONO 300 TAB10x10,800,EPDIS
1,KE,Laborex,643216,EPILIM CHRONO 500 TAB 10X10,680,EPDIS
1,KE,Laborex,645817,FLAGYL TABS 400MG 100'S,7741,EPDIS
1,KE,Laborex,645818,AMARYL TABS 2MG 30'S,1820,EPDIS
1,KE,Laborex,645819,AMARYL TABS 4MG 30'S,4080,EPDIS
1,KE,Laborex,645820,AMARYL TABS 1MG 30'S,720,EPDIS
1,KE,Laborex,664047,FLAGENTYL 500MG TAB4,2000,EPDIS
2,KE,Laborex,213714,MONO-TILDIEM SR 200MG CAP28,150,EPDIS
2,KE,Laborex,251781,TAVANIC 500 MG INJ 1VL 100ML,250,EPDIS
2,KE,Laborex,258746,RESONIUM A 454G PDE,636,EPDIS
2,KE,Laborex,287550,NO - SPA 40MG TAB BL2x10,160,EPDIS
2,KE,Laborex,287553,NO - SPA FORTE 80MG TAB BL2x10,320,EPDIS
2,KE,Laborex,298689,ORELOX 100MG TAB10,2160,EPDIS
2,KE,Laborex,298691,ORELOX 40MG/5ML GRAN 100ML BT1,2628,EPDIS
2,KE,Laborex,298693,ORELOX 40MG/5ML GRAN. SUSP50ML,448,EPDIS
2,KE,Laborex,306220,CLEXANE 2000IU/0.2ML INJ2,180,EPDIS
2,KE,Laborex,306222,CLEXANE 4000IU/0.4ML INJ2,11100,EPDIS
2,KE,Laborex,306222,CLEXANE 4KIU/0.4ML INJ2,11119,EPDIS
2,KE,Laborex,307013,AMARYL M 2MG/500 MG TAB 30,400,EPDIS
2,KE,Laborex,310637,TAVANIC 500MG TAB5,1760,EPDIS
2,KE,Laborex,323473,RHINATHIOL PROMETH 125ML 1SYR,12000,EPDIS
2,KE,Laborex,352016,BRONCHICUM  ELIXIR S 100ML,3000,EPDIS
2,KE,Laborex,374872,ORELOX 200MG FILM COATED TAB10,2610,EPDIS
2,KE,Laborex,436418,MAALOX PLUS 200MG TAB BL4x10,432,EPDIS
2,KE,Laborex,475987,AXACEF 250MG TAB BL10,400,EPDIS
2,KE,Laborex,475988,AXACEF 500MG TAB10,600,EPDIS
2,KE,Laborex,476009,FLEMING 228.5MG/5ML  SUSP70ML,576,EPDIS
2,KE,Laborex,476043,FLEMING 1000MG TAB BL2X7,440,EPDIS
2,KE,Laborex,476963,FLEMING 1200MG INJ VL/5,168,EPDIS
2,KE,Laborex,477015,FLEMING 500-125MG TAB BL2X7,660,EPDIS
2,KE,Laborex,479387,RHINATHIOL 2.5G/125ML  1SYR,15000,EPDIS
2,KE,Laborex,479530,RHINATHIOL 6.25G/125ML  1SYR,6000,EPDIS
2,KE,Laborex,502299,EPILIM 200MG TAB BL10X10,672,EPDIS
2,KE,Laborex,505579,LASIX 40MG TAB20,4320,EPDIS
2,KE,Laborex,518946,LASIX 20MG INJ 5AMP 2ML,2600,EPDIS
2,KE,Laborex,528888,ENTEROGERMINA 2B5ML SUSP/10,14820,EPDIS
2,KE,Laborex,554510,CORDARONE 200MG TAB30,432,EPDIS
2,KE,Laborex,592593,ERCEFURYL 200MG CAP BL2x14,504,EPDIS
2,KE,Laborex,612011,XATRAL LP 5MG TAB56,120,EPDIS
2,KE,Laborex,627595,TRITACE 2.5MG TAB BL2x14,120,EPDIS
2,KE,Laborex,627597,TRITACE 5MG TAB BL2x14,272,EPDIS
2,KE,Laborex,641849,EPILIM 200MG/5ML SYR300ML,7080,EPDIS
2,KE,Laborex,643215,EPILIM CHRONO 300 TAB10x10,2000,EPDIS
2,KE,Laborex,643216,EPILIM CHRONO 500 TAB 10X10,1152,EPDIS
2,KE,Laborex,645815,FLAGYL 200MG/5ML SUSP 100ML,4020,EPDIS
2,KE,Laborex,645817,FLAGYL TABS 400MG 100'S,6821,EPDIS
2,KE,Laborex,645818,AMARYL TABS 2MG 30'S,1200,EPDIS
2,KE,Laborex,645819,AMARYL TABS 4MG 30'S,1200,EPDIS
2,KE,Laborex,664051,FLAGENTYL 500MG TAB4,3000,EPDIS
3,KE,Laborex,67294,FLAGYL 0.5% 100ML VIAFLEX,19000,EPDIS
3,KE,Laborex,213714,MONO-TILDIEM SR 200MG CAP28,50,EPDIS
3,KE,Laborex,222428,PLAVIX 75MG TAB28,192,EPDIS
3,KE,Laborex,251781,TAVANIC 500 MG INJ 1VL 100ML,325,EPDIS
3,KE,Laborex,258746,RESONIUM A 454G PDE,48,EPDIS
3,KE,Laborex,287550,NO - SPA 40MG BL2x10CP,160,EPDIS
3,KE,Laborex,287552,NO - SPA 40MG TAB BL10x10,192,EPDIS
3,KE,Laborex,306220,CLEXANE 2000IU/0.2ML INJ2,1080,EPDIS
3,KE,Laborex,306222,CLEXANE 4000IU/0.4ML INJ2,6444,EPDIS
3,KE,Laborex,306225,CLEXANE 6000IU/0.6ML INJ2,900,EPDIS
3,KE,Laborex,306225,CLEXANE 6KIU/0.6ML INJ2,9990,EPDIS
3,KE,Laborex,306226,CLEXANE 8KIU/0.8ML INJ2,2970,EPDIS
3,KE,Laborex,307013,AMARYL M 2MG/500 MG TAB 30,800,EPDIS
3,KE,Laborex,310637,TAVANIC 500MG TAB5,1898,EPDIS
3,KE,Laborex,321233,AMARYL M SR 2MG/500 TAB BL3x10,200,EPDIS
3,KE,Laborex,352016,BRONCHICUM  ELIXIR S 100ML,2838,EPDIS
3,KE,Laborex,414074,TAXOTERE 80MG/4ML IV  INJ FL1,240,EPDIS
3,KE,Laborex,436418,MAALOX PLUS 200MG CP 40 CITRON,504,EPDIS
3,KE,Laborex,436418,MAALOX PLUS 200MG TAB BL4x10,1000,EPDIS
3,KE,Laborex,475987,AXACEF 250MG TAB BL10,1440,EPDIS
3,KE,Laborex,476009,FLEMING 228.5MG/5ML  SUSP70ML,1800,EPDIS
3,KE,Laborex,476043,FLEMING 1000MG TAB BL2X7,900,EPDIS
3,KE,Laborex,476963,FLEMING 1200MG INJ VL/5,2004,EPDIS
3,KE,Laborex,477015,FLEMING 500-125MG TAB BL2X7,5000,EPDIS
3,KE,Laborex,477034,FLEMING 457MG/5ML SUSP F70ML,3180,EPDIS
3,KE,Laborex,477825,RHINATHIOL 10G/200ML SOL BT1,1200,EPDIS
3,KE,Laborex,502299,EPILIM 200MG COMP BL10X10,2000,EPDIS
3,KE,Laborex,502299,EPILIM 200MG TAB BL10X10,5500,EPDIS
3,KE,Laborex,505579,LASIX 40MG CP20,4080,EPDIS
3,KE,Laborex,505579,LASIX 40MG TAB20,1200,EPDIS
3,KE,Laborex,506739,MAALOX SUSP 350ML,6400,EPDIS
3,KE,Laborex,518946,LASIX 20MG INJ 5AMP 2ML,1200,EPDIS
3,KE,Laborex,528888,ENTEROGERMINA 2B5ML SUSP/10,6000,EPDIS
3,KE,Laborex,539181,APROVASC 300-10MG TAB BL4X7,234,EPDIS
3,KE,Laborex,539182,APROVASC 300-5MG BL4X7CP,100,EPDIS
3,KE,Laborex,539183,APROVASC 150-5MG BL4X7CP,216,EPDIS
3,KE,Laborex,545747,XATRAL LP 10MG CP30,200,EPDIS
3,KE,Laborex,545747,XATRAL LP 10MG TAB30,500,EPDIS
3,KE,Laborex,592593,ERCEFURYL 200MG GEL BL2x14,100,EPDIS
3,KE,Laborex,612011,XATRAL LP 5MG CP56,200,EPDIS
3,KE,Laborex,612011,XATRAL LP 5MG TAB56,120,EPDIS
3,KE,Laborex,627595,TRITACE 2.5MG CP BL2x14,240,EPDIS
3,KE,Laborex,627597,TRITACE 5MG TAB BL2x14,568,EPDIS
3,KE,Laborex,636825,STILNOX 10MG TAB14,6000,EPDIS
3,KE,Laborex,639628,"XATRAL 2,5MG CP30",50,EPDIS
3,KE,Laborex,642931,EPILIM 400MG/4ML INJ 1VIAL,440,EPDIS
3,KE,Laborex,645815,FLAGYL 200MG/5ML SUSP 100ML,8490,EPDIS
3,KE,Laborex,645817,FLAGYL TABS 400MG 100'S,5670,EPDIS
3,KE,Laborex,645818,AMARYL TABS 2MG 30'S,9553,EPDIS
3,KE,Laborex,645819,AMARYL TABS 4MG 30'S,800,EPDIS
3,KE,Laborex,645820,AMARYL TABS 1MG 30'S,480,EPDIS
3,KE,Laborex,652574,BUSCOPAN  20MG 1ML AMP B5,600,EPDIS
4,KE,Laborex,67294,FLAGYL 0.5% 100ML VIAFLEX,4450,EPDIS
4,KE,Laborex,196680,APROVEL 150MG TAB BL2x14,432,EPDIS
4,KE,Laborex,196681,APROVEL 300MG TAB BL2x14,144,EPDIS
4,KE,Laborex,213714,MONO-TILDIEM SR 200MG CAP28,250,EPDIS
4,KE,Laborex,222428,PLAVIX 75MG TAB28,576,EPDIS
4,KE,Laborex,247831,"CO-APROVEL 150/12,5MG TAB28",216,EPDIS
4,KE,Laborex,247832,"CO-APROVEL 300/12,5MG TAB28",1152,EPDIS
4,KE,Laborex,251781,TAVANIC 500 MG INJ 1VL 100ML,1150,EPDIS
4,KE,Laborex,258746,RESONIUM A 454G PDE,504,EPDIS
4,KE,Laborex,287550,NO - SPA 40MG BL2x10CP,320,EPDIS
4,KE,Laborex,287550,NO - SPA 40MG TAB BL2x10,160,EPDIS
4,KE,Laborex,287552,NO - SPA 40MG CP BL10x10,288,EPDIS
4,KE,Laborex,287552,NO - SPA 40MG TAB BL10x10,384,EPDIS
4,KE,Laborex,287553,NO - SPA FORTE 80MG TAB BL2x10,480,EPDIS
4,KE,Laborex,289137,NO-SPA 40MG/2ML INJ AMP/25,120,EPDIS
4,KE,Laborex,298689,ORELOX 100MG TAB10,2025,EPDIS
4,KE,Laborex,298691,ORELOX 40MG/5ML GRAN 100ML BT1,2880,EPDIS
4,KE,Laborex,306220,CLEXANE 2000IU/0.2ML INJ2,1080,EPDIS
4,KE,Laborex,306222,CLEXANE 4000IU/0.4ML INJ2,22880,EPDIS
4,KE,Laborex,306225,CLEXANE 6000IU/0.6ML INJ2,1800,EPDIS
4,KE,Laborex,306226,CLEXANE 8000IU/0.8ML INJ2,1349,EPDIS
4,KE,Laborex,307013,AMARYL M 2MG/500 MG TAB 30,400,EPDIS
4,KE,Laborex,310637,TAVANIC 500MG TAB5,1600,EPDIS
4,KE,Laborex,374872,ORELOX 200MG FILM COATED TAB10,5240,EPDIS
4,KE,Laborex,475991,BIOFERON GEL BL3x10,300,EPDIS
4,KE,Laborex,476714,PARAFLAM 400-325MG CP BL1X10,300,EPDIS
4,KE,Laborex,502299,EPILIM 200MG TAB BL10X10,7158,EPDIS
4,KE,Laborex,505579,LASIX 40MG TAB20,6240,EPDIS
4,KE,Laborex,528888,ENTEROGERMINA 2B5ML SUSP/10,10800,EPDIS
4,KE,Laborex,539182,APROVASC 300-5MG TAB BL4X7,234,EPDIS
4,KE,Laborex,539183,APROVASC 150-5MG TAB BL4X7,234,EPDIS
4,KE,Laborex,545747,XATRAL LP 10MG TAB30,1300,EPDIS
4,KE,Laborex,592593,ERCEFURYL 200MG GEL BL2x14,300,EPDIS
4,KE,Laborex,612011,XATRAL LP 5MG TAB56,240,EPDIS
4,KE,Laborex,627595,TRITACE 2.5MG TAB BL2x14,40,EPDIS
4,KE,Laborex,627597,TRITACE 5MG TAB BL2x14,660,EPDIS
4,KE,Laborex,636825,STILNOX 10MG TAB14,2400,EPDIS
4,KE,Laborex,641849,EPILIM 200MG/5ML SYR300ML,5152,EPDIS
4,KE,Laborex,642931,EPILIM 400MG/4ML INJ 1VIAL,960,EPDIS
4,KE,Laborex,643215,EPILIM CHRONO 300 TAB10x10,560,EPDIS
4,KE,Laborex,643216,EPILIM CHRONO 500 TAB 10X10,2304,EPDIS
4,KE,Laborex,645818,AMARYL TABS 2MG 30'S,720,EPDIS
4,KE,Laborex,645819,AMARYL TABS 4MG 30'S,240,EPDIS
4,KE,Laborex,645820,AMARYL TABS 1MG 30'S,480,EPDIS
4,KE,Laborex,651828,DULCOLAX 5MG CP BL3X10,4080,EPDIS
4,KE,Laborex,651828,DULCOLAX 5MG TABS BL3X10,8000,EPDIS
4,KE,Laborex,664051,FLAGENTYL 500MG TAB4,9000,EPDIS
4,KE,Laborex,679090,BIOFERON 8G/200ML SYR BT1,900,EPDIS
4,KE,Laborex,698115,IBEX 200MG GEL BL 2x12,300,EPDIS
5,KE,Laborex,196681,APROVEL 300 MG BL2x14CP,50,EPDIS
5,KE,Laborex,213714,MONO-TILDIEM SR 200MG GEL28,50,EPDIS
5,KE,Laborex,289138,NO-SPA 40MG/2ML INJ AMP/5,50,EPDIS
5,KE,Laborex,298693,ORELOX 40MG/5ML GRAN. SUSP50ML,1120,EPDIS
5,KE,Laborex,306220,CLEXANE 2KIU/0.2ML INJ2,1980,EPDIS
5,KE,Laborex,306226,CLEXANE 8000IU/0.8ML INJ2,450,EPDIS
5,KE,Laborex,307013,AMARYL M 2MG/500MG CP30,0,EPDIS
5,KE,Laborex,312451,RIFOCINE 250MG/3ML 1INJ,1456,EPDIS
5,KE,Laborex,323473,RHINATHIOL PROMETH 125ML 1SYR,14400,EPDIS
5,KE,Laborex,352016,BRONCHICUM  ELIXIR S 100ML,2838,EPDIS
5,KE,Laborex,370351,ELOXATIN 5MG/ML 10ML INJ VL1,20,EPDIS
5,KE,Laborex,407096,ELOXATIN 5MG/ML 20ML INJ VL1,10,EPDIS
5,KE,Laborex,436418,MAALOX PLUS 200MG CP 40 CITRON,759,EPDIS
5,KE,Laborex,475987,AXACEF 250MG TAB BL10,1320,EPDIS
5,KE,Laborex,475988,AXACEF 500MG TAB10,3520,EPDIS
5,KE,Laborex,476009,FLEMING 228.5MG/5ML  SUSP70ML,3600,EPDIS
5,KE,Laborex,476043,FLEMING 1000MG TAB BL2X7,1540,EPDIS
5,KE,Laborex,476714,PARAFLAM 400-325MG TAB BL1X10,390,EPDIS
5,KE,Laborex,476963,FLEMING 1200MG INJ VL/5,2008,EPDIS
5,KE,Laborex,477015,FLEMING 500-125MG TAB BL2X7,15500,EPDIS
5,KE,Laborex,477034,FLEMING 457MG/5ML SUSP F70ML,6680,EPDIS
5,KE,Laborex,502299,EPILIM 200MG COMP BL10X10,504,EPDIS
5,KE,Laborex,505579,LASIX 40MG CP20,5040,EPDIS
5,KE,Laborex,506739,MAALOX SUSP 350ML,1000,EPDIS
5,KE,Laborex,518946,LASIX 20MG INJ 5AMP 2ML,6000,EPDIS
5,KE,Laborex,528888,ENTEROGERMINA 2B5ML SUSP/10,6000,EPDIS
5,KE,Laborex,539181,APROVASC 300-10MG TAB BL4X7,80,EPDIS
5,KE,Laborex,539182,APROVASC 300-5MG TAB BL4X7,150,EPDIS
5,KE,Laborex,539185,APROVASC 150-10MG TAB BL4X7,20,EPDIS
5,KE,Laborex,545747,XATRAL LP 10MG CP30,100,EPDIS
5,KE,Laborex,554510,CORDARONE 200MG TAB30,216,EPDIS
5,KE,Laborex,592593,ERCEFURYL 200MG GEL BL2x14,200,EPDIS
5,KE,Laborex,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,1620,EPDIS
5,KE,Laborex,615926,LANTUS 100UI VIAL 10ML 1'S,70,EPDIS
5,KE,Laborex,642931,EPILIM 400MG/4ML INJ 1VIAL,640,EPDIS
5,KE,Laborex,645815,FLAGYL 200MG/5ML SUSP 100ML,0,EPDIS
5,KE,Laborex,645817,FLAGYL TABS 400MG 100'S,2170,EPDIS
5,KE,Laborex,645818,AMARYL TABS 2MG 30'S,2400,EPDIS
5,KE,Laborex,645819,AMARYL TABS 4MG 30'S,720,EPDIS
5,KE,Laborex,651828,DULCOLAX 5MG CP BL3X10,10000,EPDIS
5,KE,Laborex,651828,DULCOLAX 5MG TABS BL3X10,15150,EPDIS
5,KE,Laborex,698115,IBEX CAPS BL2X12,3200,EPDIS
6,KE,Laborex,247832,"CO-APROVEL 300/12,5MG TAB28",144,EPDIS
6,KE,Laborex,261608,AMARYL 3MG TAB BL2x 15,120,EPDIS
6,KE,Laborex,287552,NO - SPA 40MG TAB BL10x10,192,EPDIS
6,KE,Laborex,292174,MAALOX 460MG SACH/20 LEMON FLA,384,EPDIS
6,KE,Laborex,298691,ORELOX 40MG/5ML GRAN 100ML BT1,540,EPDIS
6,KE,Laborex,298693,ORELOX 40MG/5ML GRAN. SUSP50ML,112,EPDIS
6,KE,Laborex,306220,CLEXANE 2000IU/0.2ML INJ2,90,EPDIS
6,KE,Laborex,306222,CLEXANE 4000IU/0.4ML INJ2,17700,EPDIS
6,KE,Laborex,306225,CLEXANE 6000IU/0.6ML INJ2,90,EPDIS
6,KE,Laborex,306225,CLEXANE 6KIU/0.6ML INJ2,8010,EPDIS
6,KE,Laborex,306226,CLEXANE 8000IU/0.8ML INJ2,200,EPDIS
6,KE,Laborex,307013,AMARYL M 2MG/500 MG TAB 30,880,EPDIS
6,KE,Laborex,323473,RHINATHIOL PROMETH 125ML 1SYR,34800,EPDIS
6,KE,Laborex,352016,BRONCHICUM  ELIXIR S 100ML,3000,EPDIS
6,KE,Laborex,374872,ORELOX 200MG FILM COATED TAB10,450,EPDIS
6,KE,Laborex,414074,TAXOTERE 80MG/4ML IV  INJ FL1,80,EPDIS
6,KE,Laborex,436418,MAALOX PLUS 200MG CP 40 CITRON,249,EPDIS
6,KE,Laborex,476043,FLEMING 1000MG TAB BL2X7,660,EPDIS
6,KE,Laborex,477015,FLEMING 500-125MG TAB BL2X7,660,EPDIS
6,KE,Laborex,505579,LASIX 40MG TAB20,1920,EPDIS
6,KE,Laborex,516219,ALLSTAR PEN1,865,EPDIS
6,KE,Laborex,528888,ENTEROGERMINA 2B5ML SUSP/10,1800,EPDIS
6,KE,Laborex,528888,ENTEROGERMINA 2M5ML SUSP BU/10,30000,EPDIS
6,KE,Laborex,545747,XATRAL LP 10MG TAB30,300,EPDIS
6,KE,Laborex,592593,ERCEFURYL 200MG CAP BL2x14,252,EPDIS
6,KE,Laborex,615926,LANTUS 100UI VIAL 10ML 1'S,140,EPDIS
6,KE,Laborex,627595,TRITACE 2.5MG TAB BL2x14,240,EPDIS
6,KE,Laborex,636825,STILNOX 10MG TAB14,4800,EPDIS
6,KE,Laborex,641849,EPILIM 200MG/5ML SYR300ML,1800,EPDIS
6,KE,Laborex,645815,FLAGYL 200MG/5ML SUSP 100ML,9010,EPDIS
6,KE,Laborex,645817,FLAGYL TABS 400MG 100'S,46,EPDIS
6,KE,Laborex,645818,AMARYL TABS 2MG 30'S,960,EPDIS
6,KE,Laborex,645819,AMARYL TABS 4MG 30'S,120,EPDIS
6,KE,Laborex,645820,AMARYL TABS 1MG 30'S,0,EPDIS
6,KE,Laborex,651828,DULCOLAX 5MG TABS BL3X10,3200,EPDIS
6,KE,Laborex,664051,FLAGENTYL 500MG TAB4,2000,EPDIS
6,KE,Laborex,671538,ERCEFURYL 4% FL90ML,480,EPDIS
6,KE,Laborex,671538,ERCEFURYL 4PCT SYR90ML,400,EPDIS
6,KE,Laborex,698115,IBEX CAPS BL2X12,80,EPDIS
7,KE,Laborex,196680,APROVEL 150 MG BL2x14CP,40,EPDIS
7,KE,Laborex,196681,APROVEL 300 MG BL2x14CP,144,EPDIS
7,KE,Laborex,247831,"CO-APROVEL 150/12,5MG TAB28",432,EPDIS
7,KE,Laborex,247832,"CO-APROVEL 300/12,5MG CP28",144,EPDIS
7,KE,Laborex,247832,"CO-APROVEL 300/12,5MG TAB28",797,EPDIS
7,KE,Laborex,251781,TAVANIC 500 MG INJ 1VL 100ML,325,EPDIS
7,KE,Laborex,258746,RESONIUM A 454G PDE,36,EPDIS
7,KE,Laborex,287550,NO - SPA 40MG TAB BL2x10,160,EPDIS
7,KE,Laborex,287552,NO - SPA 40MG CP BL10x10,70,EPDIS
7,KE,Laborex,287553,NO - SPA FORTE 80MG BL2x10CP,100,EPDIS
7,KE,Laborex,289137,NO-SPA 40MG/2ML INJ AMP/25,440,EPDIS
7,KE,Laborex,289138,NO-SPA 40MG/2ML INJ AMP/5,140,EPDIS
7,KE,Laborex,292174,MAALOX 460MG SACH/20 LEMON FLA,1884,EPDIS
7,KE,Laborex,298689,ORELOX 100MG TAB10,1755,EPDIS
7,KE,Laborex,298691,ORELOX 40MG/5ML GRAN 100ML BT1,8388,EPDIS
7,KE,Laborex,298693,ORELOX 40MG/5ML GRAN. SUSP50ML,3472,EPDIS
7,KE,Laborex,306222,CLEXANE 4000IU/0.4ML INJ2,7944,EPDIS
7,KE,Laborex,306225,CLEXANE 6000IU/0.6ML INJ2,1890,EPDIS
7,KE,Laborex,306226,CLEXANE 8000IU/0.8ML INJ2,3100,EPDIS
7,KE,Laborex,306632,TARGOCID 400MG INJ B/1,10,EPDIS
7,KE,Laborex,307013,AMARYL M 2MG/500 MG TAB 30,800,EPDIS
7,KE,Laborex,307013,AMARYL M 2MG/500MG CP30,1200,EPDIS
7,KE,Laborex,312451,RIFOCINE 250MG/3ML 1INJ,1120,EPDIS
7,KE,Laborex,323473,RHINATHIOL PROMETH 125ML 1SYR,3000,EPDIS
7,KE,Laborex,352016,BRONCHICUM  ELIXIR S 100ML,7020,EPDIS
7,KE,Laborex,374872,ORELOX 200MG FILM COATED TAB10,3700,EPDIS
7,KE,Laborex,414074,TAXOTERE 80MG/4ML IV  INJ FL1,160,EPDIS
7,KE,Laborex,436418,MAALOX PLUS 200MG TAB BL4x10,432,EPDIS
7,KE,Laborex,475987,AXACEF 250MG TAB BL10,600,EPDIS
7,KE,Laborex,475988,AXACEF 500MG TAB10,600,EPDIS
7,KE,Laborex,475991,BIOFERON 305MG CAPS BL3x10,2280,EPDIS
7,KE,Laborex,476009,FLEMING 228.5MG/5ML  SUSP70ML,240,EPDIS
7,KE,Laborex,476043,FLEMING 1000MG TAB BL2X7,1800,EPDIS
7,KE,Laborex,476963,FLEMING 1200MG INJ VL/5,500,EPDIS
7,KE,Laborex,477015,FLEMING 500-125MG TAB BL2X7,330,EPDIS
7,KE,Laborex,477044,ZOXON 1G PDR INJ VL1+AM1,4840,EPDIS
7,KE,Laborex,479387,RHINATHIOL 2.5G/125ML  1SYR,9000,EPDIS
7,KE,Laborex,505579,LASIX 40MG CP20,5760,EPDIS
7,KE,Laborex,505579,LASIX 40MG TAB20,7680,EPDIS
7,KE,Laborex,506739,MAALOX SUSP 350ML,980,EPDIS
7,KE,Laborex,528888,ENTEROGERMINA 2B5ML SUSP/10,15000,EPDIS
7,KE,Laborex,528888,ENTEROGERMINA 2M5ML SUSP BU/10,8640,EPDIS
7,KE,Laborex,539181,APROVASC 300-10MG TAB BL4X7,300,EPDIS
7,KE,Laborex,539182,APROVASC 300-5MG BL4X7CP,80,EPDIS
7,KE,Laborex,539182,APROVASC 300-5MG TAB BL4X7,234,EPDIS
7,KE,Laborex,539183,APROVASC 150-5MG BL4X7CP,80,EPDIS
7,KE,Laborex,539183,APROVASC 150-5MG TAB BL4X7,234,EPDIS
7,KE,Laborex,545747,XATRAL LP 10MG CP30,800,EPDIS
7,KE,Laborex,554510,CORDARONE 200MG TAB30,216,EPDIS
7,KE,Laborex,592593,ERCEFURYL 200MG CAP BL2x14,756,EPDIS
7,KE,Laborex,592593,ERCEFURYL 200MG GEL BL2x14,240,EPDIS
7,KE,Laborex,612011,XATRAL LP 5MG CP56,120,EPDIS
7,KE,Laborex,612011,XATRAL LP 5MG TAB56,120,EPDIS
7,KE,Laborex,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,1200,EPDIS
7,KE,Laborex,627595,TRITACE 2.5MG CP BL2x14,100,EPDIS
7,KE,Laborex,627595,TRITACE 2.5MG TAB BL2x14,340,EPDIS
7,KE,Laborex,627597,TRITACE 5MG CP  BL2x14,336,EPDIS
7,KE,Laborex,627597,TRITACE 5MG TAB BL2x14,90,EPDIS
7,KE,Laborex,636825,STILNOX 10MG CP14,3900,EPDIS
7,KE,Laborex,639628,"XATRAL 2,5MG CP30",20,EPDIS
