Product Gmid,Quantity,Expiry
615926,88,1/16/2021
241634,89,1/17/2021
380554,90,1/18/2021
615902,91,1/19/2021
381782,92,1/20/2021
625681,93,1/21/2021
311168,94,1/22/2021
277954,95,1/23/2021
311166,96,1/24/2021
293665,97,1/25/2021
518946,98,1/26/2021
505579,99,1/27/2021
667138,100,1/28/2021
506704,101,1/29/2021
306216,102,1/30/2021
306217,103,1/31/2021
306218,104,2/1/2021
306219,105,2/2/2021
506739,106,2/3/2021
291024,107,2/4/2021
292174,108,2/5/2021
436433,109,2/6/2021
250800,110,2/7/2021
436418,111,2/8/2021
507364,112,2/9/2021
506742,113,2/10/2021
338199,114,2/11/2021
239907,115,2/12/2021
214082,116,2/13/2021
346666,117,2/14/2021
245296,118,2/15/2021
476941,119,2/16/2021
592685,120,2/17/2021
592684,121,2/18/2021
213714,122,2/19/2021
213711,123,2/20/2021
289137,124,2/21/2021
651777,125,2/22/2021
287550,126,2/23/2021
287552,127,2/24/2021
287553,128,2/25/2021
289138,129,2/26/2021
476712,130,2/27/2021
592705,131,2/28/2021
609071,132,3/1/2021
671597,133,3/2/2021
264980,134,3/3/2021
311122,135,3/4/2021
305928,136,3/5/2021
296505,137,3/6/2021
662889,138,3/7/2021
476518,139,3/8/2021
476630,140,3/9/2021
298689,141,3/10/2021
298691,142,3/11/2021
374872,143,3/12/2021
298693,144,3/13/2021
252039,145,3/14/2021
252040,146,3/15/2021
252041,147,3/16/2021
476960,148,3/17/2021
476714,149,3/18/2021
653312,150,3/19/2021
696079,151,3/20/2021
696080,152,3/21/2021
222428,153,3/22/2021
476716,154,3/23/2021
371014,155,3/24/2021
263269,156,3/25/2021
249438,157,3/26/2021
368552,158,3/27/2021
172136,159,3/28/2021
354950,160,3/29/2021
663992,161,3/30/2021
639608,162,3/31/2021
249439,163,4/1/2021
476715,164,4/2/2021
476997,165,4/3/2021
476996,166,4/4/2021
258746,167,4/5/2021
323469,168,4/6/2021
323468,169,4/7/2021
571696,170,4/8/2021
187750,171,4/9/2021
663995,172,4/10/2021
187747,173,4/11/2021
663996,174,4/12/2021
663998,175,4/13/2021
323473,176,4/14/2021
441208,177,4/15/2021
443299,178,4/16/2021
479387,179,4/17/2021
477825,180,4/18/2021
479530,181,4/19/2021
323470,182,4/20/2021
275807,183,4/21/2021
99114,184,4/22/2021
213847,185,4/23/2021
312451,186,4/24/2021
269210,187,4/25/2021
355560,188,4/26/2021
408003,189,4/27/2021
624774,190,4/28/2021
283389,191,4/29/2021
298698,192,4/30/2021
357266,193,5/1/2021
361913,194,5/2/2021
223595,195,5/3/2021
475271,196,5/4/2021
261608,197,5/5/2021
298706,198,5/6/2021
298707,199,5/7/2021
213848,200,5/8/2021
636825,201,5/9/2021
298709,202,5/10/2021
298711,203,5/11/2021
592231,204,5/12/2021
263980,205,5/13/2021
306632,206,5/14/2021
39171,207,5/15/2021
310637,208,5/16/2021
694156,209,5/17/2021
414074,210,5/18/2021
413689,211,5/19/2021
340973,212,5/20/2021
655846,213,5/21/2021
671637,214,5/22/2021
671639,215,5/23/2021
242086,216,5/24/2021
481300,217,5/25/2021
269069,218,5/26/2021
90099,219,5/27/2021
489540,220,5/28/2021
54430,221,5/29/2021
489541,222,5/30/2021
516143,223,5/31/2021
592979,224,6/1/2021
592980,225,6/2/2021
592989,226,6/3/2021
54431,227,6/4/2021
627595,228,6/5/2021
627597,229,6/6/2021
282345,230,6/7/2021
282319,231,6/8/2021
282348,232,6/9/2021
627062,233,6/10/2021
209742,234,6/11/2021
168279,235,6/12/2021
545747,236,6/13/2021
612011,237,6/14/2021
223652,238,6/15/2021
476947,239,6/16/2021
477012,240,6/17/2021
477044,241,6/18/2021
62375,242,6/19/2021
224948,243,6/20/2021
476624,244,6/21/2021
652485,245,6/22/2021
655329,246,6/23/2021
651766,247,6/24/2021
68141,248,6/25/2021
355496,249,6/26/2021
477787,250,6/27/2021
