Distributor_Product_Name,Quantity,Expiry,country,distributor_name
EPILIM CHRONO 300mg TABS 100'S,808,,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S,856,,KE,Highchem
ERCEFURYL 200mg CAPS 28'S,61,,KE,Highchem
FLAGENTYL 500mg TABS,921,,KE,Highchem
FLAGYL 100ml SUSPENSION,90,,KE,Highchem
FLAGYL 100ml VIAFLEX,2,,KE,Highchem
FLAGYL 400mg TABS 100'S,70,,KE,Highchem
FLEMING 1000mg+200mg 5's INJ,157,,KE,Highchem
FLEMING 228.5mg/5ml 70ml SUSPE..,742,,KE,Highchem
FLEMING 500mg+125mg TABS 14'S,211,,KE,Highchem
FLEMING 875mg+125mg TABS 14'S,30,,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S,272,,KE,Highchem
LASIX 20mg AMPS 5'S,500,,KE,Highchem
LASIX 40mg TABS 20'S,970,,KE,Highchem
MAALOX 150ml SUSPENSION,1332,,KE,Highchem
MAALOX 350ml SUSPENSION,358,,KE,Highchem
MAALOX PLUS 200MG TABS BL4X10,494,,KE,Highchem
NO SPA 40mg TABS 100'S,283,,KE,Highchem
NO SPA 40mg TABS 20'S,308,,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S,33,,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S,120,,KE,Highchem
NO SPA FORTE 80mg TABS 20'S,1,,KE,Highchem
ORELOX 100mg TABS 10'S,286,,KE,Highchem
ORELOX 100ml SUSPENSION,382,,KE,Highchem
ORELOX 200mg TABS 10'S,555,,KE,Highchem
ORELOX 50ml SUSPENSION,408,,KE,Highchem
PLAVIX 75mg TABS 28'S,388,,KE,Highchem
RESONIUM 454g ADULT POWDER,646,,KE,Highchem
RHINATHIOL AD 125ml SP,3955,,KE,Highchem
RHINATHIOL ENFT 125ml SP,5823,,KE,Highchem
RHINATHIOL PROM 125ml SP,2972,,KE,Highchem
STILNOX 10mg TABS 14'S,2266,,KE,Highchem
TAVANIC 500mg TABS 5'S,1845,,KE,Highchem
TAVANIC INJECTION 500mg,350,,KE,Highchem
TRITACE 2.5 MG TABS 28s,187,,KE,Highchem
TRITACE 5.0mg TABS 30'S,200,,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S,6,,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S,242,,KE,Highchem
XATRAL LP 10mg TABS 30'S,54,,KE,Highchem
XATRAL LP TABLETS 5MG*56s,236,,KE,Highchem
ZOXON 1000mg,960,,KE,Highchem
AMARYL M 2MG CP B/30          ,1156,,KE,Laborex
AMARYL M SR 2MG CP B/30       ,524,,KE,Laborex
AMARYL TABS 1MG 30'S          ,815,,KE,Laborex
AMARYL TABS 4MG 30'S          ,1865,,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,160,,KE,Laborex
APROVASC 150-5MG CP B/28      ,13,,KE,Laborex
APROVASC 300-5MG CP B/28      ,4,,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,6054,,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,4134,,KE,Laborex
CLEXANE 40MG INJ 2'S          ,23995,,KE,Laborex
CLEXANE INJ  20MG 2'S         ,450,,KE,Laborex
CLEXANE INJ  60MG 2'S         ,6861,,KE,Laborex
CLEXANE INJ 80MG 2'S          ,3621,,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",1258,,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",807,,KE,Laborex
CORDARONE 200MG CP B/30       ,352,,KE,Laborex
DAONIL TABS 5MG 100'S         ,531,,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,29810,,KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,1623,,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,458,,KE,Laborex
EPILIM IV 400MG PER VIAL      ,137,,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,10154,,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,21,,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,87,,KE,Laborex
FLAGENTYL 500MG CP B/4        ,4599,,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,1410,,KE,Laborex
FLAGYL TABS 400MG 100'S       ,14373,,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,164,,KE,Laborex
LANTUS 300IU/3ML CART/5       ,811,,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,669,,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,12160,,KE,Laborex
LASIX TABS 40MG 20'S          ,7,,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",3571,,KE,Laborex
MAALOX PLUS SUSP 150ML        ,2,,KE,Laborex
MAALOX SUSP 350ML             ,7,,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,6,,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",37030,,KE,Laborex
NO SPA 40MG CP B/100          ,174,,KE,Laborex
NO SPA 40MG CP B/20           ,33,,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,65,,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,208,,KE,Laborex
NO SPA 80MG CP B/20           ,67,,KE,Laborex
ORELOX 100MG CP B/10          ,5079,,KE,Laborex
ORELOX 200MG CP B/10          ,5379,,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,6522,,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,5311,,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,1114,,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,12528,,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",14595,,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,49212,,KE,Laborex
RIFAFOUR TABLETS 84'S         ,32,,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,15,,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,1634,,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,3810,,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,53,,KE,Laborex
TAVANIC 500MG CP B/5          ,2743,,KE,Laborex
TELFAST 120MG TABS 10'S       ,10,,KE,Laborex
TRITACE 5MG TABS 28'S         ,989,,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,27,,KE,Laborex
"XATRAL 2,5MG CP B/30          ",14,,KE,Laborex
XATRAL LP 10MG COMP B/30      ,177,,KE,Laborex
XATRAL LP 5MG CP B/56         ,10,,KE,Laborex
ALLSTAR PEN,218,,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,874,,KE,Surgipharm
AMARYL M TABS 2mg * 30's,1925,,KE,Surgipharm
AMARYL TABS 1mg * 30's,2059,,KE,Surgipharm
AMARYL TABS 2mg * 30's,610,,KE,Surgipharm
AMARYL TABS 4mg * 30's,646,,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,160,,KE,Surgipharm
APROVASC TAB 150-5MG *28,362,,KE,Surgipharm
APROVASC TAB 300-10MG *28,267,,KE,Surgipharm
APROVASC TAB 300-5MG *28,321,,KE,Surgipharm
APROVEL TABS 150mg * 28's,595,,KE,Surgipharm
APROVEL TABS 300mg * 28's,569,,KE,Surgipharm
AXACEF TABLETS 250MG * 10,172,,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,129,,KE,Surgipharm
CLEXANE INJ. 20mg * 2,198,,KE,Surgipharm
CLEXANE INJ. 40mg * 2,20876,,KE,Surgipharm
CLEXANE INJ. 80mg * 2,8,,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,512,,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,717,,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,880,,KE,Surgipharm
DAONIL TABS 5mg * 100's,1464,,KE,Surgipharm
ELOXATIN INJ 100mg * 1,12,,KE,Surgipharm
ELOXATIN INJ 50mg * 1,20,,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,302,,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,178,,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,307,,KE,Surgipharm
EPILIM INJECTION 400MG * 1,50,,KE,Surgipharm
EPILIM SYRUP 300ml,5478,,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,5361,,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1773,,KE,Surgipharm
FLAGYL TABS 400mg * 100's,366,,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,1207,,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,2568,,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,1903,,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,1327,,KE,Surgipharm
FLEMING TABS 625MG * 14'S,4200,,KE,Surgipharm
LANTUS 10ml VIAL,376,,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,606,,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE (INSULIN GLARGINE),2337,,KE,Surgipharm
LASIX AMPS 2ml * 5,3991,,KE,Surgipharm
LASIX TABS 40mg * 20,46,,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,296,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,3951,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,2523,,KE,Surgipharm
ORELOX TABS 100MG *10'S,4160,,KE,Surgipharm
ORELOX TABS 200MG *10'S,3323,,KE,Surgipharm
PLAVIX TABS 75mg * 28's,1533,,KE,Surgipharm
RESONIUM ADULT POWDER 454G,2,,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,2062,,KE,Surgipharm
STILNOX TABS 10MG * 14,4008,,KE,Surgipharm
TARGOCID INJ 200mg * 2's,1021,,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,111,,KE,Surgipharm
TAVANIC TABS 500mg * 5,1680,,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,296,,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,566,,KE,Surgipharm
TRITACE TABS 5mg * 28's,675,,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,549,,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,110,,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,139,,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,1640,,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),539,,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,85,,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,11468,,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,400,,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,6146,,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,837,,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,44,,KE,Surgipharm
IBEX CAPSULES 2*12,10106,,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,2490,,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,2931,,KE,Surgipharm
MAALOX SUSPENSION 350ml,57,,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,51483,,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,168,,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,104,,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,139,,KE,Surgipharm
NO SPA TABLETS 40mg * 20,173,,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),29,,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,4453,,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,10090,,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,9840,,KE,Surgipharm
Zoxon 1gm Injection 1's,9666,,KE,Harleys
