product_description,quantity,country,distributor
NO SPA 40mg/2ml INJECTION 25'S ,8,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,10,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,13,KE,Highchem
OMIZEC 20mg CAPS 28'S ,100,KE,Highchem
ORELOX 100mg TABS 10'S ,268,KE,Highchem
ORELOX 100ml SUSPENSION ,1121,KE,Highchem
ORELOX 200mg TABS 10'S ,273,KE,Highchem
ORELOX 50ml SUSPENSION ,82,KE,Highchem
REICHLOX 500mg CAPS 500'S ,5,KE,Highchem
RESONIUM 454g ADULT POWDER ,21,KE,Highchem
RHINATHIOL AD 125ml SP ,311,KE,Highchem
RHINATHIOL ENFT 125ml SP ,446,KE,Highchem
RHINATHIOL PROM 125ml SP ,1246,KE,Highchem
RHINATHIOL SUGAR FREE AD 200ml SRP ,-15,KE,Highchem
TAVANIC 500mg TABS 5'S ,211,KE,Highchem
TAVANIC INJECTION 500mg ,74,KE,Highchem
TRIMOPRIM 960mg 100'S ,130,KE,Highchem
TRITACE 10.0mg TABS 30'S ,53,KE,Highchem
TRITACE 5.0mg TABS 30'S ,60,KE,Highchem
TRITACE TABS 2.5MG 1X30 ,286,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S ,3,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S ,1,KE,Highchem
XATRAL 2.5mg TABS 30'S ,32,KE,Highchem
XATRAL LP 10mg TABS 30'S ,148,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,5,KE,Highchem
ZOXON 1000mg,156,KE,Highchem
AMARYL M 2MG CP B/30          ,647,KE,Laborex
AMARYL TABS 2MG 30'S          ,128,KE,Laborex
AMARYL TABS 4MG 30'S          ,155,KE,Laborex
APROVASC 150-5MG CP B/28      ,31,KE,Laborex
APROVASC 300-5MG CP B/28      ,16,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,975,KE,Laborex
CLEXANE 40MG INJ 2'S          ,3967,KE,Laborex
CLEXANE INJ  20MG 2'S         ,51,KE,Laborex
CLEXANE INJ  60MG 2'S         ,231,KE,Laborex
CLEXANE INJ 80MG 2'S          ,283,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",134,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",33,KE,Laborex
CORDARONE 200MG CP B/30       ,100,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,2839,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,149,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,434,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,1761,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,156,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,123,KE,Laborex
FLAGENTYL 500MG CP B/4        ,117,KE,Laborex
FLAGYL INFUSION 100ML         ,5211,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,1450,KE,Laborex
LANTUS 300IU/3ML CART/5       ,15,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,18,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,763,KE,Laborex
LASIX TABS 40MG 20'S          ,4077,KE,Laborex
MAALOX PLUS SUSP 150ML        ,277,KE,Laborex
MAALOX PLUS SUSP 350ML        ,1381,KE,Laborex
MAALOX SUSP 350ML             ,61,KE,Laborex
MAALOX SUSPENSION 150ML       ,65,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,30,KE,Laborex
MONOTILDIEM SR TABS 300MG 28'S,9,KE,Laborex
NO SPA 40MG CP B/100          ,76,KE,Laborex
NO SPA 40MG CP B/20           ,28,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,4,KE,Laborex
NO SPA 80MG CP B/20           ,33,KE,Laborex
ORELOX 100MG CP B/10          ,424,KE,Laborex
ORELOX 200MG CP B/10          ,170,KE,Laborex
ORELOX 80MG/PED 100ML40MG/5ML ,1012,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,763,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,735,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",1707,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,2100,KE,Laborex
RIFAFOUR TABLETS 84'S         ,402,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,1026,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,2220,KE,Laborex
TAVANIC 500MG CP B/5          ,463,KE,Laborex
TELFAST 120MG TABS 10'S       ,11,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",240,KE,Laborex
TRITACE TABS 5MG 30'S         ,101,KE,Laborex
TRITAZIDE 5-25MG TABS 28'S    ,8,KE,Laborex
"XATRAL 2,5MG CP B/30          ",19,KE,Laborex
XATRAL LP 5MG CP B/56         ,16,KE,Laborex
AMARYL M SR TABS 2-500mg * 30's,3,KE,Surgipharm
AMARYL M TABS 2mg * 30's,432,KE,Surgipharm
AMARYL TABS 1mg * 30's,59,KE,Surgipharm
AMARYL TABS 2mg * 30's,55,KE,Surgipharm
AMARYL TABS 4mg * 30's,200,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,9,KE,Surgipharm
APROVASC TAB 150-5MG *28,136,KE,Surgipharm
APROVASC TAB 300-10MG *28,41,KE,Surgipharm
APROVASC TAB 300-5MG *28,40,KE,Surgipharm
APROVEL TABS 150mg * 28's,86,KE,Surgipharm
APROVEL TABS 300mg * 28's,133,KE,Surgipharm
AXACEF TABLETS 250MG * 10,210,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,40,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),103,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),1674,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,1246,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,6999,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,1678,KE,Surgipharm
CLEXANE INJ. 20mg * 2,483,KE,Surgipharm
CLEXANE INJ. 40mg * 2,5067,KE,Surgipharm
CLEXANE INJ. 60mg * 2,718,KE,Surgipharm
CLEXANE INJ. 80mg * 2,373,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,176,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,324,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,307,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,100,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,3108,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,62,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,499,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,1532,KE,Surgipharm
EPILIM INJECTION 400MG * 1,73,KE,Surgipharm
EPILIM SYRUP 300ml,19,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,131,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,1618,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,5490,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1043,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1036,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,1051,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML(SANOFI),2461,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),325,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,40,KE,Surgipharm
IBEX CAPSULES 2*12,955,KE,Surgipharm
LANTUS 10ml VIAL,65,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,666,KE,Surgipharm
LASIX AMPS 2ml * 5,815,KE,Surgipharm
LASIX TABS 40mg * 20,1188,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,286,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,594,KE,Surgipharm
MAALOX SUSPENSION 150ml,347,KE,Surgipharm
MAALOX SUSPENSION 350ml,678,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,44,KE,Surgipharm
MUCOSOLVAN TABLETS 30mg * 20's,64,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,26,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,23,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,185,KE,Surgipharm
NO SPA TABLETS 40mg * 20,83,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,1720,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,535,KE,Surgipharm
ORELOX TABS 100MG *10'S,1116,KE,Surgipharm
ORELOX TABS 200MG *10'S,642,KE,Surgipharm
PHARMATON KIDDI SYRUP 100ML,143,KE,Surgipharm
PHARMATON KIDDI SYRUP 200ML,-2,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,40,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,13,KE,Surgipharm
PLAVIX TABS 75mg * 28's,228,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),-36,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,1351,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,2753,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,10782,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,501,KE,Surgipharm
STILNOX TABS 10MG * 14,523,KE,Surgipharm
TARGOCID INJ 200mg * 2's,2,KE,Surgipharm
TARGOCID INJ 400mg * 1s,4,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,269,KE,Surgipharm
TAVANIC TABS 500mg * 5,380,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,45,KE,Surgipharm
TRITACE TABS 5mg * 30's,200,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,81,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,20,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,56,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,436,KE,Surgipharm
AMARYL M TABS 2mg * 30's,34,KE,Surgipharm
AMARYL TABS 1mg * 30's,30,KE,Surgipharm
AMARYL TABS 2mg * 30's,63,KE,Surgipharm
AMARYL TABS 4mg * 30's,17,KE,Surgipharm
APROVASC TAB 150-5MG *28,23,KE,Surgipharm
APROVASC TAB 300-10MG *28,1,KE,Surgipharm
APROVEL TABS 150mg * 28's,10,KE,Surgipharm
APROVEL TABS 300mg * 28's,12,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,30,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),8,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),216,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,7,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,470,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,230,KE,Surgipharm
CLEXANE INJ. 20mg * 2,12,KE,Surgipharm
CLEXANE INJ. 40mg * 2,167,KE,Surgipharm
CLEXANE INJ. 60mg * 2,64,KE,Surgipharm
CLEXANE INJ. 80mg * 2,7,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,15,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,8,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,35,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,6,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,75,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,5,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,21,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,12,KE,Surgipharm
EPILIM INJECTION 400MG * 1,35,KE,Surgipharm
EPILIM SYRUP 300ml,36,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,22,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,3,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,40,KE,Surgipharm
FLAGYL SUSPENSION 100ml,80,KE,Surgipharm
FLAGYL TABS 400mg * 100's,153,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,91,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,13,KE,Surgipharm
IBEX CAPSULES 2*12,22,KE,Surgipharm
LANTUS 10ml VIAL,16,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,80,KE,Surgipharm
LASIX AMPS 2ml * 5,30,KE,Surgipharm
LASIX TABS 40mg * 20,33,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,6,KE,Surgipharm
MAALOX PLUS SUSPENSION 350ml,25,KE,Surgipharm
MAALOX SUSPENSION 150ml,72,KE,Surgipharm
MAALOX SUSPENSION 350ml,79,KE,Surgipharm
MONO-TILDIEM S.R CAPS 300mg * 28's,1,KE,Surgipharm
MUCOSOLVAN TABLETS 30mg * 20's,1,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,3,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,2,KE,Surgipharm
NO SPA TABLETS 40mg * 20,2,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,102,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,14,KE,Surgipharm
ORELOX TABS 100MG *10'S,201,KE,Surgipharm
ORELOX TABS 200MG *10'S,144,KE,Surgipharm
PHARMATON KIDDI SYRUP 100ML,5,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,39,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,12,KE,Surgipharm
PLAVIX TABS 75mg * 28's,30,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,57,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,865,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,334,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,201,KE,Surgipharm
STILNOX TABS 10MG * 14,43,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,19,KE,Surgipharm
TAVANIC TABS 500mg * 5,18,KE,Surgipharm
TRITACE TABS 5mg * 30's,42,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,5,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,3,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,10,KE,Surgipharm
