GMID,movement_code,Quantity,discount,Customer Name,Country,Distributor
346666,SN,728,,LABOREX BURKINA,BF,EPDIS
298693,SN,112,,LABOREX BURKINA,BF,EPDIS
298691,SN,324,,LABOREX BURKINA,BF,EPDIS
355560,SN,30,,LABOREX BURKINA,BF,EPDIS
168279,SN,30,,LABOREX BURKINA,BF,EPDIS
663981,SN,3000,,TEDIS BURKINA,BF,EPDIS
671637,SN,700,,TEDIS BURKINA,BF,EPDIS
321233,SN,10,,TEDIS BURKINA,BF,EPDIS
663982,SN,6600,,TEDIS BURKINA,BF,EPDIS
663985,SN,1220,,TEDIS BURKINA,BF,EPDIS
671639,SN,594,,LABOREX BURKINA,BF,EPDIS
281498,SN,2688,,LABOREX BURKINA,BF,EPDIS
252041,SN,350,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
630791,SN,100,,ALCHEM INDUSTRIES,BI,EPDIS
624774,SN,200,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
287550,SN,320,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
209742,SN,30,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
551043,SN,240,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
551042,SN,240,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
305479,SN,480,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
611732,SN,200,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
664047,SN,400,,MULTIPHAR (PHARMACIE DE GROS),BI,EPDIS
662889,SN,160,,ALCHEM INDUSTRIES,BI,EPDIS
305928,SG,765,,ALCHEM INDUSTRIES,BI,EPDIS
249438,SG,631,,ALCHEM INDUSTRIES,BI,EPDIS
663985,SG,2600,,ALCHEM INDUSTRIES,BI,EPDIS
209742,SG,470,,ALCHEM INDUSTRIES,BI,EPDIS
268013,SG,1500,,ALCHEM INDUSTRIES,BI,EPDIS
268014,SG,700,,ALCHEM INDUSTRIES,BI,EPDIS
268015,SG,790,,ALCHEM INDUSTRIES,BI,EPDIS
298801,SG,150,,ALCHEM INDUSTRIES,BI,EPDIS
305479,SG,30500,,ALCHEM INDUSTRIES,BI,EPDIS
342280,SG,441,,ALCHEM INDUSTRIES,BI,EPDIS
252040,SG,5500,,ALCHEM INDUSTRIES,BI,EPDIS
354950,SG,407,,ALCHEM INDUSTRIES,BI,EPDIS
287550,SG,2950,,ALCHEM INDUSTRIES,BI,EPDIS
269069,SG,5700,,ALCHEM INDUSTRIES,BI,EPDIS
281499,SG,1200,,ALCHEM INDUSTRIES,BI,EPDIS
625765,SG,3000,,ALCHEM INDUSTRIES,BI,EPDIS
551042,SG,700,,ALCHEM INDUSTRIES,BI,EPDIS
630791,SG,2500,,ALCHEM INDUSTRIES,BI,EPDIS
630763,SG,1200,,ALCHEM INDUSTRIES,BI,EPDIS
624479,SG,10000,,ALCHEM INDUSTRIES,BI,EPDIS
662889,SG,1350,,ALCHEM INDUSTRIES,BI,EPDIS
323473,SG,8600,,ALCHEM INDUSTRIES,BI,EPDIS
281498,SG,2000,,ALCHEM INDUSTRIES,BI,EPDIS
489540,SN,2400,,UBIPHARM,BJ,EPDIS
477825,SN,144,,U.B. PHAR S.A.,BJ,EPDIS
476941,SN,20,,U.B. PHAR S.A.,BJ,EPDIS
298709,SN,40,,UBIPHARM,BJ,EPDIS
287552,SN,54,,U.B. PHAR S.A.,BJ,EPDIS
489541,SN,1000,,UBIPHARM,BJ,EPDIS
475982,SN,240,,UBIPHARM,BJ,EPDIS
528888,SN,10,,PROMO PHARMA,BJ,EPDIS
545747,SN,70,,PROMO PHARMA,BJ,EPDIS
209742,SN,100,,PROMO PHARMA,BJ,EPDIS
592979,SN,30,,PROMO PHARMA,BJ,EPDIS
268013,SN,200,,PROMO PHARMA,BJ,EPDIS
268014,SN,60,,PROMO PHARMA,BJ,EPDIS
268015,SN,50,,PROMO PHARMA,BJ,EPDIS
282319,SN,90,,PROMO PHARMA,BJ,EPDIS
196680,SN,20,,PROMO PHARMA,BJ,EPDIS
196681,SN,30,,PROMO PHARMA,BJ,EPDIS
551043,SN,180,,PROMO PHARMA,BJ,EPDIS
320343,SN,80,,PROMO PHARMA,BJ,EPDIS
630791,SN,120,,PROMO PHARMA,BJ,EPDIS
611732,SN,20,,PROMO PHARMA,BJ,EPDIS
664047,SN,60,,PROMO PHARMA,BJ,EPDIS
311122,SN,100,,PROMO PHARMA,BJ,EPDIS
408003,SN,30,,PROMO PHARMA,BJ,EPDIS
624775,SN,100,,PROMO PHARMA,BJ,EPDIS
223652,SN,10,,PROMO PHARMA,BJ,EPDIS
625681,SN,320,,PROMO PHARMA,BJ,EPDIS
287552,SN,50,,PROMO PHARMA,BJ,EPDIS
625681,SN,320,,U.B. PHAR S.A.,BJ,EPDIS
627329,SN,2100,,GAPOB,BJ,EPDIS
298706,SN,160,,PROMO PHARMA,BJ,EPDIS
307013,SN,80,,UBIPHARM,BJ,EPDIS
321233,SN,40,,UBIPHARM,BJ,EPDIS
663984,SN,120,,UBIPHARM,BJ,EPDIS
671639,SN,396,,UBIPHARM,BJ,EPDIS
368552,SN,45,,UBIPHARM,BJ,EPDIS
368552,SN,60,,PROMO PHARMA,BJ,EPDIS
249438,SN,200,,PROMO PHARMA,BJ,EPDIS
305928,SN,160,,UBIPHARM,BJ,EPDIS
663985,SN,2440,,GAPOB,BJ,EPDIS
268014,SN,65,,U.B. PHAR S.A.,BJ,EPDIS
628074,SN,240,,U.B. PHAR S.A.,BJ,EPDIS
368552,SN,200,,U.B. PHAR S.A.,BJ,EPDIS
298706,SN,30,,U.B. PHAR S.A.,BJ,EPDIS
671637,SN,910,,UBIPHARM,BJ,EPDIS
476956,SN,400,,UBIPHARM,BJ,EPDIS
475875,SN,8,,UBIPHARM,BJ,EPDIS
305928,SN,480,,GAPOB,BJ,EPDIS
310637,SN,10,,UBIPHARM,BJ,EPDIS
592979,SN,20,,UBIPHARM,BJ,EPDIS
268012,SN,30,,UBIPHARM,BJ,EPDIS
268013,SN,90,,UBIPHARM,BJ,EPDIS
268014,SN,40,,UBIPHARM,BJ,EPDIS
268015,SN,20,,UBIPHARM,BJ,EPDIS
282348,SN,40,,UBIPHARM,BJ,EPDIS
196680,SN,10,,UBIPHARM,BJ,EPDIS
374872,SN,30,,UBIPHARM,BJ,EPDIS
551043,SN,100,,UBIPHARM,BJ,EPDIS
298682,SN,70,,UBIPHARM,BJ,EPDIS
323487,SN,120,,UBIPHARM,BJ,EPDIS
639608,SN,50,,UBIPHARM,BJ,EPDIS
213866,SN,10,,UBIPHARM,BJ,EPDIS
476947,SN,720,,UBIPHARM,BJ,EPDIS
368552,SN,672,,GAPOB,BJ,EPDIS
663981,SN,1050,,PROMO PHARMA,BJ,EPDIS
476956,SN,425,,PROMO PHARMA,BJ,EPDIS
476957,SN,150,,PROMO PHARMA,BJ,EPDIS
476963,SN,126,,PROMO PHARMA,BJ,EPDIS
311168,SN,240,,UBIPHARM,BJ,EPDIS
292174,SN,32,,UBIPHARM,BJ,EPDIS
289138,SN,30,,UBIPHARM,BJ,EPDIS
592685,SN,30,,UBIPHARM,BJ,EPDIS
592684,SN,40,,UBIPHARM,BJ,EPDIS
354883,SN,40,,UBIPHARM,BJ,EPDIS
624625,SN,20,,UBIPHARM,BJ,EPDIS
625765,SN,15,,UBIPHARM,BJ,EPDIS
368552,SN,40,,UBIPHARM,BJ,EPDIS
479530,SN,90,,UBIPHARM,BJ,EPDIS
323470,SN,240,,UBIPHARM,BJ,EPDIS
663983,SN,4356,,GAPOB,BJ,EPDIS
305928,SN,320,,PROMO PHARMA,BJ,EPDIS
663983,SN,588,,UBIPHARM,BJ,EPDIS
554510,SN,140,,UBIPHARM,BJ,EPDIS
98574,SN,20,,PROMO PHARMA,BJ,EPDIS
214082,SN,360,,U.B. PHAR S.A.,BJ,EPDIS
214082,SN,480,,PROMO PHARMA,BJ,EPDIS
298709,SN,160,,GAPOB,BJ,EPDIS
663983,SN,4410,,UBIPHARM,BJ,EPDIS
663983,SN,3564,,PROMO PHARMA,BJ,EPDIS
476947,SN,720,,U.B. PHAR S.A.,BJ,EPDIS
214082,SN,160,,GAPOB,BJ,EPDIS
268012,SN,20,,UBIPHARM,BJ,EPDIS
268013,SN,100,,UBIPHARM,BJ,EPDIS
282319,SN,40,,UBIPHARM,BJ,EPDIS
282345,SN,50,,UBIPHARM,BJ,EPDIS
551042,SN,100,,UBIPHARM,BJ,EPDIS
628074,SN,240,,UBIPHARM,BJ,EPDIS
630791,SN,150,,UBIPHARM,BJ,EPDIS
592593,SN,50,,UBIPHARM,BJ,EPDIS
311122,SN,80,,UBIPHARM,BJ,EPDIS
626630,SN,720,,UBIPHARM,BJ,EPDIS
626630,SN,600,,UBIPHARM,BJ,EPDIS
626630,SN,2760,,PROMO PHARMA,BJ,EPDIS
663982,SN,2310,,PROMO PHARMA,BJ,EPDIS
663982,SN,4620,,UBIPHARM,BJ,EPDIS
209742,SN,100,,PROMO PHARMA,BJ,EPDIS
268012,SN,40,,PROMO PHARMA,BJ,EPDIS
