product_description,quantity,country,distributor
BUSCOPAN AMPOULES 20MG 5'S    ,60,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,"1,318.00",KE,Laborex
CLEXANE 40MG INJ 2'S          ,"2,756.00",KE,Laborex
CLEXANE INJ  20MG 2'S         ,180,KE,Laborex
CLEXANE INJ  60MG 2'S         ,837,KE,Laborex
CLEXANE INJ 80MG 2'S          ,547,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",40,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",88,KE,Laborex
CORDARONE 200MG CP B/30       ,34,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,"7,964.00",KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,198,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,"1,322.00",KE,Laborex
EPILIM IV 400MG PER VIAL      ,11,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,396,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,104,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,51,KE,Laborex
FLAGENTYL 500MG CP B/4        ,"1,099.00",KE,Laborex
FLAGYL INFUSION 100ML         ,955,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,775,KE,Laborex
FLAGYL TABS 400MG 100'S       ,367,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,13,KE,Laborex
LANTUS 300IU/3ML CART/5       ,22,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,139,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,157,KE,Laborex
LASIX TABS 40MG 20'S          ,"2,539.00",KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",263,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,71,KE,Laborex
MAALOX SUSP 350ML             ,666,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .","1,217.00",KE,Laborex
NO SPA 40MG CP B/100          ,63,KE,Laborex
NO SPA 40MG CP B/100          ,3,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,22,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,165,KE,Laborex
NO SPA 80MG CP B/20           ,19,KE,Laborex
ORELOX 100MG CP B/10          ,117,KE,Laborex
ORELOX 200MG CP B/10          ,293,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,577,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,356,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,46,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,"1,057.00",KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ","1,202.00",KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,"1,914.00",KE,Laborex
RIFOCIN INJ 250MG 1'S         ,59,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,863,KE,Laborex
TAVANIC 500MG CP B/5          ,328,KE,Laborex
"TRITACE 2,5MG TABS 28'S       ",14,KE,Laborex
TRITACE 5MG TABS 28'S         ,119,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,19,KE,Laborex
"XATRAL 2,5MG CP B/30          ",8,KE,Laborex
XATRAL LP 10MG COMP B/30      ,103,KE,Laborex
XATRAL LP 5MG CP B/56         ,19,KE,Laborex
