Distributor_Product_Name,Quantity,Expiry,country,distributor_name
FLAGYL 100ml SUSPENSION,839,,KE,Highchem
FLAGYL 100ml VIAFLEX,2,,KE,Highchem
FLAGYL 400mg TABS 100'S,70,,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S,542,,KE,Highchem
MAALOX 150ml SUSPENSION,3164,,KE,Highchem
MAALOX 350ml SUSPENSION,464,,KE,Highchem
MAALOX 460mg SATCHETS LEMON,558,,KE,Highchem
MAALOX PLUS 200MG TABS BL4X10,579,,KE,Highchem
NO SPA 40mg TABS 100'S,435,,KE,Highchem
NO SPA 40mg TABS 20'S,313,,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S,45,,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S,140,,KE,Highchem
NO SPA FORTE 80mg TABS 20'S,405,,KE,Highchem
ORELOX 100mg TABS 10'S,598,,KE,Highchem
ORELOX 100ml SUSPENSION,40,,KE,Highchem
ORELOX 200mg TABS 10'S,256,,KE,Highchem
ORELOX 50ml SUSPENSION,42,,KE,Highchem
PLAVIX 75mg TABS 28'S,575,,KE,Highchem
RHINATHIOL AD 125ml SP,4766,,KE,Highchem
RHINATHIOL ENFT 125ml SP,1840,,KE,Highchem
RHINATHIOL PROM 125ml SP,1640,,KE,Highchem
RHINATHIOL SUGAR FREE AD 200ml SRP,92,,KE,Highchem
STILNOX 10mg TABS 14'S,4136,,KE,Highchem
TAVANIC 500mg TABS 5'S,118,,KE,Highchem
TELFAST 120mg TABS 10'S,119,,KE,Highchem
TRITACE 2.5 MG TABS 28s,303,,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S,6,,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S,251,,KE,Highchem
XATRAL LP 10mg TABS 30'S,368,,KE,Highchem
XATRAL LP TABLETS 5MG*56s,290,,KE,Highchem
AMARYL M 2MG CP B/30          ,683,,KE,Laborex
AMARYL M SR 2MG CP B/30       ,367,,KE,Laborex
AMARYL TABS 1MG 30'S          ,1180,,KE,Laborex
AMARYL TABS 2MG 30'S          ,10,,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,173,,KE,Laborex
APROVASC 150-5MG CP B/28      ,77,,KE,Laborex
APROVASC 300-5MG CP B/28      ,40,,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,7354,,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,7725,,KE,Laborex
CLEXANE 40MG INJ 2'S          ,15559,,KE,Laborex
CLEXANE INJ  20MG 2'S         ,1519,,KE,Laborex
CLEXANE INJ  60MG 2'S         ,9058,,KE,Laborex
CLEXANE INJ 80MG 2'S          ,4636,,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",1407,,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",1072,,KE,Laborex
CORDARONE 200MG CP B/30       ,506,,KE,Laborex
DAONIL TABS 5MG 100'S         ,631,,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,41678,,KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,2088,,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,3243,,KE,Laborex
EPILIM IV 400MG PER VIAL      ,260,,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,2356,,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,182,,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,229,,KE,Laborex
FLAGENTYL 500MG CP B/4        ,6109,,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,3871,,KE,Laborex
FLAGYL TABS 400MG 100'S       ,919,,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,223,,KE,Laborex
LANTUS 300IU/3ML CART/5       ,859,,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,996,,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,13364,,KE,Laborex
LASIX TABS 40MG 20'S          ,4139,,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",4081,,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,12,,KE,Laborex
MAALOX SUSP 350ML             ,1,,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,40,,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",39772,,KE,Laborex
NO SPA 40MG CP B/100          ,59,,KE,Laborex
NO SPA 40MG CP B/20           ,78,,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,122,,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,244,,KE,Laborex
NO SPA 80MG CP B/20           ,129,,KE,Laborex
ORELOX 100MG CP B/10          ,3049,,KE,Laborex
ORELOX 200MG CP B/10          ,3551,,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,8631,,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,6290,,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,1232,,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,3226,,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,7128,,KE,Laborex
RIFAFOUR TABLETS 84'S         ,171,,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,23,,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,2501,,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,5296,,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,70,,KE,Laborex
TAVANIC 500MG CP B/5          ,1930,,KE,Laborex
TELFAST 120MG TABS 10'S       ,27,,KE,Laborex
TRITACE 5MG TABS 28'S         ,1257,,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,42,,KE,Laborex
"XATRAL 2,5MG CP B/30          ",36,,KE,Laborex
XATRAL LP 10MG COMP B/30      ,367,,KE,Laborex
XATRAL LP 5MG CP B/56         ,47,,KE,Laborex
ALLSTAR PEN,813,,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,747,,KE,Surgipharm
AMARYL M TABS 2mg * 30's,1383,,KE,Surgipharm
AMARYL TABS 1mg * 30's,1927,,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,202,,KE,Surgipharm
APROVASC TAB 150-5MG *28,336,,KE,Surgipharm
APROVASC TAB 300-10MG *28,126,,KE,Surgipharm
APROVASC TAB 300-5MG *28,470,,KE,Surgipharm
APROVEL TABS 150mg * 28's,721,,KE,Surgipharm
APROVEL TABS 300mg * 28's,683,,KE,Surgipharm
CLEXANE INJ. 20mg * 2,12,,KE,Surgipharm
CLEXANE INJ. 40mg * 2,25777,,KE,Surgipharm
CLEXANE INJ. 60mg * 2,181,,KE,Surgipharm
CLEXANE INJ. 80mg * 2,542,,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,676,,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,1374,,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,874,,KE,Surgipharm
DAONIL TABS 5mg * 100's,2251,,KE,Surgipharm
ELOXATIN INJ 100mg * 1,14,,KE,Surgipharm
ELOXATIN INJ 50mg * 1,22,,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,5,,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,159,,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,1757,,KE,Surgipharm
EPILIM SYRUP 300ml,3174,,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,6642,,KE,Surgipharm
FLAGYL SUSPENSION 100ml,6320,,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1815,,KE,Surgipharm
LANTUS 10ml VIAL,572,,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,724,,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,2266,,KE,Surgipharm
LASIX TABS 40mg * 20,633,,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,300,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,5275,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,3748,,KE,Surgipharm
ORELOX TABS 100MG *10'S,1705,,KE,Surgipharm
ORELOX TABS 200MG *10'S,4644,,KE,Surgipharm
PLAVIX TABS 75mg * 28's,1533,,KE,Surgipharm
RESONIUM ADULT POWDER 454G,2,,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,75,,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,1,,KE,Surgipharm
ROXICEF INJECTION 750MG * 1's,6,,KE,Surgipharm
STILNOX TABS 10MG * 14,6457,,KE,Surgipharm
TARGOCID INJ 400mg * 1s,1056,,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,245,,KE,Surgipharm
TAVANIC TABS 500mg * 5,849,,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,90,,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,880,,KE,Surgipharm
TRITACE TABS 5mg * 28's,1180,,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,588,,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,133,,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,75,,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,1854,,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),660,,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,2273,,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,12653,,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,8756,,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,3912,,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,612,,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,56,,KE,Surgipharm
IBEX CAPSULES 2*12,11534,,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,803,,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,713,,KE,Surgipharm
MAALOX SUSPENSION 150ml,33,,KE,Surgipharm
MAALOX SUSPENSION 350ml,1387,,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,55680,,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,207,,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,182,,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,77,,KE,Surgipharm
NO SPA TABLETS 40mg * 20,200,,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),30,,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,5388,,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,10813,,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,13661,,KE,Surgipharm
