product_description,quantity,country,distributor
TAVANIC INJ. 500mg VIAL,251,KE,Surgipharm
TAVANIC TABS 500mg * 5,326,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,41,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,45,KE,Surgipharm
TRITACE TABS 5mg * 28's,76,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,6,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,11,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,47,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,250,KE,Surgipharm
BIOFERON CAPS *30 (SANOFI),54,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),0,KE,Surgipharm
BISOLVON LINCTUS 200ML,0,KE,Surgipharm
BISOLVON TABLETS 8mg * 20's,0,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,0,KE,Surgipharm
BRUMED SUSP 100MG/5ML 100ML,0,KE,Surgipharm
BRUMED TABS 400MG * 100's,0,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,520,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,4189,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,0,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,0,KE,Surgipharm
DULCOLAX TABS 5MG,0,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,9425,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,482,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,34,KE,Surgipharm
IBEX CAPSULES 2*12,432,KE,Surgipharm
LACTACYD 120ML,0,KE,Surgipharm
LACTACYD 200ML,0,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,1908,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,840,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,803,KE,Surgipharm
MAALOX SUSPENSION 150ml,559,KE,Surgipharm
MAALOX SUSPENSION 350ml,856,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,7053,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,44,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,41,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,178,KE,Surgipharm
NO SPA TABLETS 40mg * 20,73,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,16,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,7,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),22,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,2110,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,5661,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,617,KE,Surgipharm
