country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
KE,Surgipharm,BRONCHICUM SYRUP * 100ml,BRONCHICUM 6.64G/+ ELIX BTX1 XE,352016
KE,Surgipharm,ENTEROGERMINA VIALS 5ML * 10's,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE,618677
KE,Surgipharm,MAALOX LEMON STICK 460mg/susp *20s,Maalox 460mg/susp SC20 S3 M36 XE,292174
KE,Surgipharm,MUCOSOLVAN LIQUID 15mg/5ml * 100ml,MUCOSOLVAN LIQUID 15mg/5ml * 100ml ,651777
KE,Surgipharm,ORELOX SUSP 40MG/5ML 50ML,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,298693
KE,Surgipharm,RHINATHIOL INFANT SYRUP 125ml,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
KE,Surgipharm,RHINATHIOL PROMETHAZINE SYRUP 125ml,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM",323473
KE,Surgipharm,XATRAL LP TABLETS 5mg * 56's,XATRAL 5MG TAB BL4X14 S3 M36 XD,612011
KE,Surgipharm,CLEXANE INJ. 20mg * 2,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE,655022
KE,Surgipharm,CLEXANE INJ. 40mg * 2,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,655023
KE,Surgipharm,CLEXANE INJ. 80mg * 2,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,655025
KE,Surgipharm,LASIX AMPS 2ml * 5,LASIX 20MG/2ML INJ AM5 S3 M60 XE,518946
KE,Surgipharm,RHINATHIOL EXPEC/ADULT SYRUP 125ml,RHINATHIOL 6.25G/+ SYR BT,660727
KE,Surgipharm,AMARYL TABS 1mg * 30's,AMARYL 1MG 30 TABS,645820
KE,Surgipharm,NO SPA INJECTION 40mg/2ml * 25Amps,NOSPA 40MG/2ML INJ AM25 XD,289137
KE,Surgipharm,NO SPA TABLETS 40mg * 20,NOSPA 40MG TAB BL2X10 XE,287550
KE,Surgipharm,PLAVIX TABS 75mg * 28's,PLAVIX 75MG TABCO BL2X14 M36 XE,544062
KE,Surgipharm,RESONIUM ADULT POWDER 454G,RESONIUM A 453.7G/+ POWD BTX1 M60 XE,258746
KE,Surgipharm,RIFOCIN INJ. 250mg * 1's,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE,312451
KE,Surgipharm,TARGOCID INJ 400mg * 1s,TARGOCID IV 400,306632
KE,Surgipharm,TRITACE TABS 2.5mg * 28's,"TRITACE 2,5MG  28 TABS",627595
KE,Surgipharm,AMARYL M SR TABS 2MG-500mg * 30's,AMARYL M SR 2MG 30'S,321233
KE,Surgipharm,APROVASC TAB 300-5MG *28,APROVASC 300/5,539182
KE,Surgipharm,APROVEL TABS 150mg * 28's,APROVEL 150MG TABCO BL2X14 RM M36 XE,196680
KE,Surgipharm,CLEXANE INJ. 60mg * 2,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
KE,Surgipharm,EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),EPILIM 400MG/4ML INJPO VL+S1 M60 XE,649635
KE,Surgipharm,TAVANIC INJ. 500mg VIAL,TAVANIC 500MG/+ INFLS VL1,694156
KE,Surgipharm,TAXOTERE 80mg/4ml * 1 VIAL,TAXOTERE 80mg NSL 1+1 EXP,508182
KE,Surgipharm,MAALOX SUSPENSION 350ml,MAALOX SUSPENSION 350ML (EXPORT),506739
KE,Surgipharm,LANTUS 3ml CARTRIDGE * 5's,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE,241634
KE,Surgipharm,BIOFERON CAPS *30,BIOFERON 305MG CAP 3X10,698116
KE,Surgipharm,BIOFERON SUSP 200ML,BIOFERON 8G/200ML+ SYR BTX1 M30 EX,679090
KE,Surgipharm,IBEX CAPSULES 2*12,IBEX 200MG+ CAPEM BL2X12 M36 EX,476933
KE,Surgipharm,APIDRA SOLOSTAR 3ML DISP PENS * 5s,APIDRA SOLOSTAR 300IU INJ/5,380567
KE,Surgipharm,ZOXON 1GM INJ 1*1 WITH WATER,ZOXON 1G INJPO VL1+AM1 M36 KE,477044
KE,Surgipharm,AXACEF TABLETS 250MG * 10,AXACEF 250MG TABCO BL1X10 M36 GH,475987
KE,Surgipharm,TRITAZIDE TABS 5/12.5MG * 28'S,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD,282348
KE,Surgipharm,AXACEF TABLETS 500MG * 10's,AXACEF 500MG TABCO BL1X10 M36 KE,475988
KE,Surgipharm,ALLSTAR PEN,ALLSTAR MEDSU PEN1 XE,516219
KE,Surgipharm,ELOXATIN INJ 100mg * 1,ELOXATINE* 100MG LYO 1FL VTE EX AMO S3,407096
KE,Surgipharm,NO SPA FORTE TABLETS 80MG * 20,NOSPA 80MG TAB BL2X10 S3,287553
KE,Laborex,ALL STAR PEN                  ,ALLSTAR MEDSU PEN1 XE,516219
KE,Laborex,AMARYL M 2MG CP B/30          ,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
KE,Laborex,AMARYL M SR 2MG CP B/30       ,AMARYL M SR 2MG 30'S,321233
KE,Laborex,AMARYL TABS 1MG 30'S          ,AMARYL 1MG 30 TABS,645820
KE,Laborex,AMARYL TABS 2MG 30'S          ,AMARYL 2MG 30 TABS,645818
KE,Laborex,AMARYL TABS 4MG 30'S          ,AMARYL 4MG 30 TABS,645819
KE,Laborex,APROVASC 150-5MG CP B/28      ,APROVASC 150/5,539183
KE,Laborex,APROVASC 300-10MG CP B/28     ,APROVASC 300/10,539181
KE,Laborex,APROVASC 300-5MG CP B/28      ,APROVASC 300/5,539182
KE,Laborex,APROVEL 150MG RM CP B/28      ,APROVEL 150MG TABCO BL2X14 RM M36 XE,196680
KE,Laborex,APROVEL 300MG RM CP B/28      ,APROVEL 300MG TABCO BL2X14 RM M36 XE,196681
KE,Laborex,BRONCHICUM ELIXIR 100ML       ,BRONCHICUM 6.64G/+ ELIX BTX1 XE,352016
KE,Laborex,BUSCOPAN AMPOULES 20MG 5'S    ,BUSCOPAN AMPOULES 20mg/1ml * 5's ,652574
KE,Laborex,BUSCOPAN PLUS TABS 50'S      .,BUSCOPAN PLUS TABLETS * 50's,653030
KE,Laborex,BUSCOPAN TABS 10MG 50'S      .,BUSCOPAN TABLETS BP 10mg * 50's,651969
KE,Laborex,CLEXANE 40MG INJ 2'S          ,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,655023
KE,Laborex,CLEXANE INJ  20MG 2'S         ,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE,655022
KE,Laborex,CLEXANE INJ  60MG 2'S         ,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
KE,Laborex,CLEXANE INJ 80MG 2'S          ,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,655025
KE,Laborex,"CO APROVEL 150/12,5MG RMCP/28 ",COAPROVEL RM 150-12.5MG TABCO BL2X14 XD,515056
KE,Laborex,"CO APROVEL 300/12,5MG RMCP/28 ",COAPROVEL 300-12.5MG TABCO BL2X14 RM XD,514930
KE,Laborex,CORDARONE 200MG CP B/30       ,CORDARONE 200MG TAB BL3X10 S3 M36 XD,554510
KE,Laborex,DULCOLAX TABS 5MG 30'S       .,DULCOLAX TABLETS 5mg * 30's SugarC,693896
KE,Laborex,ENTEROGERMINA 2M/5ML F/10     ,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE,618677
KE,Laborex,EPILIM CHRONO 300MG TABS      ,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,643215
KE,Laborex,EPILIM CHRONO TABS 500MG 100S ,EPILIM CHRONO 333-145MG T,643216
KE,Laborex,EPILIM EC TABS 200MG 100'S    ,EPILIM 200MG TAB BL10X10,728129
KE,Laborex,EPILIM IV 400MG PER VIAL      ,EPILIM 400MG/4ML INJPO VL+S1 M60 XE,649635
KE,Laborex,EPILIM SYRUP 200MG/5ML 300ML  ,EPILIM 12G/300ML SYR BTX1,641849
KE,Laborex,ERCEFURYL 200MG GELU B/28     ,ERCEFURYL 200MG CAP BL2X14,592593
KE,Laborex,ERCEFURYL SUSP BUV F/90ML     ,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX,671538
KE,Laborex,FLAGENTYL 500MG CP B/4        ,FLAGENTYL 500MG TABCO BL1X4 S3 XE,664051
KE,Laborex,FLAGYL SUSP 200MG 100ML       ,FLAGYL SUSPENSION 100ML,645815
KE,Laborex,FLAGYL TABS 400MG 100'S       ,FLAGYL 400MG 100 TABS,645817
KE,Laborex,LANTUS 100UI VIAL 10ML        ,LANTUS VIAL 10MG 1,615926
KE,Laborex,LANTUS 300IU/3ML CART/5       ,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE,241634
KE,Laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,LANTUS SOLOSTAR 100IU/ML 3ML 5,615902
KE,Laborex,LASIX INJ 20MG/2ML AMP 5'S    ,LASIX 20MG/2ML INJ AM5 S3 M60 XE,518946
KE,Laborex,LASIX TABS 40MG 20'S          ,LASIX 40MG TAB BL2X10 SWI M60 XE,505579
KE,Laborex,"MAALOX ME CIT SUSP4,3MLSAC/20 ",Maalox 460mg/susp SC20 S3 M36 XE,292174
KE,Laborex,MAALOX PLUS 200MG TABS 40'S  .,MAALOX PLUS TABS EXPORT 10,436418
KE,Laborex,MAALOX SUSP 350ML             ,MAALOX SUSPENSION 350ML (EXPORT),506739
KE,Laborex,MONOTILDIEM SR 200MG TAB 28'S ,MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD,670688
KE,Laborex,"MUCOSOLVAN 1,5G/100ML SIR    .",MUCOSOLVAN LIQUID 15mg/5ml * 100ml ,651777
KE,Laborex,NO SPA 40MG CP B/100          ,NOSPA 40MG TAB BL10X10 S3,287552
KE,Laborex,NO SPA 40MG CP B/20           ,NOSPA 40MG TAB BL2X10 XE,287550
KE,Laborex,NO SPA 40MG INJ 2ML B/25      ,NOSPA 40MG/2ML INJ AM25 XD,289137
KE,Laborex,NO SPA 40MG INJ 2ML B/5       ,NOSPA 40MG/2ML INJ AM5 XD,289138
KE,Laborex,NO SPA 80MG CP B/20           ,NOSPA 80MG TAB BL2X10 S3,287553
KE,Laborex,ORELOX 100MG CP B/10          ,ORELOX 100MG TABCO BL1X10,298689
KE,Laborex,ORELOX 200MG CP B/10          ,ORELOX 200MG 10CP,374872
KE,Laborex,ORELOX ENF 40MG/5ML SUS/100ML ,ORELOX 800MG/+ GRAN BTX1,298691
KE,Laborex,ORELOX ENF 40MG/5ML SUSP/50ML ,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,298693
KE,Laborex,PLAVIX 75MG CP B/28 AFR       ,PLAVIX 75MG TABCO BL2X14 M36 XE,544062
KE,Laborex,RHINATHIOL AD 5% SP F/125ML   ,RHINATHIOL 6.25G/+ SYR BT,660727
KE,Laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
KE,Laborex,RHINATHIOL PROMETH SP 125ML   ,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM",323473
KE,Laborex,RIFOCIN INJ 250MG 1'S         ,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE,312451
KE,Laborex,TARGOCID 400MG INJ 1'S        ,TARGOCID IV 400,306632
KE,Laborex,TAVANIC 500MG CP B/5          ,TAVANIC 500MG TABLETS 5's,310637
KE,Laborex,TAVANIC 500MG/+INFLS VLS3M36XE,TAVANIC 500MG/+ INFLS VL1,694156
KE,Laborex,"TRITACE 2,5MG TABS 28'S       ","TRITACE 2,5MG  28 TABS",627595
KE,Laborex,TRITACE 5MG TABS 28'S         ,TRITACE 5MG 28 TABS,627597
KE,Laborex,"XATRAL 2,5MG CP B/30          ",XATRAL 2.5MG TABCO BL2X15 S3 M36 XE,639628
KE,Laborex,XATRAL LP 10MG COMP B/30      ,XATRAL 10MG TABCR BL3X10 S3 M36 XD,633072
KE,Laborex,XATRAL LP 5MG CP B/56         ,XATRAL 5MG TAB BL4X14 S3 M36 XD,612011
KE,Highchem,AMARYL TABS 1.0mg 30'S,AMARYL 1MG 30 TABS,645820
KE,Highchem,ORELOX 100mg TABS 10'S,ORELOX 100MG TABCO BL1X10,298689
KE,Highchem,ORELOX 50ml SUSPENSION,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,298693
KE,Highchem,CLEXANE 60mg 2'S,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
KE,Highchem,RHINATHIOL PROM 125ml SP,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM",323473
KE,Highchem,AMARYL M 2mg/500mg 30'S,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013
KE,Highchem,XATRAL LP TABLETS 5MG*56s,XATRAL 5MG TAB BL4X14 S3 M36 XD,612011
KE,Highchem,AMARYL TABS 4.0mg 30'S,AMARYL 4MG 30 TABS,645819
KE,Highchem,ERCEFURYL 200mg CAPS 28'S,ERCEFURYL 200MG CAP BL2X14,592593
KE,Highchem,LANTUS SOLOSTAR 3ml 5'S,LANTUS SOLOSTAR 100IU/ML 3ML 5,615902
KE,Highchem,TRITACE 2.5 MG TABS 28s,"TRITACE 2,5MG  28 TABS",627595
KE,Highchem,RHINATHIOL AD 125ml SP,RHINATHIOL 6.25G/+ SYR BT,660727
KE,Highchem,EPILIM CHRONO 300mg TABS 100'S,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,643215
KE,Highchem,XATRAL LP 10mg TABS 30'S,XATRAL 10MG TABCR BL3X10 S3 M36 XD,633072
KE,Highchem,CLEXANE 40mg 2'S,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,655023
KE,Highchem,ERCEFURYL 4% 90ML SUSPENSION,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX,671538
KE,Highchem,RHINATHIOL ENFT 125ml SP,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
KE,Highchem,AMARYL TABS 2.0mg 30'S,AMARYL 2MG 30 TABS,645818
KE,Highchem,ORELOX 200mg TABS 10'S,ORELOX 200MG 10CP,374872
KE,Highchem,FLAGENTYL 500mg TABS,FLAGENTYL 500MG TABCO BL1X4 S3 XE,664051
KE,Highchem,CLEXANE 80mg 2'S,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,655025
KE,Highchem,ENTEROGERMINA 5.0ml 10'S,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE,618677
KE,Highchem,MUCOSOLVAN 1.5G/100ML SYR BT1,MUCOSOLVAN LIQUID 15mg/5ml * 100ml ,651777
KE,Highchem,EPILIM 300ml SYRUP,EPILIM 12G/300ML SYR BTX1,641849
KE,Highchem,EPILIM CHRONO 500mg TABS 100'S,EPILIM CHRONO 333-145MG T,643216
KE,Highchem,CORDARONE TAB 200mg 30'S,CORDARONE 200MG TAB BL3X10 S3 M36 XD,554510
KE,Highchem,STILNOX 10mg TABS 14'S,STILNOX 10MG TABCO BL1X14 S3 M48 XD,636825
KE,Highchem,LASIX 40mg TABS 20'S,LASIX 40MG TAB BL2X10 SWI M60 XE,505579
KE,Highchem,APROVEL 300mg TABS 28'S,APROVEL 300MG TABCO BL2X14 RM M36 XE,196681
KE,Highchem,LANTUS 10ml VIAL,LANTUS VIAL 10MG 1,615926
KE,Highchem,PLAVIX 75mg TABS 28'S,PLAVIX 75MG TABCO BL2X14 M36 XE,544062
KE,Highchem,FLEMING 875mg+125mg TABS 14'S,FLEMING 875-125MG TABCO BL2X7 M24 EX,476043
KE,Highchem,FLAGYL 400mg TABS 100'S,FLAGYL 400MG 100 TABS,645817
KE,Highchem,RESONIUM 454g ADULT POWDER,RESONIUM A 453.7G/+ POWD BTX1 M60 XE,258746
KE,Highchem,TAVANIC 500mg TABS 5'S,TAVANIC 500MG TABLETS 5's,310637
KE,Highchem,DULCOLAX 5MG TABS BL3X10,DULCOLAX TABLETS 5mg * 30's SugarC,693896
KE,Highchem,AMARYL TABS 3.0mg 30'S,AMARYL 3MG 30'S,261608
KE,Highchem,NO SPA 40mg TABS 100'S,NOSPA 40MG TAB BL10X10 S3,287552
KE,Highchem,EPILIM 200mg TABS EC 100'S,EPILIM 200MG TAB BL10X10,728129
KE,Highchem,MUCOSOLVAN  1.5G/100ML SYR BT1,MUCOSOLVAN LIQUID 15mg/5ml * 100ml ,651777
KE,Highchem,NO SPA 40mg/2ml INJECTION 5'S,NOSPA 40MG/2ML INJ AM5 XD,289138
KE,Surgipharm,BUSCOPAN PLUS TABLETS * 50's,BUSCOPAN PLUS TABLETS * 50's,653030
KE,Surgipharm,LANTUS SOLOSTAR 3ML CARTRIDGE (INSULIN GLARGINE),LANTUS SOLOSTAR 100IU/ML 3ML 5,615902
KE,Surgipharm,ELOXATIN INJ 50mg * 1,ELOXATINE* 50MG LYO 1FL VTE EX AMO S3,370351
KE,highchem,TRITACE 5 MG TABS 28s,TRITACE 5MG 28 TABS,627597
KE,highchem,NO SPA 40mg/2ml INJECTION 25'S,NOSPA 40MG/2ML INJ AM25 XD,289137
KE,highchem,FLEMING 500mg+125mg TABS 14'S,FLEMING 500-125MG TABCO BL2X7 M24 EX,477015
KE,highchem,DAONIL 5.0mg TABS 100'S,DAONIL 5 MG 100 TABS (EXPORT),141662
KE,highchem,CLEXANE 20mg 2'S,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE,655022
KE,laborex,TRITAZIDE 5-25MG CP B/28      ,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE,209742
KE,surgipharm,CLEXANE INJ. 40mg * 1'S,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,655023
KE,surgipharm,CLEXANE INJ. 60mg * 1,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,655024
KE,surgipharm,DAONIL TABS 5mg * 100's,DAONIL 5 MG 100 TABS (EXPORT),141662
KE,surgipharm,FLEMING INJ 1.2GM * 1'S,FLEMING 1G-200MG INJPO VL5 M24 EX,476963
KE,laborex,STILNOX TABLETS 10MG 14'S     ,STILNOX 10MG TABCO BL1X14 S3 M48 XD,636825
KE,laborex,TARGOCID 200MG/3ML INJ /1     ,TARGOCID VIAL 200MG 2,263980
KE,highchem,APIDRA SOLOSTAR 3ML*5,APIDRA SOLOSTAR 300IU INJ/5,380567
KE,highchem,ARTESUNATE AMO.25mg/67.5mg 3's,ASAQ 25MG TAB BL1X3 XD,373875
KE,laborex,LANTUS 100UI/ML VIAL 10ML     ,LANTUS VIAL 10MG 1,615926
KE,highchem,FLEMING 228.5mg/5ml 70ml SUSPE..,FLEMING 2.8MG/70ML PO BTX1 M24 EX,476009
