MONTH,COUNTRY,DISTRIBUTOR,Distributor NAMING,QUANTITY_UNITS
9,KE,laborex,"MAALOX ME CIT SUSP4,3MLSAC/20 ",396
9,KE,laborex,MAALOX PLUS 200MG TABS 40'S  .,885
9,KE,laborex,NO SPA 40MG CP B/100          ,304
9,KE,laborex,NO SPA 40MG CP B/20           ,175
9,KE,laborex,NO SPA 40MG INJ 2ML B/25      ,214
9,KE,laborex,NO SPA 40MG INJ 2ML B/5       ,64
9,KE,laborex,ORELOX 100MG CP B/10          ,940
9,KE,laborex,ORELOX 200MG CP B/10          ,1283
9,KE,laborex,ORELOX ENF 40MG/5ML SUS/100ML ,4554
9,KE,laborex,ORELOX ENF 40MG/5ML SUSP/50ML ,2347
9,KE,laborex,PLAVIX 75MG CP B/28 AFR       ,270
9,KE,laborex,RHINAPHYTO F/100ML            ,2398
9,KE,laborex,RHINATHIOL AD 5% SP F/125ML   ,351
9,KE,laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",2209
9,KE,laborex,RHINATHIOL PROMETH SP 125ML   ,2317
9,KE,laborex,RIFOCIN INJ 250MG 1'S         ,10
9,KE,laborex,STILNOX TABLETS 10MG 14'S     ,6010
9,KE,laborex,TAVANIC 500MG CP B/5          ,173
9,KE,laborex,TAVANIC 500MG/+INFLS VLS3M36XE,806
9,KE,laborex,"TRITACE 2,5MG TABS 28'S       ",350
9,KE,laborex,TRITACE 5MG TABS 28'S         ,201
9,KE,laborex,"TRITAZIDE 10-12,5MG CP B/28   ",4
9,KE,laborex,"XATRAL 2,5MG CP B/30          ",57
9,KE,laborex,XATRAL LP 10MG COMP B/30      ,293
9,KE,laborex,XATRAL LP 5MG CP B/56         ,130
9,KE,surgipharm,ALLSTAR PEN,762
9,KE,surgipharm,AMARYL M TABS 2mg * 30's,540
9,KE,surgipharm,APIDRA SOLOSTAR 3ML DISP PENS * 5s,43
9,KE,surgipharm,APROVASC TAB 150-5MG *28,257
9,KE,surgipharm,APROVASC TAB 300-10MG *28,195
9,KE,surgipharm,APROVASC TAB 300-5MG *28,196
9,KE,surgipharm,APROVEL TABS 150mg * 28's,441
9,KE,surgipharm,APROVEL TABS 300mg * 28's,437
9,KE,surgipharm,AXACEF TABLETS 250MG * 10,326
9,KE,surgipharm,AXACEF TABLETS 500MG * 10's,756
9,KE,surgipharm,BIOFERON CAPS *30,1283
9,KE,surgipharm,BISOLVON LINCTUS 200ML,12100
9,KE,surgipharm,BUSCOPAN AMPOULES 20mg/1ml * 5's,711
9,KE,surgipharm,BUSCOPAN PLUS TABLETS * 40's,19567
9,KE,surgipharm,BUSCOPAN TABLETS BP 10MG * 50S,5474
9,KE,surgipharm,CLEXANE INJ. 20mg * 2,1197
9,KE,surgipharm,CLEXANE INJ. 40mg * 2,27681
9,KE,surgipharm,CLEXANE INJ. 60mg * 2,49
9,KE,surgipharm,CLEXANE INJ. 80mg * 2,917
9,KE,surgipharm,CO APROVEL TABS 150mg * 28's,93
9,KE,surgipharm,CORDARONE TABLETS 200mg * 30,245
9,KE,surgipharm,DULCOLAX TABLETS 5mg * 30's SugarC,13920
9,KE,surgipharm,ELOXATIN INJ 100mg * 1,20
9,KE,surgipharm,ELOXATIN INJ 50mg * 1,29
9,KE,surgipharm,ENTEROGERMINA VIALS 5ML * 10's,17565
9,KE,surgipharm,EPILIM CHRONO TABS 300mg * 100,613
9,KE,surgipharm,EPILIM CHRONO TABS 500mg * 100,1774
9,KE,surgipharm,EPILIM EC TABLETS 200mg * 100,4767
9,KE,surgipharm,EPILIM INJECTION 400MG * 1,1841
9,KE,surgipharm,EPILIM SYRUP 300ml,705
9,KE,surgipharm,ERCEFURYL SUSPENSION 90ml,315
9,KE,surgipharm,FLAGENTYL TABS 500mg * 4,4532
9,KE,surgipharm,FLAGYL SUSPENSION 100ml,10560
9,KE,surgipharm,FLEMING INJ 1.2GM * 5'S,1887
9,KE,surgipharm,FLEMING SUSP 228.5MG/5ML * 70ML,6475
9,KE,surgipharm,FLEMING SUSP 457MG/5ML * 70ML,6150
9,KE,surgipharm,FLEMING TABS 1 G * 2*7'S,1738
9,KE,surgipharm,FLEMING TABS 625MG * 14'S,7899
9,KE,surgipharm,LANTUS 10ml VIAL,1446
9,KE,surgipharm,LANTUS 3ml CARTRIDGE * 5's,239
9,KE,surgipharm,LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,1716
9,KE,surgipharm,LASIX AMPS 2ml * 5,2206
9,KE,surgipharm,LASIX TABS 40mg * 20,503
9,KE,surgipharm,MAALOX LEMON STICK 460mg/susp *20s,2236
9,KE,surgipharm,MAALOX PLUS TABLETS 200MG * 40's,409
9,KE,surgipharm,MUCOSOLVAN LIQUID 15mg/5ml * 100ml,15166
9,KE,surgipharm,NO SPA FORTE TABLETS 80MG * 20,101
9,KE,surgipharm,NO SPA INJECTION 40mg/2ml * 25Amps,180
9,KE,surgipharm,NO SPA TABLETS 40mg * 100's,447
9,KE,surgipharm,NO SPA TABLETS 40mg * 20,333
9,KE,surgipharm,ORELOX SUSP 40MG/5ML 100ML,6859
9,KE,surgipharm,ORELOX SUSP 40MG/5ML 50ML,2473
9,KE,surgipharm,ORELOX TABS 100MG *10'S,6233
9,KE,surgipharm,ORELOX TABS 200MG *10'S,3167
9,KE,surgipharm,PLAVIX TABS 75mg * 28's,541
9,KE,surgipharm,RHINAPHYTO 100ML,5150
9,KE,surgipharm,RHINATHIOL EXPEC/ADULT SYRUP 125ml,4864
9,KE,surgipharm,RHINATHIOL INFANT SYRUP 125ml,8985
9,KE,surgipharm,RHINATHIOL PROMETHAZINE SYRUP 125ml,20220
9,KE,surgipharm,RIFOCIN INJ. 250mg * 1's,1334
9,KE,surgipharm,STILNOX TABS 10MG * 14,224
9,KE,surgipharm,TARGOCID INJ 400mg * 1s,208
9,KE,surgipharm,TAVANIC INJ. 500mg VIAL,901
9,KE,surgipharm,TAVANIC TABS 500mg * 5,1050
9,KE,surgipharm,TAXOTERE 80mg/4ml * 1 VIAL,311
9,KE,surgipharm,TRITACE TABS 2.5mg * 28's,530
9,KE,surgipharm,TRITACE TABS 5mg * 28's,517
9,KE,surgipharm,TRITAZIDE TABS 5/12.5MG * 28'S,31
9,KE,surgipharm,XATRAL LP TABLETS 5mg * 56's,419
9,KE,surgipharm,XATRAL LP TABS 10mg * 30's,111
9,KE,surgipharm,ZOXON 1GM INJ 1*1 WITH WATER,11313
8,KE,highchem,AMARYL M 2mg/500mg 30'S,742
8,KE,highchem,APIDRA SOLOSTAR 3ML*5,16
8,KE,highchem,APROVEL 150mg TABS 28'S,64
8,KE,highchem,APROVEL 300mg TABS 28'S,178
8,KE,highchem,BRONCHICUM ELIXIR 100ml,2
8,KE,highchem,BUSCOPAN PLUS 10-500MG TAB4x10,9178
8,KE,highchem,CLEXANE 20mg 2'S,334
8,KE,highchem,CLEXANE 40mg 2'S,878
8,KE,highchem,CLEXANE 60mg 2'S,23
8,KE,highchem,CLEXANE 80mg 2'S,199
8,KE,highchem,CO-APROVEL TABS 150/12.5mg 28'S,81
8,KE,highchem,CO-APROVEL TABS 300/12.5mg 28'S,233
8,KE,highchem,CORDARONE TAB 200mg 30'S,20
8,KE,highchem,DULCOLAX 5MG TABS BL3X10,11
8,KE,highchem,ENTEROGERMINA 5.0ml 10'S,3056
8,KE,highchem,EPILIM 200mg TABS EC 100'S,551
8,KE,highchem,EPILIM CHRONO 300mg TABS 100'S,466
8,KE,highchem,EPILIM CHRONO 500mg TABS 100'S,1169
8,KE,highchem,ERCEFURYL 200mg CAPS 28'S,241
8,KE,highchem,ERCEFURYL 4% 90ML SUSPENSION,411
8,KE,highchem,FLAGENTYL 500mg TABS,1340
8,KE,highchem,FLAGYL 100ml SUSPENSION,690
8,KE,highchem,FLEMING 228.5mg/5ml 70ml SUSPE..,291
8,KE,highchem,FLEMING 500mg+125mg TABS 14'S,5
8,KE,highchem,FLEMING 875mg+125mg TABS 14'S,955
8,KE,highchem,LANTUS SOLOSTAR 3ml 5'S,1613
8,KE,highchem,LASIX 40mg TABS 20'S,971
8,KE,highchem,MAALOX 460mg SATCHETS LEMON,9
8,KE,highchem,MAALOX PLUS 200MG TABS BL4X10,332
8,KE,highchem,MUCOSOLVAN  1.5G/100ML SYR BT1,721
8,KE,highchem,NO SPA 40mg TABS 100'S,37
8,KE,highchem,NO SPA 40mg/2ml INJECTION 25'S,80
8,KE,highchem,NO SPA 40mg/2ml INJECTION 5'S,241
8,KE,highchem,ORELOX 100mg TABS 10'S,164
8,KE,highchem,ORELOX 100ml SUSPENSION,1449
8,KE,highchem,ORELOX 200mg TABS 10'S,708
8,KE,highchem,ORELOX 50ml SUSPENSION,184
8,KE,highchem,PLAVIX 75mg TABS 28'S,41
8,KE,highchem,RHINAPHYTO F/100ML,178
8,KE,highchem,RHINATHIOL AD 125ml SP,2666
8,KE,highchem,RHINATHIOL ENFT 125ml SP,4353
8,KE,highchem,RHINATHIOL PROM 125ml SP,1731
8,KE,highchem,STILNOX 10mg TABS 14'S,10002
8,KE,highchem,TAVANIC 500mg TABS 5'S,886
8,KE,highchem,TAVANIC INJECTION 500mg,280
8,KE,highchem,TRITACE 2.5 MG TABS 28s,20
8,KE,highchem,TRITACE 5 MG TABS 28s,18
8,KE,highchem,XATRAL LP 10mg TABS 30'S,1
8,KE,highchem,XATRAL LP TABLETS 5MG*56s,193
8,KE,laborex,ALL STAR PEN                  ,472
8,KE,laborex,AMARYL M 2MG CP B/30          ,989
8,KE,laborex,AMARYL M SR 2MG CP B/30       ,2
8,KE,laborex,AMARYL TABS 4MG 30'S          ,53
8,KE,laborex,APROVASC 150-5MG CP B/28      ,271
8,KE,laborex,APROVASC 300-10MG CP B/28     ,276
8,KE,laborex,APROVASC 300-5MG CP B/28      ,131
8,KE,laborex,APROVEL 150MG RM CP B/28      ,46
8,KE,laborex,APROVEL 300MG RM CP B/28      ,110
8,KE,laborex,BUSCOPAN AMPOULES 20MG 5'S    ,26
8,KE,laborex,BUSCOPAN PLUS TABS 40'S       ,15886
8,KE,laborex,BUSCOPAN TABS 10MG 50'S      .,3326
8,KE,laborex,CLEXANE 40MG INJ 2'S          ,1685
8,KE,laborex,CLEXANE INJ  20MG 2'S         ,775
8,KE,laborex,CLEXANE INJ  60MG 2'S         ,5725
8,KE,laborex,CLEXANE INJ 80MG 2'S          ,3776
8,KE,laborex,"CO APROVEL 150/12,5MG RMCP/28 ",358
8,KE,laborex,"CO APROVEL 300/12,5MG RMCP/28 ",1
8,KE,laborex,CORDARONE 200MG CP B/30       ,155
8,KE,laborex,DULCOLAX TABS 5MG 30'S       .,2355
8,KE,laborex,ENTEROGERMINA 2M/5ML F/10     ,104386
8,KE,laborex,EPILIM CHRONO 300MG TABS      ,465
8,KE,laborex,EPILIM CHRONO TABS 500MG 100S ,1850
8,KE,laborex,EPILIM EC TABS 200MG 100'S    ,1891
8,KE,laborex,EPILIM IV 400MG PER VIAL      ,117
8,KE,laborex,ERCEFURYL SUSP BUV F/90ML     ,254
8,KE,laborex,FLAGENTYL 500MG CP B/4        ,539
8,KE,laborex,FLAGYL SUSP 200MG 100ML       ,1772
8,KE,laborex,LANTUS 100UI/ML VIAL 10ML     ,812
8,KE,laborex,LANTUS 300IU/3ML CART/5       ,351
8,KE,laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,705
8,KE,laborex,LASIX INJ 20MG/2ML AMP 5'S    ,3621
8,KE,laborex,LASIX TABS 40MG 20'S          ,6162
8,KE,laborex,"MAALOX ME CIT SUSP4,3MLSAC/20 ",580
8,KE,laborex,MAALOX PLUS 200MG TABS 40'S  .,1103
8,KE,laborex,"MUCOSOLVAN 1,5G/100ML SIR    .",2
8,KE,laborex,NO SPA 40MG CP B/100          ,386
8,KE,laborex,NO SPA 40MG CP B/20           ,234
8,KE,laborex,NO SPA 40MG INJ 2ML B/25      ,228
8,KE,laborex,NO SPA 40MG INJ 2ML B/5       ,73
8,KE,laborex,ORELOX 100MG CP B/10          ,976
8,KE,laborex,ORELOX 200MG CP B/10          ,1775
8,KE,laborex,ORELOX ENF 40MG/5ML SUS/100ML ,4801
8,KE,laborex,ORELOX ENF 40MG/5ML SUSP/50ML ,2467
8,KE,laborex,PLAVIX 75MG CP B/28 AFR       ,170
8,KE,laborex,RHINAPHYTO F/100ML            ,2843
8,KE,laborex,RHINATHIOL AD 5% SP F/125ML   ,3978
8,KE,laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",5052
8,KE,laborex,RHINATHIOL PROMETH SP 125ML   ,2842
8,KE,laborex,STILNOX TABLETS 10MG 14'S     ,7681
8,KE,laborex,TAVANIC 500MG CP B/5          ,395
8,KE,laborex,TAVANIC 500MG/+INFLS VLS3M36XE,806
8,KE,laborex,"TRITACE 2,5MG TABS 28'S       ",120
8,KE,laborex,TRITACE 5MG TABS 28'S         ,328
8,KE,laborex,"XATRAL 2,5MG CP B/30          ",76
8,KE,laborex,XATRAL LP 10MG COMP B/30      ,143
8,KE,laborex,XATRAL LP 5MG CP B/56         ,127
8,KE,surgipharm,ALLSTAR PEN,780
8,KE,surgipharm,AMARYL M SR TABS 2MG-500mg * 30's,159
8,KE,surgipharm,AMARYL M TABS 2mg * 30's,1095
8,KE,surgipharm,AMARYL TABS 4mg * 30's,26
8,KE,surgipharm,APIDRA SOLOSTAR 3ML DISP PENS * 5s,17
8,KE,surgipharm,APROVASC TAB 150-5MG *28,403
8,KE,surgipharm,APROVASC TAB 300-10MG *28,315
8,KE,surgipharm,APROVASC TAB 300-5MG *28,344
8,KE,surgipharm,APROVEL TABS 150mg * 28's,222
8,KE,surgipharm,APROVEL TABS 300mg * 28's,242
8,KE,surgipharm,AXACEF TABLETS 250MG * 10,531
8,KE,surgipharm,AXACEF TABLETS 500MG * 10's,802
8,KE,surgipharm,BIOFERON SUSP 200ML,209
8,KE,surgipharm,BISOLVON LINCTUS 200ML,12213
8,KE,surgipharm,BUSCOPAN AMPOULES 20mg/1ml * 5's,1371
8,KE,surgipharm,BUSCOPAN PLUS TABLETS * 40's,25715
8,KE,surgipharm,BUSCOPAN TABLETS BP 10MG * 50S,94
8,KE,surgipharm,CLEXANE INJ. 20mg * 2,1704
8,KE,surgipharm,CLEXANE INJ. 40mg * 2,34466
8,KE,surgipharm,CLEXANE INJ. 60mg * 2,938
8,KE,surgipharm,CLEXANE INJ. 80mg * 2,2475
8,KE,surgipharm,CO APROVEL TABS 150mg * 28's,301
8,KE,surgipharm,CO APROVEL TABS 300mg * 28's,10
8,KE,surgipharm,CORDARONE TABLETS 200mg * 30,446
8,KE,surgipharm,DULCOLAX TABLETS 5mg * 30's SugarC,15294
8,KE,surgipharm,ELOXATIN INJ 100mg * 1,20
8,KE,surgipharm,ELOXATIN INJ 50mg * 1,29
8,KE,surgipharm,ENTEROGERMINA VIALS 5ML * 10's,6680
8,KE,surgipharm,EPILIM CHRONO TABS 300mg * 100,1065
8,KE,surgipharm,EPILIM CHRONO TABS 500mg * 100,598
8,KE,surgipharm,EPILIM EC TABLETS 200mg * 100,9427
8,KE,surgipharm,EPILIM INJECTION 400MG * 1,2025
8,KE,surgipharm,EPILIM SYRUP 300ml,3196
8,KE,surgipharm,ERCEFURYL SUSPENSION 90ml,334
8,KE,surgipharm,FLAGENTYL TABS 500mg * 4,18776
8,KE,surgipharm,FLAGYL SUSPENSION 100ml,11580
8,KE,surgipharm,FLEMING INJ 1.2GM * 5'S,2161
8,KE,surgipharm,FLEMING SUSP 228.5MG/5ML * 70ML,6545
8,KE,surgipharm,FLEMING SUSP 457MG/5ML * 70ML,6074
8,KE,surgipharm,FLEMING TABS 1 G * 2*7'S,2291
8,KE,surgipharm,FLEMING TABS 625MG * 14'S,8313
8,KE,surgipharm,LANTUS 10ml VIAL,1882
8,KE,surgipharm,LANTUS 3ml CARTRIDGE * 5's,282
8,KE,surgipharm,LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,2089
8,KE,surgipharm,LASIX AMPS 2ml * 5,2741
8,KE,surgipharm,LASIX TABS 40mg * 20,749
8,KE,surgipharm,MAALOX LEMON STICK 460mg/susp *20s,1073
8,KE,surgipharm,MAALOX PLUS TABLETS 200MG * 40's,682
8,KE,surgipharm,MONO-TILDIEM CAPS SR 200mg * 28's,157
8,KE,surgipharm,MUCOSOLVAN LIQUID 15mg/5ml * 100ml,17562
8,KE,surgipharm,NO SPA FORTE TABLETS 80MG * 20,127
8,KE,surgipharm,NO SPA INJECTION 40mg/2ml * 25Amps,238
8,KE,surgipharm,NO SPA TABLETS 40mg * 100's,534
8,KE,surgipharm,NO SPA TABLETS 40mg * 20,30
8,KE,surgipharm,ORELOX SUSP 40MG/5ML 100ML,7338
8,KE,surgipharm,ORELOX SUSP 40MG/5ML 50ML,2690
8,KE,surgipharm,ORELOX TABS 100MG *10'S,6667
8,KE,surgipharm,ORELOX TABS 200MG *10'S,4161
8,KE,surgipharm,PLAVIX TABS 75mg * 28's,382
8,KE,surgipharm,RHINAPHYTO 100ML,5508
8,KE,surgipharm,RHINATHIOL EXPEC/ADULT SYRUP 125ml,5497
8,KE,surgipharm,RHINATHIOL INFANT SYRUP 125ml,9456
8,KE,surgipharm,RHINATHIOL PROMETHAZINE SYRUP 125ml,20797
8,KE,surgipharm,RIFOCIN INJ. 250mg * 1's,399
8,KE,surgipharm,STILNOX TABS 10MG * 14,13
8,KE,surgipharm,TARGOCID INJ 400mg * 1s,396
8,KE,surgipharm,TAVANIC INJ. 500mg VIAL,946
8,KE,surgipharm,TAVANIC TABS 500mg * 5,1314
8,KE,surgipharm,TAXOTERE 80mg/4ml * 1 VIAL,143
8,KE,surgipharm,TRITACE TABS 2.5mg * 28's,713
8,KE,surgipharm,TRITACE TABS 5mg * 28's,859
8,KE,surgipharm,TRITAZIDE TABS 5/12.5MG * 28'S,52
8,KE,surgipharm,XATRAL LP TABLETS 5mg * 56's,273
8,KE,surgipharm,XATRAL LP TABS 10mg * 30's,260
8,KE,surgipharm,ZOXON 1GM INJ 1*1 WITH WATER,11513
