country,distributor,distributor_customer_name,sanofi_customer_name
KE,Harleys,Global-Net Medical Ltd,GLOBAL-NET MEDICAL LTD
KE,Harleys,Goldlife Pharmaceuticals Ltd,GOLDLIFE PHARMACEUTICALS LTD
KE,Harleys,Goodlife Pharmacy Ltd,GOODLIFE PHARMACY LIMITED
KE,Harleys,Grams Medical Center-Cash,GRAMS MEDICAL CENTER-CASH
KE,Harleys,Grand Chemist - cash,GRAND CHEMIST
KE,Harleys,Greenlife Pharma Ltd,Greenlife Pharma Ltd
KE,Harleys,Griffins Pharmacy-Cash,GRIFFINS PHARMACY-CASH
KE,Harleys,Gucci Pharmacy-Cash,Gucci Pharmacy-Cash
KE,Harleys,Guru Nanak Ramgarhia Sikh Hospital,GURU NANAK RAMGARHIA SIKH HOSPITAL
KE,Harleys,Hakika Pharmacy,Hakika Pharmacy
KE,Harleys,Hallow Chemist-Cash,HALLOW CHEMIST-CASH
KE,Harleys,Hannan Chemist-Cash,HANNAN CHEMIST-CASH
KE,Harleys,Haven healthcare Limited,HAVEN HEALTHCARE LIMITED
KE,Harleys,Health Aid Chemist,HEALTH AID CHEMIST
KE,Harleys,Health Source Medical Ltd -,HEALTH SOURCE MEDICAL CENTER
KE,Harleys,Healthway Chemist - Tom Mboya,HEALTHWAY CHEMIST - TOM MBOYA
KE,Harleys,Highbreez Pharmacy-Cash,Highbreez Pharmacy-Cash
KE,Harleys,Highcare Chemist - MALINDI - CASH,HIGHCARE CHEMIST - MALINDI - CASH
KE,Harleys,Highpharm Pharmaceuticals Ltd,HIGHCHEM PHARMA CASH ACCOUNT
KE,Harleys,Highridge Pharmacy-CR,HIGHRIDGE PHARMACY LTD
KE,Harleys,Hikmas Pharmacy Ltd,Hikmas Pharmacy Ltd
KE,Harleys,Hossana Chemist,HOSSANA CHEMIST
KE,Harleys,Inkamed Pharmaceuticals,INKAMED PHARMACEUTICALS
KE,Harleys,Into Health Pharmacy,INTO HEALTH PHARMACY
KE,Harleys,Ion Kenya,ION KENYA
KE,Harleys,Jabez Pharmacy,JABEZ PHARMACY
KE,Harleys,Jacaranda Chemists Ltd.,JACARANDA CHEMISTS LTD.
KE,Harleys,Jacksparrow Chemist-Cash,JACKSPARROW CHEMIST-CASH
KE,Harleys,Jalaram Medical Center,JALARAM MEDICAL CENTER
KE,Harleys,Jamii Hospital,JAMII HOSPITAL
KE,Harleys,Janpharm,JANPHARM
KE,Harleys,Jayleen Pharmacy-Cash,JAYLEEN CHEMIST
KE,Harleys,Jerupharm Chemists Ltd,JERUPHARM CHEMISTS LTD
KE,Harleys,Jewel Pharmaceuticals - Cash,JEWEL PHARMACEUTICALS - CASH
KE,Harleys,Jocham Hospital Ltd - Mombasa,JOCHAM HOSPITAL LTD - MOMBASA
KE,Harleys,Jokam Pharmacy-Cash,JOKAM PHARMACY
KE,Harleys,Jomvu Pharmacy - Mombasa,JOMVU PHARMACY - MOMBASA
KE,Harleys,Josma Health Services Ltd,JOSMA HEALTH SERVICES LTD
KE,Harleys,Julimer International Ltd (Jabeline Kenya Ltd),JULIMER INTERNATIONAL LTD (JABELINE KENYA LTD)
KE,Harleys,Kam Pharmacy Ltd.,KAM PHARMACY LTD
KE,Harleys,Kamonji Chemist-Cash,KAMONJI CHEMIST-CASH
KE,Harleys,Kapkolei Chemists - Cash,KAPKOLEI CHEMISTS - CASH
KE,Harleys,Kapsasur Chemist-Cash,KAPSASUR CHEMIST-CASH
KE,Harleys,Karuri Stores Pharmaceuticals,KARURI STORES PHARMACEUTICALS
KE,Harleys,Kavakava Pharmacy.,KAVAKAVA PHARMACY LTD
KE,Harleys,Kengeleni Pharmacy,KENGELENI PHARMACY
KE,Harleys,Kenol Hospital Ltd,Kenol Hospital Ltd
KE,Harleys,Kenya Air Force,KENYA AIR FORCE
KE,Harleys,Kenya Army Headquarters - Medical,KENYA ARMY HEADQUARTERS
KE,Harleys,Keru Healthcare Ltd,KERU HEALTHCARE LTD
KE,Harleys,Kiamichiri Chemist,KIAMICHIRI CHEMIST
KE,Harleys,Kimathi Street Medical Centre,KIMATHI STREET MEDICAL CENTRE
KE,Harleys,Kinorani Pharmacy-Cash,Kinorani Pharmacy-Cash
KE,Harleys,Kirec Ltd,KIREC PHARMACEUTICALS LTD
KE,Harleys,Kisima Health Facility,KISIMA HEALTH FACILITY
KE,Harleys,Kitelink,KITELINK
KE,Harleys,Kitpharm Chemists - Kitale,KITPHARM CHEMISTS - KITALE
KE,Harleys,Klincare Nyali-Cash,KLINCARE PHARMACY
KE,Harleys,Krishna Chemists Ltd.,KRISHNA CHEMIST LTD
KE,Harleys,Laikipia Pharmacy,LAIKIPIA PHARMACY
KE,Harleys,Lakehill-Cash,Lakehill-Cash
KE,Harleys,Lakepharm Limited Kisumu AC,LAKEPHARM LIMITED KISUMU AC
KE,Harleys,Lane Chemist,Lane Chemist
KE,Harleys,Langoni Nursing Home,LANGONI NURSING HOME
KE,Harleys,Lenana Pharmaceuticals Ltd,LENANA PHARMACEUTICAL LTD
KE,Harleys,Leo Chemist Kisumu AC,LEO CHEMIST KISUMU AC
KE,Harleys,Leopalm Pharmaceuticals Ltd,Leopalm Pharmaceuticals Ltd
KE,Harleys,Likoni Chemist-Cash,LIKONI CHEMIST LIMITED
KE,Harleys,Lilac Chemist-Cash,LILAC CHEMIST-CASH
KE,Harleys,Limelight Chemist,LIMELIGHT CHEMIST
KE,Harleys,Lipter Chemist,Lipter Chemist
KE,Harleys,Lolwe Pharmacy-Cash,Lolwe Pharmacy-Cash
KE,Harleys,Luc Pharmacy,LUC PHARMACY
KE,Harleys,Lufex Pharmacy MDS-Cash,Lufex Pharmacy MDS-Cash
KE,Harleys,Lynopharm-Cash,LYNOPHARM-CASH
KE,Harleys,M.E.W.A Medical Centre,M.E.W.A MEDICAL CENTRE
KE,Harleys,M.P Shah Hospital,M.P SHAH HOSPITAL
KE,Harleys,Mae Chemicals-Cash,Mae Chemicals-Cash
KE,Harleys,Mahir Chemist-Cash,MAHIR CHEMIST-CASH
KE,Harleys,Mairune Chemist Ltd- MDS - PH,MAIRUNE CHEMIST LTD- MDS - PH
KE,Harleys,Makadara Chemists Ltd. - Mombasa,MAKADARA CHEMISTS LTD. - MOMBASA
KE,Harleys,Malc Dispensing-Cash,MALC DISPENSING-CASH
KE,Harleys,Maliba Pharmacy ELDORET ACC,MALIBA PHARMACY ELDORET ACC
KE,Harleys,Malindi Chemist,MALINDI CHEMISTS LTD
KE,Harleys,Malindi First MDS-Cash,MALINDI FIRST PHARMACY
KE,Harleys,Mandera Drug Mart - PH,MANDERA DRUG MART
KE,Harleys,Manga Pharmaceuticals - Kisii,MANGA PHARMACEUTICALS - KISII
KE,Harleys,Mater Hospital,MATER MISEROCORDIAE HOSPITAL
KE,Harleys,Mathioya Dispensing Chemists,MATHIOYA DISPENSING CHEMISTS
KE,Harleys,Maua Hilltop Pharmacy,MAUA HILLTOP PHARMACY
KE,Harleys,Maxalin Pharmacy-Cash,MAXALIN PHARMACY-CASH
KE,Harleys,Medfast Pharmacy Ltd -,MEDFAST PHARMACY
KE,Harleys,Medfil Chemist-Cash,Medfil Chemist-Cash
KE,Harleys,Medichem Limited,MEDICHEM PHARMACY
KE,Harleys,Medimart Healthcare Ltd - Thika Mall,MEDIMART HEALTHCARE LTD - THIKA ROAD
KE,Harleys,Medina Pharmacy Ltd.,MEDINA PHARMACY LIMITED
KE,Harleys,Medio Care Pharmaceuticals - Homabay,MEDIO CARE PHARMACEUTICALS - HOMABAY
KE,Harleys,Medipoint Pharmaceuticals Ltd,MEDIPOINT PHARMACEUTICALS LTD
KE,Harleys,Meds Pharmaceuticals Ltd,MEDS PHARMACEUTICALS LTD
KE,Harleys,Medschem Pharmacy Ltd,MEDSCHEM PHARMACY LTD
KE,Harleys,Medtrade-Cash,MEDTRADE-CASH
KE,Harleys,Megalife Ltd,MEGALIFE LTD
KE,Harleys,Melchizedek Hospital,MELCHIZEDEK HOSPITAL
KE,Harleys,Mercury Pharmaceuticals,MERCURY PHARMACEUTICALS
KE,Harleys,Meridian Four Pharmacy Kisumu Ac,MERIDIAN FOUR PHARMACY KISUMU AC
KE,Harleys,Meru Medicare Stores -MDS,MERU MEDICARE STORES
KE,Harleys,Meta Meta Pharmaceuticals - CHEQUE WITH EACH ORDER,META META PHARMACEUTICALS
KE,Harleys,Metropolitan Chemist Nakuru,Metropolitan Chemist Nakuru
KE,Harleys,Migandini Chemist-Cash,MIGANDINI CHEMIST-CASH
KE,Harleys,Mikindani Medical Centre-MDS,MIKINDANI MEDICAL CENTRE-MDS
KE,Harleys,Mission For Essential Drug Supplies,MISSION FOR ESSENTIAL DRUGS (M.E.D.S)
KE,Harleys,Mitra Pharmaceuticals - Kakamega,MITRA PHARMACEUTICALS - KAKAMEGA
KE,Harleys,Mobichem Pharmacy Ltd,MOBICHEM PHARMACY LTD
KE,Harleys,Mombasa Hospital - Mombasa,MOMBASA HOSPITAL
KE,Harleys,Moments Chemist-Cash,Moments Chemist-Cash
KE,Harleys,Moschem Pharmacy Ltd-Eldoret,MOSCHEM PHARMACY LTD-ELDORET
KE,Harleys,Mothers Pharmacy - eld acc,MOTHERS PHARMACY - ELD ACC
KE,Harleys,Muranga Pharmacy - MDS,Muranga Pharmacy - MDS
KE,Harleys,Mustard Chemist,MUSTARD CHEMIST
KE,Harleys,Mutindwa Chemists Ltd*,MUTINDWA CHEMISTS LTD
KE,Harleys,Mvoi Pharmaceuticals,MVOI PHARMACEUTICALS
KE,Harleys,Mwananchi Chemist-Cash,Mwananchi Chemist-Cash
KE,Harleys,Nairobi Hospital - The,THE NAIROBI HOSPITAL
KE,Harleys,Nairobi Womens Hospital -,NAIROBI WOMENS HOSPITAL LTD
KE,Harleys,Nakuru Afya Chemist - cash,Nakuru Afya Chemist - cash
KE,Harleys,Nandi Chem Limited - CASH,NANDI CHEM LIMITED - CASH
KE,Harleys,Nanyuki Cottage Hospital,NANYUKI COTTAGE HOSPITAL
KE,Harleys,Nas Chemist-Cash,Nas Chemist-Cash
KE,Harleys,Nazareth Hospital,NAZARETH HOSPITAL
KE,Harleys,Ndeiyachem-Cash,Ndeiyachem-Cash
KE,Harleys,Neem Pharmacy,NEEM PHARMACY
KE,Harleys,Neema Hospital Kahawa Sukari,Neema Hospital Kahawa Sukari
KE,Harleys,Neema Pharmacy Ltd - CASH ONLY,NEEMA PHARMACY LTD
KE,Harleys,Neon Pharmaceticals,NEON PHARMACETICALS
KE,Harleys,NEP Pharmacy,NEP PHARMACY
KE,Harleys,New Aberdare,NEW ABERDARE
KE,Harleys,New Coast View-Cash,NEW COAST VIEW CHEMIST
KE,Harleys,New Vipingo Pharmacy Ltd.  - CASH,New Vipingo Pharmacy Ltd.  - CASH
KE,Harleys,Niche Pharmacy,NICHE PHARM PHARMACY
KE,Harleys,Nila Pharmaceuticals Ltd.,NILA PHARMACEUTICALS
KE,Harleys,Nile Pharmacy-Cash,NILE PHARMACY-CASH
KE,Harleys,Nilson Pharmaceuticals Ltd.*,NILSON PHARMACEUTICALS LTD
KE,Harleys,Noble Pharmacy,NOBLE PHARMACY
KE,Harleys,Northern Pharmacy Limited,NORTHERN PHARMACY
KE,Harleys,Nunguni Chemist - MWINGI,NUNGUNI CHEMIST - MWINGI
KE,Harleys,Nyakongo Pharmaceuticals Kisumu Ac,NYAKONGO PHARMACEUTICALS KISUMU AC
KE,Harleys,Nyaoro Pharmacy-Cash,NYAORO PHARMACY-CASH
KE,Harleys,Nzera Chem-Cash,Nzera Chem-Cash
KE,Harleys,Ocean Star Pharmacy,OCEAN STAR PHARMACY
KE,Harleys,Old Madaraka Pharmacy-Cash,OLD MADARAKA PHARMACY-CASH
KE,Harleys,Omaera Pharmaceuticals Ltd,OMAERA PHARMACEUTICALS LTD.
KE,Harleys,Opamo Pharmacy-Nyamira,OPAMO PHARMACY-NYAMIRA
KE,Harleys,Opera Pharma (K) Ltd,OPERA PHARMA (K) LTD
KE,Harleys,Orion Pharmacy Ltd.,ORION PHARMACY LTD.
KE,Harleys,Orthomedic and Pharmaceuticals Limited - CASH,ORTHOMEDIC AND PHARMACEUTICALS LIMITED
KE,Harleys,Othaya Chemists,OTHAYA CHEMISTS
KE,Harleys,Outspan Hospital,NYERI MED SERV LTD/OUTSPAN HSP
KE,Harleys,Palm Beach Hospital - Mombasa,Palm Beach Hospital - Mombasa
KE,Harleys,Palm Ocean Pharmacy-Cash,Palm Ocean Pharmacy-Cash
KE,Harleys,Pandya Memorial Hospital - Mombasa,PANDYA MEMORIAL HOSPITAL - MOMBASA
KE,Harleys,Payless Chemist,PAYLESS CHEMIST
KE,Harleys,Peanoh  Pharmacy-Cash,PEANOH PHARMACY-CASH
KE,Harleys,Pedopa Chemist-Cash,PEDOPA CHEMIST
KE,Harleys,Pentapharm Limited - CASH,PENTAPHARM
KE,Harleys,Pernecia Chem-Cash,PERNECIA CHEM-CASH
KE,Harleys,Pesik Chemist-Cash,PESIK CHEMIST-CASH
KE,Harleys,Pharma & Allied Logistics Ltd,PHARMA & ALLIED LOGISTICS LTD
KE,Harleys,Pharmacure Chemist-Cash,Pharmacure Chemist-Cash
KE,Harleys,Pharmaplus Pharmaceuticals Ltd,PHARMAPLUS PHARMACEUTICALS LTD
KE,Harleys,Pharmart ABC Chemist Ltd,PHARMART CHEMIST LIMITED.
KE,Harleys,Pharmart Chemist - Kisumu - CASH,PHARMART CHEMIST LIMITED.
KE,Harleys,Pharmart Chemist Ltd - UKAY - COLLECT CHEQUE ON DELIVERY,PHARMART CHEMIST LIMITED.
KE,Harleys,Pharmart Galleria Chemist ltd,PHARMART CHEMIST LIMITED.
KE,Harleys,Pharmore Pharmacy Limited,PHARMORE PHARMACY LIMITED
KE,Harleys,Philmed Pharmacy,PHILMED LIMITED
KE,Harleys,Pillar Medical Stores-Cash,Pillar Medical Stores-Cash
KE,Harleys,PILOT PHARMACEUTICAL LTD,PILOT PHARMACEUTICAL LIMITED
KE,Harleys,Pishon Pharmacy- MDS- CHEQUE WITH EACH ORDER,PISHON PHARMACY
KE,Harleys,Plaza One Pharmacy-Cash,PLAZA ONE PHARMACY-CASH
KE,Harleys,Portal Pharmacy - TOWN BRANCH,PORTAL PHARMACY
KE,Harleys,Portal Pharmacy Ltd - TWO RIVERS,PORTAL PHARMACY
KE,Harleys,Prayosha Healthcare Ltd,PRAYOSHA HEALTHCARE LTD
KE,Harleys,Precious Life H/care,PRECIOUS LIFE HEALTHCARE
KE,Harleys,Premier Hospital Limited,PREMIER HOSPITAL LIMITED
KE,Harleys,Prirapharm Chemist,PRIRAPHARM CHEMIST
KE,Harleys,Psalmchem-Cash,PSALMCHEM-CASH
KE,Harleys,Puniqa Healthcare,PUNIQA HEALTHCARE
KE,Harleys,R.Tawakal Chemist - Mombasa -,R.TAWAKAL CHEMIST - MOMBASA -
KE,Harleys,Racypharm Care MDS-Cash,RACYPHARM CARE MDS-CASH
KE,Harleys,Raj Pharmacy Ltd.,RAJ PHARMACY LIMITED
KE,Harleys,Ram Pharmaceuticals Ltd.,RAM PHARMACEUTICALS LIMITED
KE,Harleys,Ranchmart Chemist-Cash,RANCHMART CHEMIST-CASH
KE,Harleys,Rangechem Pharmaceuticals,RANGECHEM PHARMACEUTICALS LTD
KE,Harleys,Razpha Pharmacy-Cash,RAZPHA CHEMIST
KE,Harleys,Reeya Pharmaceuticals Kisumu Ac,REEYA PHARMACEUTICALS KISUMU AC
KE,Harleys,Reliant Chemist-Cash,RELIANT PHARMACEUTICAL LTD
KE,Harleys,Reshams Chemist-Cash,RESHAMS CHEMIST-CASH
KE,Harleys,Rian Pharmacy,RIAN PHARMACY
KE,Harleys,Riddhi Chemist,RIDDHI PHARMACEUTICALS
KE,Harleys,Ridgechem-Cash,RIDGECHEM-CASH
KE,Harleys,Ridges Chemist-Cash,RIDGES CHEMIST-CASH
KE,Harleys,Ripkor Chemist-Cash,RIPKOR CHEMIST-CASH
KE,Harleys,Rivers Chemist-Cash,RIVERS CHEMIST-CASH
KE,Harleys,Robins Chemist K Ltd,ROBINS CHEMIST K LTD
KE,Harleys,Rokas Chemist,ROKAS CHEMIST
KE,Harleys,Rowamu Pharmacy-Cash,ROWAMU PHARMACY-CASH
KE,Harleys,Saboti Chemist Kisumu AC,SABOTI CHEMIST KISUMU AC
KE,Harleys,Sagit Pharma-Cash,Sagit Pharma-Cash
KE,Harleys,Salama Pharmaceuticals Ltd,SALAMA PHARMACEUTICALS
KE,Harleys,Satelite Chemist - Cash,SATELITE CHEMIST - CASH
KE,Harleys,Satya Pharmacy Ltd,SATYA PHARMACY LIMITED
KE,Harleys,Sean&JJ Pharmacy-Cash,Sean&JJ Pharmacy-Cash
KE,Harleys,Seaside Hospital,SEASIDE PHARMACEUTICALS - MOMBASA
KE,Harleys,Seguton Central Pharmacy,SEGUTON CENTRAL PHARMACY
KE,Harleys,Shell Pharmaceuticals - CURRENT CHEQUE ON DELIVERY,SHELL PHARMACEUTICALS LIMITED
KE,Harleys,Shield Pharmaceuticals Limited,SHIELD PHARMACEUTICALS LIMITED
KE,Harleys,Shifa Chem Ltd. - Mombasa,SHIFA CHEM LTD. - MOMBASA
KE,Harleys,Shikamed Pharmacy*,SHIKAMED PHARMACY LIMITED
KE,Harleys,Shoreline Pharmacy,SHORELINE PHARMACY
KE,Harleys,Sibumba Pharmacy-Cash,SIBUMBA PHARMACY-CASH
KE,Harleys,Sinai Hosp Pharmaceuticals,SINAI HOSP PHARMACEUTICALS
KE,Harleys,Sinedet Health Option-Cash,Sinedet Health Option-Cash
KE,Harleys,Sipichem Pharmaceuticals - PH,SIPICHEM PHARMACEUTICALS - PH
KE,Harleys,Smashchem Pharmacy,SMASHCHEM PHARMACY LTD
KE,Harleys,Sonachem Pharmaceuticals,SONACHEM PHARMACEUTICALS
KE,Harleys,South B Hospital Limited,SOUTH B HOSPITAL LTD
