country,distributor,distributor_customer_name,sanofi_customer_name
KE,SURGIPHARM,KENYATTA NATIONAL HOSPITAL,KENYATTA NATIONAL HOSPITAL
KE,SURGIPHARM,KENYATTA NATIONAL HOSPITAL(SUSP A/C),KENYATTA NATIONAL HOSPITAL
KE,SURGIPHARM,KIJABE MEDICAL CENTRE,A.I.C. KIJABE HOSPITAL
KE,SURGIPHARM,MISSION FOR ESSENTIAL DRUGS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S)
KE,SURGIPHARM,MOI TEACHING AND REFERRAL HOSP ,MOI TEACHING & REFERRAL HOSP (M.T.R.H)
KE,SURGIPHARM,MOI TEACHING AND REFERRAL HOSP (SUSP A/C),MOI TEACHING & REFERRAL HOSP (M.T.R.H)
KE,SURGIPHARM,NATIONAL SECURITY INTEL. SERV.,NATIONAL SECURITY INTEL. SERV.
KE,SURGIPHARM,NAZARETH HOSPITAL,NAZARETH HOSPITAL
KE,SURGIPHARM,NYERI MED SERV LTD/OUTSPAN HSP,NYERI MED SERV LTD/OUTSPAN HSP
KE,SURGIPHARM,P.C.E.A. KIKUYU HOSPITAL,P.C.E.A. KIKUYU HOSPITAL
KE,SURGIPHARM,UNILEVER TEA KENYA LIMITED,UNILEVER TEA KENYA LIMITED
KE,SURGIPHARM,UNIVERSITY OF NAIROBI - STAFF,UNIVERSITY OF NAIROBI - CLINIC
