product_description,quantity,country,distributor
ORELOX TABS 100MG *10'S,1083,KE,Surgipharm
ORELOX TABS 200MG *10'S,1791,KE,Surgipharm
PLAVIX TABS 75mg * 28's,230,KE,Surgipharm
RESONIUM ADULT POWDER 454G,2,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),176,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,725,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,700,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,2904,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,438,KE,Surgipharm
STILNOX TABS 10MG * 14,2050,KE,Surgipharm
TARGOCID INJ 400mg * 1s,41,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,223,KE,Surgipharm
TAVANIC TABS 500mg * 5,696,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,188,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,149,KE,Surgipharm
TRITACE TABS 5mg * 28's,324,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,34,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,23,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,146,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,251,KE,Surgipharm
Amaryl M 2mg/500mgtablets 30's,244,KE,Harleys
Amaryl M SR 2mg/500mg tablets 30's,-16,KE,Harleys
Amaryl Tablets 1mg  30's,120,KE,Harleys
Amaryl Tablets 2mg  30's,1229,KE,Harleys
Amaryl Tablets 4mg  30's,130,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,11,KE,Harleys
Aprovasc 150mg/10mg tablets 28's,14,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,83,KE,Harleys
Aprovasc 300mg/10mg tablets 28's,72,KE,Harleys
Aprovasc 300mg/5mg tablets 28's,39,KE,Harleys
Aprovel 150mg tablets 28's,39,KE,Harleys
Aprovel 300mg tablets 28's,1,KE,Harleys
Axacef 250mg Tablets 10's,135,KE,Harleys
Axacef 500mg Tablets 10's,528,KE,Harleys
Buscopan plus tablets 50's,1084,KE,Harleys
Clexane 40mg inj 2's,1286,KE,Harleys
Clexane 80mg injection 2's,471,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,107,KE,Harleys
Coaprovel Tablets 300/12.5mg 28's,85,KE,Harleys
Eloxatin 5mg/ml  Injection 20ml,5,KE,Harleys
Enterogermina Oral Suspension 10 x 5ml,409,KE,Harleys
Epilim Chrono 300mg  Tablets 100's - DDA,180,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,438,KE,Harleys
Epilim Liquid 300ml -DDA,1142,KE,Harleys
Flagentyl  500mg Tablets 4's,552,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,151,KE,Harleys
Flagyl Tablets 400mg 100's,939,KE,Harleys
Flagyl Viaflex 0.5mg injection- 100ml,764,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,881,KE,Harleys
Fleming 1gm Tablets 14's,1453,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,418,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,1992,KE,Harleys
Fleming 625mg Tablets 14's,2014,KE,Harleys
Ibex Capsule 2 x 12's,907,KE,Harleys
Lantus 300iu /3ml inj  Cartridges  5'S - COLD CHAIN,9,KE,Harleys
Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,187,KE,Harleys
Lantus vial 10ml - COLD CHAIN,21,KE,Harleys
Lasix 40mg Tablets 20's,117,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,2641,KE,Harleys
Maalox plus 200mg (4x10),677,KE,Harleys
Maalox Stick Satchets 20's (Lemon),1111,KE,Harleys
Maalox Suspension 350ml,608,KE,Harleys
Monotildiem SR 200mg Capsules 28's,29,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,9394,KE,Harleys
No-Spa 40mg Tablets 100's,154,KE,Harleys
No-Spa Forte 80mg Tablets 20's,32,KE,Harleys
Orelox 100mg tablets 10's,256,KE,Harleys
Orelox 200mg Tablets 10's,291,KE,Harleys
Orelox 40mg/5ml suspension 100ml,88,KE,Harleys
Orelox 40mg/5ml suspension 50ml,12,KE,Harleys
Paraflam Tablets 10's,70,KE,Harleys
Plavix 75mg Tablets 28's,89,KE,Harleys
Resonium Adult Powder 454gms,85,KE,Harleys
Rhinathiol Adult 5% Syrup 125ml,2696,KE,Harleys
Rhinathiol Infant 2% Syrup 125ml - Paed,4150,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,7636,KE,Harleys
Rilutek 50mg Tablets 56's,3,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,1491,KE,Harleys
Targocid 200mg/vial inj,7,KE,Harleys
Targocid 400mg/3ml inj I.M/I.V amp,10,KE,Harleys
Tavanic 500mg inj 1FL 100ml,10,KE,Harleys
Tavanic Tablets 500mg 5's,227,KE,Harleys
Taxotere 20mg/Vial,50,KE,Harleys
Tritace 2.5mg tabs 28's,9,KE,Harleys
Tritace 5mg tablets 28's,58,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,1,KE,Harleys
Xatral LP Tablets 10mg 30's,138,KE,Harleys
Zoxon 1gm Injection 1's,50,KE,Harleys
