Distributor_Product_Name,Quantity,Expiry,country,distributor_name
HISTACET 10mg TABS 20'S ,200,,KE,Highchem
LACTACYD 120ml WASH ,21,,KE,Highchem
LANTUS 10ml VIAL ,38,,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S ,922,,KE,Highchem
LASIX 20mg AMPS 5'S ,114,,KE,Highchem
LASIX 40mg TABS 20'S ,300,,KE,Highchem
MAALOX 150ml SUSPENSION ,5528,,KE,Highchem
MAALOX 350ml SUSPENSION ,3284,,KE,Highchem
MONO-TILDIEM SR 200mg TABS 28'S ,20,,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S ,55,,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,188,,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,403,,KE,Highchem
OMIZEC 20mg CAPS 28'S ,193,,KE,Highchem
ORELOX 100mg TABS 10'S ,1716,,KE,Highchem
ORELOX 100ml SUSPENSION ,100,,KE,Highchem
ORELOX 50ml SUSPENSION ,10,,KE,Highchem
RESONIUM 454g ADULT POWDER ,6,,KE,Highchem
RHINATHIOL AD 125ml SP ,3,,KE,Highchem
RHINATHIOL ENFT 125ml SP ,3,,KE,Highchem
RHINATHIOL PROM 125ml SP ,4,,KE,Highchem
STILNOX 10mg TABS 14'S ,4,,KE,Highchem
TAVANIC INJECTION 500mg ,2,,KE,Highchem
TELFAST 120mg TABS 10'S ,134,,KE,Highchem
TRANXENE CAPSULES 5MG*30s ,150,,KE,Highchem
TRIMOPRIM 960mg 100'S ,18,,KE,Highchem
TRITACE 10.0mg TABS 30'S ,41,,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S ,58,,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S ,285,,KE,Highchem
XATRAL LP 10mg TABS 30'S ,597,,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,615,,KE,Highchem
ZOXON 1000mg ,320,,KE,Highchem
ALL STAR PEN                  ,0,,KE,Laborex
AMARYL M 2MG CP B/30          ,1329,,KE,Laborex
AMARYL M IR 2MG/500MG 30'S    ,0,,KE,Laborex
AMARYL M SR 2MG CP B/30       ,227,,KE,Laborex
AMARYL M SR 2MG/500MG 30'S    ,0,,KE,Laborex
AMARYL TABS 1MG 30'S          ,1404,,KE,Laborex
AMARYL TABS 2MG 30'S          ,5743,,KE,Laborex
AMARYL TABS 4MG 30'S          ,1023,,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,189,,KE,Laborex
APROVASC 150-5MG CP B/28      ,84,,KE,Laborex
APROVASC 300-5MG CP B/28      ,210,,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,1620,,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,17,,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,13120,,KE,Laborex
BUSCOPAN TABS 10MG 50'S      .,0,,KE,Laborex
CLEXANE 40MG INJ 2'S          ,3170,,KE,Laborex
CLEXANE INJ  20MG 2'S         ,82,,KE,Laborex
CLEXANE INJ  60MG 2'S         ,2116,,KE,Laborex
CLEXANE INJ 80MG 2'S          ,2127,,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",576,,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",1076,,KE,Laborex
"COAPROVEL 150/12,5MG X 28'S   ",0,,KE,Laborex
"COAPROVEL 300/12,5MG X 28'S   ",0,,KE,Laborex
CORDARONE 200MG CP B/30       ,110,,KE,Laborex
DULCOLAX TABS 5MG 30'S       .,0,,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,11635,,KE,Laborex
ENTEROGERMINA ORAL SUSP 10X5ML,0,,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,4128,,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,4030,,KE,Laborex
EPILIM IV 400MG PER VIAL      ,0,,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,1292,,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,319,,KE,Laborex
ERCEFURYL CAPS 200MG 28'S     ,0,,KE,Laborex
ERCEFURYL SUSP 90ML           ,0,,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,0,,KE,Laborex
FLAGENTYL 500MG CP B/4        ,8709,,KE,Laborex
FLAGYL INFUSION 100ML         ,0,,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,5083,,KE,Laborex
FLAGYL TABS 400MG 100'S       ,0,,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,11,,KE,Laborex
LANTUS 300IU/3ML CART/5       ,712,,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,740,,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,115,,KE,Laborex
LASIX TABS 40MG 20'S          ,7071,,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",942,,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,780,,KE,Laborex
MAALOX PLUS SUSP 150ML        ,75,,KE,Laborex
MAALOX PLUS SUSP 350ML        ,0,,KE,Laborex
MAALOX SUSP 350ML             ,23,,KE,Laborex
MAALOX SUSPENSION 150ML       ,123,,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,88,,KE,Laborex
MONOTILDIEM SR TABS 300MG 28'S,0,,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",16718,,KE,Laborex
MUCOSOLVAN TABS 30MG 20'S    .,0,,KE,Laborex
NO SPA 40MG CP B/100          ,428,,KE,Laborex
NO SPA 40MG CP B/20           ,518,,KE,Laborex
NO SPA 40MG INJ 2ML 25 AMPS   ,0,,KE,Laborex
NO SPA 40MG INJ 2ML 5 AMPS    ,0,,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,42,,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,372,,KE,Laborex
NO SPA 40MG TABS 100'S        ,0,,KE,Laborex
NO SPA 80MG CP B/20           ,104,,KE,Laborex
NO SPA FORTE 80MG 20'S        ,0,,KE,Laborex
ORELOX 100MG CP B/10          ,1205,,KE,Laborex
ORELOX 200MG CP B/10          ,3156,,KE,Laborex
ORELOX 40MG/5ML PAED SUSP 50ML,0,,KE,Laborex
ORELOX 80MG/PED 100ML40MG/5ML ,0,,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,4252,,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,2983,,KE,Laborex
ORELOX TABS 100MG 10'S        ,0,,KE,Laborex
ORELOX TABS 200MG 10'S        ,0,,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,1408,,KE,Laborex
PLAVIX 75MG TABS 28'S         ,0,,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,11081,,KE,Laborex
RHINATHIOL AD SYR 125ML       ,0,,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",0,,KE,Laborex
RHINATHIOL INF SYR 125ML      ,0,,KE,Laborex
RHINATHIOL PROM SYR 125ML     ,1,,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,24,,KE,Laborex
RIFAFOUR TABLETS 84'S         ,347,,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,1830,,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,368,,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,11250,,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,117,,KE,Laborex
TAVANIC 500MG CP B/5          ,1118,,KE,Laborex
TAVANIC 500MG TABS 5'S        ,0,,KE,Laborex
TELFAST 120MG TABS 10'S       ,45,,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",692,,KE,Laborex
TRITACE TABS 5MG 30'S         ,1270,,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,104,,KE,Laborex
TRITAZIDE 5-25MG TABS 28'S    ,0,,KE,Laborex
"XATRAL 2,5MG CP B/30          ",53,,KE,Laborex
XATRAL 2.5MG TABS 30'S        ,0,,KE,Laborex
XATRAL LP 10MG COMP B/30      ,654,,KE,Laborex
XATRAL LP 5MG CP B/56         ,295,,KE,Laborex
XATRAL LP 5MG TABS 56'S       ,0,,KE,Laborex
ALLSTAR PEN,1189,,KE,Surgipharm
AMARYL M SR TABS 2-500mg * 30's,446,,KE,Surgipharm
AMARYL M TABS 2mg * 30's,593,,KE,Surgipharm
AMARYL TABS 1mg * 30's,1276,,KE,Surgipharm
AMARYL TABS 2mg * 30's,191,,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,330,,KE,Surgipharm
APROVASC TAB 150-5MG *28,4,,KE,Surgipharm
APROVASC TAB 300-10MG *28,22,,KE,Surgipharm
APROVASC TAB 300-5MG *28,6,,KE,Surgipharm
APROVEL TABS 150mg * 28's,342,,KE,Surgipharm
APROVEL TABS 300mg * 28's,285,,KE,Surgipharm
AXACEF TABLETS 250MG * 10,532,,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,326,,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),2535,,KE,Surgipharm
CLEXANE INJ. 40mg * 2,17050,,KE,Surgipharm
CLEXANE INJ. 60mg * 2,2600,,KE,Surgipharm
CLEXANE INJ. 80mg * 2,694,,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,177,,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,24,,KE,Surgipharm
DAONIL TABS 5mg * 100's,32,,KE,Surgipharm
ELOXATIN INJ 100mg * 1,4,,KE,Surgipharm
ELOXATIN INJ 50mg * 1,2,,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,12878,,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,715,,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,1179,,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,1496,,KE,Surgipharm
EPILIM SYRUP 300ml,5561,,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,928,,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,5023,,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1660,,KE,Surgipharm
FLAGYL TABS 400mg * 100's,70,,KE,Surgipharm
GUAMET TABS 500MG 28's,10163,,KE,Surgipharm
IBEX CAPSULES 2*12,7187,,KE,Surgipharm
LANTUS 10ml VIAL,266,,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,302,,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,1359,,KE,Surgipharm
LASIX AMPS 2ml * 5,45,,KE,Surgipharm
LASIX TABS 40mg * 20,3902,,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,123,,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,264,,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,282,,KE,Surgipharm
NO SPA TABLETS 40mg * 20,117,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,1786,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,1517,,KE,Surgipharm
ORELOX TABS 100MG *10'S,524,,KE,Surgipharm
ORELOX TABS 200MG *10'S,445,,KE,Surgipharm
PLAVIX TABS 75mg * 28's,471,,KE,Surgipharm
RESONIUM ADULT POWDER 454G,2,,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,618,,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,69,,KE,Surgipharm
ROXICEF INJECTION 750MG * 1's,6,,KE,Surgipharm
STILNOX TABS 10MG * 14,3555,,KE,Surgipharm
TARGOCID INJ 400mg * 1s,364,,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,295,,KE,Surgipharm
TAVANIC TABS 500mg * 5,1077,,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,19,,KE,Surgipharm
TRITACE TABS 5mg * 30's,58,,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,447,,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,103,,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,18,,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,1677,,KE,Surgipharm
