Distributor_Product_Name,Quantity,Expiry,country,distributor_name
Paraflam Tablets 10's,16,,KE,Harleys
Clexane 40mg inj 2's,11,,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,10,,KE,Harleys
Lantus vial 10ml - COLD CHAIN,4,,KE,Harleys
Enterogermina Oral Suspension 10 x 5ml,4,,KE,Harleys
Aprovasc 150mg/10mg tablets 28's,2,,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,2,,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,2,,KE,Harleys
Eloxatin 5mg/ml  Injection 10ml,2,,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,1,,KE,Harleys
Buscopan plus tablets 50's,1,,KE,Harleys
Orelox 200mg Tablets 10's,1,,KE,Harleys
AMARYL M 2mg/500mg 30'S,179,,KE,Highchem
AMARYL TABS 1.0mg 30'S,246,,KE,Highchem
AMARYL TABS 2.0mg 30'S,138,,KE,Highchem
AMARYL TABS 3.0mg 30'S,84,,KE,Highchem
AMARYL TABS 4.0mg 30'S,295,,KE,Highchem
APROVEL 150mg TABS 28'S,108,,KE,Highchem
APROVEL 300mg TABS 28'S,144,,KE,Highchem
BIOFERON CAPS 30'S,5,,KE,Highchem
BRONCHICUM ELIXIR 100ml,2435,,KE,Highchem
CLEXANE 40mg 2'S,1866,,KE,Highchem
CLEXANE 60mg 2'S,177,,KE,Highchem
CLEXANE 80mg 2'S,266,,KE,Highchem
CO-APROVEL TABS 150/12.5mg 28'S,92,,KE,Highchem
CO-APROVEL TABS 300/12.5mg 28'S,114,,KE,Highchem
CORDARONE TAB 200mg 30'S,221,,KE,Highchem
DAONIL 5.0mg TABS 100'S,50,,KE,Highchem
DULCOLAX 5MG TABS BL3X10,1609,,KE,Highchem
ENTEROGERMINA 5.0ml 10'S,1074,,KE,Highchem
EPILIM 200mg TABS EC 100'S,286,,KE,Highchem
EPILIM 300ml SYRUP,3084,,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S,269,,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S,379,,KE,Highchem
ERCEFURYL 200mg CAPS 28'S,284,,KE,Highchem
ERCEFURYL 4% 90ML SUSPENSION,289,,KE,Highchem
FLAGENTYL 500mg TABS,1830,,KE,Highchem
FLAGYL 100ml SUSPENSION,677,,KE,Highchem
FLAGYL 400mg TABS 100'S,1251,,KE,Highchem
FLEMING 500mg+125mg TABS 14'S,381,,KE,Highchem
FLEMING 875mg+125mg TABS 14'S,200,,KE,Highchem
LANTUS 10ml VIAL,124,,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S,555,,KE,Highchem
LASIX 20mg AMPS 5'S,285,,KE,Highchem
LASIX 40mg TABS 20'S,1114,,KE,Highchem
MAALOX 460mg SATCHETS LEMON,392,,KE,Highchem
MAALOX PLUS 200MG TABS BL4X10,340,,KE,Highchem
MUCOSOLVAN 1.5G/100ML SYR BT1,3739,,KE,Highchem
NO SPA 40mg TABS 100'S,192,,KE,Highchem
NO SPA 40mg TABS 20'S,268,,KE,Highchem
ORELOX 100mg TABS 10'S,103,,KE,Highchem
ORELOX 100ml SUSPENSION,31,,KE,Highchem
ORELOX 200mg TABS 10'S,540,,KE,Highchem
ORELOX 50ml SUSPENSION,25,,KE,Highchem
PLAVIX 75mg TABS 28'S,214,,KE,Highchem
RESONIUM 454g ADULT POWDER,417,,KE,Highchem
RHINATHIOL AD 125ml SP,1529,,KE,Highchem
RHINATHIOL ENFT 125ml SP,2457,,KE,Highchem
RHINATHIOL PROM 125ml SP,4590,,KE,Highchem
STILNOX 10mg TABS 14'S,3323,,KE,Highchem
TAVANIC 500mg TABS 5'S,1418,,KE,Highchem
TAVANIC INJECTION 500mg,307,,KE,Highchem
TRITACE 2.5 MG TABS 28s,44,,KE,Highchem
TRITACE 5.0mg TABS 30'S,190,,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S,204,,KE,Highchem
XATRAL LP 10mg TABS 30'S,49,,KE,Highchem
XATRAL LP TABLETS 5MG*56s,6,,KE,Highchem
AMARYL M 2MG CP B/30          ,385,,KE,Laborex
AMARYL M SR 2MG CP B/30       ,510,,KE,Laborex
AMARYL TABS 1MG 30'S          ,321,,KE,Laborex
AMARYL TABS 2MG 30'S          ,2386,,KE,Laborex
AMARYL TABS 4MG 30'S          ,1858,,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,0,,KE,Laborex
APROVASC 150-5MG CP B/28      ,0,,KE,Laborex
APROVASC 300-10MG CP B/28     ,61,,KE,Laborex
APROVASC 300-5MG CP B/28      ,0,,KE,Laborex
APROVEL 150MG RM CP B/28      ,86,,KE,Laborex
APROVEL 300MG RM CP B/28      ,5,,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,0,,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,17,,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,0,,KE,Laborex
CLEXANE 40MG INJ 2'S          ,12809,,KE,Laborex
CLEXANE INJ  20MG 2'S         ,1601,,KE,Laborex
CLEXANE INJ  60MG 2'S         ,15597,,KE,Laborex
CLEXANE INJ 80MG 2'S          ,3908,,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",938,,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",183,,KE,Laborex
CORDARONE 200MG CP B/30       ,3,,KE,Laborex
DAONIL TABS 5MG 100'S         ,257,,KE,Laborex
DULCOLAX TABS 5MG 30'S       .,13632,,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,0,,KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,3,,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,1076,,KE,Laborex
EPILIM IV 400MG PER VIAL      ,612,,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,7905,,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,80,,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,12,,KE,Laborex
FLAGENTYL 500MG CP B/4        ,0,,KE,Laborex
FLAGENTYL TABS 500MG 4'S      ,0,,KE,Laborex
FLAGYL INFUSION 100ML         ,0,,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,1714,,KE,Laborex
FLAGYL TABS 400MG 100'S       ,12520,,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,0,,KE,Laborex
LANTUS 300IU/3ML CART/5       ,651,,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,0,,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,11039,,KE,Laborex
LASIX TABS 40MG 20'S          ,1673,,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",951,,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,949,,KE,Laborex
MAALOX PLUS SUSP 150ML        ,0,,KE,Laborex
MAALOX SUSP 350ML             ,738,,KE,Laborex
MAALOX SUSPENSION 150ML       ,0,,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,4,,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",25862,,KE,Laborex
NO SPA 40MG CP B/100          ,190,,KE,Laborex
NO SPA 40MG CP B/20           ,322,,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,0,,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,0,,KE,Laborex
NO SPA 80MG CP B/20           ,2,,KE,Laborex
ORELOX 100MG CP B/10          ,3233,,KE,Laborex
ORELOX 200MG CP B/10          ,2678,,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,1044,,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,3117,,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,810,,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,7567,,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",7291,,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,36448,,KE,Laborex
RIFAFOUR TABLETS 84'S         ,32,,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,25,,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,752,,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,76,,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,52,,KE,Laborex
TARGOCID 400MG INJ 1'S        ,0,,KE,Laborex
TAVANIC 500MG CP B/5          ,1673,,KE,Laborex
TAVANIC 500MG/+INFLS VLS3M36XE,1139,,KE,Laborex
TELFAST 120MG TABS 10'S       ,0,,KE,Laborex
"TRITACE 2,5MG TABS 28'S       ",0,,KE,Laborex
TRITACE 5MG TABS 28'S         ,170,,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",0,,KE,Laborex
TRITACE TABS 5MG 30'S         ,0,,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,6,,KE,Laborex
"XATRAL 2,5MG CP B/30          ",16,,KE,Laborex
XATRAL LP 10MG COMP B/30      ,9,,KE,Laborex
XATRAL LP 5MG CP B/56         ,2,,KE,Laborex
RHINATHIOL PROMETHAZINE SYRUP 125ml,48653,,KE,Surgipharm
CLEXANE INJ. 40mg * 2,39222,,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,30452,,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,7930,,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,7653,,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,7615,,KE,Surgipharm
IBEX CAPSULES 2*12,6268,,KE,Surgipharm
FLEMING TABS 625MG * 14'S,6266,,KE,Surgipharm
EPILIM SYRUP 300ml,5893,,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,5867,,KE,Surgipharm
FLAGYL SUSPENSION 100ml,4974,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,4656,,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,4182,,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,3779,,KE,Surgipharm
STILNOX TABS 10MG * 14,3365,,KE,Surgipharm
AMARYL TABS 2mg * 30's,3203,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,2582,,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,2501,,KE,Surgipharm
ORELOX TABS 200MG *10'S,2492,,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,2464,,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,2365,,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,2215,,KE,Surgipharm
MAALOX SUSPENSION 350ml,2175,,KE,Surgipharm
AMARYL TABS 1mg * 30's,1795,,KE,Surgipharm
BIOFERON CAPS *30,1744,,KE,Surgipharm
ZOXON 1GM INJ 1*1 WITH WATER,1737,,KE,Surgipharm
CLEXANE INJ. 80mg * 2,1676,,KE,Surgipharm
ORELOX TABS 100MG *10'S,1648,,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,1533,,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,1525,,KE,Surgipharm
AMARYL M TABS 2mg * 30's,1499,,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,1437,,KE,Surgipharm
AMARYL TABS 4mg * 30's,1354,,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,1255,,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,1254,,KE,Surgipharm
CLEXANE INJ. 20mg * 2,1189,,KE,Surgipharm
TAVANIC TABS 500mg * 5,1108,,KE,Surgipharm
PLAVIX TABS 75mg * 28's,1078,,KE,Surgipharm
LASIX AMPS 2ml * 5,1030,,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,943,,KE,Surgipharm
FLAGYL TABS 400mg * 100's,943,,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,803,,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),753,,KE,Surgipharm
AXACEF TABLETS 250MG * 10,749,,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,728,,KE,Surgipharm
TARGOCID INJ 400mg * 1s,684,,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,587,,KE,Surgipharm
CLEXANE INJ. 60mg * 2,581,,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,577,,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,568,,KE,Surgipharm
APROVASC TAB 300-10MG *28,513,,KE,Surgipharm
APROVEL TABS 150mg * 28's,508,,KE,Surgipharm
APROVASC TAB 150-5MG *28,481,,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,437,,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,415,,KE,Surgipharm
TRITACE TABS 5mg * 28's,389,,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,389,,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,325,,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,322,,KE,Surgipharm
LASIX TABS 40mg * 20,297,,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,271,,KE,Surgipharm
APROVASC TAB 300-5MG *28,238,,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,217,,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,207,,KE,Surgipharm
APROVEL TABS 300mg * 28's,201,,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,185,,KE,Surgipharm
NO SPA TABLETS 40mg * 20,181,,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),176,,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,113,,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,94,,KE,Surgipharm
BIOFERON SUSP 200ML,71,,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,58,,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,53,,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,52,,KE,Surgipharm
DAONIL TABS 5mg * 100's,47,,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,44,,KE,Surgipharm
ELOXATIN INJ 50mg * 1,29,,KE,Surgipharm
ALLSTAR PEN,25,,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,13,,KE,Surgipharm
RESONIUM ADULT POWDER 454G,9,,KE,Surgipharm
ELOXATIN INJ 100mg * 1,6,,KE,Surgipharm
