product_description,quantity,country,distributor
CORDARONE TAB 200mg 30'S ,20,KE,Highchem
ELOXATINE 50mg ,2,KE,Highchem
ENTEROGERMINA 5.0ml 10'S ,1424,KE,Highchem
EPILIM 200mg TABS EC 100'S ,36,KE,Highchem
EPILIM 300ml SYRUP ,554,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S ,128,KE,Highchem
ERCEFURYL 200mg CAPS 28'S ,171,KE,Highchem
FLAGENTYL 500mg TABS ,193,KE,Highchem
FLAGYL 100ml VIAFLEX ,9,KE,Highchem
FLEMING 1000mg+200mg 5's INJ ,80,KE,Highchem
FLEMING 228.5mg/5ml 70ml SUSPE.. ,31,KE,Highchem
FLEMING 500mg+125mg TABS 14'S ,47,KE,Highchem
FLEMING 875mg+125mg TABS 14'S ,57,KE,Highchem
LANTUS 10ml VIAL ,58,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S ,168,KE,Highchem
LASIX 40mg TABS 20'S ,360,KE,Highchem
MAALOX 150ml SUSPENSION ,262,KE,Highchem
MAALOX 350ml SUSPENSION ,230,KE,Highchem
MAALOX 460mg SATCHETS LEMON ,37,KE,Highchem
MAALOX PLUS 150ml SUSPENSION ,953,KE,Highchem
MAALOX PLUS 350ml SUSPENSION ,1097,KE,Highchem
MONO-TILDIEM SR 200mg TABS 28'S ,6,KE,Highchem
NO SPA 40mg TABS 100'S ,91,KE,Highchem
NO SPA 40mg TABS 20'S ,22,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S ,8,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,30,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,7,KE,Highchem
ORELOX 100mg TABS 10'S ,191,KE,Highchem
ORELOX 100ml SUSPENSION ,154,KE,Highchem
ORELOX 200mg TABS 10'S ,92,KE,Highchem
ORELOX 50ml SUSPENSION ,18,KE,Highchem
PLAVIX 75mg TABS 28'S ,10,KE,Highchem
REICHLOX 500mg CAPS 500'S ,-2,KE,Highchem
RESONIUM 454g ADULT POWDER ,123,KE,Highchem
RHINATHIOL AD 125ml SP ,633,KE,Highchem
RHINATHIOL ENFT 125ml SP ,344,KE,Highchem
RHINATHIOL PROM 125ml SP ,625,KE,Highchem
RHINATHIOL SUGAR FREE AD 200ml SRP ,18,KE,Highchem
RILUTEK TABS 56 X 50MG ,1,KE,Highchem
STILNOX 10mg TABS 14'S ,50,KE,Highchem
TAVANIC 500mg TABS 5'S ,335,KE,Highchem
TAVANIC INJECTION 500mg ,126,KE,Highchem
TAXOTERE TP 80MG ,2,KE,Highchem
TRITACE 10.0mg TABS 30'S ,77,KE,Highchem
TRITACE 5.0mg TABS 30'S ,138,KE,Highchem
TRITACE TABS 2.5MG 1X30 ,0,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S ,10,KE,Highchem
XATRAL 2.5mg TABS 30'S ,6,KE,Highchem
XATRAL LP 10mg TABS 30'S ,125,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,48,KE,Highchem
ZOXON 1000mg ,2004,KE,Highchem
AMARYL M 2MG CP B/30          ,518,KE,Laborex
AMARYL M SR 2MG CP B/30       ,18,KE,Laborex
AMARYL TABS 1MG 30'S          ,36,KE,Laborex
AMARYL TABS 2MG 30'S          ,695,KE,Laborex
AMARYL TABS 4MG 30'S          ,127,KE,Laborex
APROVASC 150-5MG CP B/28      ,54,KE,Laborex
APROVASC 300-5MG CP B/28      ,21,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,697,KE,Laborex
CLEXANE 40MG INJ 2'S          ,2965,KE,Laborex
CLEXANE INJ  20MG 2'S         ,229,KE,Laborex
CLEXANE INJ  60MG 2'S         ,549,KE,Laborex
CLEXANE INJ 80MG 2'S          ,481,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",222,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",252,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,2415,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,1152,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,1979,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,1425,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,156,KE,Laborex
ERCEFURYL SUSP 90ML           ,14,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,119,KE,Laborex
FLAGENTYL 500MG CP B/4        ,1113,KE,Laborex
FLAGYL INFUSION 100ML         ,11667,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,124,KE,Laborex
FLAGYL TABS 400MG 100'S       ,51,KE,Laborex
LANTUS 300IU/3ML CART/5       ,-7,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,1185,KE,Laborex
LASIX TABS 40MG 20'S          ,3822,KE,Laborex
MAALOX PLUS SUSP 150ML        ,265,KE,Laborex
MAALOX PLUS SUSP 350ML        ,711,KE,Laborex
MAALOX SUSP 350ML             ,115,KE,Laborex
MAALOX SUSPENSION 150ML       ,29,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,57,KE,Laborex
NO SPA 40MG CP B/100          ,179,KE,Laborex
NO SPA 40MG CP B/20           ,14,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,56,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,2,KE,Laborex
NO SPA 80MG CP B/20           ,44,KE,Laborex
ORELOX 80MG/PED 100ML40MG/5ML ,939,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,1327,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,7473,KE,Laborex
RIFAFOUR TABLETS 84'S         ,90,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,4921,KE,Laborex
TAVANIC 500MG CP B/5          ,477,KE,Laborex
TELFAST 120MG TABS 10'S       ,18,KE,Laborex
TRITACE TABS 5MG 30'S         ,112,KE,Laborex
TRITAZIDE 5-25MG TABS 28'S    ,5,KE,Laborex
XATRAL LP 5MG CP B/56         ,10,KE,Laborex
AMARYL M SR TABS 2-500mg * 30's,13,KE,Surgipharm
AMARYL M TABS 2mg * 30's,701,KE,Surgipharm
AMARYL TABS 1mg * 30's,391,KE,Surgipharm
AMARYL TABS 2mg * 30's,951,KE,Surgipharm
AMARYL TABS 4mg * 30's,228,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,1,KE,Surgipharm
APROVASC TAB 150-5MG *28,83,KE,Surgipharm
APROVASC TAB 300-10MG *28,43,KE,Surgipharm
APROVASC TAB 300-5MG *28,40,KE,Surgipharm
APROVEL TABS 150mg * 28's,80,KE,Surgipharm
APROVEL TABS 300mg * 28's,110,KE,Surgipharm
AXACEF TABLETS 250MG * 10,74,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,100,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),220,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),1087,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,714,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,4277,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,1651,KE,Surgipharm
CLEXANE INJ. 20mg * 2,395,KE,Surgipharm
CLEXANE INJ. 40mg * 2,2342,KE,Surgipharm
CLEXANE INJ. 60mg * 2,70,KE,Surgipharm
CLEXANE INJ. 80mg * 2,683,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,236,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,274,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,67,KE,Surgipharm
DAONIL TABS 5mg * 100's,-2,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,367,KE,Surgipharm
ELOXATIN INJ 50mg * 1,2,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,5630,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,32,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,280,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,949,KE,Surgipharm
EPILIM INJECTION 400MG * 1,130,KE,Surgipharm
EPILIM SYRUP 300ml,574,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,271,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,12,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,2643,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,4014,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1491,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1669,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,467,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML(SANOFI),4825,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),671,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,404,KE,Surgipharm
IBEX CAPSULES 2*12,864,KE,Surgipharm
LANTUS 10ml VIAL,36,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,-2,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,758,KE,Surgipharm
LASIX AMPS 2ml * 5,819,KE,Surgipharm
LASIX TABS 40mg * 20,1711,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,423,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,719,KE,Surgipharm
MAALOX PLUS SUSPENSION 350ml,723,KE,Surgipharm
MAALOX SUSPENSION 150ml,195,KE,Surgipharm
MAALOX SUSPENSION 350ml,165,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,60,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,351,KE,Surgipharm
MUCOSOLVAN TABLETS 30mg * 20's,35,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,9,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,34,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,130,KE,Surgipharm
NO SPA TABLETS 40mg * 20,48,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,1072,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,413,KE,Surgipharm
ORELOX TABS 100MG *10'S,1203,KE,Surgipharm
ORELOX TABS 200MG *10'S,615,KE,Surgipharm
PHARMATON KIDDI SYRUP 100ML,329,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,15,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,6,KE,Surgipharm
PLAVIX TABS 75mg * 28's,102,KE,Surgipharm
REICHLOX CAPS 500mg * 50 * 10 BP  (SANOFI),-5,KE,Surgipharm
RESONIUM ADULT POWDER 454G,9,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,1196,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,643,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,272,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,1215,KE,Surgipharm
STILNOX TABS 10MG * 14,1781,KE,Surgipharm
TARGOCID INJ 400mg * 1s,93,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,367,KE,Surgipharm
TAVANIC TABS 500mg * 5,831,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,101,KE,Surgipharm
TRITACE TABS 5mg * 30's,364,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,119,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,14,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,54,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,107,KE,Surgipharm
AMARYL M TABS 2mg * 30's,60,KE,Surgipharm
AMARYL TABS 2mg * 30's,65,KE,Surgipharm
AMARYL TABS 4mg * 30's,39,KE,Surgipharm
APROVASC TAB 150-5MG *28,7,KE,Surgipharm
APROVEL TABS 150mg * 28's,11,KE,Surgipharm
APROVEL TABS 300mg * 28's,8,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,70,KE,Surgipharm
BIOFERON CAPS *30  (SANOFI),1,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),224,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,8,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,620,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,183,KE,Surgipharm
CLEXANE INJ. 20mg * 2,87,KE,Surgipharm
CLEXANE INJ. 40mg * 2,304,KE,Surgipharm
CLEXANE INJ. 60mg * 2,19,KE,Surgipharm
CLEXANE INJ. 80mg * 2,58,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,12,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,1,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,200,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,220,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,3,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,23,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,26,KE,Surgipharm
EPILIM SYRUP 300ml,89,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,4,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,61,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,746,KE,Surgipharm
FLAGYL SUSPENSION 100ml,120,KE,Surgipharm
FLAGYL TABS 400mg * 100's,233,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,30,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),19,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,41,KE,Surgipharm
IBEX CAPSULES 2*12,20,KE,Surgipharm
LANTUS 10ml VIAL,18,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,84,KE,Surgipharm
LASIX AMPS 2ml * 5,198,KE,Surgipharm
LASIX TABS 40mg * 20,198,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,26,KE,Surgipharm
MAALOX PLUS SUSPENSION 150ml,50,KE,Surgipharm
MAALOX PLUS SUSPENSION 350ml,226,KE,Surgipharm
MAALOX SUSPENSION 350ml,53,KE,Surgipharm
MONO-TILDIEM S.R CAPS 300mg * 28's,1,KE,Surgipharm
MUCOSOLVAN TABLETS 30mg * 20's,30,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,4,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,11,KE,Surgipharm
NO SPA TABLETS 40mg * 20,5,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,21,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,5,KE,Surgipharm
ORELOX TABS 100MG *10'S,36,KE,Surgipharm
ORELOX TABS 200MG *10'S,407,KE,Surgipharm
PHARMATON KIDDI SYRUP 100ML,25,KE,Surgipharm
PHARMATON ProAGE CAPSULES 30'S,27,KE,Surgipharm
PHARMATON ProAGE CAPSULES 60'S,4,KE,Surgipharm
PLAVIX TABS 75mg * 28's,47,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,277,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,284,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,48,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,61,KE,Surgipharm
STILNOX TABS 10MG * 14,145,KE,Surgipharm
TARGOCID INJ 400mg * 1s,14,KE,Surgipharm
TAVANIC TABS 500mg * 5,33,KE,Surgipharm
TRITACE TABS 5mg * 30's,43,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,5,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,5,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,18,KE,Surgipharm
