MONTH,COUNTRY,DISTRIBUTOR,Distributor NAMING,QUANTITY_UNITS
6,KE,surgipharm,RIFOCIN INJ. 250mg * 1's,727
6,KE,surgipharm,STILNOX TABS 10MG * 14,2763
6,KE,surgipharm,TARGOCID INJ 400mg * 1s,684
6,KE,surgipharm,TAVANIC INJ. 500mg VIAL,1778
6,KE,surgipharm,TAVANIC TABS 500mg * 5,1812
6,KE,surgipharm,TAXOTERE 80mg/4ml * 1 VIAL,219
6,KE,surgipharm,TRITACE TABS 2.5mg * 28's,503
6,KE,surgipharm,TRITACE TABS 5mg * 28's,1423
6,KE,surgipharm,TRITAZIDE TABS 5/12.5MG * 28'S,98
6,KE,surgipharm,XATRAL LP TABLETS 5mg * 56's,400
6,KE,surgipharm,XATRAL LP TABS 10mg * 30's,1178
6,KE,surgipharm,ZOXON 1GM INJ 1*1 WITH WATER,11538
6,KE,laborex,ALL STAR PEN                  ,498
6,KE,laborex,AMARYL M 2MG CP B/30          ,596
6,KE,laborex,AMARYL M SR 2MG CP B/30       ,5
6,KE,laborex,AMARYL TABS 1MG 30'S          ,6
6,KE,laborex,AMARYL TABS 2MG 30'S          ,0
6,KE,laborex,AMARYL TABS 4MG 30'S          ,673
6,KE,laborex,APROVASC 150-5MG CP B/28      ,266
6,KE,laborex,APROVASC 300-10MG CP B/28     ,0
6,KE,laborex,APROVASC 300-5MG CP B/28      ,126
6,KE,laborex,APROVEL 150MG RM CP B/28      ,204
6,KE,laborex,APROVEL 300MG RM CP B/28      ,218
6,KE,laborex,BRONCHICUM ELIXIR 100ML       ,0
6,KE,laborex,BUSCOPAN AMPOULES 20MG 5'S    ,5
6,KE,laborex,BUSCOPAN PLUS TABS 50'S      .,0
6,KE,laborex,BUSCOPAN TABS 10MG 50'S      .,5448
6,KE,laborex,CLEXANE 40MG INJ 2'S          ,5021
6,KE,laborex,CLEXANE INJ  20MG 2'S         ,1078
6,KE,laborex,CLEXANE INJ  60MG 2'S         ,6162
6,KE,laborex,CLEXANE INJ 80MG 2'S          ,4217
6,KE,laborex,"CO APROVEL 150/12,5MG RMCP/28 ",603
6,KE,laborex,"CO APROVEL 300/12,5MG RMCP/28 ",249
6,KE,laborex,CORDARONE 200MG CP B/30       ,45
6,KE,laborex,DAONIL TABS 5MG 100'S         ,0
6,KE,laborex,DULCOLAX TABS 5MG 30'S       .,4153
6,KE,laborex,ENTEROGERMINA 2M/5ML F/10     ,106863
6,KE,laborex,EPILIM CHRONO 300MG TABS      ,807
6,KE,laborex,EPILIM CHRONO TABS 500MG 100S ,371
6,KE,laborex,EPILIM EC TABS 200MG 100'S    ,2402
6,KE,laborex,EPILIM IV 400MG PER VIAL      ,169
6,KE,laborex,EPILIM SYRUP 200MG/5ML 300ML  ,2047
6,KE,laborex,ERCEFURYL 200MG GELU B/28     ,0
6,KE,laborex,ERCEFURYL SUSP BUV F/90ML     ,271
6,KE,laborex,FLAGENTYL 500MG CP B/4        ,3984
6,KE,laborex,FLAGYL INFUSION 100ML         ,0
6,KE,laborex,FLAGYL SUSP 200MG 100ML       ,4194
6,KE,laborex,FLAGYL TABS 400MG 100'S       ,6589
6,KE,laborex,LANTUS 100UI/ML VIAL 10ML     ,1014
6,KE,laborex,LANTUS 300IU/3ML CART/5       ,231
6,KE,laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,1525
6,KE,laborex,LASIX INJ 20MG/2ML AMP 5'S    ,5010
6,KE,laborex,LASIX TABS 40MG 20'S          ,6589
6,KE,laborex,"MAALOX ME CIT SUSP4,3MLSAC/20 ",1092
6,KE,laborex,MAALOX PLUS 200MG TABS 40'S  .,317
6,KE,laborex,MAALOX SUSP 350ML             ,0
6,KE,laborex,MONOTILDIEM SR 200MG TAB 28'S ,0
6,KE,laborex,"MUCOSOLVAN 1,5G/100ML SIR    .",4312
6,KE,laborex,NO SPA 40MG CP B/100          ,6
6,KE,laborex,NO SPA 40MG CP B/20           ,3
6,KE,laborex,NO SPA 40MG INJ 2ML B/25      ,263
6,KE,laborex,NO SPA 40MG INJ 2ML B/5       ,82
6,KE,laborex,NO SPA 80MG CP B/20           ,14
6,KE,laborex,ORELOX 100MG CP B/10          ,1150
6,KE,laborex,ORELOX 200MG CP B/10          ,3285
6,KE,laborex,ORELOX ENF 40MG/5ML SUS/100ML ,5244
6,KE,laborex,ORELOX ENF 40MG/5ML SUSP/50ML ,2756
6,KE,laborex,PLAVIX 75MG CP B/28 AFR       ,228
6,KE,laborex,RHINATHIOL AD 5% SP F/125ML   ,4629
6,KE,laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",5537
6,KE,laborex,RHINATHIOL PROMETH SP 125ML   ,8040
6,KE,laborex,RIFOCIN INJ 250MG 1'S         ,248
6,KE,laborex,STILNOX 10MG COMP B/14        ,0
6,KE,laborex,STILNOX TABLETS 10MG 14'S     ,1
6,KE,laborex,TARGOCID 200MG/3ML INJ /1     ,0
6,KE,laborex,TARGOCID 400MG INJ 1'S        ,0
6,KE,laborex,TAVANIC 500MG CP B/5          ,750
6,KE,laborex,TAVANIC 500MG/+INFLS VLS3M36XE,806
6,KE,laborex,"TRITACE 2,5MG TABS 28'S       ",362
6,KE,laborex,TRITACE 5MG TABS 28'S         ,346
6,KE,laborex,TRITAZIDE 5-25MG CP B/28      ,0
6,KE,laborex,"XATRAL 2,5MG CP B/30          ",44
6,KE,laborex,XATRAL LP 10MG COMP B/30      ,343
6,KE,laborex,XATRAL LP 5MG CP B/56         ,81
5,KE,highchem,AMARYL TABS 4.0mg 30'S,132
5,KE,highchem,APROVEL 300mg TABS 28'S,54
5,KE,highchem,BRONCHICUM ELIXIR 100ml,2
5,KE,highchem,CLEXANE 20mg 2'S,334
5,KE,highchem,CLEXANE 60mg 2'S,300
5,KE,highchem,CLEXANE 80mg 2'S,116
5,KE,highchem,DULCOLAX 5MG TABS BL3X10,3804
5,KE,highchem,ENTEROGERMINA 5.0ml 10'S,5054
5,KE,highchem,EPILIM 200mg TABS EC 100'S,639
5,KE,highchem,EPILIM 300ml SYRUP,44
5,KE,highchem,EPILIM CHRONO 300mg TABS 100'S,224
5,KE,highchem,EPILIM CHRONO 500mg TABS 100'S,20
5,KE,highchem,ERCEFURYL 200mg CAPS 28'S,565
5,KE,highchem,ERCEFURYL 4% 90ML SUSPENSION,354
5,KE,highchem,FLAGENTYL 500mg TABS,1788
5,KE,highchem,FLEMING 1000mg+200mg 5's INJ,94
5,KE,highchem,FLEMING 228.5mg/5ml 70ml SUSPE..,360
5,KE,highchem,FLEMING 500mg+125mg TABS 14'S,83
5,KE,highchem,FLEMING 875mg+125mg TABS 14'S,16
5,KE,highchem,LASIX 20mg AMPS 5'S,96
5,KE,highchem,LASIX 40mg TABS 20'S,1375
5,KE,highchem,MUCOSOLVAN  1.5G/100ML SYR BT1,5730
5,KE,highchem,NO SPA 40mg/2ml INJECTION 25'S,17
5,KE,highchem,NO SPA 40mg/2ml INJECTION 5'S,1
5,KE,highchem,ORELOX 100mg TABS 10'S,34
5,KE,highchem,ORELOX 200mg TABS 10'S,579
5,KE,highchem,ORELOX 50ml SUSPENSION,112
5,KE,highchem,PLAVIX 75mg TABS 28'S,142
5,KE,highchem,RESONIUM 454g ADULT POWDER,13
5,KE,highchem,RHINATHIOL ENFT 125ml SP,200
5,KE,highchem,RHINATHIOL PROM 125ml SP,2561
5,KE,highchem,STILNOX 10mg TABS 14'S,3
5,KE,highchem,TAVANIC 500mg TABS 5'S,982
5,KE,highchem,TAVANIC INJECTION 500mg,280
5,KE,highchem,TRITACE 2.5 MG TABS 28s,32
5,KE,highchem,TRITACE 5 MG TABS 28s,150
5,KE,surgipharm,ALLSTAR PEN,958
5,KE,surgipharm,AMARYL M SR TABS 2MG-500mg * 30's,174
5,KE,surgipharm,AMARYL M TABS 2mg * 30's,2703
5,KE,surgipharm,AMARYL TABS 1mg * 30's,236
5,KE,surgipharm,AMARYL TABS 2mg * 30's,8
5,KE,surgipharm,AMARYL TABS 4mg * 30's,802
5,KE,surgipharm,APIDRA SOLOSTAR 3ML DISP PENS * 5s,27
5,KE,surgipharm,APROVASC TAB 150-5MG *28,431
5,KE,surgipharm,APROVASC TAB 300-10MG *28,262
5,KE,surgipharm,APROVASC TAB 300-5MG *28,183
5,KE,surgipharm,APROVEL TABS 150mg * 28's,490
5,KE,surgipharm,APROVEL TABS 300mg * 28's,503
5,KE,surgipharm,AXACEF TABLETS 250MG * 10,661
5,KE,surgipharm,AXACEF TABLETS 500MG * 10's,909
5,KE,surgipharm,CLEXANE INJ. 20mg * 2,2518
5,KE,surgipharm,CLEXANE INJ. 40mg * 2,55571
5,KE,surgipharm,CLEXANE INJ. 60mg * 2,2714
5,KE,surgipharm,CLEXANE INJ. 80mg * 2,3257
5,KE,surgipharm,CO APROVEL TABS 150mg * 28's,366
5,KE,surgipharm,CO APROVEL TABS 300mg * 28's,1269
5,KE,surgipharm,CORDARONE TABLETS 200mg * 30,451
5,KE,surgipharm,ELOXATIN INJ 100mg * 1,20
5,KE,surgipharm,ELOXATIN INJ 50mg * 1,49
5,KE,surgipharm,EPILIM CHRONO TABS 300mg * 100,422
5,KE,surgipharm,EPILIM CHRONO TABS 500mg * 100,2542
5,KE,surgipharm,EPILIM EC TABLETS 200mg * 100,14329
5,KE,surgipharm,EPILIM SYRUP 300ml,3771
5,KE,surgipharm,FLAGENTYL TABS 500mg * 4,5322
5,KE,surgipharm,FLAGYL SUSPENSION 100ml,5641
5,KE,surgipharm,FLAGYL TABS 400mg * 100's,3
5,KE,surgipharm,FLEMING INJ 1.2GM * 5'S,1812
5,KE,surgipharm,FLEMING SUSP 228.5MG/5ML * 70ML,3256
5,KE,surgipharm,FLEMING SUSP 457MG/5ML * 70ML,2776
5,KE,surgipharm,FLEMING TABS 1 G * 2*7'S,65
5,KE,surgipharm,FLEMING TABS 625MG * 14'S,5016
5,KE,surgipharm,LANTUS 10ml VIAL,2211
5,KE,surgipharm,LANTUS 3ml CARTRIDGE * 5's,7
5,KE,surgipharm,LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,2046
5,KE,surgipharm,LASIX AMPS 2ml * 1'S,3
5,KE,surgipharm,LASIX AMPS 2ml * 5,74
5,KE,surgipharm,LASIX TABS 40mg * 20,3528
5,KE,surgipharm,MONO-TILDIEM CAPS SR 200mg * 28's,184
5,KE,surgipharm,ORELOX SUSP 40MG/5ML 100ML,6077
5,KE,surgipharm,ORELOX SUSP 40MG/5ML 50ML,2276
5,KE,surgipharm,ORELOX TABS 100MG *10'S,5608
5,KE,surgipharm,ORELOX TABS 200MG *10'S,6643
5,KE,surgipharm,PLAVIX TABS 75mg * 28's,699
5,KE,surgipharm,RESONIUM ADULT POWDER 454G,167
5,KE,surgipharm,RIFOCIN INJ. 250mg * 1's,1233
5,KE,surgipharm,STILNOX TABS 10MG * 14,3
5,KE,surgipharm,TARGOCID INJ 400mg * 1s,674
5,KE,surgipharm,TAVANIC INJ. 500mg VIAL,2017
5,KE,surgipharm,TAVANIC TABS 500mg * 5,1438
5,KE,surgipharm,TAXOTERE 80mg/4ml * 1 VIAL,332
5,KE,surgipharm,TRITACE TABS 2.5mg * 28's,325
5,KE,surgipharm,TRITACE TABS 5mg * 28's,993
5,KE,surgipharm,TRITAZIDE TABS 5/12.5MG * 28'S,119
5,KE,surgipharm,XATRAL LP TABLETS 5mg * 56's,464
5,KE,surgipharm,XATRAL LP TABS 10mg * 30's,1015
5,KE,surgipharm,ZOXON 1GM INJ 1*1 WITH WATER,13774
5,KE,surgipharm,BIOFERON CAPS *30,254
5,KE,surgipharm,BIOFERON SUSP 200ML,1570
5,KE,surgipharm,BISOLVON LINCTUS 200ML,13106
5,KE,surgipharm,BRONCHICUM SYRUP * 100ml,133
5,KE,surgipharm,BUSCOPAN AMPOULES 20mg/1ml * 5's,2512
5,KE,surgipharm,BUSCOPAN TABLETS BP 10MG * 50S,3209
5,KE,surgipharm,DULCOLAX TABLETS 5mg * 30's SugarC,25608
5,KE,surgipharm,ENTEROGERMINA VIALS 5ML * 10's,18198
5,KE,surgipharm,ERCEFURYL SUSPENSION 90ml,366
5,KE,surgipharm,MAALOX LEMON STICK 460mg/susp *20s,1651
5,KE,surgipharm,MAALOX PLUS TABLETS 200MG * 40's,1136
5,KE,surgipharm,MUCOSOLVAN LIQUID 15mg/5ml * 100ml,32208
5,KE,surgipharm,NO SPA FORTE TABLETS 80MG * 20,225
5,KE,surgipharm,NO SPA INJECTION 40mg/2ml * 25Amps,357
5,KE,surgipharm,NO SPA TABLETS 40mg * 100's,579
5,KE,surgipharm,NO SPA TABLETS 40mg * 20,526
5,KE,surgipharm,RHINATHIOL ADULT EXP 200M(SUGAR FR),5
5,KE,surgipharm,RHINATHIOL EXPEC/ADULT SYRUP 125ml,6898
5,KE,surgipharm,RHINATHIOL INFANT SYRUP 125ml,10460
5,KE,surgipharm,RHINATHIOL PROMETHAZINE SYRUP 125ml,28586
5,KE,laborex,ALL STAR PEN                  ,526
5,KE,laborex,AMARYL M 2MG CP B/30          ,1046
5,KE,laborex,AMARYL TABS 1MG 30'S          ,336
5,KE,laborex,AMARYL TABS 2MG 30'S          ,911
5,KE,laborex,AMARYL TABS 4MG 30'S          ,816
5,KE,laborex,APROVASC 150-5MG CP B/28      ,324
5,KE,laborex,APROVASC 300-10MG CP B/28     ,28
5,KE,laborex,APROVASC 300-5MG CP B/28      ,144
5,KE,laborex,APROVEL 150MG RM CP B/28      ,278
5,KE,laborex,APROVEL 300MG RM CP B/28      ,260
5,KE,laborex,BUSCOPAN AMPOULES 20MG 5'S    ,6
5,KE,laborex,BUSCOPAN TABS 10MG 50'S      .,5734
5,KE,laborex,CLEXANE 40MG INJ 2'S          ,5522
5,KE,laborex,CLEXANE INJ  20MG 2'S         ,1103
5,KE,laborex,CLEXANE INJ  60MG 2'S         ,6253
5,KE,laborex,CLEXANE INJ 80MG 2'S          ,4408
5,KE,laborex,"CO APROVEL 150/12,5MG RMCP/28 ",670
5,KE,laborex,"CO APROVEL 300/12,5MG RMCP/28 ",437
5,KE,laborex,CORDARONE 200MG CP B/30       ,111
5,KE,laborex,DULCOLAX TABS 5MG 30'S       .,5366
5,KE,laborex,ENTEROGERMINA 2M/5ML F/10     ,29841
5,KE,laborex,EPILIM CHRONO 300MG TABS      ,930
5,KE,laborex,EPILIM CHRONO TABS 500MG 100S ,704
5,KE,laborex,EPILIM EC TABS 200MG 100'S    ,2598
5,KE,laborex,EPILIM IV 400MG PER VIAL      ,337
5,KE,laborex,ERCEFURYL 200MG GELU B/28     ,17
5,KE,laborex,ERCEFURYL SUSP BUV F/90ML     ,280
5,KE,laborex,FLAGENTYL 500MG CP B/4        ,5635
5,KE,laborex,FLAGYL SUSP 200MG 100ML       ,5042
5,KE,laborex,FLAGYL TABS 400MG 100'S       ,6836
5,KE,laborex,LANTUS 100UI/ML VIAL 10ML     ,115
5,KE,laborex,LANTUS 300IU/3ML CART/5       ,107
5,KE,laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,338
5,KE,laborex,LASIX INJ 20MG/2ML AMP 5'S    ,5472
5,KE,laborex,LASIX TABS 40MG 20'S          ,7851
5,KE,laborex,"MAALOX ME CIT SUSP4,3MLSAC/20 ",1376
5,KE,laborex,MAALOX PLUS 200MG TABS 40'S  .,617
5,KE,laborex,MONOTILDIEM SR 200MG TAB 28'S ,1
5,KE,laborex,"MUCOSOLVAN 1,5G/100ML SIR    .",5341
5,KE,laborex,NO SPA 40MG CP B/100          ,17
5,KE,laborex,NO SPA 40MG CP B/20           ,1
5,KE,laborex,NO SPA 40MG INJ 2ML B/25      ,271
5,KE,laborex,NO SPA 40MG INJ 2ML B/5       ,92
5,KE,laborex,NO SPA 80MG CP B/20           ,48
5,KE,laborex,ORELOX 100MG CP B/10          ,1209
5,KE,laborex,ORELOX 200MG CP B/10          ,3540
5,KE,laborex,ORELOX ENF 40MG/5ML SUS/100ML ,5374
5,KE,laborex,ORELOX ENF 40MG/5ML SUSP/50ML ,2905
5,KE,laborex,PLAVIX 75MG CP B/28 AFR       ,360
5,KE,laborex,STILNOX TABLETS 10MG 14'S     ,1
5,KE,laborex,TAVANIC 500MG CP B/5          ,787
5,KE,laborex,TAVANIC 500MG/+INFLS VLS3M36XE,808
5,KE,laborex,"TRITACE 2,5MG TABS 28'S       ",444
5,KE,laborex,TRITACE 5MG TABS 28'S         ,561
5,KE,laborex,"XATRAL 2,5MG CP B/30          ",61
5,KE,laborex,XATRAL LP 10MG COMP B/30      ,511
5,KE,laborex,XATRAL LP 5MG CP B/56         ,122
4,KE,highchem,AMARYL TABS 3.0mg 30'S,32
4,KE,highchem,AMARYL TABS 4.0mg 30'S,136
4,KE,highchem,APIDRA SOLOSTAR 3ML*5,1
4,KE,highchem,APROVEL 300mg TABS 28'S,56
4,KE,highchem,BRONCHICUM ELIXIR 100ml,2
4,KE,highchem,CLEXANE 20mg 2'S,334
4,KE,highchem,CLEXANE 40mg 2'S,17
4,KE,highchem,CLEXANE 60mg 2'S,302
4,KE,highchem,CLEXANE 80mg 2'S,119
4,KE,highchem,DULCOLAX 5MG TABS BL3X10,3989
4,KE,highchem,EPILIM 200mg TABS EC 100'S,669
4,KE,highchem,EPILIM 300ml SYRUP,848
4,KE,highchem,EPILIM CHRONO 300mg TABS 100'S,245
4,KE,highchem,EPILIM CHRONO 500mg TABS 100'S,153
4,KE,highchem,ERCEFURYL 200mg CAPS 28'S,603
4,KE,highchem,ERCEFURYL 4% 90ML SUSPENSION,355
4,KE,highchem,FLAGENTYL 500mg TABS,1963
4,KE,highchem,FLAGYL 400mg TABS 100'S,34
4,KE,highchem,FLEMING 1000mg+200mg 5's INJ,94
4,KE,highchem,FLEMING 500mg+125mg TABS 14'S,498
4,KE,highchem,FLEMING 875mg+125mg TABS 14'S,777
4,KE,highchem,LASIX 40mg TABS 20'S,1541
4,KE,highchem,MAALOX PLUS 200MG TABS BL4X10,1
4,KE,highchem,NO SPA 40mg/2ml INJECTION 25'S,30
4,KE,highchem,NO SPA 40mg/2ml INJECTION 5'S,1
4,KE,highchem,ORELOX 100mg TABS 10'S,39
4,KE,highchem,ORELOX 200mg TABS 10'S,737
4,KE,highchem,ORELOX 50ml SUSPENSION,2
4,KE,highchem,PLAVIX 75mg TABS 28'S,149
4,KE,highchem,RESONIUM 454g ADULT POWDER,77
4,KE,highchem,RHINATHIOL ENFT 125ml SP,318
4,KE,highchem,RHINATHIOL PROM 125ml SP,1
4,KE,highchem,STILNOX 10mg TABS 14'S,3
4,KE,highchem,TAVANIC 500mg TABS 5'S,1017
4,KE,highchem,TAVANIC INJECTION 500mg,280
4,KE,highchem,TRITACE 2.5 MG TABS 28s,78
4,KE,highchem,TRITACE 5 MG TABS 28s,199
4,KE,surgipharm,ALLSTAR PEN,972
4,KE,surgipharm,AMARYL M SR TABS 2MG-500mg * 30's,507
4,KE,surgipharm,AMARYL M TABS 2mg * 30's,3023
4,KE,surgipharm,AMARYL TABS 1mg * 30's,673
4,KE,surgipharm,AMARYL TABS 2mg * 30's,17
4,KE,surgipharm,AMARYL TABS 4mg * 30's,1006
4,KE,surgipharm,APIDRA SOLOSTAR 3ML DISP PENS * 5s,42
4,KE,surgipharm,APROVASC TAB 150-5MG *28,532
4,KE,surgipharm,APROVASC TAB 300-10MG *28,345
4,KE,surgipharm,APROVASC TAB 300-5MG *28,280
4,KE,surgipharm,APROVEL TABS 150mg * 28's,579
4,KE,surgipharm,APROVEL TABS 300mg * 28's,612
4,KE,surgipharm,AXACEF TABLETS 250MG * 10,662
4,KE,surgipharm,AXACEF TABLETS 500MG * 10's,958
4,KE,surgipharm,CLEXANE INJ. 20mg * 2,2699
4,KE,surgipharm,CLEXANE INJ. 40mg * 2,56703
4,KE,surgipharm,CLEXANE INJ. 60mg * 2,2974
4,KE,surgipharm,CLEXANE INJ. 80mg * 2,3321
4,KE,surgipharm,CO APROVEL TABS 150mg * 28's,498
4,KE,surgipharm,CO APROVEL TABS 300mg * 28's,1470
4,KE,surgipharm,CORDARONE TABLETS 200mg * 30,602
4,KE,surgipharm,ELOXATIN INJ 100mg * 1,21
4,KE,surgipharm,ELOXATIN INJ 50mg * 1,50
4,KE,surgipharm,EPILIM CHRONO TABS 300mg * 100,683
4,KE,surgipharm,EPILIM CHRONO TABS 500mg * 100,2939
4,KE,surgipharm,EPILIM EC TABLETS 200mg * 100,14679
4,KE,surgipharm,EPILIM SYRUP 300ml,5587
4,KE,surgipharm,FLAGENTYL TABS 500mg * 4,6301
4,KE,surgipharm,FLAGYL SUSPENSION 100ml,6273
4,KE,surgipharm,FLAGYL TABS 400mg * 100's,17
4,KE,surgipharm,FLEMING INJ 1.2GM * 5'S,1816
4,KE,surgipharm,FLEMING SUSP 228.5MG/5ML * 70ML,3371
