Distributor_Product_Name,Quantity,Expiry,country,distributor_name
BIOFERON SUSP 200ML,121,,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,3156,,KE,Surgipharm
FLEMING TABS 625MG * 14'S,9368,,KE,Surgipharm
ORELOX TABS 200MG *10'S,2463,,KE,Surgipharm
BIOFERON CAPS *30,4,,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,3375,,KE,Surgipharm
APROVASC TAB 150-5MG *28,7,,KE,Surgipharm
APROVASC TAB 300-10MG *28,8,,KE,Surgipharm
APROVASC TAB 300-5MG *28,167,,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,1111,,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,8624,,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,41306,,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,258,,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,9319,,KE,Surgipharm
TARGOCID INJ 400mg * 1s,753,,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,127,,KE,Surgipharm
ALLSTAR PEN,5,,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,2519,,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,287,,KE,Surgipharm
TRITACE TABS 5mg * 28's,678,,KE,Surgipharm
Amaryl M 2mg/500mgtablets 30's,22,,KE,Harleys
Amaryl M SR 2mg/500mg tablets 30's,81,,KE,Harleys
Amaryl Tablets 1mg  30's,168,,KE,Harleys
Amaryl Tablets 2mg  30's,2313,,KE,Harleys
Amaryl Tablets 4mg  30's,57,,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,9,,KE,Harleys
Aprovasc 150mg/10mg tablets 28's,7,,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,50,,KE,Harleys
Aprovasc 300mg/5mg tablets 28's,80,,KE,Harleys
Aprovel 150mg tablets 28's,128,,KE,Harleys
Axacef 250mg Tablets 10's,1742,,KE,Harleys
Axacef 500mg Tablets 10's,1942,,KE,Harleys
Buscopan plus tablets 50's,1,,KE,Harleys
Clexane 40mg inj 2's,2119,,KE,Harleys
Clexane 80mg injection 2's,1151,,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,373,,KE,Harleys
Coaprovel Tablets 300/12.5mg 28's,68,,KE,Harleys
Eloxatin 5mg/ml  Injection 10ml,2,,KE,Harleys
Eloxatin 5mg/ml  Injection 20ml,6,,KE,Harleys
Enterogermina Oral Suspension 10 x 5ml,2,,KE,Harleys
Epilim Chrono 300mg  Tablets 100's - DDA,803,,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,365,,KE,Harleys
Epilim IV 400mg/4ml Vial,819,,KE,Harleys
Epilim Liquid 300ml -DDA,5123,,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,10,,KE,Harleys
Flagyl Tablets 400mg 100's,1610,,KE,Harleys
Flagyl Viaflex 0.5mg injection- 100ml,20,,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,987,,KE,Harleys
Fleming 1gm Tablets 14's,9,,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,1391,,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,726,,KE,Harleys
Fleming 625mg Tablets 14's,3308,,KE,Harleys
Ibex Capsule 2 x 12's,2268,,KE,Harleys
Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,156,,KE,Harleys
Lantus vial 10ml - COLD CHAIN,52,,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,3586,,KE,Harleys
Maalox plus 200mg (4x10),342,,KE,Harleys
Maalox Stick Satchets 20's (Lemon),385,,KE,Harleys
Maalox Suspension 350ml,311,,KE,Harleys
Monotildiem SR 200mg Capsules 28's,14,,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,1244,,KE,Harleys
No-Spa 40mg Tablets 100's,211,,KE,Harleys
No-Spa 40mg/2ml Injection 25's,1,,KE,Harleys
No-Spa Forte 80mg Tablets 20's,357,,KE,Harleys
Orelox 100mg tablets 10's,271,,KE,Harleys
Orelox 200mg Tablets 10's,8,,KE,Harleys
Paraflam Tablets 10's,395,,KE,Harleys
Plavix 75mg Tablets 28's,46,,KE,Harleys
Resonium Adult Powder 454gms,266,,KE,Harleys
Rhinathiol Adult 5% Syrup 125ml,2065,,KE,Harleys
Rhinathiol Infant 2% Syrup 125ml - Paed,8108,,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,7724,,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,1804,,KE,Harleys
Targocid 200mg/vial inj,23,,KE,Harleys
Targocid 400mg/3ml inj I.M/I.V amp,20,,KE,Harleys
Tavanic 500mg inj 1FL 100ml,779,,KE,Harleys
Tavanic Tablets 500mg 5's,2380,,KE,Harleys
Taxotere 20mg/Vial,106,,KE,Harleys
Tritace 2.5mg tabs 28's,1,,KE,Harleys
Tritace 5mg tablets 28's,27,,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,3,,KE,Harleys
Xatral LP Tablets 10mg 30's,53,,KE,Harleys
Zoxon 1gm Injection 1's,3,,KE,Harleys
AMARYL M 2MG CP B/30          ,287,,KE,Laborex
AMARYL M SR 2MG CP B/30       ,522,,KE,Laborex
AMARYL TABS 1MG 30'S          ,386,,KE,Laborex
AMARYL TABS 2MG 30'S          ,2850,,KE,Laborex
AMARYL TABS 4MG 30'S          ,1285,,KE,Laborex
APROVASC 150-5MG CP B/28      ,90,,KE,Laborex
APROVASC 300-10MG CP B/28     ,231,,KE,Laborex
APROVASC 300-5MG CP B/28      ,25,,KE,Laborex
APROVEL 150MG RM CP B/28      ,143,,KE,Laborex
APROVEL 300MG RM CP B/28      ,12,,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,128,,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,278,,KE,Laborex
CLEXANE 40MG INJ 2'S          ,16212,,KE,Laborex
CLEXANE INJ  60MG 2'S         ,11673,,KE,Laborex
CLEXANE INJ 80MG 2'S          ,4965,,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",1048,,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",477,,KE,Laborex
CORDARONE 200MG CP B/30       ,136,,KE,Laborex
DAONIL TABS 5MG 100'S         ,378,,KE,Laborex
DULCOLAX TABS 5MG 30'S       .,3925,,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,3903,,KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,543,,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,768,,KE,Laborex
EPILIM IV 400MG PER VIAL      ,17,,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,8606,,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,275,,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,12,,KE,Laborex
FLAGENTYL 500MG CP B/4        ,551,,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,891,,KE,Laborex
FLAGYL TABS 400MG 100'S       ,13274,,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,77,,KE,Laborex
LANTUS 300IU/3ML CART/5       ,714,,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,98,,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,11637,,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",2178,,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,34,,KE,Laborex
MAALOX SUSP 350ML             ,1843,,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,1,,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",30849,,KE,Laborex
NO SPA 40MG CP B/100          ,254,,KE,Laborex
NO SPA 40MG CP B/20           ,341,,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,8,,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,10,,KE,Laborex
NO SPA 80MG CP B/20           ,8,,KE,Laborex
ORELOX 100MG CP B/10          ,3677,,KE,Laborex
ORELOX 200MG CP B/10          ,4056,,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,4796,,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,4185,,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,907,,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,9308,,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",10288,,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,42121,,KE,Laborex
RIFAFOUR TABLETS 84'S         ,32,,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,25,,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,934,,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,1055,,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,32,,KE,Laborex
TAVANIC 500MG CP B/5          ,2146,,KE,Laborex
TAVANIC 500MG/+INFLS VLS3M36XE,1299,,KE,Laborex
TELFAST 120MG TABS 10'S       ,4,,KE,Laborex
"TRITACE 2,5MG TABS 28'S       ",48,,KE,Laborex
TRITACE 5MG TABS 28'S         ,566,,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,3,,KE,Laborex
"XATRAL 2,5MG CP B/30          ",35,,KE,Laborex
XATRAL LP 10MG COMP B/30      ,14,,KE,Laborex
XATRAL LP 5MG CP B/56         ,52,,KE,Laborex
