MONTH,COUNTRY,DISTRIBUTOR,CUSTOMER,PRODUCT,QUANTITY_UNITS
1,UG,Laborex,,CLEXANE INJ  60MG 2'S         ,11
1,UG,Laborex,,CLEXANE INJ 80MG 2'S          ,28
1,UG,Laborex,,CORDARONE 200MG CP B/30       ,23
1,UG,Laborex,,EPILIM CHRONO TABS 500MG 100S ,51
1,UG,Laborex,,EPILIM EC TABS 200MG 100'S    ,195
1,UG,Laborex,,EPILIM SYRUP 200MG/5ML 300ML  ,80
1,UG,Laborex,,FLAGENTYL 500MG CP B/4        ,99
1,UG,Laborex,,LANTUS SOLOSTAR 100IU 3ML 5'S ,55
1,UG,Laborex,,NO SPA 40MG CP B/100          ,1175
1,UG,Laborex,,NO SPA 40MG INJ 2ML B/25      ,131
1,UG,Laborex,,NO SPA 40MG INJ 2ML B/5       ,1
1,UG,Laborex,,RHINATHIOL AD 5% SP F/125ML   ,358
1,UG,Laborex,,"RHINATHIOL ENF 2% 2,5G /125ML ",105
1,UG,Laborex,,XATRAL LP 10MG COMP B/30      ,5
1,UG,lifepharma,,SNF Clexane 4000 IU Inj 2's,110
1,UG,lifepharma,,SNF Clexane 6000 IU Inj 2's,110
1,UG,lifepharma,,SNF Clexane 8000 IU Inj 2's,80
1,UG,lifepharma,,SNF Epilim 300ml,90
1,UG,lifepharma,,SNF Epilim Ec 200mg 10x10's,85
1,UG,lifepharma,,SNF Fleming 625 mg tabs 2x7,40
1,UG,lifepharma,,SNF No - Spa 40mg Inj 1x25's,30
1,UG,lifepharma,,Snf No Spa 40 Mg 10x10,55
1,UG,lifepharma,,SNF Rhinathiol 2.5,100
1,UG,lifepharma,,SNF Rhinathiol 6.25,100
1,UG,Surgipharm,,Amaryl M Tab 2mg 30's,12
1,UG,Surgipharm,,Amaryl Tabs 2mg x 30 (Glimepiride),20
1,UG,Surgipharm,,Amaryl Tabs 4mg x 30 (Glimepiride),16
1,UG,Surgipharm,,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),12
1,UG,Surgipharm,,Clexane Inj 40mg x 2 (Enoxaparin),512
1,UG,Surgipharm,,Clexane Inj 60mg x 2 (Enoxaparin),123
1,UG,Surgipharm,,Clexane Inj 80mg x 2 (Enoxaparin),263
1,UG,Surgipharm,,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),164
1,UG,Surgipharm,,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),183
1,UG,Surgipharm,,Flagentyl Tabs 500mg x 4 (Secnidazole),365
1,UG,Surgipharm,,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),103
1,UG,Surgipharm,,Fleming 457mg/5ml Susp.X70ml,90
1,UG,Surgipharm,,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),152
1,UG,Surgipharm,,Fleming Tabs 625mg x 14 (Co-Amoxiclav),95
1,UG,Surgipharm,,Lantus Solostar 100IU 3ml x 5s (Human Insulin),42
1,UG,Surgipharm,,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),16
1,UG,Surgipharm,,No Spa Inj 40mg/2ml x 25 (Drotaverine HCl),161
1,UG,Surgipharm,,Orelox Tabs 100mg x 10 (Cefpodoxime),30
1,UG,Surgipharm,,Rhinathiol Adult 5% x 125ml (Carbocisteine),384
1,UG,Surgipharm,,Rhinathiol Dry Cough Infant 0.06% x 125ml (Pholcodine),184
1,UG,Surgipharm,,Rhinathiol Sugar Free Adult 5% x 200ml (Carbocisteine),10
1,UG,Surgipharm,,Xatral LP Tabs 10mg x 30 (Alfuzosin),3
2,ET,Dejen,,AMARYL 2mg 2x15 Tab,1726
2,ET,Dejen,,AMARYL 4mg 2x15 Tab,2557
2,ET,Dejen,,CLEXANE 4000 IU/0.4ml 2 INJ ,135
2,ET,Dejen,,CLEXANE 6000 IU/0.6ml 2 INJ ,215
2,ET,Dejen,,CLEXANE 8000 IU/0.8ml 2 INJ,25
2,ET,Dejen,,DAONIL 5 mg OF 100 Tab,286
2,ET,Dejen,,NO-SPA 40 mg 10X10 Tab,85
2,ET,Dejen,,ORELOX 100 mg OF 10 Tab,10
2,ET,Dejen,,Rhinathiol 2.5g/125ml syr,880
2,ET,Dejen,,Rhinathiol 6.25g/125ml syr,950
2,ET,Dejen,,XATRAL 10mg OF 30 Tab,40
2,ET,Dugda,,CLEXANE 4000 IU/0.4ml 2 INJ ,353
2,ET,Dugda,,CLEXANE 8000 IU/0.8ml 2 INJ,164
2,ET,Dugda,,CLOMID 50 mg OF 10 Tab,321
2,ET,Dugda,,CO-Aprovel 150/12.5 mg of 28Tab,715
2,ET,Dugda,,CO-Aprovel 300/12.5 mg of 28Tab,65
2,ET,Dugda,,DAONIL 5 mg OF 100 Tab,1210
2,ET,Dugda,,ORELOX 100 mg OF 10 Tab,240
2,ET,EBG,,Amaryl SA 1mg 2*15 tabs,117
2,ET,EBG,,Amaryl SA 2mg 30 tabs,183
2,ET,EBG,,Amaryl SA 4mg 2*15 tabs,317
2,ET,EBG,,Aprovel  Rm 150 28cap,107
2,ET,EBG,,Aprovel Rm 300 28cap,40
2,ET,EBG,,Clexane 4000IU 21NJD SWI,247
2,ET,EBG,,Clexane 6000IU 21NJD SWI,150
2,ET,EBG,,Clexane 8000IU 21NJD SWI,40
2,ET,EBG,,Coaprovel 150mg /12.5mg 28 tab tab,103
2,ET,EBG,,Coaprovel 300mg/12.5mg 28 tab,61
2,ET,EBG,,DAONIL 5MG OF 10*10,240
2,ET,EBG,,Epilim* Chrono 500 CP EX S2,147
2,ET,EBG,,Lantus solostar 300 units of 5,507
2,ET,EBG,,LASIX 40MG OF 20,263
2,ET,EBG,,NO-SPA Tab 40mg of 100 Total,471
2,ET,Zemera,,Clexane 6000IU/0.6ml of 2,45
2,ET,Zemera,,Clexane 8000IU/0.8ml of 2 ,95
2,TZ,JD,,FLEMING 228MG SYRUP 70ML (AUGMENTIN),4
2,TZ,JD,,SANOFI AMARYL M 2MG TABS 30S,26
2,TZ,JD,,SANOFI AMARYL TABS 1MG 30S,43
2,TZ,JD,,SANOFI AMARYL TABS 2MG 30S,62
2,TZ,JD,,SANOFI AMARYL TABS 4MG 30S UK,22
2,TZ,JD,,SANOFI EPILIM 200MG/5ML SYRUP * 300ML 1 U.K,63
2,TZ,JD,,SANOFI EPILIM CHRONO 500MG TAB 100S,15
2,TZ,JD,,SANOFI FLEMING 625MG TABS 14S,6
2,TZ,JD,,SANOFI NO-SPA 40MG TABS 100S,29
2,TZ,JD,,SANOFI NO-SPA 40MG TABS 20S,107
2,TZ,JD,,SANOFI ORELOX TABS 200MG 10S,10
2,TZ,JD,,SANOFI RHINATHIOL SYRUP 2% CHILD 125MLS 1 U.K,389
2,TZ,JD,,SANOFI RHINATHIOL SYRUP 5% ADULT 125MLS 1 U.K,66
2,TZ,Laborex,,AMARYL TABS 1MG 30'S          ,24
2,TZ,Laborex,,AMARYL TABS 2MG 30'S          ,40
2,TZ,Laborex,,AMARYL TABS 4MG 30'S          ,3
2,TZ,Laborex,,EPILIM CHRONO TABS 500MG 100S ,22
2,TZ,Laborex,,EPILIM EC TABS 200MG 100'S    ,23
2,TZ,Laborex,,EPILIM SYRUP 200MG/5ML 300ML  ,203
2,TZ,Laborex,,NO SPA 40MG CP B/100          ,1
2,TZ,Laborex,,RHINATHIOL AD 5% SP F/125ML   ,56
2,TZ,Laborex,,"RHINATHIOL ENF 2% 2,5G /125ML ",87
2,UG,Eris,,"Epilim 200mg Tabs, 100's",14
2,UG,Eris,,"Epilim Chrono 500mg Tabs, 100's",9
2,UG,Eris,,"Epilim Syrup 200mg/5ml, 300ml",12
2,UG,Eris,,"Flagentyl 500mg Tabs, 4's",70
2,UG,Eris,,"Fleming 228mg/5ml, 70ml",12
2,UG,Eris,,"Fleming 625mg Tabs, 14's",53
2,UG,Eris,,"Lantus Solostar 100IU, 3ml 5PN",7
2,UG,Eris,,"Maalox Plus 200mg Tabs, 4x10",2
2,UG,Eris,,"No Spa 40mg Tabs, 100's",44
2,UG,Eris,,"Rhinathiol Chesty Cough Adult, 125ml",34
2,UG,Laborex,,AMARYL TABS 1MG 30'S          ,20
2,UG,Laborex,,AMARYL TABS 2MG 30'S          ,3
2,UG,Laborex,,AMARYL TABS 4MG 30'S          ,20
2,UG,Laborex,,CLEXANE 40MG INJ 2'S          ,105
2,UG,Laborex,,CLEXANE INJ  60MG 2'S         ,10
2,UG,Laborex,,CLEXANE INJ 80MG 2'S          ,50
2,UG,Laborex,,EPILIM CHRONO TABS 500MG 100S ,59
2,UG,Laborex,,EPILIM EC TABS 200MG 100'S    ,416
2,UG,Laborex,,EPILIM SYRUP 200MG/5ML 300ML  ,52
2,UG,Laborex,,FLAGENTYL 500MG CP B/4        ,71
2,UG,Laborex,,LANTUS SOLOSTAR 100IU 3ML 5'S ,36
2,UG,Laborex,,NO SPA 40MG CP B/100          ,434
2,UG,Laborex,,NO SPA 40MG INJ 2ML B/25      ,9
2,UG,Laborex,,ORELOX ENF 40MG/5ML SUSP/50ML ,75
2,UG,Laborex,,RHINATHIOL AD 5% SP F/125ML   ,314
2,UG,Laborex,,"RHINATHIOL ENF 2% 2,5G /125ML ",333
2,UG,lifepharma,,SNF Fleming 625 mg tabs 2x7,220
2,UG,lifepharma,,SNF No - Spa 40mg Inj 1x25's,400
2,UG,lifepharma,,Snf No Spa 40 Mg 10x10,800
2,UG,lifepharma,,SNF Rhinathiol 2.5,600
2,UG,lifepharma,,SNF Rhinathiol 6.25,600
2,UG,Surgipharm,,Amaryl M Tab 2mg 30's,14
2,UG,Surgipharm,,Amaryl Tabs 1mg x 30 (Glimepiride),31
2,UG,Surgipharm,,Amaryl Tabs 2mg x 30 (Glimepiride),23
2,UG,Surgipharm,,Amaryl Tabs 4mg x 30 (Glimepiride),15
2,UG,Surgipharm,,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),10
2,UG,Surgipharm,,Clexane Inj 40mg x 2 (Enoxaparin),430
2,UG,Surgipharm,,Clexane Inj 60mg x 2 (Enoxaparin),193
2,UG,Surgipharm,,Clexane Inj 80mg x 2 (Enoxaparin),361
2,UG,Surgipharm,,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),55
2,UG,Surgipharm,,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),53
2,UG,Surgipharm,,Flagentyl Tabs 500mg x 4 (Secnidazole),217
2,UG,Surgipharm,,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),50
2,UG,Surgipharm,,Fleming 457mg/5ml Susp.X70ml,93
2,UG,Surgipharm,,Fleming Inj 1.2g x 5 (Co-Amoxiclav),1
2,UG,Surgipharm,,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),169
2,UG,Surgipharm,,Fleming Tabs 625mg x 14 (Co-Amoxiclav),49
2,UG,Surgipharm,,Lantus Solostar 100IU 3ml x 5s (Human Insulin),45
2,UG,Surgipharm,,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),7
2,UG,Surgipharm,,Rhinathiol Adult 5% x 125ml (Carbocisteine),347
3,ET,Beker,,Clexane 4000IU 21NJD SWI,50
3,ET,Beker,,Clexane 6000IU 21NJD SWI,5
3,ET,Beker,,Clexane 8000IU 21NJD SWI,5
3,ET,Dejen,,AMARYL 2mg 2x15 Tab,2185
3,ET,Dejen,,AMARYL 4mg 2x15 Tab,1025
3,ET,Dejen,,CLEXANE 4000 IU/0.4ml 2 INJ ,308
3,ET,Dejen,,CLEXANE 6000 IU/0.6ml 2 INJ ,170
3,ET,Dejen,,CLEXANE 8000 IU/0.8ml 2 INJ,160
3,ET,Dejen,,DAONIL 5 mg OF 100 Tab,688
3,ET,Dejen,,NO-SPA 40 mg 10X10 Tab,120
3,ET,Dejen,,ORELOX 100 mg OF 10 Tab,870
3,ET,Dejen,,Rhinathiol 2.5g/125ml syr,1886
3,ET,Dejen,,Rhinathiol 6.25g/125ml syr,2590
3,ET,Dejen,,XATRAL 10mg OF 30 Tab,505
3,ET,Dugda,,CLEXANE 4000 IU/0.4ml 2 INJ ,644
3,ET,Dugda,,CLEXANE 8000 IU/0.8ml 2 INJ,45
3,ET,Dugda,,CO-Aprovel 150/12.5 mg of 28Tab,488
3,ET,Dugda,,CO-Aprovel 300/12.5 mg of 28Tab,265
3,ET,Dugda,,DAONIL 5 mg OF 100 Tab,1730
3,ET,Dugda,,NO-SPA 40 mg 10X10 Tab,73
3,ET,Dugda,,ORELOX 100 mg OF 10 Tab,250
3,ET,EBG,,Amaryl SA 1mg 2*15 tabs,243
3,ET,EBG,,Amaryl SA 2mg 30 tabs,1256
3,ET,EBG,,Amaryl SA 4mg 2*15 tabs,987
3,ET,EBG,,Aprovel  Rm 150 28cap,130
3,ET,EBG,,Clexane 4000IU 21NJD SWI,461
3,ET,EBG,,Clexane 6000IU 21NJD SWI,240
3,ET,EBG,,Clexane 8000IU 21NJD SWI,178
3,ET,EBG,,Coaprovel 150mg /12.5mg 28 tab tab,113
3,ET,EBG,,Coaprovel 300mg/12.5mg 28 tab,83
3,ET,EBG,,DAONIL 5MG OF 10*10,1013
3,ET,EBG,,Epilim* Chrono 500 CP EX S2,315
3,ET,EBG,,Lantus solostar 300 units of 5,243
3,ET,EBG,,LASIX 40MG OF 20,937
3,ET,EBG,,NO-SPA Tab 40mg of 100 Total,701
3,ET,PFSA,,EPILIM 200MG/5ML SP300ML,11711
3,ET,Zemera,,Clexane 6000IU/0.6ml of 2,12
3,ET,Zemera,,Clexane 8000IU/0.8ml of 2 ,2
3,TZ,Bahari,,Rhinothiol 6.25mg Adults ,4
3,TZ,JD,,FLEMING 228MG SYRUP 70ML (AUGMENTIN),2
3,TZ,JD,,SANOFI AMARYL M 2MG TABS 30S,2
3,TZ,JD,,SANOFI AMARYL TABS 1MG 30S,20
3,TZ,JD,,SANOFI AMARYL TABS 2MG 30S,175
3,TZ,JD,,SANOFI AMARYL TABS 4MG 30S UK,13
3,TZ,JD,,SANOFI CLEXANE INJ 40MG 2S (4000 ANTI-XA IU/0.4 ML),110
3,TZ,JD,,SANOFI EPILIM 200MG TAB 100S U.K,105
3,TZ,JD,,SANOFI EPILIM 200MG/5ML SYRUP * 300ML 1 U.K,187
3,TZ,JD,,SANOFI EPILIM CHRONO 500MG TAB 100S,57
3,TZ,JD,,SANOFI FLEMING 625MG TABS 14S,13
3,TZ,JD,,SANOFI LANTUS (GLARGINE) SOLOSTAR 3ML 5S,113
3,TZ,JD,,SANOFI NO-SPA 40MG TABS 100S,103
3,TZ,JD,,SANOFI NO-SPA 40MG TABS 20S,2
3,TZ,JD,,SANOFI ORELOX TABS 100MG 10Sx1,80
3,TZ,JD,,SANOFI ORELOX TABS 200MG 10S,69
3,TZ,JD,,SANOFI RHINATHIOL PROMETHAZINE SYRUP 125MLS,777
3,TZ,JD,,SANOFI RHINATHIOL SYRUP 2% CHILD 125MLS 1 U.K,895
3,TZ,JD,,SANOFI RHINATHIOL SYRUP 5% ADULT 125MLS 1 U.K,522
3,TZ,Laborex,,AMARYL M 2MG CP B/30          ,100
3,TZ,Laborex,,AMARYL TABS 1MG 30'S          ,21
3,TZ,Laborex,,AMARYL TABS 2MG 30'S          ,39
3,TZ,Laborex,,CLEXANE 40MG INJ 2'S          ,15
3,TZ,Laborex,,EPILIM CHRONO TABS 500MG 100S ,25
3,TZ,Laborex,,EPILIM EC TABS 200MG 100'S    ,4471
3,TZ,Laborex,,EPILIM SYRUP 200MG/5ML 300ML  ,199
3,TZ,Laborex,,RHINATHIOL AD 5% S/S 10G200ML ,72
3,TZ,Laborex,,RHINATHIOL AD 5% SP F/125ML   ,123
3,TZ,Laborex,,"RHINATHIOL ENF 2% 2,5G /125ML ",182
3,TZ,Laborex,,RHINATHIOL PROMETH SP 125ML   ,506
3,UG,Eris,,"Epilim 200mg Tabs, 100's",12
3,UG,Eris,,"Epilim Chrono 500mg Tabs, 100's",14
3,UG,Eris,,"Epilim Syrup 200mg/5ml, 300ml",27
3,UG,Eris,,"Flagentyl 500mg Tabs, 4's",34
3,UG,Eris,,"Lantus Solostar 100IU, 3ml 5PN",9
3,UG,Eris,,"Maalox Plus 200mg Tabs, 4x10",31
3,UG,Eris,,"No Spa 40mg Tabs, 100's",46
3,UG,Eris,,"Rhinathiol Chesty Cough Adult, 125ml",89
3,UG,Eris,,"Xatral 10mg Tabs, 30's",1
3,UG,Laborex,,AMARYL TABS 1MG 30'S          ,105
3,UG,Laborex,,AMARYL TABS 2MG 30'S          ,22
3,UG,Laborex,,AMARYL TABS 4MG 30'S          ,5
3,UG,Laborex,,CLEXANE 40MG INJ 2'S          ,625
3,UG,Laborex,,CLEXANE INJ  60MG 2'S         ,52
3,UG,Laborex,,CLEXANE INJ 80MG 2'S          ,52
3,UG,Laborex,,CORDARONE 200MG CP B/30       ,31
3,UG,Laborex,,EPILIM CHRONO TABS 500MG 100S ,99
3,UG,Laborex,,EPILIM EC TABS 200MG 100'S    ,352
3,UG,Laborex,,EPILIM SYRUP 200MG/5ML 300ML  ,168
3,UG,Laborex,,FLAGENTYL 500MG CP B/4        ,128
3,UG,Laborex,,LANTUS SOLOSTAR 100IU 3ML 5'S ,119
3,UG,Laborex,,NO SPA 40MG CP B/100          ,232
3,UG,Laborex,,NO SPA 40MG INJ 2ML B/25      ,31
3,UG,Laborex,,RHINATHIOL AD 5% SP F/125ML   ,623
3,UG,Laborex,,"RHINATHIOL ENF 2% 2,5G /125ML ",501
3,UG,Laborex,,XATRAL LP 10MG COMP B/30      ,15
3,UG,lifepharma,,SNF Clexane 4000 IU Inj 2's,160
3,UG,lifepharma,,SNF Clexane 6000 IU Inj 2's,160
3,UG,lifepharma,,SNF Clexane 8000 IU Inj 2's,190
3,UG,lifepharma,,SNF Epilim 300ml,150
3,UG,lifepharma,,SNF Fleming 625 mg tabs 2x7,200
3,UG,lifepharma,,SNF No - Spa 40mg Inj 1x25's,170
3,UG,lifepharma,,Snf No Spa 40 Mg 10x10,201
3,UG,lifepharma,,SNF Rhinathiol 2.5,500
3,UG,lifepharma,,SNF Rhinathiol 6.25,500
3,UG,Surgipharm,,Amaryl M Tab 2mg 30's,30
3,UG,Surgipharm,,Amaryl Tabs 1mg x 30 (Glimepiride),112
3,UG,Surgipharm,,Amaryl Tabs 2mg x 30 (Glimepiride),10
3,UG,Surgipharm,,Bioferon Caps x 30 (Ferrous Fumerate/Folic Acid/Vit B12/Vit C/Zinc),20
3,UG,Surgipharm,,Clexane Inj 20mg x 2 (Enoxaparin),23
3,UG,Surgipharm,,Clexane Inj 40mg x 2 (Enoxaparin),122
3,UG,Surgipharm,,Clexane Inj 60mg x 2 (Enoxaparin),68
3,UG,Surgipharm,,Clexane Inj 80mg x 2 (Enoxaparin),170
3,UG,Surgipharm,,Epilim Chrono Tabs 500mg x 100 (Sodium Valproate),161
3,UG,Surgipharm,,Epilim Syr 200mg/5ml x 300ml (Sodium Valproate),114
3,UG,Surgipharm,,Epilim Tabs 200mg x 100 (Sodium Valproate),7
3,UG,Surgipharm,,Flagentyl Tabs 500mg x 4 (Secnidazole),130
3,UG,Surgipharm,,Fleming 1000mg Tab 2x7(Amox 875mg/clav125mg),12
3,UG,Surgipharm,,Fleming 457mg/5ml Susp.X70ml,113
3,UG,Surgipharm,,Fleming Susp 228/5ml x 70ml (Co-Amoxiclav),381
3,UG,Surgipharm,,Fleming Tabs 625mg x 14 (Co-Amoxiclav),124
3,UG,Surgipharm,,Lantus Solostar 100IU 3ml x 5s (Human Insulin),118
3,UG,Surgipharm,,No Spa Forte Tabs 80mg x 20 (Drotaverine HCl),1
3,UG,Surgipharm,,No Spa Inj 40mg/2ml x 5 (Drotaverine HCl),230
3,UG,Surgipharm,,No Spa Tabs 40mg x 100 (Drotaverine HCl),153
3,UG,Surgipharm,,Orelox Susp 40mg/5ml x 100ml (Cefpodoxime),108
3,UG,Surgipharm,,Orelox Susp 40mg/5ml x 50ml (Cefpodoxime),182
3,UG,Surgipharm,,Orelox Tabs 100mg x 10 (Cefpodoxime),20
3,UG,Surgipharm,,Rhinathiol Adult 5% x 125ml (Carbocisteine),309
3,UG,Surgipharm,,Rhinathiol Infant 2% x 125ml (Carbocisteine),322
3,UG,Surgipharm,,Xatral LP Tabs 10mg x 30 (Alfuzosin),3
4,ET,Beker,,Clexane 4000IU 21NJD SWI,30
4,ET,Dejen,,AMARYL 2mg 2x15 Tab,460
4,ET,Dejen,,CLEXANE 4000 IU/0.4ml 2 INJ ,302
4,ET,Dejen,,CLEXANE 6000 IU/0.6ml 2 INJ ,5
4,ET,Dejen,,DAONIL 5 mg OF 100 Tab,1539
4,ET,Dejen,,NO-SPA 40 mg 10X10 Tab,135
4,ET,Dejen,,ORELOX 100 mg OF 10 Tab,115
4,ET,Dejen,,Rhinathiol 2.5g/125ml syr,795
4,ET,Dejen,,Rhinathiol 6.25g/125ml syr,1740
4,ET,Dugda,,CO-Aprovel 300/12.5 mg of 28Tab,346
4,ET,Dugda,,DAONIL 5 mg OF 100 Tab,1808
4,ET,Dugda,,ORELOX 100 mg OF 10 Tab,484
4,ET,EBG,,Amaryl SA 1mg 2*15 tabs,600
4,ET,EBG,,Amaryl SA 2mg 30 tabs,1812
4,ET,EBG,,Amaryl SA 4mg 2*15 tabs,1940
4,ET,EBG,,Aprovel  Rm 150 28cap,242
4,ET,EBG,,Aprovel Rm 300 28cap,144
4,ET,EBG,,Clexane 4000IU 21NJD SWI,118
4,ET,EBG,,Clexane 6000IU 21NJD SWI,113
4,ET,EBG,,Clexane 8000IU 21NJD SWI,43
4,ET,EBG,,Coaprovel 150mg /12.5mg 28 tab tab,432
4,ET,EBG,,DAONIL 5MG OF 10*10,251
4,ET,EBG,,Epilim 200 CP EX S2 ,1600
4,ET,EBG,,Epilim* Chrono 500 CP EX S2,471
4,ET,EBG,,Lantus solostar 300 units of 5,200
4,ET,EBG,,LASIX 40MG OF 20,25
4,ET,EBG,,NO-SPA Tab 40mg of 100 Total,123
4,ET,EBG,,ORELOX 100MG OF 10 TAB,51
4,ET,EBG,,Plavix NF 75mg,37
4,ET,EBG,,XATRAL LP 10MG OF 30CP,535
4,ET,PFSA,,EPILIM 200MG COMP BL10X10,35000
4,ET,PFSA,,EPILIM CHRONO 500 CP10X10,10000
4,TZ,JD,,SANOFI AMARYL M 2MG TABS 30S,9
4,TZ,JD,,SANOFI AMARYL TABS 1MG 30S,1
4,TZ,JD,,SANOFI AMARYL TABS 2MG 30S,8
4,TZ,JD,,SANOFI AMARYL TABS 4MG 30S UK,33
