Month,Country,distributor,GMID,Product,Qty,Source
3,UG,surgipharm,287550,NO - SPA 40MG TAB BL2x10,150,EPDIS
3,UG,surgipharm,287552,NO - SPA 40MG TAB BL10x10,1000,EPDIS
3,UG,surgipharm,298691,ORELOX 40MG/5ML GRAN 100ML BT1,200,EPDIS
3,UG,surgipharm,477015,FLEMING 500-125MG TAB BL2X7,500,EPDIS
3,UG,surgipharm,477034,FLEMING 457MG/5ML SUSP F70ML,500,EPDIS
3,UG,surgipharm,660728,RHINATHIOL 2.5G/125ML  1SYR,1500,EPDIS
3,UG,surgipharm,660727,RHINATHIOL 6.25G/125ML  1SYR,900,EPDIS
3,UG,surgipharm,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,300,EPDIS
3,UG,surgipharm,641849,EPILIM 200MG/5ML SYR300ML,600,EPDIS
3,UG,surgipharm,645819,AMARYL TABS 4MG 30'S,200,EPDIS
3,UG,surgipharm,655023,CLEXANE 4000IU/0.4ML INJ2,1200,EPDIS
3,UG,surgipharm,655024,CLEXANE 6000IU/0.6ML INJ2,600,EPDIS
3,UG,surgipharm,655025,CLEXANE 8000IU/0.8ML INJ2,1200,EPDIS
3,UG,Eris,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,80,EPDIS
3,UG,Eris,641849,EPILIM 200MG/5ML SYR300ML,112,EPDIS
3,UG,Eris,730439,EPILIM CHRONO 500 TAB 10X10,128,EPDIS
3,UG,Eris,645819,AMARYL TABS 4MG 30'S,60,EPDIS
3,UG,Eris,655023,CLEXANE 4000IU/0.4ML INJ2,180,EPDIS
3,UG,Eris,664051,FLAGENTYL 500MG TAB4,96,EPDIS
3,TZ,JD,298689,ORELOX 100MG TAB10,135,EPDIS
3,TZ,JD,635227,RHINATHIOL PROMETH 125ML 1SYR,840,EPDIS
3,TZ,JD,374872,ORELOX 200MG FILM COATED TAB10,270,EPDIS
3,TZ,JD,479530,RHINATHIOL 6.25G/125ML  1SYR,480,EPDIS
3,TZ,JD,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,120,EPDIS
3,TZ,JD,730439,EPILIM CHRONO 500 TAB 10X10,192,EPDIS
3,TZ,JD,655023,CLEXANE 4000IU/0.4ML INJ2,1080,EPDIS
3,TZ,JD,728129,EPILIM 200MG TAB BL10X10,336,EPDIS
3,TZ,Laborex,728129,EPILIM 200MG COMP BL10X10,4424,EPDIS
4,ET,Dejen,247831,"CO-APROVEL 150/12,5MG TAB28",864,EPDIS
4,ET,Dejen,632892,AMARYL 2MG TAB BL2x 15,4048,EPDIS
4,ET,Dejen,261610,AMARYL 4MG TAB BL2x 15,4048,EPDIS
4,ET,Dejen,298689,ORELOX 100MG TAB10,3105,EPDIS
4,ET,Dejen,514930,"CO-APROVEL 300/12,5MG TAB28",288,EPDIS
4,ET,Dejen,544062,PLAVIX 75MG TAB28,1080,EPDIS
4,ET,Dejen,551042,CLOMID 50MG TAB BL10,3600,EPDIS
4,ET,Dejen,627546,AMARYL 1MG TAB BL2x 15,480,EPDIS
4,ET,Dejen,633072,XATRAL LP 10MG TAB30,1300,EPDIS
4,ET,Dejen,641849,EPILIM 200MG/5ML SYR300ML,6500,EPDIS
4,ET,Dejen,655023,CLEXANE 4000IU/0.4ML INJ2,1500,EPDIS
4,ET,Dejen,655024,CLEXANE 6000IU/0.6ML INJ2,1500,EPDIS
4,ET,Dejen,728129,EPILIM 200MG TAB BL10X10,2016,EPDIS
4,ET,Dejen,730439,EPILIM CHRONO 500 TAB 10X10,2016,EPDIS
4,ET,PFSA,728129,EPILIM 200MG COMP BL10X10,35000,EPDIS
4,ET,PFSA,730439,EPILIM CHRONO 500 CP10X10,10000,EPDIS
4,UG,surgipharm,298691,ORELOX 40MG/5ML GRAN 100ML BT1,200,EPDIS
4,UG,surgipharm,508116,NO-SPA 40MG/2ML INJ AMP/25,1000,EPDIS
4,UG,surgipharm,655023,CLEXANE 4000IU/0.4ML INJ2,3500,EPDIS
4,UG,surgipharm,655024,CLEXANE 6000IU/0.6ML INJ2,1500,EPDIS
4,UG,surgipharm,655025,CLEXANE 8000IU/0.8ML INJ2,1485,EPDIS
4,UG,surgipharm,660724,RHINATHIOL 10G/200ML SOL BT1,1000,EPDIS
4,UG,surgipharm,660727,RHINATHIOL 6.25G/125ML  1SYR,2000,EPDIS
4,UG,Eris,655023,CLEXANE 4000IU/0.4ML INJ2,1000,EPDIS
4,UG,Eris,655024,CLEXANE 6000IU/0.6ML INJ2,1000,EPDIS
4,UG,Eris,655025,CLEXANE 8000IU/0.8ML INJ2,1000,EPDIS
5,ET,PFSA,728129,EPILIM 200MG COMP BL10X10,25000,EPDIS
5,ET,EBG,196681,APROVEL 300MG TAB BL2x14,144,EPDIS
5,ET,EBG,515056,"CO-APROVEL 150/12,5MG TAB28",216,EPDIS
5,ET,EBG,627546,AMARYL 1MG TAB BL2x 15,180,EPDIS
5,ET,EBG,632892,AMARYL 2MG TAB BL2x 15,4000,EPDIS
5,UG,surgipharm,554523,CORDARONE 200MG TAB30,50,EPDIS
5,UG,surgipharm,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,200,EPDIS
5,UG,surgipharm,615926,LANTUS 100UI VIAL 10ML 1'S,1000,EPDIS
5,UG,surgipharm,655023,CLEXANE 4000IU/0.4ML INJ2,2000,EPDIS
5,UG,surgipharm,655024,CLEXANE 6000IU/0.6ML INJ2,1500,EPDIS
5,UG,surgipharm,655025,CLEXANE 8000IU/0.8ML INJ2,3015,EPDIS
5,UG,Highchem,477034,FLEMING 457MG PDR SUSP F70ML,797,EPDIS
5,UG,Highchem,508116,NO-SPA 40MG/2ML INJ AMP/25,120,EPDIS
5,UG,Highchem,655024,CLEXANE 6KIU/0.6ML INJ2,630,EPDIS
5,UG,Highchem,660727,RHINATHIOL 5% AD SS SP 200ML,384,EPDIS
5,UG,Highchem,660727,RHINATHIOL AD 5% SP FL/125ML,210,EPDIS
5,UG,Highchem,660728,RHINATHIOL2% ENFT SP FL/125ML,990,EPDIS
5,UG,Highchem,730439,EPILIM CHRONO 500 CP10X10,384,EPDIS
5,TZ,JD,287550,NO - SPA 40MG TAB BL2x10,100,EPDIS
5,TZ,JD,287552,NO - SPA 40MG TAB BL10x10,100,EPDIS
5,TZ,JD,298689,ORELOX 100MG TAB10,50,EPDIS
5,TZ,JD,436418,MAALOX PLUS 200MG TAB BL4x10,600,EPDIS
5,TZ,JD,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,0,EPDIS
5,TZ,JD,635227,RHINATHIOL PROMETH 125ML 1SYR,1200,EPDIS
5,TZ,JD,655023,CLEXANE 4000IU/0.4ML INJ2,1000,EPDIS
5,TZ,JD,655024,CLEXANE 6000IU/0.6ML INJ2,100,EPDIS
5,TZ,JD,660724,RHINATHIOL 10G/200ML SOL BT1,480,EPDIS
5,TZ,JD,726651,EPILIM 200MG/5ML SYR300ML,240,EPDIS
5,TZ,JD,728129,EPILIM 200MG TAB BL10X10,100,EPDIS
5,TZ,JD,730439,EPILIM CHRONO 500 TAB 10X10,100,EPDIS
6,ET,Dejen,261610,AMARYL 4MG TAB BL2x 15,10080,EPDIS
6,ET,Dejen,627546,AMARYL 1MG TAB BL2x 15,1620,EPDIS
6,ET,Dejen,632892,AMARYL 2MG TAB BL2x 15,7165,EPDIS
6,ET,Dejen,633072,XATRAL LP 10MG TAB30,1600,EPDIS
6,ET,EBG,196681,APROVEL 300MG TAB BL2x14,144,EPDIS
6,ET,EBG,380567,APIDRA SOLOSTAR 100IU/ML 3MLX5,0,EPDIS
6,ET,EBG,505579,LASIX 40MG TAB20,480,EPDIS
6,ET,EBG,515056,"CO-APROVEL 150/12,5MG TAB28",432,EPDIS
6,ET,EBG,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,750,EPDIS
6,ET,EBG,615926,LANTUS 100UI VIAL 10ML 1'S,0,EPDIS
6,ET,EBG,627546,AMARYL 1MG TAB BL2x 15,360,EPDIS
6,UG,Highchem,615926,LANTUS 1000UI VIAL 1'S,100,EPDIS
6,TZ,JD,380567,APIDRA SOLOSTAR 100IU/ML 3MLX5,40,EPDIS
6,TZ,JD,615902,LANTUS SOLOSTAR 100IU 3ML 5PN,120,EPDIS
