product_description,quantity,country,distributor
BUSCOPAN PLUS TABLETS * 50's,10,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,4,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,20,KE,Surgipharm
EPILIM SYRUP 300ml,4,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,22,KE,Surgipharm
LASIX TABS 40mg * 20,1,KE,Surgipharm
MAALOX SUSPENSION 350ml,10,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,10,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,5,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,5,KE,Surgipharm
ORELOX TABS 200MG *10'S,5,KE,Surgipharm
PLAVIX TABS 75mg * 28's,4,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,10,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,10,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,20,KE,Surgipharm
STILNOX TABS 10MG * 14,8,KE,Surgipharm
TRITACE TABS 5mg * 28's,2,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,2,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,1,KE,Surgipharm
FLAGYL SUSPENSION 100ml,10,KE,Surgipharm
FLAGYL TABS 400mg * 100's,2,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,40,KE,Surgipharm
AMARYL TABS 2mg * 30's,5,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,10,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,70,KE,Surgipharm
CLEXANE INJ. 20mg * 2,10,KE,Surgipharm
CLEXANE INJ. 40mg * 2,120,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,3,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,150,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,20,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,10,KE,Surgipharm
EPILIM SYRUP 300ml,25,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,30,KE,Surgipharm
FLAGYL SUSPENSION 100ml,150,KE,Surgipharm
FLAGYL TABS 400mg * 100's,10,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,30,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,5,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,150,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,80,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,10,KE,Surgipharm
ORELOX TABS 100MG *10'S,10,KE,Surgipharm
ORELOX TABS 200MG *10'S,90,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,192,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,60,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,5,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,10,KE,Surgipharm
APROVASC TAB 150-5MG *28,8,KE,Surgipharm
APROVEL TABS 150mg * 28's,5,KE,Surgipharm
APROVEL TABS 300mg * 28's,3,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,100,KE,Surgipharm
CLEXANE INJ. 20mg * 2,6,KE,Surgipharm
CLEXANE INJ. 80mg * 2,12,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,3,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,200,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,2,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,2,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,0,KE,Surgipharm
EPILIM SYRUP 300ml,12,KE,Surgipharm
FLAGYL TABS 400mg * 100's,12,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,16,KE,Surgipharm
LASIX TABS 40mg * 20,22,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,65,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,45,KE,Surgipharm
ORELOX TABS 100MG *10'S,50,KE,Surgipharm
ORELOX TABS 200MG *10'S,80,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,40,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,68,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,50,KE,Surgipharm
STILNOX TABS 10MG * 14,20,KE,Surgipharm
TRITACE TABS 5mg * 28's,0,KE,Surgipharm
AMARYL TABS 1mg * 30's,20,KE,Surgipharm
AMARYL TABS 2mg * 30's,51,KE,Surgipharm
AMARYL TABS 4mg * 30's,10,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,10,KE,Surgipharm
APROVEL TABS 300mg * 28's,15,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,140,KE,Surgipharm
CLEXANE INJ. 20mg * 2,90,KE,Surgipharm
CLEXANE INJ. 40mg * 2,360,KE,Surgipharm
CLEXANE INJ. 60mg * 2,130,KE,Surgipharm
CLEXANE INJ. 80mg * 2,120,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,50,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,20,KE,Surgipharm
DAONIL TABS 5mg * 100's,20,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,900,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,30,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,25,KE,Surgipharm
EPILIM INJECTION 400MG * 1,40,KE,Surgipharm
EPILIM SYRUP 300ml,50,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,10,KE,Surgipharm
FLAGYL SUSPENSION 100ml,120,KE,Surgipharm
FLAGYL TABS 400mg * 100's,30,KE,Surgipharm
FLEMING TABS 625MG * 14'S(SANOFI),20,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,80,KE,Surgipharm
LASIX AMPS 2ml * 5,200,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,10,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,150,KE,Surgipharm
RESONIUM ADULT POWDER 454G,12,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,1080,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,20,KE,Surgipharm
STILNOX TABS 10MG * 14,40,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,30,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,10,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,40,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,1,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML(SANOFI),1,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),1,KE,Surgipharm
ORELOX TABS 200MG *10'S,2,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,1,KE,Surgipharm
MAALOX SUSPENSION 350ml,5,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,5,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,5,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,1,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,3,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,1,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,2,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,1,KE,Surgipharm
STILNOX TABS 10MG * 14,2,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,1,KE,Surgipharm
TRITACE TABS 5mg * 28's,1,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,3,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,5,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,20,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,12,KE,Surgipharm
LASIX TABS 40mg * 20,8,KE,Surgipharm
MAALOX SUSPENSION 350ml,5,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,30,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,3,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,1,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,20,KE,Surgipharm
EPILIM SYRUP 300ml,1,KE,Surgipharm
MAALOX SUSPENSION 350ml,3,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,6,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,3,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,50,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,6,KE,Surgipharm
FLAGYL SUSPENSION 100ml,4,KE,Surgipharm
LASIX TABS 40mg * 20,5,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,5,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,2,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,2,KE,Surgipharm
ORELOX TABS 200MG *10'S,3,KE,Surgipharm
PLAVIX TABS 75mg * 28's,3,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,11,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,11,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,0,KE,Surgipharm
AMARYL M TABS 2mg * 30's,2,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,6,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,30,KE,Surgipharm
FLAGYL SUSPENSION 100ml,4,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,6,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,13,KE,Surgipharm
ORELOX TABS 100MG *10'S,8,KE,Surgipharm
ORELOX TABS 200MG *10'S,18,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,21,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,2,KE,Surgipharm
ORELOX TABS 200MG *10'S,12,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,24,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,1,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,4,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,1,KE,Surgipharm
CLEXANE INJ. 40mg * 2,5,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,1,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,21,KE,Surgipharm
LASIX TABS 40mg * 20,2,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,99,KE,Surgipharm
ORELOX TABS 100MG *10'S,15,KE,Surgipharm
ORELOX TABS 200MG *10'S,49,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,4,KE,Surgipharm
CLEXANE INJ. 60mg * 2,10,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,2,KE,Surgipharm
LASIX AMPS 2ml * 5,22,KE,Surgipharm
LASIX TABS 40mg * 20,17,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,2,KE,Surgipharm
AMARYL TABS 2mg * 30's,3,KE,Surgipharm
APROVASC TAB 150-5MG *28,1,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,3,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,19,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,1,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,3,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,2,KE,Surgipharm
ORELOX TABS 200MG *10'S,8,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,2,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,3,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,2,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,7,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,3,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,2,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,3,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,6,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,2,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,18,KE,Surgipharm
FLAGYL SUSPENSION 100ml,2,KE,Surgipharm
ORELOX TABS 200MG *10'S,1,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,5,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,10,KE,Surgipharm
FLAGYL SUSPENSION 100ml,7,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),2,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,10,KE,Surgipharm
ORELOX TABS 200MG *10'S,22,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,3,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,2,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,21,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,1,KE,Surgipharm
FLAGYL SUSPENSION 100ml,6,KE,Surgipharm
FLEMING TABS 625MG * 14'S(SANOFI),20,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,1,KE,Surgipharm
LASIX TABS 40mg * 20,2,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,16,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,2,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,5,KE,Surgipharm
TRITACE TABS 5mg * 28's,1,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,15,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,2,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,9,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,2,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,2,KE,Surgipharm
FLAGYL SUSPENSION 100ml,6,KE,Surgipharm
MAALOX SUSPENSION 350ml,2,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,13,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,55,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,7,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,3,KE,Surgipharm
FLAGYL SUSPENSION 100ml,4,KE,Surgipharm
