Distributor_Product_Name,Quantity,Expiry,country,distributor_name
AXACEF TABLETS 500MG * 10's,906,,KE,Surgipharm
CLEXANE INJ. 20mg * 2,258,,KE,Surgipharm
CLEXANE INJ. 40mg * 2,31546,,KE,Surgipharm
CLEXANE INJ. 60mg * 2,375,,KE,Surgipharm
CLEXANE INJ. 80mg * 2,278,,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,339,,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,537,,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,475,,KE,Surgipharm
DAONIL TABS 5mg * 100's,1113,,KE,Surgipharm
ELOXATIN INJ 100mg * 1,9,,KE,Surgipharm
ELOXATIN INJ 50mg * 1,19,,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,360,,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,132,,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,1931,,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),103,,KE,Surgipharm
EPILIM SYRUP 300ml,7886,,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,2418,,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,16831,,KE,Surgipharm
FLAGYL SUSPENSION 100ml,5388,,KE,Surgipharm
FLAGYL TABS 400mg * 100's,936,,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,384,,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,1971,,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,678,,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,68,,KE,Surgipharm
FLEMING TABS 625MG * 14'S,609,,KE,Surgipharm
LANTUS 10ml VIAL,229,,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,501,,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,2360,,KE,Surgipharm
LASIX AMPS 2ml * 5,2781,,KE,Surgipharm
LASIX TABS 40mg * 20,244,,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,369,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,2911,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,1829,,KE,Surgipharm
ORELOX TABS 100MG *10'S,3900,,KE,Surgipharm
ORELOX TABS 200MG *10'S,4404,,KE,Surgipharm
PLAVIX TABS 75mg * 28's,1663,,KE,Surgipharm
RESONIUM ADULT POWDER 454G,2,,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,1908,,KE,Surgipharm
STILNOX TABS 10MG * 14,4083,,KE,Surgipharm
TARGOCID INJ 400mg * 1s,794,,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,361,,KE,Surgipharm
TAVANIC TABS 500mg * 5,2586,,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,212,,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,202,,KE,Surgipharm
TRITACE TABS 5mg * 28's,1007,,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,499,,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,89,,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,223,,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,1431,,KE,Surgipharm
BIOFERON CAPS *30,80,,KE,Surgipharm
BIOFERON SUSP 200ML,377,,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,736,,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,10387,,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,116,,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,7602,,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,9637,,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,115,,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,12,,KE,Surgipharm
IBEX CAPSULES 2*12,7770,,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,1801,,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,2501,,KE,Surgipharm
MAALOX SUSPENSION 350ml,3491,,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,44869,,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,392,,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,95,,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,210,,KE,Surgipharm
NO SPA TABLETS 40mg * 20,141,,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),1166,,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,7814,,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,6210,,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,13203,,KE,Surgipharm
AMARYL M 2MG CP B/30          ,729,,KE,Laborex
AMARYL M SR 2MG CP B/30       ,522,,KE,Laborex
AMARYL TABS 1MG 30'S          ,659,,KE,Laborex
AMARYL TABS 2MG 30'S          ,3697,,KE,Laborex
AMARYL TABS 4MG 30'S          ,1440,,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,152,,KE,Laborex
APROVASC 150-5MG CP B/28      ,148,,KE,Laborex
APROVASC 300-5MG CP B/28      ,43,,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,1939,,KE,Laborex
BUSCOPAN AMPOULES 20MG 5'S    ,463,,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,113,,KE,Laborex
CLEXANE 40MG INJ 2'S          ,19367,,KE,Laborex
CLEXANE INJ  20MG 2'S         ,100,,KE,Laborex
CLEXANE INJ  60MG 2'S         ,14045,,KE,Laborex
CLEXANE INJ 80MG 2'S          ,5498,,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",1105,,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",568,,KE,Laborex
CORDARONE 200MG CP B/30       ,206,,KE,Laborex
DAONIL TABS 5MG 100'S         ,439,,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,13969,,KE,Laborex
EPILIM CHRONO TABS 500MG 100S ,842,,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,998,,KE,Laborex
EPILIM IV 400MG PER VIAL      ,117,,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,9050,,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,12,,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,29,,KE,Laborex
FLAGENTYL 500MG CP B/4        ,2592,,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,2360,,KE,Laborex
FLAGYL TABS 400MG 100'S       ,13744,,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,112,,KE,Laborex
LANTUS 300IU/3ML CART/5       ,750,,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,332,,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,11839,,KE,Laborex
LASIX TABS 40MG 20'S          ,43,,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",2493,,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,252,,KE,Laborex
MAALOX SUSP 350ML             ,2436,,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,3,,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",35009,,KE,Laborex
NO SPA 40MG CP B/100          ,51,,KE,Laborex
NO SPA 40MG CP B/20           ,109,,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,24,,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,38,,KE,Laborex
NO SPA 80MG CP B/20           ,15,,KE,Laborex
ORELOX 100MG CP B/10          ,4718,,KE,Laborex
ORELOX 200MG CP B/10          ,4411,,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,5669,,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,4796,,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,1007,,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,11099,,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",12844,,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,45399,,KE,Laborex
RIFAFOUR TABLETS 84'S         ,32,,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,25,,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,1316,,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,1743,,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,34,,KE,Laborex
TAVANIC 500MG CP B/5          ,2355,,KE,Laborex
"TRITACE 2,5MG TABS 28'S       ",135,,KE,Laborex
TRITACE 5MG TABS 28'S         ,681,,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,6,,KE,Laborex
"XATRAL 2,5MG CP B/30          ",46,,KE,Laborex
XATRAL LP 10MG COMP B/30      ,30,,KE,Laborex
XATRAL LP 5MG CP B/56         ,127,,KE,Laborex
