Distributor_Product_Name,Quantity,Expiry,country,distributor_name
Coaprovel Tablets 300/12.5mg 28's,405,,KE,Harleys
Cordarone Tablets 200mg 30's,0,,KE,Harleys
Eloxatin 50mg/ml,0,,KE,Harleys
Epilim Chrono 300mg  Tablets 100's,177,,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,555,,KE,Harleys
Epilim EC 200mg tablets 100's - DDA,2527,,KE,Harleys
Epilim IV 400mg/4ml Vial,160,,KE,Harleys
Epilim Liquid 300ml,4055,,KE,Harleys
Flagentyl  500mg Tablets 4's,10985,,KE,Harleys
Flagyl Injection 500mg/100ml - do not use,1,,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,2,,KE,Harleys
Flagyl Tablets 400mg 100's,0,,KE,Harleys
Flagyl Viaflex 0.5mg injection- 100ml,2,,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,0,,KE,Harleys
Fleming 1gm Tablets 14's,1773,,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,0,,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,35,,KE,Harleys
Fleming 625mg Tablets 14's,3952,,KE,Harleys
Lantus 300iu /3ml inj  CRT5 5'S - COLD CHAIN,87,,KE,Harleys
Lantus Solostar 100u/3ml 5's - COLD CHAIN,981,,KE,Harleys
Lantus vial 10ml - COLD CHAIN,3,,KE,Harleys
Lasix 40mg Tablets 20's,7187,,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,2411,,KE,Harleys
Maalox plus 200mg (4x10),828,,KE,Harleys
Monotildiem SR 200mg Capsules 28's,0,,KE,Harleys
Orelox 100mg tablets 10's,979,,KE,Harleys
Orelox 200mg Tablets 10's,3091,,KE,Harleys
Orelox 40mg/5ml suspension 100ml,3094,,KE,Harleys
Orelox 40mg/5ml suspension 50ml,737,,KE,Harleys
Plavix 75mg Tablets 28's,559,,KE,Harleys
Plavix 75mg Tablets 28's,523,,KE,Harleys
Proxacin 500mg Tablets 10's,0,,KE,Harleys
Resonium Adult Powder 454gms,0,,KE,Harleys
Rifocin injection 250mg/3ml - COLD CHAIN,0,,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,0,,KE,Harleys
Targocid 200mg/vial inj,76,,KE,Harleys
Targocid 400mg/3ml inj I.M/I.V amp,0,,KE,Harleys
Tavanic 500mg inj 1FL 100ml,1,,KE,Harleys
Tavanic Tablets 500mg 5's,1563,,KE,Harleys
Taxotere 20mg/Vial,0,,KE,Harleys
Taxotere 80mg/4ml Injection Vial,0,,KE,Harleys
Tritace 10mg Capsules 30's,0,,KE,Harleys
Tritace 2.5mg tabs 28's,0,,KE,Harleys
Tritace 5mg tablets 28's,0,,KE,Harleys
Tritace Tablets 5mg 30`s,0,,KE,Harleys
Tritazide 5mg/12.5mg Tablets 28's,12,,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,56,,KE,Harleys
Xatral 5mg Tablets 56's,36,,KE,Harleys
Xatral LP Tablets 10mg 30's,736,,KE,Harleys
Zeben 200mg Tablets 2's,0,,KE,Harleys
Zeben 400mg Suspension 20ml,0,,KE,Harleys
Roxicef injection 10's,240,,KE,Harleys
AMARYL M 2mg/500mg 30'S ,294,,KE,Highchem
AMARYL TABS 4.0mg 30'S ,282,,KE,Highchem
APROVASC 150/5mg TABS 28'S ,21,,KE,Highchem
APROVASC 150-10 MG 28'S ,12,,KE,Highchem
APROVASC 300-10 MG 28'S ,18,,KE,Highchem
APROVASC 300-5MG TABS ,10,,KE,Highchem
APROVEL 150mg TABS 28'S ,50,,KE,Highchem
APROVEL 300mg TABS 28'S ,52,,KE,Highchem
AXACEF 250mg TABS 10'S ,12,,KE,Highchem
AXACEF 500mg TABS 10'S ,15,,KE,Highchem
BRONCHICUM ELIXIR 100ml ,2272,,KE,Highchem
CLEXANE 20mg 2'S ,178,,KE,Highchem
CLEXANE 40mg 2'S ,1706,,KE,Highchem
CLEXANE 60mg 2'S ,178,,KE,Highchem
CLEXANE 80mg 2'S ,5,,KE,Highchem
DULCOLAX 5MG TABS BL3X10 ,998,,KE,Highchem
ENTEROGERMINA 5.0ml 10'S ,599,,KE,Highchem
EPILIM 200mg TABS EC 100'S ,123,,KE,Highchem
EPILIM 300ml SYRUP ,280,,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S ,175,,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S ,380,,KE,Highchem
EPILIM IV 1'S ,80,,KE,Highchem
ERCEFURYL 200mg CAPS 28'S ,155,,KE,Highchem
ERCEFURYL 4% 90ML SUSPENSION ,5,,KE,Highchem
FLAGENTYL 500mg TABS ,515,,KE,Highchem
FLEMING 1000mg+200mg 5's INJ ,84,,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S ,37,,KE,Highchem
LASIX 20mg AMPS 5'S ,300,,KE,Highchem
LASIX 40mg TABS 20'S ,635,,KE,Highchem
MAALOX 150ml SUSPENSION ,114,,KE,Highchem
MAALOX 350ml SUSPENSION ,243,,KE,Highchem
MAALOX 460mg SATCHETS LEMON ,156,,KE,Highchem
MAALOX PLUS 150ml SUSPENSION ,60,,KE,Highchem
MAALOX PLUS 350ml SUSPENSION ,-45,,KE,Highchem
MUCOSOLVAN 1.5G/100ML SYR BT1 ,1182,,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S ,15,,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,35,,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,0,,KE,Highchem
OMIZEC 20mg CAPS 28'S ,6,,KE,Highchem
ORELOX 100mg TABS 10'S ,411,,KE,Highchem
ORELOX 200mg TABS 10'S ,47,,KE,Highchem
ORELOX 50ml SUSPENSION ,20,,KE,Highchem
RESONIUM 454g ADULT POWDER ,144,,KE,Highchem
RHINATHIOL ENFT 125ml SP ,1838,,KE,Highchem
RHINATHIOL PROM 125ml SP ,1500,,KE,Highchem
STILNOX 10mg TABS 14'S ,755,,KE,Highchem
TAVANIC 500mg TABS 5'S ,37,,KE,Highchem
TAVANIC INJECTION 500mg ,125,,KE,Highchem
TELFAST 120mg TABS 10'S ,-20,,KE,Highchem
TRANXENE CAPSULES 5MG*30s ,0,,KE,Highchem
TRITACE 10.0mg TABS 30'S ,27,,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S ,5,,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S ,12,,KE,Highchem
XATRAL LP 10mg TABS 30'S ,146,,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,58,,KE,Highchem
ZOXON 1000mg ,2200,,KE,Highchem
ALL STAR PEN                  ,0,,KE,Laborex
AMARYL M 2MG CP B/30          ,2034,,KE,Laborex
AMARYL M IR 2MG/500MG 30'S    ,0,,KE,Laborex
AMARYL M SR 2MG CP B/30       ,292,,KE,Laborex
AMARYL M SR 2MG/500MG 30'S    ,0,,KE,Laborex
AMARYL TABS 1MG 30'S          ,13,,KE,Laborex
AMARYL TABS 2MG 30'S          ,0,,KE,Laborex
AMARYL TABS 4MG 30'S          ,0,,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,193,,KE,Laborex
APROVASC 150-5MG CP B/28      ,153,,KE,Laborex
APROVASC 300-5MG CP B/28      ,270,,KE,Laborex
BISOLVON TABS 8MG 20'S       .,0,,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,1161,,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,3028,,KE,Laborex
BUSCOPAN TABS 10MG 50'S      .,0,,KE,Laborex
CLEXANE 40MG INJ 2'S          ,8830,,KE,Laborex
CLEXANE INJ  20MG 2'S         ,37,,KE,Laborex
CLEXANE INJ  60MG 2'S         ,2075,,KE,Laborex
CLEXANE INJ 80MG 2'S          ,2831,,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",315,,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",1296,,KE,Laborex
"COAPROVEL 150/12,5MG X 28'S   ",0,,KE,Laborex
"COAPROVEL 300/12,5MG X 28'S   ",0,,KE,Laborex
CORDARONE 200MG CP B/30       ,0,,KE,Laborex
DULCOLAX TABS 5MG 30'S       .,0,,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,13978,,KE,Laborex
ENTEROGERMINA ORAL SUSP 10X5ML,0,,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,4719,,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,4098,,KE,Laborex
EPILIM IV 400MG PER VIAL      ,0,,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,2678,,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,418,,KE,Laborex
ERCEFURYL CAPS 200MG 28'S     ,0,,KE,Laborex
ERCEFURYL SUSP 90ML           ,0,,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,0,,KE,Laborex
FLAGENTYL 500MG CP B/4        ,9448,,KE,Laborex
FLAGYL INFUSION 100ML         ,0,,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,6277,,KE,Laborex
FLAGYL TABS 400MG 100'S       ,0,,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,97,,KE,Laborex
LANTUS 300IU/3ML CART/5       ,725,,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,907,,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,554,,KE,Laborex
LASIX TABS 40MG 20'S          ,7234,,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",28,,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,877,,KE,Laborex
MAALOX PLUS SUSP 150ML        ,966,,KE,Laborex
MAALOX PLUS SUSP 350ML        ,0,,KE,Laborex
MAALOX SUSP 350ML             ,55,,KE,Laborex
MAALOX SUSPENSION 150ML       ,271,,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,173,,KE,Laborex
MONOTILDIEM SR TABS 300MG 28'S,0,,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",19994,,KE,Laborex
MUCOSOLVAN TABS 30MG 20'S    .,0,,KE,Laborex
NO SPA 40MG CP B/100          ,614,,KE,Laborex
NO SPA 40MG CP B/20           ,572,,KE,Laborex
NO SPA 40MG INJ 2ML 25 AMPS   ,0,,KE,Laborex
NO SPA 40MG INJ 2ML 5 AMPS    ,0,,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,115,,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,377,,KE,Laborex
NO SPA 40MG TABS 100'S        ,0,,KE,Laborex
NO SPA 40MG TABS 20'S         ,0,,KE,Laborex
NO SPA 80MG CP B/20           ,111,,KE,Laborex
NO SPA FORTE 80MG 20'S        ,0,,KE,Laborex
ORELOX 100MG CP B/10          ,1658,,KE,Laborex
ORELOX 200MG CP B/10          ,1471,,KE,Laborex
ORELOX 40MG/5ML PAED SUSP 50ML,0,,KE,Laborex
ORELOX 80MG/PED 100ML40MG/5ML ,0,,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,68,,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,4032,,KE,Laborex
ORELOX TABS 100MG 10'S        ,0,,KE,Laborex
ORELOX TABS 200MG 10'S        ,0,,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,559,,KE,Laborex
PLAVIX 75MG TABS 28'S         ,0,,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,12839,,KE,Laborex
RHINATHIOL AD SYR 125ML       ,0,,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",0,,KE,Laborex
RHINATHIOL INF SYR 125ML      ,0,,KE,Laborex
RHINATHIOL PROM SYR 125ML     ,1,,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,24,,KE,Laborex
RIFAFOUR TABLETS 84'S         ,512,,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,0,,KE,Laborex
RIFOCIN INJ 250MG 1'S         ,565,,KE,Laborex
STILNOX TABLETS 10MG 14'S     ,11870,,KE,Laborex
TARGOCID 200MG/3ML INJ /1     ,215,,KE,Laborex
TAVANIC 500MG CP B/5          ,1510,,KE,Laborex
TAVANIC 500MG TABS 5'S        ,0,,KE,Laborex
TELFAST 120MG TABS 10'S       ,48,,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",1,,KE,Laborex
TRITACE TABS 5MG 30'S         ,0,,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,110,,KE,Laborex
TRITAZIDE 5-25MG TABS 28'S    ,0,,KE,Laborex
"XATRAL 2,5MG CP B/30          ",68,,KE,Laborex
XATRAL 2.5MG TABS 30'S        ,0,,KE,Laborex
XATRAL LP 10MG COMP B/30      ,723,,KE,Laborex
XATRAL LP 5MG CP B/56         ,329,,KE,Laborex
XATRAL LP 5MG TABS 56'S       ,0,,KE,Laborex
ALLSTAR PEN,1189,,KE,Surgipharm
AMARYL M SR TABS 2-500mg * 30's,229,,KE,Surgipharm
AMARYL M TABS 2mg * 30's,77,,KE,Surgipharm
AMARYL TABS 1mg * 30's,836,,KE,Surgipharm
AMARYL TABS 2mg * 30's,52,,KE,Surgipharm
AMARYL TABS 4mg * 30's,54,,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,368,,KE,Surgipharm
APROVASC TAB 150-5MG *28,155,,KE,Surgipharm
APROVASC TAB 300-10MG *28,99,,KE,Surgipharm
APROVASC TAB 300-5MG *28,13,,KE,Surgipharm
APROVEL TABS 150mg * 28's,203,,KE,Surgipharm
APROVEL TABS 300mg * 28's,353,,KE,Surgipharm
AXACEF TABLETS 250MG * 10,955,,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,375,,KE,Surgipharm
BIOFERON SUSP 200ML(SANOFI),2563,,KE,Surgipharm
CLEXANE INJ. 40mg * 2,30577,,KE,Surgipharm
CLEXANE INJ. 60mg * 2,2606,,KE,Surgipharm
CLEXANE INJ. 80mg * 2,1209,,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,281,,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,123,,KE,Surgipharm
DAONIL TABS 5mg * 100's,62,,KE,Surgipharm
ELOXATIN INJ 100mg * 1,5,,KE,Surgipharm
ELOXATIN INJ 50mg * 1,10,,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,16045,,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,631,,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,953,,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,1827,,KE,Surgipharm
EPILIM SYRUP 300ml,6090,,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,1035,,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,10,,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,3993,,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,50,,KE,Surgipharm
FLAGYL SUSPENSION 100ml,2692,,KE,Surgipharm
FLAGYL TABS 400mg * 100's,7,,KE,Surgipharm
GUAMET TABS 500MG 28's,10166,,KE,Surgipharm
IBEX CAPSULES 2*12,7577,,KE,Surgipharm
LANTUS 10ml VIAL,15,,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,302,,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,885,,KE,Surgipharm
LASIX AMPS 2ml * 5,762,,KE,Surgipharm
LASIX TABS 40mg * 20,2677,,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,2,,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,173,,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,288,,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,381,,KE,Surgipharm
NO SPA TABLETS 40mg * 20,224,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,2260,,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,1296,,KE,Surgipharm
ORELOX TABS 100MG *10'S,953,,KE,Surgipharm
ORELOX TABS 200MG *10'S,1432,,KE,Surgipharm
PLAVIX TABS 75mg * 28's,46,,KE,Surgipharm
RESONIUM ADULT POWDER 454G,5,,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,1416,,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,99,,KE,Surgipharm
ROXICEF INJECTION 750MG * 1's,6,,KE,Surgipharm
STILNOX TABS 10MG * 14,2410,,KE,Surgipharm
TARGOCID INJ 400mg * 1s,448,,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,55,,KE,Surgipharm
TAVANIC TABS 500mg * 5,532,,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,49,,KE,Surgipharm
TRITACE TABS 2.5mg * 30's,14,,KE,Surgipharm
TRITACE TABS 5mg * 30's,174,,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,454,,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,63,,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,103,,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,1936,,KE,Surgipharm
