product_description,quantity,country,distributor
AMARYL TABS 1.0mg 30'S,60,KE,Highchem
AMARYL TABS 2.0mg 30'S,21,KE,Highchem
AMARYL TABS 3.0mg 30'S,2,KE,Highchem
AMARYL TABS 4.0mg 30'S,10,KE,Highchem
APROVEL 300mg TABS 28'S,50,KE,Highchem
BIOFERON CAPS 30'S,14,KE,Highchem
BRONCHICUM ELIXIR 100ml,1819,KE,Highchem
CLEXANE 20mg 2'S,70,KE,Highchem
CLEXANE 40mg 2'S,170,KE,Highchem
CLEXANE 60mg 2'S,50,KE,Highchem
CLEXANE 80mg 2'S,40,KE,Highchem
CO-APROVEL TABS 150/12.5mg 28'S,50,KE,Highchem
CO-APROVEL TABS 300/12.5mg 28'S,90,KE,Highchem
CORDARONE TAB 200mg 30'S,138,KE,Highchem
DAONIL 5.0mg TABS 100'S,10,KE,Highchem
DULCOLAX 5MG TABS BL3X10,700,KE,Highchem
ENTEROGERMINA 5.0ml 10'S,1128,KE,Highchem
EPILIM 200mg TABS EC 100'S,361,KE,Highchem
EPILIM 300ml SYRUP,272,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S,167,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S,231,KE,Highchem
ERCEFURYL 200mg CAPS 28'S,72,KE,Highchem
ERCEFURYL 4% 90ML SUSPENSION,60,KE,Highchem
FLAGENTYL 500mg TABS,1456,KE,Highchem
FLAGYL 100ml SUSPENSION,1000,KE,Highchem
FLEMING 1000mg+200mg 5's INJ,113,KE,Highchem
FLEMING 500mg+125mg TABS 14'S,73,KE,Highchem
FLEMING 875mg+125mg TABS 14'S,418,KE,Highchem
LANTUS 10ml VIAL,15,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S,278,KE,Highchem
LASIX 20mg AMPS 5'S,1,KE,Highchem
LASIX 40mg TABS 20'S,440,KE,Highchem
MAALOX 150ml SUSPENSION,-330,KE,Highchem
MAALOX 460mg SATCHETS LEMON,111,KE,Highchem
MAALOX PLUS 200MG TABS BL4X10,14,KE,Highchem
MUCOSOLVAN  1.5G/100ML SYR BT1,151,KE,Highchem
NO SPA 40mg TABS 100'S,56,KE,Highchem
NO SPA 40mg TABS 20'S,1,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S,40,KE,Highchem
ORELOX 100ml SUSPENSION,436,KE,Highchem
ORELOX 200mg TABS 10'S,304,KE,Highchem
ORELOX 50ml SUSPENSION,10,KE,Highchem
PLAVIX 75mg TABS 28'S,52,KE,Highchem
RESONIUM 454g ADULT POWDER,59,KE,Highchem
RHINATHIOL AD 125ml SP,1020,KE,Highchem
RHINATHIOL ENFT 125ml SP,900,KE,Highchem
RHINATHIOL PROM 125ml SP,660,KE,Highchem
STILNOX 10mg TABS 14'S,675,KE,Highchem
TAVANIC 500mg TABS 5'S,61,KE,Highchem
TAVANIC INJECTION 500mg,15,KE,Highchem
TRITACE 2.5 MG TABS 28s,54,KE,Highchem
TRITACE 5.0mg TABS 30'S,46,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S,14,KE,Highchem
XATRAL LP 10mg TABS 30'S,178,KE,Highchem
Amaryl M 2mg/500mgtablets 30's,22,KE,Harleys
Amaryl Tablets 1mg  30's,86,KE,Harleys
Amaryl Tablets 2mg  30's,339,KE,Harleys
Amaryl Tablets 4mg  30's,51,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,5,KE,Harleys
Aprovasc 150mg/10mg tablets 28's,6,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,43,KE,Harleys
Aprovasc 300mg/5mg tablets 28's,12,KE,Harleys
Aprovel 150mg tablets 28's,28,KE,Harleys
Axacef 250mg Tablets 10's,149,KE,Harleys
Axacef 500mg Tablets 10's,257,KE,Harleys
Clexane 40mg inj 2's,1794,KE,Harleys
Clexane 80mg injection 2's,43,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,35,KE,Harleys
Coaprovel Tablets 300/12.5mg 28's,52,KE,Harleys
Eloxatin 5mg/ml  Injection 20ml,6,KE,Harleys
Epilim Chrono 300mg  Tablets 100's - DDA,102,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,240,KE,Harleys
Epilim IV 400mg/4ml Vial,55,KE,Harleys
Epilim Liquid 300ml -DDA,1034,KE,Harleys
Flagyl Tablets 400mg 100's,1025,KE,Harleys
Flagyl Viaflex 0.5mg injection- 100ml,20,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,1086,KE,Harleys
Fleming 1gm Tablets 14's,7,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,23,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,722,KE,Harleys
Fleming 625mg Tablets 14's,2109,KE,Harleys
Ibex Capsule 2 x 12's,1099,KE,Harleys
Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,158,KE,Harleys
Lantus vial 10ml - COLD CHAIN,15,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,508,KE,Harleys
Maalox plus 200mg (4x10),134,KE,Harleys
Maalox Stick Satchets 20's (Lemon),239,KE,Harleys
Maalox Suspension 350ml,282,KE,Harleys
Monotildiem SR 200mg Capsules 28's,14,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,1250,KE,Harleys
No-Spa 40mg Tablets 100's,84,KE,Harleys
No-Spa Forte 80mg Tablets 20's,23,KE,Harleys
Orelox 100mg tablets 10's,118,KE,Harleys
Orelox 200mg Tablets 10's,7,KE,Harleys
Paraflam Tablets 10's,218,KE,Harleys
Plavix 75mg Tablets 28's,46,KE,Harleys
Resonium Adult Powder 454gms,75,KE,Harleys
Rhinathiol Adult 5% Syrup 125ml,1199,KE,Harleys
Rhinathiol Infant 2% Syrup 125ml - Paed,1505,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,3735,KE,Harleys
Rilutek 50mg Tablets 56's,2,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,1276,KE,Harleys
Targocid 400mg/3ml inj I.M/I.V amp,2,KE,Harleys
Tavanic 500mg inj 1FL 100ml,35,KE,Harleys
Tavanic Tablets 500mg 5's,360,KE,Harleys
Taxotere 20mg/Vial,6,KE,Harleys
Tritace 2.5mg tabs 28's,1,KE,Harleys
Tritace 5mg tablets 28's,11,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,1,KE,Harleys
Xatral LP Tablets 10mg 30's,42,KE,Harleys
AMARYL M SR TABS 2MG-500mg * 30's,38,KE,Surgipharm
AMARYL M TABS 2mg * 30's,272,KE,Surgipharm
AMARYL TABS 1mg * 30's,136,KE,Surgipharm
AMARYL TABS 2mg * 30's,280,KE,Surgipharm
AMARYL TABS 4mg * 30's,239,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,3,KE,Surgipharm
APROVASC TAB 300-5MG *28,42,KE,Surgipharm
APROVEL TABS 150mg * 28's,59,KE,Surgipharm
APROVEL TABS 300mg * 28's,75,KE,Surgipharm
AXACEF TABLETS 250MG * 10,155,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,261,KE,Surgipharm
BIOFERON CAPS *30,233,KE,Surgipharm
BIOFERON SUSP 200ML,11,KE,Surgipharm
BRONCHICUM SYRUP * 100ml,1473,KE,Surgipharm
BUSCOPAN AMPOULES 20mg/1ml * 5's,1024,KE,Surgipharm
BUSCOPAN PLUS TABLETS * 50's,262,KE,Surgipharm
BUSCOPAN TABLETS BP 10MG * 50S,4746,KE,Surgipharm
CLEXANE INJ. 20mg * 2,74,KE,Surgipharm
CLEXANE INJ. 40mg * 2,7985,KE,Surgipharm
CLEXANE INJ. 60mg * 2,51,KE,Surgipharm
CLEXANE INJ. 80mg * 2,420,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,97,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,8,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,92,KE,Surgipharm
DAONIL TABS 5mg * 100's,216,KE,Surgipharm
DULCOLAX TABLETS 5mg * 30's SugarC,2611,KE,Surgipharm
ELOXATIN INJ 100mg * 1,0,KE,Surgipharm
ENTEROGERMINA VIALS 5ML * 10's,1332,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,55,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,12,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,6985,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),43,KE,Surgipharm
EPILIM SYRUP 300ml,549,KE,Surgipharm
ERCEFURYL CAPSULES 200mg * 28,9,KE,Surgipharm
ERCEFURYL SUSPENSION 90ml,6,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,90,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,5308,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1994,KE,Surgipharm
FLAGYL TABS 400mg * 100's,467,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,250,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML,2436,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML,1170,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,94,KE,Surgipharm
FLEMING TABS 625MG * 14'S,1128,KE,Surgipharm
IBEX CAPSULES 2*12,428,KE,Surgipharm
LANTUS 10ml VIAL,29,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,24,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,555,KE,Surgipharm
LASIX AMPS 2ml * 5,392,KE,Surgipharm
LASIX TABS 40mg * 20,5,KE,Surgipharm
MAALOX LEMON STICK 460mg/susp *20s,302,KE,Surgipharm
MAALOX PLUS TABLETS 200MG * 40's,360,KE,Surgipharm
MAALOX SUSPENSION 350ml,276,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,86,KE,Surgipharm
MUCOSOLVAN LIQUID 15mg/5ml * 100ml,5433,KE,Surgipharm
NO SPA FORTE TABLETS 80MG * 20,22,KE,Surgipharm
NO SPA INJECTION 40mg/2ml * 25Amps,32,KE,Surgipharm
NO SPA TABLETS 40mg * 100's,108,KE,Surgipharm
NO SPA TABLETS 40mg * 20,32,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,237,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,1543,KE,Surgipharm
ORELOX TABS 100MG *10'S,1564,KE,Surgipharm
ORELOX TABS 200MG *10'S,2091,KE,Surgipharm
PLAVIX TABS 75mg * 28's,160,KE,Surgipharm
RHINATHIOL ADULT EXP 200M(SUGAR FR),126,KE,Surgipharm
RHINATHIOL EXPEC/ADULT SYRUP 125ml,959,KE,Surgipharm
RHINATHIOL INFANT SYRUP 125ml,1179,KE,Surgipharm
RHINATHIOL PROMETHAZINE SYRUP 125ml,1523,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,570,KE,Surgipharm
STILNOX TABS 10MG * 14,1449,KE,Surgipharm
TARGOCID INJ 400mg * 1s,25,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,80,KE,Surgipharm
TAVANIC TABS 500mg * 5,418,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,47,KE,Surgipharm
TRITACE TABS 2.5mg * 28's,237,KE,Surgipharm
TRITACE TABS 5mg * 28's,345,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,4,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,5,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,40,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,352,KE,Surgipharm
