product_description,quantity,country,distributor
Paraflam Tablets 10's,400,KE,Harleys
Rhinathiol 2% Syrup 125ml - Paed,932,KE,Harleys
Rhinathiol 5% Syrup 125ml,215,KE,Harleys
Targocid 200mg/vial inj,40,KE,Harleys
Targocid 400mg/3ml inj I.M/I.V amp,10,KE,Harleys
Tavanic 500mg inj 1FL 100ml,0,KE,Harleys
Tritace 5mg tablets 28's,56,KE,Harleys
Tritazide 5mg/12.5mg Tablets 28's,3,KE,Harleys
Xatral 5mg Tablets 56's,43,KE,Harleys
Xatral LP Tablets 10mg 30's,211,KE,Harleys
Zoxon 1gm Injection 1's,6,KE,Harleys
AMARYL M 2mg/500mg 30'S ,50,KE,Highchem
AMARYL TABS 4.0mg 30'S ,529,KE,Highchem
APROVASC 150/5mg TABS 28'S ,7,KE,Highchem
APROVASC 150-10 MG 28'S ,5,KE,Highchem
APROVASC 300-10 MG 28'S ,8,KE,Highchem
APROVASC 300-5MG TABS ,34,KE,Highchem
APROVEL 150mg TABS 28'S ,12,KE,Highchem
AXACEF 250mg TABS 10'S ,15,KE,Highchem
AXACEF 500mg TABS 10'S ,11,KE,Highchem
BRONCHICUM ELIXIR 100ml ,44,KE,Highchem
BRUMED 100ml SUSPENSION ,55,KE,Highchem
BRUMED 400mg TABS 100'S ,10,KE,Highchem
CLEXANE 40mg 2'S ,180,KE,Highchem
CLEXANE 80mg 2'S ,413,KE,Highchem
CO-APROVEL TABS 300/12.5mg 28'S ,25,KE,Highchem
CORDARONE TAB 200mg 30'S ,-1,KE,Highchem
ELOXATINE 100mg ,35,KE,Highchem
ELOXATINE 50mg ,40,KE,Highchem
ENTEROGERMINA 5.0ml 10'S ,351,KE,Highchem
EPILIM 200mg TABS EC 100'S ,40,KE,Highchem
EPILIM 300ml SYRUP ,472,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S ,1,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S ,117,KE,Highchem
ERCEFURYL 200mg CAPS 28'S ,97,KE,Highchem
ERCEFURYL 4% 90ML SUSPENSION ,40,KE,Highchem
FLAGENTYL 500mg TABS ,258,KE,Highchem
FLAGYL 100ml SUSPENSION ,14,KE,Highchem
FLAGYL 100ml VIAFLEX ,1807,KE,Highchem
FLEMING 500mg+125mg TABS 14'S ,224,KE,Highchem
LANTUS SOLOSTAR 3ml 5'S ,66,KE,Highchem
LASIX 40mg TABS 20'S ,298,KE,Highchem
MAALOX 150ml SUSPENSION ,243,KE,Highchem
MAALOX 350ml SUSPENSION ,279,KE,Highchem
MAALOX 460mg SATCHETS LEMON ,51,KE,Highchem
MAALOX PLUS 150ml SUSPENSION ,1056,KE,Highchem
NO SPA 40mg TABS 100'S ,43,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S ,14,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,10,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,8,KE,Highchem
ORELOX 100mg TABS 10'S ,311,KE,Highchem
ORELOX 100ml SUSPENSION ,12,KE,Highchem
ORELOX 200mg TABS 10'S ,71,KE,Highchem
ORELOX 50ml SUSPENSION ,62,KE,Highchem
PLAVIX 75mg TABS 28'S ,73,KE,Highchem
RESONIUM 454g ADULT POWDER ,0,KE,Highchem
RHINATHIOL AD 125ml SP ,548,KE,Highchem
RHINATHIOL ENFT 125ml SP ,759,KE,Highchem
RILUTEK TABS 56 X 50MG ,1,KE,Highchem
STILNOX 10mg TABS 14'S ,3753,KE,Highchem
TAVANIC 500mg TABS 5'S ,310,KE,Highchem
TAVANIC INJECTION 500mg ,50,KE,Highchem
TELFAST 120mg TABS 10'S ,11,KE,Highchem
TRITACE 10.0mg TABS 30'S ,28,KE,Highchem
XATRAL LP 10mg TABS 30'S ,91,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,6,KE,Highchem
AMARYL M 2MG CP B/30          ,590,KE,Laborex
AMARYL M SR 2MG CP B/30       ,77,KE,Laborex
AMARYL TABS 1MG 30'S          ,692,KE,Laborex
AMARYL TABS 2MG 30'S          ,2643,KE,Laborex
APROVASC 150-5MG CP B/28      ,93,KE,Laborex
APROVASC 300-5MG CP B/28      ,51,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,2,KE,Laborex
BUSCOPAN PLUS TABS 50'S      .,326,KE,Laborex
CLEXANE 40MG INJ 2'S          ,4515,KE,Laborex
CLEXANE INJ  20MG 2'S         ,36,KE,Laborex
CLEXANE INJ  60MG 2'S         ,912,KE,Laborex
CLEXANE INJ 80MG 2'S          ,1048,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",334,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",236,KE,Laborex
CORDARONE 200MG CP B/30       ,83,KE,Laborex
DULCOLAX TABS 5MG 30'S       .,7445,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,964,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,619,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,331,KE,Laborex
EPILIM IV 400MG PER VIAL      ,117,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,1668,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,96,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,90,KE,Laborex
FLAGENTYL 500MG CP B/4        ,1286,KE,Laborex
FLAGYL SUSP 200MG 100ML       ,510,KE,Laborex
FLAGYL TABS 400MG 100'S       ,2380,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,44,KE,Laborex
LANTUS 300IU/3ML CART/5       ,10,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,31,KE,Laborex
LASIX INJ 20MG/2ML AMP 5'S    ,2815,KE,Laborex
LASIX TABS 40MG 20'S          ,2587,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",437,KE,Laborex
MAALOX PLUS 200MG TABS 40'S  .,8,KE,Laborex
MAALOX PLUS SUSP 150ML        ,705,KE,Laborex
MAALOX PLUS SUSP 350ML        ,800,KE,Laborex
MAALOX SUSP 350ML             ,141,KE,Laborex
MAALOX SUSPENSION 150ML       ,19,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,35,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",7068,KE,Laborex
NO SPA 40MG CP B/100          ,53,KE,Laborex
NO SPA 40MG CP B/20           ,87,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,5,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,15,KE,Laborex
NO SPA 80MG CP B/20           ,24,KE,Laborex
ORELOX 100MG CP B/10          ,924,KE,Laborex
ORELOX 200MG CP B/10          ,1790,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,2262,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,1151,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,38,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,1207,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",1828,KE,Laborex
RIFAFOUR TABLETS 84'S         ,234,KE,Laborex
RIFINAH 150/75MG TABS 56'S,1152,KE,Laborex
TAVANIC 500MG CP B/5          ,239,KE,Laborex
TELFAST 120MG TABS 10'S       ,18,KE,Laborex
"TRITACE TABS 2,5MG 30'S       ",282,KE,Laborex
TRITACE TABS 5MG 30'S         ,395,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,24,KE,Laborex
"XATRAL 2,5MG CP B/30          ",44,KE,Laborex
XATRAL LP 10MG COMP B/30      ,137,KE,Laborex
XATRAL LP 5MG CP B/56         ,28,KE,Laborex
ALLSTAR PEN,521,KE,Surgipharm
AMARYL M SR TABS 2-500mg * 30's,61,KE,Surgipharm
AMARYL M TABS 2mg * 30's,488,KE,Surgipharm
AMARYL TABS 1mg * 30's,712,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,37,KE,Surgipharm
APROVASC TAB 150-5MG *28,53,KE,Surgipharm
APROVASC TAB 300-10MG *28,57,KE,Surgipharm
APROVASC TAB 300-5MG *28,68,KE,Surgipharm
APROVEL TABS 150mg * 28's,54,KE,Surgipharm
APROVEL TABS 300mg * 28's,40,KE,Surgipharm
AXACEF TABLETS 250MG * 10,250,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,22,KE,Surgipharm
CLEXANE INJ. 20mg * 2,-32,KE,Surgipharm
CLEXANE INJ. 40mg * 2,2961,KE,Surgipharm
CLEXANE INJ. 60mg * 2,676,KE,Surgipharm
CLEXANE INJ. 80mg * 2,440,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,35,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,48,KE,Surgipharm
DAONIL TABS 5mg * 100's,485,KE,Surgipharm
ELOXATIN INJ 100mg * 1,4,KE,Surgipharm
ELOXATIN INJ 50mg * 1,0,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,24,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,133,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,240,KE,Surgipharm
EPILIM INJECTION 400MG * 1,119,KE,Surgipharm
EPILIM SYRUP 300ml,171,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,1086,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,4398,KE,Surgipharm
FLAGYL SUSPENSION 100ml,108,KE,Surgipharm
FLAGYL TABS 400mg * 100's,925,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),299,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,100,KE,Surgipharm
LANTUS 10ml VIAL,1,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,70,KE,Surgipharm
LASIX AMPS 2ml * 5,1011,KE,Surgipharm
LASIX TABS 40mg * 20,1632,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,49,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,722,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,362,KE,Surgipharm
ORELOX TABS 100MG *10'S,1349,KE,Surgipharm
ORELOX TABS 200MG *10'S,1019,KE,Surgipharm
PLAVIX TABS 75mg * 28's,146,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,60,KE,Surgipharm
STILNOX TABS 10MG * 14,942,KE,Surgipharm
TARGOCID INJ 400mg * 1s,0,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,500,KE,Surgipharm
TAVANIC TABS 500mg * 5,440,KE,Surgipharm
TRITACE TABS 2.5mg * 30's,471,KE,Surgipharm
TRITACE TABS 5mg * 30's,247,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,3,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,24,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,58,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,211,KE,Surgipharm
ZOXON 1GM INJ 1*1 WITH WATER,0,KE,Surgipharm
