product_description,quantity,country,distributor
LASIX 20mg AMPS 5'S ,199,KE,Highchem
LASIX 40mg TABS 20'S ,372,KE,Highchem
MAALOX 150ml SUSPENSION ,98,KE,Highchem
MAALOX 350ml SUSPENSION ,241,KE,Highchem
MAALOX 460mg SATCHETS LEMON ,112,KE,Highchem
MAALOX PLUS 150ml SUSPENSION ,1375,KE,Highchem
NO SPA 40mg TABS 100'S ,40,KE,Highchem
NO SPA 40mg/2ml INJECTION 25'S ,8,KE,Highchem
NO SPA 40mg/2ml INJECTION 5'S ,20,KE,Highchem
NO SPA FORTE 80mg TABS 20'S ,33,KE,Highchem
OMIZEC 20mg CAPS 28'S ,1,KE,Highchem
ORELOX 100mg TABS 10'S ,423,KE,Highchem
ORELOX 100ml SUSPENSION ,4,KE,Highchem
ORELOX 200mg TABS 10'S ,29,KE,Highchem
ORELOX 50ml SUSPENSION ,71,KE,Highchem
PLAVIX 75mg TABS 28'S ,204,KE,Highchem
RESONIUM 454g ADULT POWDER ,16,KE,Highchem
RHINATHIOL AD 125ml SP ,1307,KE,Highchem
RHINATHIOL ENFT 125ml SP ,452,KE,Highchem
RHINATHIOL PROM 125ml SP ,986,KE,Highchem
RILUTEK TABS 56 X 50MG ,1,KE,Highchem
STILNOX 10mg TABS 14'S ,2512,KE,Highchem
TAVANIC 500mg TABS 5'S ,1181,KE,Highchem
TRITACE 10.0mg TABS 30'S ,32,KE,Highchem
TRITACE 5.0mg TABS 30'S ,51,KE,Highchem
TRITAZIDE 5/12.5mg TABS 28'S ,5,KE,Highchem
TRITAZIDE 5/25mg TABS 28'S ,21,KE,Highchem
XATRAL LP 10mg TABS 30'S ,109,KE,Highchem
XATRAL LP TABLETS 5MG*56s ,14,KE,Highchem
AMARYL M 2MG CP B/30          ,835,KE,Laborex
AMARYL M SR 2MG CP B/30       ,67,KE,Laborex
AMARYL TABS 4MG 30'S          ,7,KE,Laborex
APIDRA SOLOSTAR 100IU/ML 3ML/5,1,KE,Laborex
APROVASC 150-5MG CP B/28      ,48,KE,Laborex
APROVASC 300-5MG CP B/28      ,26,KE,Laborex
BRONCHICUM ELIXIR 100ML       ,881,KE,Laborex
CLEXANE 40MG INJ 2'S          ,1231,KE,Laborex
CLEXANE INJ  20MG 2'S         ,473,KE,Laborex
CLEXANE INJ  60MG 2'S         ,800,KE,Laborex
CLEXANE INJ 80MG 2'S          ,787,KE,Laborex
"CO APROVEL 150/12,5MG RMCP/28 ",29,KE,Laborex
"CO APROVEL 300/12,5MG RMCP/28 ",484,KE,Laborex
CORDARONE 200MG CP B/30       ,114,KE,Laborex
ENTEROGERMINA 2M/5ML F/10     ,1529,KE,Laborex
EPILIM CHRONO CAPS 500MG 100S ,552,KE,Laborex
EPILIM EC TABS 200MG 100'S    ,149,KE,Laborex
EPILIM IV 400MG PER VIAL      ,7,KE,Laborex
EPILIM SYRUP 200MG/5ML 300ML  ,266,KE,Laborex
ERCEFURYL 200MG GELU B/28     ,77,KE,Laborex
ERCEFURYL SUSP BUV F/90ML     ,90,KE,Laborex
FLAGENTYL 500MG CP B/4        ,774,KE,Laborex
FLAGYL INFUSION 100ML         ,165,KE,Laborex
LANTUS 1000UI VIAL 1'S        ,95,KE,Laborex
LANTUS 300IU/3ML CART/5       ,8,KE,Laborex
LANTUS SOLOSTAR 100IU 3ML 5'S ,222,KE,Laborex
LASIX TABS 40MG 20'S          ,1728,KE,Laborex
"MAALOX ME CIT SUSP4,3MLSAC/20 ",187,KE,Laborex
MAALOX PLUS SUSP 150ML        ,143,KE,Laborex
MAALOX PLUS SUSP 350ML        ,1,KE,Laborex
MAALOX SUSP 350ML             ,26,KE,Laborex
MAALOX SUSPENSION 150ML       ,20,KE,Laborex
MONOTILDIEM SR 200MG TAB 28'S ,15,KE,Laborex
"MUCOSOLVAN 1,5G/100ML SIR    .",2346,KE,Laborex
NO SPA 40MG CP B/100          ,56,KE,Laborex
NO SPA 40MG CP B/20           ,23,KE,Laborex
NO SPA 40MG INJ 2ML B/25      ,24,KE,Laborex
NO SPA 40MG INJ 2ML B/5       ,9,KE,Laborex
NO SPA 80MG CP B/20           ,9,KE,Laborex
ORELOX 100MG CP B/10          ,319,KE,Laborex
ORELOX 200MG CP B/10          ,848,KE,Laborex
ORELOX 80MG/PED 100ML40MG/5ML ,4,KE,Laborex
ORELOX ENF 40MG/5ML SUS/100ML ,1855,KE,Laborex
ORELOX ENF 40MG/5ML SUSP/50ML ,1462,KE,Laborex
PLAVIX 75MG CP B/28 AFR       ,234,KE,Laborex
RHINATHIOL AD 5% SP F/125ML   ,1377,KE,Laborex
"RHINATHIOL ENF 2% 2,5G /125ML ",1111,KE,Laborex
RHINATHIOL PROMETH SP 125ML   ,0,KE,Laborex
RIFAFOUR TABLETS 84'S         ,12,KE,Laborex
RIFINAH 150/75MG TABS 56'S    ,36,KE,Laborex
TRITACE TABS 5MG 30'S         ,25,KE,Laborex
TRITAZIDE 5-25MG CP B/28      ,29,KE,Laborex
"XATRAL 2,5MG CP B/30          ",10,KE,Laborex
XATRAL LP 10MG COMP B/30      ,150,KE,Laborex
XATRAL LP 5MG CP B/56         ,26,KE,Laborex
ALLSTAR PEN,0,KE,Surgipharm
AMARYL M SR TABS 2-500mg * 30's,173,KE,Surgipharm
AMARYL M TABS 2mg * 30's,316,KE,Surgipharm
AMARYL TABS 2mg * 30's,685,KE,Surgipharm
AMARYL TABS 4mg * 30's,13,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,3,KE,Surgipharm
APROVASC TAB 150-5MG *28,88,KE,Surgipharm
APROVASC TAB 300-10MG *28,59,KE,Surgipharm
APROVASC TAB 300-5MG *28,55,KE,Surgipharm
APROVEL TABS 150mg * 28's,218,KE,Surgipharm
APROVEL TABS 300mg * 28's,70,KE,Surgipharm
AXACEF TABLETS 250MG * 10,3,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,15,KE,Surgipharm
CLEXANE INJ. 20mg * 2,1133,KE,Surgipharm
CLEXANE INJ. 40mg * 2,3977,KE,Surgipharm
CLEXANE INJ. 60mg * 2,743,KE,Surgipharm
CLEXANE INJ. 80mg * 2,182,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,287,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,276,KE,Surgipharm
DAONIL TABS 5mg * 100's,365,KE,Surgipharm
ELOXATIN INJ 100mg * 1,13,KE,Surgipharm
ELOXATIN INJ 50mg * 1,9,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,47,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,550,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,2924,KE,Surgipharm
EPILIM INJECTION 400MG * 1,230,KE,Surgipharm
EPILIM SYRUP 300ml,2699,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,1602,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,5035,KE,Surgipharm
FLAGYL SUSPENSION 100ml,2582,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1188,KE,Surgipharm
FLEMING SUSP 228.5MG/5ML * 70ML(SANOFI),7,KE,Surgipharm
FLEMING SUSP 457MG/5ML * 70ML  (SANOFI),117,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,99,KE,Surgipharm
LANTUS 10ml VIAL,4,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,2,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,656,KE,Surgipharm
LASIX AMPS 2ml * 5,1684,KE,Surgipharm
LASIX TABS 40mg * 20,1640,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,46,KE,Surgipharm
MONO-TILDIEM S.R CAPS 300mg * 28's,-1,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,1969,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,80,KE,Surgipharm
ORELOX TABS 100MG *10'S,1426,KE,Surgipharm
ORELOX TABS 200MG *10'S,919,KE,Surgipharm
PLAVIX TABS 75mg * 28's,279,KE,Surgipharm
ROXICEF INJECTION 750MG * 10's,70,KE,Surgipharm
STILNOX TABS 10MG * 14,282,KE,Surgipharm
TARGOCID INJ 400mg * 1s,20,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,35,KE,Surgipharm
TAVANIC TABS 500mg * 5,641,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,140,KE,Surgipharm
TRITACE TABS 5mg * 30's,373,KE,Surgipharm
TRITAZIDE TABS 5/12.5MG * 28'S,38,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,30,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,95,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,97,KE,Surgipharm
ZOXON 1GM INJ 1*1 WITH WATER,0,KE,Surgipharm
